tenant_key,use_case_name,business_function,process_area,ai_pattern,current_status,value_hypothesis,required_data,required_systems,human_approval_points,risk_controls,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,Model risk documentation assistant,contact center,contact center,copilot,candidate_not_approved,"AML investigation summarization is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",contact center; finance and treasury; evidence register,enterprise risk platform; enterprise risk platform,human review required before operational action,cloud exit and resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00011,FCF-EVID-06011,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00011,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Finance close anomaly detection,digital banking,digital banking,summarization,candidate_not_approved,"Contact center agent assist is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",digital banking; HR and change; evidence register,general ledger and ERP; general ledger and ERP,human review required before operational action,model risk management; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00012,FCF-EVID-06012,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00012,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Fraud alert triage copilot,finance and treasury,finance and treasury,classification,candidate_not_approved,"Personalized digital banking insights is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",finance and treasury; platform engineering; evidence register,identity and access management; identity and access management,human review required before operational action,fair lending and bias; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00013,FCF-EVID-06013,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00013,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML investigation summarization,HR and change,HR and change,prediction,candidate_not_approved,"Loan document intake automation is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",HR and change; data and analytics; evidence register,model risk management system; model risk management system,human review required before operational action,explainability; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00014,FCF-EVID-06014,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00014,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Contact center agent assist,platform engineering,platform engineering,decision support,candidate_not_approved,"Regulatory change impact analyzer is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",platform engineering; regulatory reporting; evidence register,regulatory reporting platform; regulatory reporting platform,human review required before operational action,GLBA privacy; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00015,FCF-EVID-06015,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00015,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Personalized digital banking insights,data and analytics,data and analytics,copilot,candidate_not_approved,"Wealth advisor research assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",data and analytics; vendor management; evidence register,document management platform; document management platform,human review required before operational action,PCI DSS; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00016,FCF-EVID-06016,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00016,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Loan document intake automation,regulatory reporting,regulatory reporting,summarization,candidate_not_approved,"Collections prioritization assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",regulatory reporting; retail banking; evidence register,core banking platform; core banking platform,human review required before operational action,data retention; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00017,FCF-EVID-06017,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00017,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Regulatory change impact analyzer,vendor management,vendor management,classification,candidate_not_approved,"Branch workforce knowledge assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",vendor management; commercial banking; evidence register,loan origination platform; loan origination platform,human review required before operational action,access controls; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00018,FCF-EVID-06018,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00018,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Wealth advisor research assistant,retail banking,retail banking,prediction,candidate_not_approved,"IT incident and change-risk copilot is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",retail banking; wealth advisory; evidence register,card processing platform; card processing platform,human review required before operational action,audit logging; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00019,FCF-EVID-06019,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00019,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Collections prioritization assistant,commercial banking,commercial banking,decision support,candidate_not_approved,"Model risk documentation assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",commercial banking; mortgage lending; evidence register,payments hub; payments hub,human review required before operational action,customer consent; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00020,FCF-EVID-06020,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00020,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Branch workforce knowledge assistant,wealth advisory,wealth advisory,copilot,candidate_not_approved,"Finance close anomaly detection is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",wealth advisory; cards and payments; evidence register,ACH and wire operations; ACH and wire operations,human review required before operational action,regulatory reporting accuracy; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00021,FCF-EVID-06021,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00021,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,IT incident and change-risk copilot,mortgage lending,mortgage lending,summarization,candidate_not_approved,"Fraud alert triage copilot is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",mortgage lending; treasury services; evidence register,fraud detection platform; fraud detection platform,human review required before operational action,operational resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00022,FCF-EVID-06022,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00022,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Model risk documentation assistant,cards and payments,cards and payments,classification,candidate_not_approved,"AML investigation summarization is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",cards and payments; fraud operations; evidence register,AML/KYC case management; AML/KYC case management,human review required before operational action,third-party risk; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00023,FCF-EVID-06023,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00023,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Finance close anomaly detection,treasury services,treasury services,prediction,candidate_not_approved,"Contact center agent assist is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",treasury services; AML and KYC; evidence register,CRM and banker desktop; CRM and banker desktop,human review required before operational action,cyber risk; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00024,FCF-EVID-06024,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00024,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Fraud alert triage copilot,fraud operations,fraud operations,decision support,candidate_not_approved,"Personalized digital banking insights is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",fraud operations; risk and compliance; evidence register,contact center platform; contact center platform,human review required before operational action,fraud loss; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00025,FCF-EVID-06025,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00025,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML investigation summarization,AML and KYC,AML and KYC,copilot,candidate_not_approved,"Loan document intake automation is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",AML and KYC; branch operations; evidence register,mobile banking platform; mobile banking platform,human review required before operational action,vendor concentration; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00026,FCF-EVID-06026,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00026,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Contact center agent assist,risk and compliance,risk and compliance,summarization,candidate_not_approved,"Regulatory change impact analyzer is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",risk and compliance; contact center; evidence register,online banking platform; online banking platform,human review required before operational action,cloud exit and resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00027,FCF-EVID-06027,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00027,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Personalized digital banking insights,branch operations,branch operations,classification,candidate_not_approved,"Wealth advisor research assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",branch operations; digital banking; evidence register,cloud lakehouse foundation; cloud lakehouse foundation,human review required before operational action,model risk management; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-10-00028,FCF-EVID-06028,FCF-10_AI_AUTOMATION_USE_CASES-SRC-00028,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
