tenant_key,persona_or_role,function_name,role_count,location_model,employment_type,vendor_supported,skills,pain_points,automation_opportunity,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,contact center operator,contact center capability 011,22,hybrid enterprise,mixed,no,enterprise risk platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for cloud exit and resilience; manual reconciliation across enterprise risk platform,AML investigation summarization remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00011,FCF-EVID-01811,FCF-03_WORKFORCE_ROLES-SRC-00011,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,digital banking analyst,digital banking capability 012,23,hub-and-spoke,contractor-supported,no,general ledger and ERP workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for model risk management; manual reconciliation across general ledger and ERP,Contact center agent assist remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00012,FCF-EVID-01812,FCF-03_WORKFORCE_ROLES-SRC-00012,03_workforce_roles,Workforce Roles,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,finance and treasury product owner,finance and treasury capability 013,24,contact center,employee,yes,identity and access management workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for fair lending and bias; manual reconciliation across identity and access management,Personalized digital banking insights remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00013,FCF-EVID-01813,FCF-03_WORKFORCE_ROLES-SRC-00013,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,HR and change risk owner,HR and change capability 014,25,field operations,vendor-supported,no,model risk management system workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for explainability; manual reconciliation across model risk management system,Loan document intake automation remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00014,FCF-EVID-01814,FCF-03_WORKFORCE_ROLES-SRC-00014,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,platform engineering service manager,platform engineering capability 015,26,remote specialist,mixed,no,regulatory reporting platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for GLBA privacy; manual reconciliation across regulatory reporting platform,Regulatory change impact analyzer remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00015,FCF-EVID-01815,FCF-03_WORKFORCE_ROLES-SRC-00015,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,data and analytics operator,data and analytics capability 016,27,hybrid enterprise,contractor-supported,no,document management platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for PCI DSS; manual reconciliation across document management platform,Wealth advisor research assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00016,FCF-EVID-01816,FCF-03_WORKFORCE_ROLES-SRC-00016,03_workforce_roles,Workforce Roles,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,regulatory reporting analyst,regulatory reporting capability 017,28,hub-and-spoke,employee,yes,core banking platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for data retention; manual reconciliation across core banking platform,Collections prioritization assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00017,FCF-EVID-01817,FCF-03_WORKFORCE_ROLES-SRC-00017,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,vendor management product owner,vendor management capability 018,29,contact center,vendor-supported,no,loan origination platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for access controls; manual reconciliation across loan origination platform,Branch workforce knowledge assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00018,FCF-EVID-01818,FCF-03_WORKFORCE_ROLES-SRC-00018,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,retail banking risk owner,retail banking capability 019,30,field operations,mixed,no,card processing platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for audit logging; manual reconciliation across card processing platform,IT incident and change-risk copilot remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00019,FCF-EVID-01819,FCF-03_WORKFORCE_ROLES-SRC-00019,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,commercial banking service manager,commercial banking capability 020,31,remote specialist,contractor-supported,no,payments hub workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for customer consent; manual reconciliation across payments hub,Model risk documentation assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00020,FCF-EVID-01820,FCF-03_WORKFORCE_ROLES-SRC-00020,03_workforce_roles,Workforce Roles,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,wealth advisory operator,wealth advisory capability 021,32,hybrid enterprise,employee,yes,ACH and wire operations workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for regulatory reporting accuracy; manual reconciliation across ACH and wire operations,Finance close anomaly detection remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00021,FCF-EVID-01821,FCF-03_WORKFORCE_ROLES-SRC-00021,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mortgage lending analyst,mortgage lending capability 022,33,hub-and-spoke,vendor-supported,no,fraud detection platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for operational resilience; manual reconciliation across fraud detection platform,Fraud alert triage copilot remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00022,FCF-EVID-01822,FCF-03_WORKFORCE_ROLES-SRC-00022,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cards and payments product owner,cards and payments capability 023,34,contact center,mixed,no,AML/KYC case management workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for third-party risk; manual reconciliation across AML/KYC case management,AML investigation summarization remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00023,FCF-EVID-01823,FCF-03_WORKFORCE_ROLES-SRC-00023,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,treasury services risk owner,treasury services capability 024,35,field operations,contractor-supported,no,CRM and banker desktop workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for cyber risk; manual reconciliation across CRM and banker desktop,Contact center agent assist remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00024,FCF-EVID-01824,FCF-03_WORKFORCE_ROLES-SRC-00024,03_workforce_roles,Workforce Roles,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud operations service manager,fraud operations capability 025,36,remote specialist,employee,yes,contact center platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for fraud loss; manual reconciliation across contact center platform,Personalized digital banking insights remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00025,FCF-EVID-01825,FCF-03_WORKFORCE_ROLES-SRC-00025,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML and KYC operator,AML and KYC capability 026,37,hybrid enterprise,vendor-supported,no,mobile banking platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for vendor concentration; manual reconciliation across mobile banking platform,Loan document intake automation remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00026,FCF-EVID-01826,FCF-03_WORKFORCE_ROLES-SRC-00026,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,risk and compliance analyst,risk and compliance capability 027,38,hub-and-spoke,mixed,no,online banking platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for cloud exit and resilience; manual reconciliation across online banking platform,Regulatory change impact analyzer remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00027,FCF-EVID-01827,FCF-03_WORKFORCE_ROLES-SRC-00027,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,branch operations product owner,branch operations capability 028,39,contact center,contractor-supported,no,cloud lakehouse foundation workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for model risk management; manual reconciliation across cloud lakehouse foundation,Wealth advisor research assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00028,FCF-EVID-01828,FCF-03_WORKFORCE_ROLES-SRC-00028,03_workforce_roles,Workforce Roles,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,contact center risk owner,contact center capability 029,40,field operations,employee,yes,enterprise risk platform workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for fair lending and bias; manual reconciliation across enterprise risk platform,Collections prioritization assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00029,FCF-EVID-01829,FCF-03_WORKFORCE_ROLES-SRC-00029,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,digital banking service manager,digital banking capability 030,41,remote specialist,vendor-supported,no,general ledger and ERP workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for explainability; manual reconciliation across general ledger and ERP,Branch workforce knowledge assistant remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00030,FCF-EVID-01830,FCF-03_WORKFORCE_ROLES-SRC-00030,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,finance and treasury operator,finance and treasury capability 031,42,hybrid enterprise,mixed,no,identity and access management workflow knowledge; evidence review; controls; stakeholder communication,Fragmented evidence for GLBA privacy; manual reconciliation across identity and access management,IT incident and change-risk copilot remains candidate until evidence gates close,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/03_workforce_roles.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-03-00031,FCF-EVID-01831,FCF-03_WORKFORCE_ROLES-SRC-00031,03_workforce_roles,Workforce Roles,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
