tenant_key,program_name,business_sponsor,technology_owner,objective,scope,status,phase,target_outcomes,dependencies,risks,budget_usd,expected_value_usd,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,Model Risk and AI Governance,CEO,enterprise architecture,"Advance Finance and GL Modernization with governed evidence, safe controls, and candidate-only read models.",contact center; enterprise risk platform; PayAxis Network Services,approved,mobilize,planning outcomes only; realized value requires finance validation,enterprise risk platform; PayAxis Network Services; contact center evidence,cloud exit and resilience; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00011,FCF-EVID-05411,FCF-09_PROGRAMS_INITIATIVES-SRC-00011,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Finance and GL Modernization,CFO,platform engineering,"Advance Digital Banking Modernization with governed evidence, safe controls, and candidate-only read models.",digital banking; general ledger and ERP; CloudNorth Data Platform,evidence gate,design,planning outcomes only; realized value requires finance validation,general ledger and ERP; CloudNorth Data Platform; digital banking evidence,model risk management; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00012,FCF-EVID-05412,FCF-09_PROGRAMS_INITIATIVES-SRC-00012,09_programs_initiatives,Programs & Initiatives,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Digital Banking Modernization,COO,application owner,"Advance Payments Platform Resilience with governed evidence, safe controls, and candidate-only read models.",finance and treasury; identity and access management; InsightLake Analytics,approved,build,planning outcomes only; realized value requires finance validation,identity and access management; InsightLake Analytics; finance and treasury evidence,fair lending and bias; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00013,FCF-EVID-05413,FCF-09_PROGRAMS_INITIATIVES-SRC-00013,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Payments Platform Resilience,CIO,data engineering,"Advance Fraud and Financial Crimes Transformation with governed evidence, safe controls, and candidate-only read models.",HR and change; model risk management system; Servica Contact Cloud,approved,validate,planning outcomes only; realized value requires finance validation,model risk management system; Servica Contact Cloud; HR and change evidence,explainability; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00014,FCF-EVID-05414,FCF-09_PROGRAMS_INITIATIVES-SRC-00014,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Fraud and Financial Crimes Transformation,CTO,IT service management,"Advance Core Banking Simplification with governed evidence, safe controls, and candidate-only read models.",platform engineering; regulatory reporting platform; FraudShield Controls,approved,control gate,planning outcomes only; realized value requires finance validation,regulatory reporting platform; FraudShield Controls; platform engineering evidence,GLBA privacy; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00015,FCF-EVID-05415,FCF-09_PROGRAMS_INITIATIVES-SRC-00015,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Core Banking Simplification,CDAO,enterprise architecture,"Advance Data Governance and Lakehouse Foundation with governed evidence, safe controls, and candidate-only read models.",data and analytics; document management platform; ComplyCase Risk Systems,evidence gate,mobilize,planning outcomes only; realized value requires finance validation,document management platform; ComplyCase Risk Systems; data and analytics evidence,PCI DSS; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00016,FCF-EVID-05416,FCF-09_PROGRAMS_INITIATIVES-SRC-00016,09_programs_initiatives,Programs & Initiatives,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Data Governance and Lakehouse Foundation,CISO,platform engineering,"Advance Regulatory Reporting Automation with governed evidence, safe controls, and candidate-only read models.",regulatory reporting; core banking platform; CreditSignal Data Services,approved,design,planning outcomes only; realized value requires finance validation,core banking platform; CreditSignal Data Services; regulatory reporting evidence,data retention; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00017,FCF-EVID-05417,FCF-09_PROGRAMS_INITIATIVES-SRC-00017,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Regulatory Reporting Automation,Chief compliance officer,application owner,"Advance Contact Center Experience Transformation with governed evidence, safe controls, and candidate-only read models.",vendor management; loan origination platform; RegOps Managed Services,approved,build,planning outcomes only; realized value requires finance validation,loan origination platform; RegOps Managed Services; vendor management evidence,access controls; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00018,FCF-EVID-05418,FCF-09_PROGRAMS_INITIATIVES-SRC-00018,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Contact Center Experience Transformation,Chief procurement officer,data engineering,"Advance Cloud Resilience and Zero Trust with governed evidence, safe controls, and candidate-only read models.",retail banking; card processing platform; CyberGate Security,approved,validate,planning outcomes only; realized value requires finance validation,card processing platform; CyberGate Security; retail banking evidence,audit logging; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00019,FCF-EVID-05419,FCF-09_PROGRAMS_INITIATIVES-SRC-00019,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Cloud Resilience and Zero Trust,Chief people officer,IT service management,"Advance Branch Workforce Productivity with governed evidence, safe controls, and candidate-only read models.",commercial banking; payments hub; LedgerWorks ERP,evidence gate,control gate,planning outcomes only; realized value requires finance validation,payments hub; LedgerWorks ERP; commercial banking evidence,customer consent; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00020,FCF-EVID-05420,FCF-09_PROGRAMS_INITIATIVES-SRC-00020,09_programs_initiatives,Programs & Initiatives,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Branch Workforce Productivity,Transformation office lead,enterprise architecture,"Advance Wealth Advisor Desktop Modernization with governed evidence, safe controls, and candidate-only read models.",wealth advisory; ACH and wire operations; CoreBridge Banking Services,approved,mobilize,planning outcomes only; realized value requires finance validation,ACH and wire operations; CoreBridge Banking Services; wealth advisory evidence,regulatory reporting accuracy; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00021,FCF-EVID-05421,FCF-09_PROGRAMS_INITIATIVES-SRC-00021,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Wealth Advisor Desktop Modernization,Experience leader,platform engineering,"Advance Model Risk and AI Governance with governed evidence, safe controls, and candidate-only read models.",mortgage lending; fraud detection platform; CardRail Processing,approved,design,planning outcomes only; realized value requires finance validation,fraud detection platform; CardRail Processing; mortgage lending evidence,operational resilience; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00022,FCF-EVID-05422,FCF-09_PROGRAMS_INITIATIVES-SRC-00022,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Model Risk and AI Governance,Business unit president,application owner,"Advance Finance and GL Modernization with governed evidence, safe controls, and candidate-only read models.",cards and payments; AML/KYC case management; PayAxis Network Services,approved,build,planning outcomes only; realized value requires finance validation,AML/KYC case management; PayAxis Network Services; cards and payments evidence,third-party risk; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00023,FCF-EVID-05423,FCF-09_PROGRAMS_INITIATIVES-SRC-00023,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Finance and GL Modernization,Contact center leader,data engineering,"Advance Digital Banking Modernization with governed evidence, safe controls, and candidate-only read models.",treasury services; CRM and banker desktop; CloudNorth Data Platform,evidence gate,validate,planning outcomes only; realized value requires finance validation,CRM and banker desktop; CloudNorth Data Platform; treasury services evidence,cyber risk; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00024,FCF-EVID-05424,FCF-09_PROGRAMS_INITIATIVES-SRC-00024,09_programs_initiatives,Programs & Initiatives,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Digital Banking Modernization,Operations leader,IT service management,"Advance Payments Platform Resilience with governed evidence, safe controls, and candidate-only read models.",fraud operations; contact center platform; InsightLake Analytics,approved,control gate,planning outcomes only; realized value requires finance validation,contact center platform; InsightLake Analytics; fraud operations evidence,fraud loss; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00025,FCF-EVID-05425,FCF-09_PROGRAMS_INITIATIVES-SRC-00025,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Payments Platform Resilience,Chief architect,enterprise architecture,"Advance Fraud and Financial Crimes Transformation with governed evidence, safe controls, and candidate-only read models.",AML and KYC; mobile banking platform; Servica Contact Cloud,approved,mobilize,planning outcomes only; realized value requires finance validation,mobile banking platform; Servica Contact Cloud; AML and KYC evidence,vendor concentration; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00026,FCF-EVID-05426,FCF-09_PROGRAMS_INITIATIVES-SRC-00026,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Fraud and Financial Crimes Transformation,Application owner,platform engineering,"Advance Core Banking Simplification with governed evidence, safe controls, and candidate-only read models.",risk and compliance; online banking platform; FraudShield Controls,approved,design,planning outcomes only; realized value requires finance validation,online banking platform; FraudShield Controls; risk and compliance evidence,cloud exit and resilience; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00027,FCF-EVID-05427,FCF-09_PROGRAMS_INITIATIVES-SRC-00027,09_programs_initiatives,Programs & Initiatives,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,Core Banking Simplification,ITSM leader,application owner,"Advance Data Governance and Lakehouse Foundation with governed evidence, safe controls, and candidate-only read models.",branch operations; cloud lakehouse foundation; ComplyCase Risk Systems,evidence gate,build,planning outcomes only; realized value requires finance validation,cloud lakehouse foundation; ComplyCase Risk Systems; branch operations evidence,model risk management; no active promotion without review,28750000,0,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-09-00028,FCF-EVID-05428,FCF-09_PROGRAMS_INITIATIVES-SRC-00028,09_programs_initiatives,Programs & Initiatives,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
