tenant,source_file,output_file,transform,row_count
apex-retail-synthetic-v4,family-5-execution-operations/F13_initiatives-portfolio.csv,apex-retail/family-5-execution-operations/F13_initiatives-portfolio.csv,snake_case_lineage_copy,75
apex-retail-synthetic-v4,family-5-execution-operations/F14_operations-service-management.csv,apex-retail/family-5-execution-operations/F14_operations-service-management.csv,canonical_f14_operations_service_management,12
apex-retail-synthetic-v4,family-5-execution-operations/F15_kpis-outcome-evidence.csv,apex-retail/family-5-execution-operations/F15_kpis-outcome-evidence.csv,snake_case_lineage_copy,14
apex-retail-synthetic-v4,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,apex-retail/family-6-governance-ai-evidence/F16_security-risk-compliance.csv,snake_case_lineage_copy,12
apex-retail-synthetic-v4,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,apex-retail/family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,canonical_f17_ai_automation_footprint,14
apex-retail-synthetic-v4,family-7-outcome-intelligence/O01_business-metrics.csv,apex-retail/family-7-outcome-intelligence/O01_business-metrics.csv,snake_case_lineage_copy,100
apex-retail-synthetic-v4,family-7-outcome-intelligence/O02_industry-benchmarks.csv,apex-retail/family-7-outcome-intelligence/O02_industry-benchmarks.csv,snake_case_lineage_copy,100
apex-retail-synthetic-v4,family-7-outcome-intelligence/O03_competitor-plays.csv,apex-retail/family-7-outcome-intelligence/O03_competitor-plays.csv,snake_case_lineage_copy,100
apex-retail-synthetic-v4,family-7-outcome-intelligence/O04_benefits-realization.csv,apex-retail/family-7-outcome-intelligence/O04_benefits-realization.csv,snake_case_lineage_copy,150
apex-retail-synthetic-v4,family-7-outcome-intelligence/O05_raid-log.csv,apex-retail/family-7-outcome-intelligence/O05_raid-log.csv,snake_case_lineage_copy,200
apex-retail-synthetic-v4,family-7-outcome-intelligence/O06_ai-governance.csv,apex-retail/family-7-outcome-intelligence/O06_ai-governance.csv,snake_case_lineage_copy,43
apex-retail-synthetic-v4,family-8-semantic-enrichment/F18_leadership-org-chart.csv,apex-retail/family-8-semantic-enrichment/F18_leadership-org-chart.csv,snake_case_lineage_copy,40
apex-retail-synthetic-v4,family-8-semantic-enrichment/F19_team-application-ownership.csv,apex-retail/family-8-semantic-enrichment/F19_team-application-ownership.csv,snake_case_lineage_copy,170
apex-retail-synthetic-v4,family-8-semantic-enrichment/F20_capability-system-dependency.csv,apex-retail/family-8-semantic-enrichment/F20_capability-system-dependency.csv,snake_case_lineage_copy,92
apex-retail-synthetic-v4,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,apex-retail/family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,snake_case_lineage_copy,125
apex-retail-synthetic-v4,family-8-semantic-enrichment/F22_contract-system-service-map.csv,apex-retail/family-8-semantic-enrichment/F22_contract-system-service-map.csv,snake_case_lineage_copy,100
apex-retail-synthetic-v4,family-8-semantic-enrichment/F23_operational-service-map.csv,apex-retail/family-8-semantic-enrichment/F23_operational-service-map.csv,snake_case_lineage_copy,12
apex-retail-synthetic-v4,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,apex-retail/family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,snake_case_lineage_copy,14
apex-retail-synthetic-v4,family-8-semantic-enrichment/F25_context-node-dictionary.csv,apex-retail/family-8-semantic-enrichment/F25_context-node-dictionary.csv,snake_case_lineage_copy,1079
apex-retail-synthetic-v4,family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,apex-retail/family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,copied_non_csv,
apex-retail-synthetic-v4,family-8-semantic-enrichment/F27_source-context-narratives.yaml,apex-retail/family-8-semantic-enrichment/F27_source-context-narratives.yaml,copied_non_csv,
apex-retail-synthetic-v4,graph/context-relationships.jsonl,apex-retail/graph/context-relationships.jsonl,copied_non_csv,
apex-retail-synthetic-v4,derived,apex-retail/derived/tower_financial_amounts.csv,normalized_financial_governance_ledger,106
first-capital-financial-synthetic-v4,D19-personas-workforce/D19_personas-workforce.csv,first-capital-financial/D19-personas-workforce/D19_personas-workforce.csv,snake_case_lineage_copy,16
first-capital-financial-synthetic-v4,ai-control-tower/T00_ai-investment-super-template.csv,first-capital-financial/ai-control-tower/T00_ai-investment-super-template.csv,snake_case_lineage_copy,42
first-capital-financial-synthetic-v4,ai-control-tower/T01_initiative-registry.csv,first-capital-financial/ai-control-tower/T01_initiative-registry.csv,canonical_t01_value_register,42
first-capital-financial-synthetic-v4,ai-control-tower/T02_project-milestones.csv,first-capital-financial/ai-control-tower/T02_project-milestones.csv,snake_case_lineage_copy,167
first-capital-financial-synthetic-v4,ai-control-tower/T03_tool-usage-monthly.csv,first-capital-financial/ai-control-tower/T03_tool-usage-monthly.csv,snake_case_lineage_copy,35
first-capital-financial-synthetic-v4,ai-control-tower/T04_agent-outcomes.csv,first-capital-financial/ai-control-tower/T04_agent-outcomes.csv,snake_case_lineage_copy,42
first-capital-financial-synthetic-v4,ai-control-tower/T05_persona-productivity.csv,first-capital-financial/ai-control-tower/T05_persona-productivity.csv,snake_case_lineage_copy,16
first-capital-financial-synthetic-v4,ai-control-tower/T06_dora-delivery-metrics.csv,first-capital-financial/ai-control-tower/T06_dora-delivery-metrics.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,ai-control-tower/T07_benefit-realization.csv,first-capital-financial/ai-control-tower/T07_benefit-realization.csv,canonical_t07_benefit_realization,126
first-capital-financial-synthetic-v4,ai-control-tower/T08_spend-contracts.csv,first-capital-financial/ai-control-tower/T08_spend-contracts.csv,canonical_t08_preserve_spend_grain,42
first-capital-financial-synthetic-v4,ai-control-tower/T09_risk-governance.csv,first-capital-financial/ai-control-tower/T09_risk-governance.csv,snake_case_lineage_copy,42
first-capital-financial-synthetic-v4,ai-control-tower/T10_evidence-items.csv,first-capital-financial/ai-control-tower/T10_evidence-items.csv,snake_case_lineage_copy,42
first-capital-financial-synthetic-v4,ai-control-tower/T11_refresh-log.csv,first-capital-financial/ai-control-tower/T11_refresh-log.csv,snake_case_lineage_copy,1
first-capital-financial-synthetic-v4,ai-control-tower/T12_derived-actions.csv,first-capital-financial/ai-control-tower/T12_derived-actions.csv,snake_case_lineage_copy,24
first-capital-financial-synthetic-v4,ai-control-tower/T13_model-ai-inventory.csv,first-capital-financial/ai-control-tower/T13_model-ai-inventory.csv,snake_case_lineage_copy,42
first-capital-financial-synthetic-v4,family-1-enterprise-operating-model/F01_enterprise-profile.yaml,first-capital-financial/family-1-enterprise-operating-model/F01_enterprise-profile.yaml,copied_non_csv,
first-capital-financial-synthetic-v4,family-1-enterprise-operating-model/F02_business-org-functions.csv,first-capital-financial/family-1-enterprise-operating-model/F02_business-org-functions.csv,snake_case_lineage_copy,15
first-capital-financial-synthetic-v4,family-1-enterprise-operating-model/F03_it-org-ownership.csv,first-capital-financial/family-1-enterprise-operating-model/F03_it-org-ownership.csv,snake_case_lineage_copy,13
first-capital-financial-synthetic-v4,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,first-capital-financial/family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,family-2-technology-estate/F05_applications-systems.csv,first-capital-financial/family-2-technology-estate/F05_applications-systems.csv,snake_case_lineage_copy,260
first-capital-financial-synthetic-v4,family-2-technology-estate/F06_system-function-mapping.csv,first-capital-financial/family-2-technology-estate/F06_system-function-mapping.csv,snake_case_lineage_copy,120
first-capital-financial-synthetic-v4,family-2-technology-estate/F07_infrastructure-cloud.csv,first-capital-financial/family-2-technology-estate/F07_infrastructure-cloud.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,family-2-technology-estate/F08_platform-volumetrics.csv,first-capital-financial/family-2-technology-estate/F08_platform-volumetrics.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,first-capital-financial/family-4-financial-commercial/F11_vendors-contracts-licenses.csv,snake_case_lineage_copy,120
first-capital-financial-synthetic-v4,family-4-financial-commercial/F12_it-budget-financials.csv,first-capital-financial/family-4-financial-commercial/F12_it-budget-financials.csv,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change,13
first-capital-financial-synthetic-v4,family-5-execution-operations/F13_initiatives-portfolio.csv,first-capital-financial/family-5-execution-operations/F13_initiatives-portfolio.csv,snake_case_lineage_copy,90
first-capital-financial-synthetic-v4,family-5-execution-operations/F14_operations-service-management.csv,first-capital-financial/family-5-execution-operations/F14_operations-service-management.csv,canonical_f14_operations_service_management,12
first-capital-financial-synthetic-v4,family-5-execution-operations/F15_kpis-outcome-evidence.csv,first-capital-financial/family-5-execution-operations/F15_kpis-outcome-evidence.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,first-capital-financial/family-6-governance-ai-evidence/F16_security-risk-compliance.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,first-capital-financial/family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,canonical_f17_ai_automation_footprint,42
first-capital-financial-synthetic-v4,family-7-outcome-intelligence/O01_business-metrics.csv,first-capital-financial/family-7-outcome-intelligence/O01_business-metrics.csv,snake_case_lineage_copy,144
first-capital-financial-synthetic-v4,family-7-outcome-intelligence/O02_industry-benchmarks.csv,first-capital-financial/family-7-outcome-intelligence/O02_industry-benchmarks.csv,snake_case_lineage_copy,144
first-capital-financial-synthetic-v4,family-7-outcome-intelligence/O03_competitor-plays.csv,first-capital-financial/family-7-outcome-intelligence/O03_competitor-plays.csv,snake_case_lineage_copy,144
first-capital-financial-synthetic-v4,family-7-outcome-intelligence/O04_benefits-realization.csv,first-capital-financial/family-7-outcome-intelligence/O04_benefits-realization.csv,snake_case_lineage_copy,216
first-capital-financial-synthetic-v4,family-7-outcome-intelligence/O05_raid-log.csv,first-capital-financial/family-7-outcome-intelligence/O05_raid-log.csv,snake_case_lineage_copy,288
first-capital-financial-synthetic-v4,family-7-outcome-intelligence/O06_ai-governance.csv,first-capital-financial/family-7-outcome-intelligence/O06_ai-governance.csv,snake_case_lineage_copy,63
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F18_leadership-org-chart.csv,first-capital-financial/family-8-semantic-enrichment/F18_leadership-org-chart.csv,snake_case_lineage_copy,52
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F19_team-application-ownership.csv,first-capital-financial/family-8-semantic-enrichment/F19_team-application-ownership.csv,snake_case_lineage_copy,260
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F20_capability-system-dependency.csv,first-capital-financial/family-8-semantic-enrichment/F20_capability-system-dependency.csv,snake_case_lineage_copy,120
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,first-capital-financial/family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,snake_case_lineage_copy,140
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F22_contract-system-service-map.csv,first-capital-financial/family-8-semantic-enrichment/F22_contract-system-service-map.csv,snake_case_lineage_copy,120
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F23_operational-service-map.csv,first-capital-financial/family-8-semantic-enrichment/F23_operational-service-map.csv,snake_case_lineage_copy,12
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,first-capital-financial/family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,snake_case_lineage_copy,42
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F25_context-node-dictionary.csv,first-capital-financial/family-8-semantic-enrichment/F25_context-node-dictionary.csv,snake_case_lineage_copy,1216
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,first-capital-financial/family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,copied_non_csv,
first-capital-financial-synthetic-v4,family-8-semantic-enrichment/F27_source-context-narratives.yaml,first-capital-financial/family-8-semantic-enrichment/F27_source-context-narratives.yaml,copied_non_csv,
first-capital-financial-synthetic-v4,graph/context-relationships.jsonl,first-capital-financial/graph/context-relationships.jsonl,copied_non_csv,
first-capital-financial-synthetic-v4,derived,first-capital-financial/derived/tower_financial_amounts.csv,normalized_financial_governance_ledger,233
lakeshore-industries-synthetic-v4,D19-personas-workforce/D19_personas-workforce.csv,lakeshore-industries/D19-personas-workforce/D19_personas-workforce.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T00_ai-investment-super-template.csv,lakeshore-industries/ai-control-tower/T00_ai-investment-super-template.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T01_initiative-registry.csv,lakeshore-industries/ai-control-tower/T01_initiative-registry.csv,canonical_t01_value_register,10
lakeshore-industries-synthetic-v4,ai-control-tower/T02_project-milestones.csv,lakeshore-industries/ai-control-tower/T02_project-milestones.csv,snake_case_lineage_copy,50
lakeshore-industries-synthetic-v4,ai-control-tower/T03_tool-usage-monthly.csv,lakeshore-industries/ai-control-tower/T03_tool-usage-monthly.csv,snake_case_lineage_copy,40
lakeshore-industries-synthetic-v4,ai-control-tower/T04_agent-outcomes.csv,lakeshore-industries/ai-control-tower/T04_agent-outcomes.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T05_persona-productivity.csv,lakeshore-industries/ai-control-tower/T05_persona-productivity.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T06_dora-delivery-metrics.csv,lakeshore-industries/ai-control-tower/T06_dora-delivery-metrics.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T07_benefit-realization.csv,lakeshore-industries/ai-control-tower/T07_benefit-realization.csv,canonical_t07_benefit_realization,10
lakeshore-industries-synthetic-v4,ai-control-tower/T08_spend-contracts.csv,lakeshore-industries/ai-control-tower/T08_spend-contracts.csv,canonical_t08_preserve_spend_grain,10
lakeshore-industries-synthetic-v4,ai-control-tower/T09_risk-governance.csv,lakeshore-industries/ai-control-tower/T09_risk-governance.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T10_evidence-items.csv,lakeshore-industries/ai-control-tower/T10_evidence-items.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T11_refresh-log.csv,lakeshore-industries/ai-control-tower/T11_refresh-log.csv,snake_case_lineage_copy,1
lakeshore-industries-synthetic-v4,ai-control-tower/T12_derived-actions.csv,lakeshore-industries/ai-control-tower/T12_derived-actions.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,ai-control-tower/T13_model-ai-inventory.csv,lakeshore-industries/ai-control-tower/T13_model-ai-inventory.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-1-enterprise-operating-model/F01_enterprise-profile.yaml,lakeshore-industries/family-1-enterprise-operating-model/F01_enterprise-profile.yaml,copied_non_csv,
lakeshore-industries-synthetic-v4,family-1-enterprise-operating-model/F02_business-org-functions.csv,lakeshore-industries/family-1-enterprise-operating-model/F02_business-org-functions.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-1-enterprise-operating-model/F03_it-org-ownership.csv,lakeshore-industries/family-1-enterprise-operating-model/F03_it-org-ownership.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,lakeshore-industries/family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,snake_case_lineage_copy,8
lakeshore-industries-synthetic-v4,family-2-technology-estate/F05_applications-systems.csv,lakeshore-industries/family-2-technology-estate/F05_applications-systems.csv,snake_case_lineage_copy,130
lakeshore-industries-synthetic-v4,family-2-technology-estate/F06_system-function-mapping.csv,lakeshore-industries/family-2-technology-estate/F06_system-function-mapping.csv,snake_case_lineage_copy,74
lakeshore-industries-synthetic-v4,family-2-technology-estate/F07_infrastructure-cloud.csv,lakeshore-industries/family-2-technology-estate/F07_infrastructure-cloud.csv,snake_case_lineage_copy,11
lakeshore-industries-synthetic-v4,family-2-technology-estate/F08_platform-volumetrics.csv,lakeshore-industries/family-2-technology-estate/F08_platform-volumetrics.csv,snake_case_lineage_copy,12
lakeshore-industries-synthetic-v4,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,lakeshore-industries/family-4-financial-commercial/F11_vendors-contracts-licenses.csv,snake_case_lineage_copy,90
lakeshore-industries-synthetic-v4,family-4-financial-commercial/F12_it-budget-financials.csv,lakeshore-industries/family-4-financial-commercial/F12_it-budget-financials.csv,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change,10
lakeshore-industries-synthetic-v4,family-5-execution-operations/F13_initiatives-portfolio.csv,lakeshore-industries/family-5-execution-operations/F13_initiatives-portfolio.csv,snake_case_lineage_copy,62
lakeshore-industries-synthetic-v4,family-5-execution-operations/F14_operations-service-management.csv,lakeshore-industries/family-5-execution-operations/F14_operations-service-management.csv,canonical_f14_operations_service_management,10
lakeshore-industries-synthetic-v4,family-5-execution-operations/F15_kpis-outcome-evidence.csv,lakeshore-industries/family-5-execution-operations/F15_kpis-outcome-evidence.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,lakeshore-industries/family-6-governance-ai-evidence/F16_security-risk-compliance.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,lakeshore-industries/family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,canonical_f17_ai_automation_footprint,10
lakeshore-industries-synthetic-v4,family-7-outcome-intelligence/O01_business-metrics.csv,lakeshore-industries/family-7-outcome-intelligence/O01_business-metrics.csv,snake_case_lineage_copy,8
lakeshore-industries-synthetic-v4,family-7-outcome-intelligence/O02_industry-benchmarks.csv,lakeshore-industries/family-7-outcome-intelligence/O02_industry-benchmarks.csv,snake_case_lineage_copy,80
lakeshore-industries-synthetic-v4,family-7-outcome-intelligence/O03_competitor-plays.csv,lakeshore-industries/family-7-outcome-intelligence/O03_competitor-plays.csv,snake_case_lineage_copy,5
lakeshore-industries-synthetic-v4,family-7-outcome-intelligence/O04_benefits-realization.csv,lakeshore-industries/family-7-outcome-intelligence/O04_benefits-realization.csv,snake_case_lineage_copy,120
lakeshore-industries-synthetic-v4,family-7-outcome-intelligence/O05_raid-log.csv,lakeshore-industries/family-7-outcome-intelligence/O05_raid-log.csv,snake_case_lineage_copy,6
lakeshore-industries-synthetic-v4,family-7-outcome-intelligence/O06_ai-governance.csv,lakeshore-industries/family-7-outcome-intelligence/O06_ai-governance.csv,snake_case_lineage_copy,40
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F18_leadership-org-chart.csv,lakeshore-industries/family-8-semantic-enrichment/F18_leadership-org-chart.csv,snake_case_lineage_copy,16
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F19_team-application-ownership.csv,lakeshore-industries/family-8-semantic-enrichment/F19_team-application-ownership.csv,snake_case_lineage_copy,130
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F20_capability-system-dependency.csv,lakeshore-industries/family-8-semantic-enrichment/F20_capability-system-dependency.csv,snake_case_lineage_copy,74
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,lakeshore-industries/family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,snake_case_lineage_copy,105
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F22_contract-system-service-map.csv,lakeshore-industries/family-8-semantic-enrichment/F22_contract-system-service-map.csv,snake_case_lineage_copy,90
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F23_operational-service-map.csv,lakeshore-industries/family-8-semantic-enrichment/F23_operational-service-map.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,lakeshore-industries/family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,snake_case_lineage_copy,10
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F25_context-node-dictionary.csv,lakeshore-industries/family-8-semantic-enrichment/F25_context-node-dictionary.csv,snake_case_lineage_copy,955
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,lakeshore-industries/family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,copied_non_csv,
lakeshore-industries-synthetic-v4,family-8-semantic-enrichment/F27_source-context-narratives.yaml,lakeshore-industries/family-8-semantic-enrichment/F27_source-context-narratives.yaml,copied_non_csv,
lakeshore-industries-synthetic-v4,graph/context-relationships.jsonl,lakeshore-industries/graph/context-relationships.jsonl,copied_non_csv,
lakeshore-industries-synthetic-v4,derived,lakeshore-industries/derived/tower_financial_amounts.csv,normalized_financial_governance_ledger,90
meridian-health-synthetic-v4,D19-personas-workforce/D19_personas-workforce.csv,meridian-health/D19-personas-workforce/D19_personas-workforce.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,ai-control-tower/T00_ai-investment-super-template.csv,meridian-health/ai-control-tower/T00_ai-investment-super-template.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,ai-control-tower/T01_initiative-registry.csv,meridian-health/ai-control-tower/T01_initiative-registry.csv,canonical_t01_value_register,14
meridian-health-synthetic-v4,ai-control-tower/T02_project-milestones.csv,meridian-health/ai-control-tower/T02_project-milestones.csv,snake_case_lineage_copy,70
meridian-health-synthetic-v4,ai-control-tower/T03_tool-usage-monthly.csv,meridian-health/ai-control-tower/T03_tool-usage-monthly.csv,snake_case_lineage_copy,40
meridian-health-synthetic-v4,ai-control-tower/T04_agent-outcomes.csv,meridian-health/ai-control-tower/T04_agent-outcomes.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,ai-control-tower/T05_persona-productivity.csv,meridian-health/ai-control-tower/T05_persona-productivity.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,ai-control-tower/T06_dora-delivery-metrics.csv,meridian-health/ai-control-tower/T06_dora-delivery-metrics.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,ai-control-tower/T07_benefit-realization.csv,meridian-health/ai-control-tower/T07_benefit-realization.csv,canonical_t07_benefit_realization,14
meridian-health-synthetic-v4,ai-control-tower/T08_spend-contracts.csv,meridian-health/ai-control-tower/T08_spend-contracts.csv,canonical_t08_preserve_spend_grain,14
meridian-health-synthetic-v4,ai-control-tower/T09_risk-governance.csv,meridian-health/ai-control-tower/T09_risk-governance.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,ai-control-tower/T10_evidence-items.csv,meridian-health/ai-control-tower/T10_evidence-items.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,ai-control-tower/T11_refresh-log.csv,meridian-health/ai-control-tower/T11_refresh-log.csv,snake_case_lineage_copy,1
meridian-health-synthetic-v4,ai-control-tower/T12_derived-actions.csv,meridian-health/ai-control-tower/T12_derived-actions.csv,snake_case_lineage_copy,10
meridian-health-synthetic-v4,ai-control-tower/T13_model-ai-inventory.csv,meridian-health/ai-control-tower/T13_model-ai-inventory.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,family-1-enterprise-operating-model/F01_enterprise-profile.yaml,meridian-health/family-1-enterprise-operating-model/F01_enterprise-profile.yaml,copied_non_csv,
meridian-health-synthetic-v4,family-1-enterprise-operating-model/F02_business-org-functions.csv,meridian-health/family-1-enterprise-operating-model/F02_business-org-functions.csv,snake_case_lineage_copy,15
