tenant_key,source_file,original_columns,output_columns,transform
apex-retail,family-1-enterprise-operating-model/F02_business-org-functions.csv,function_id | function_name | executive_owner_role | head_count | description,function_id | function_name | executive_owner_role | head_count | description | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-1-enterprise-operating-model/F03_it-org-ownership.csv,team_id | team_name | executive_owner_role | domain | head_count_fte | annual_budget_usd,team_id | team_name | executive_owner_role | domain | head_count_fte | annual_budget_usd | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,capability_id | capability_name | owning_function_id | value_stream | ai_maturity | business_criticality | description,capability_id | capability_name | owning_function_id | value_stream | ai_maturity | business_criticality | description | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-2-technology-estate/F05_applications-systems.csv,application_id | application_name | domain | primary_business_owner | technical_owner_team | platform_type | hosting_model | environment | criticality | annual_run_cost_usd | users_or_entities_supported | integration_count | data_classification | modernization_state | evidence_id,application_id | application_name | domain | primary_business_owner | technical_owner_team | platform_type | hosting_model | environment | criticality | annual_run_cost_usd | users_or_entities_supported | integration_count | data_classification | modernization_state | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-2-technology-estate/F06_system-function-mapping.csv,mapping_id | application_id | capability_id | support_type | process_area | user_count | module,mapping_id | application_id | capability_id | support_type | process_area | user_count | module | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-2-technology-estate/F07_infrastructure-cloud.csv,resource_id | resource_type | provider | region | criticality | owner_team | environment | monthly_cost_usd | notes,resource_id | resource_type | provider | region | criticality | owner_team | environment | monthly_cost_usd | notes | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-2-technology-estate/F08_platform-volumetrics.csv,platform_id | metric_name | period | value | unit | capacity | capacity_pct | notes,platform_id | metric_name | period | value | unit | capacity | capacity_pct | notes | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,vendor_id | vendor_name | category | annual_spend_usd | contract_end_date | renewal_risk | business_owner | technology_owner | evidence_id,vendor_id | vendor_name | category | annual_spend_usd | contract_end_date | renewal_risk | business_owner | technology_owner | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-4-financial-commercial/F12_it-budget-financials.csv,budget_line_id | function_or_platform | run_budget_usd | change_budget_usd | ai_budget_usd | owner_role | notes,tenant_key | line_id | budget_area | function_or_platform | owner_role | owner_team_id | spend_type | budget_fy26_usd | run_budget_fy26_usd | change_budget_fy26_usd | ai_data_budget_fy26_usd | capex_budget_fy26_usd | opex_budget_fy26_usd | labor_pct | vendor_pct | cloud_infra_pct | budget_pressure | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change
apex-retail,family-5-execution-operations/F13_initiatives-portfolio.csv,initiative_id | initiative_name | business_area | owner_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | primary_blocker | evidence_id,initiative_id | initiative_name | business_area | owner_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | primary_blocker | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-5-execution-operations/F14_operations-service-management.csv,signal_id | service_or_process | metric_name | period | value | threshold | status | owner_role | evidence_id,tenant_key | signal_id | record_id | service_or_process | service_area | ticket_or_event_type | metric_name | period | monthly_volume | value | threshold | status | severity_mix | mttr_hours | backlog_count | automation_candidate | root_cause_theme | incidents_p1_p2 | incidents_total | change_failure_rate_pct | availability_pct | owner_role | evidence_id | source_file | source_row | value_source | notes,canonical_f14_operations_service_management
apex-retail,family-5-execution-operations/F15_kpis-outcome-evidence.csv,kpi_id | kpi_name | business_area | period | current_value | target_value | unit | owner_role | evidence_id,kpi_id | kpi_name | business_area | period | current_value | target_value | unit | owner_role | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,control_id | control_name | domain | owner_role | status | severity | evidence_id | notes,control_id | control_name | domain | owner_role | status | severity | evidence_id | notes | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,ai_asset_id | asset_name | business_area | owner_role | tool_or_model | risk_tier | approval_status | monthly_users | evidence_id,tenant_key | ai_asset_id | ai_asset_name | asset_type | business_area | business_function | owner_role | tool_or_model | parent_system_id | stage | status | monthly_users_or_cases | monthly_users | risk_tier | regulated_workflow | approved_data_scope | approval_status | model_risk_status | measured_value_usd | evidence_id | evidence_status | next_gate | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_f17_ai_automation_footprint
apex-retail,family-7-outcome-intelligence/O01_business-metrics.csv,metric_id | function | owning_cxo | metric_name | definition | unit | current_value | target_value | value_stream_id | primary_capability_id,metric_id | function | owning_cxo | metric_name | definition | unit | current_value | target_value | value_stream_id | primary_capability_id | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-7-outcome-intelligence/O02_industry-benchmarks.csv,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-7-outcome-intelligence/O03_competitor-plays.csv,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-7-outcome-intelligence/O04_benefits-realization.csv,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-7-outcome-intelligence/O05_raid-log.csv,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-7-outcome-intelligence/O06_ai-governance.csv,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F18_leadership-org-chart.csv,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F19_team-application-ownership.csv,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F20_capability-system-dependency.csv,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,tenant_key | data_product_id | data_product_name | platform | source_system_id | source_system_name | owner_role | trust_score | lineage_basis | confidence | caveat,tenant_key | data_product_id | data_product_name | platform | source_system_id | source_system_name | owner_role | trust_score | lineage_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F22_contract-system-service-map.csv,tenant_key | map_id | vendor_id | vendor_name | contract_or_scope | annual_value_usd | renewal_date | supported_system_id | supported_system_name | owner_role | source_basis | confidence | caveat,tenant_key | map_id | vendor_id | vendor_name | contract_or_scope | annual_value_usd | renewal_date | supported_system_id | supported_system_name | owner_role | source_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F23_operational-service-map.csv,tenant_key | service_map_id | service_or_process | ticket_or_event_type | monthly_volume_or_count | mttr_hours | backlog_or_change_signal | owning_team_id | owning_team_name | related_system_id | related_system_name | automation_candidate | source_basis | confidence | caveat,tenant_key | service_map_id | service_or_process | ticket_or_event_type | monthly_volume_or_count | mttr_hours | backlog_or_change_signal | owning_team_id | owning_team_name | related_system_id | related_system_name | automation_candidate | source_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,tenant_key | ai_value_map_id | ai_asset_id | ai_asset_name | business_area | tool_or_model | stage_or_status | governance_status | measured_or_committed_value_usd | linked_kpi | value_basis | confidence | caveat,tenant_key | ai_value_map_id | ai_asset_id | ai_asset_name | business_area | tool_or_model | stage_or_status | governance_status | measured_or_committed_value_usd | linked_kpi | value_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
apex-retail,family-8-semantic-enrichment/F25_context-node-dictionary.csv,tenant_key | node_id | business_label | node_type | source_file | readable_summary | confidence | caveat,tenant_key | node_id | business_label | node_type | source_file | readable_summary | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,D19-personas-workforce/D19_personas-workforce.csv,persona_id | persona_name | business_area | population_count | ai_relevance | work_context,persona_id | persona_name | business_area | population_count | ai_relevance | work_context | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T00_ai-investment-super-template.csv,initiative_id | initiative_name | business_area | owner_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | primary_blocker | evidence_id,initiative_id | initiative_name | business_area | owner_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | primary_blocker | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T01_initiative-registry.csv,initiative_id | initiative_name | business_area | owner_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | primary_blocker | evidence_id,tenant_key | initiative_id | initiative_name | business_area | portfolio_segment | owner_role | business_sponsor_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | evidence_status | scale_decision | primary_blocker | evidence_id | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_t01_value_register
first-capital-financial,ai-control-tower/T02_project-milestones.csv,initiative_id | milestone_id | milestone_name | due_date | status | blocker_or_condition,initiative_id | milestone_id | milestone_name | due_date | status | blocker_or_condition | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T03_tool-usage-monthly.csv,period | tool_name | licensed_users | active_users | prompts_or_actions | estimated_hours_saved | quality_or_control_flag,period | tool_name | licensed_users | active_users | prompts_or_actions | estimated_hours_saved | quality_or_control_flag | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T04_agent-outcomes.csv,agent_id | agent_name | business_process | work_items_resolved | deflection_pct | exception_rate_pct | human_escalation_pct | approval_status | risk_note,agent_id | agent_name | business_process | work_items_resolved | deflection_pct | exception_rate_pct | human_escalation_pct | approval_status | risk_note | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T05_persona-productivity.csv,persona_id | persona_name | baseline_cycle_time_minutes | current_cycle_time_minutes | quality_metric | quality_before_pct | quality_after_pct | confidence,persona_id | persona_name | baseline_cycle_time_minutes | current_cycle_time_minutes | quality_metric | quality_before_pct | quality_after_pct | confidence | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T06_dora-delivery-metrics.csv,team_or_product | deployment_frequency_before | deployment_frequency_after | lead_time_before_days | lead_time_after_days | change_failure_before_pct | change_failure_after_pct | mttr_before_hours | mttr_after_hours,team_or_product | deployment_frequency_before | deployment_frequency_after | lead_time_before_days | lead_time_after_days | change_failure_before_pct | change_failure_after_pct | mttr_before_hours | mttr_after_hours | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T07_benefit-realization.csv,initiative_id | metric_basis | promised_benefit_usd | measured_value_usd | unrealized_or_blocked_value_usd | confidence | evidence_status,tenant_key | initiative_id | metric_basis | value_basis | promised_benefit_usd | measured_value_usd | unrealized_or_blocked_value_usd | confidence | evidence_status | measurement_method | finance_attested | evidence_id | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_t07_benefit_realization
first-capital-financial,ai-control-tower/T08_spend-contracts.csv,initiative_id | vendor_or_tool | ytd_spend_usd | annual_budget_usd | contract_value_usd | renewal_date | unit_economic_note,tenant_key | line_id | initiative_id | vendor_or_tool | spend_category | budget_fy26_usd | actual_ytd_usd | contract_value_usd | renewal_date | unit_economic_note | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_t08_preserve_spend_grain
first-capital-financial,ai-control-tower/T09_risk-governance.csv,initiative_id | risk_id | risk_domain | severity | control_status | exception_or_gap | owner_role,initiative_id | risk_id | risk_domain | severity | control_status | exception_or_gap | owner_role | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T10_evidence-items.csv,evidence_item_id | initiative_id | source_file | source_locator | source_timestamp | review_state | confidence,evidence_item_id | initiative_id | source_file | source_locator | source_timestamp | review_state | confidence | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T11_refresh-log.csv,refresh_id | period | source_freshness | parser_status | approval_state | notes,refresh_id | period | source_freshness | parser_status | approval_state | notes | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T12_derived-actions.csv,action_id | action_title | priority | derived_from | decision_owner | next_decision_date | expected_impact_usd,action_id | action_title | priority | derived_from | decision_owner | next_decision_date | expected_impact_usd | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,ai-control-tower/T13_model-ai-inventory.csv,model_id | model_name | model_type | use_case | risk_tier | validation_status | pii_phi_financial_data | owner_role,model_id | model_name | model_type | use_case | risk_tier | validation_status | pii_phi_financial_data | owner_role | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-1-enterprise-operating-model/F02_business-org-functions.csv,function_id | function_name | executive_owner_role | head_count | description,function_id | function_name | executive_owner_role | head_count | description | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-1-enterprise-operating-model/F03_it-org-ownership.csv,team_id | team_name | executive_owner_role | domain | head_count_fte | offshore_pct | annual_budget_usd,team_id | team_name | executive_owner_role | domain | head_count_fte | offshore_pct | annual_budget_usd | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,capability_id | capability_name | value_stream | business_owner | maturity | ai_relevance | primary_systems | known_gap,capability_id | capability_name | value_stream | business_owner | maturity | ai_relevance | primary_systems | known_gap | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-2-technology-estate/F05_applications-systems.csv,application_id | application_name | domain | primary_business_owner | technical_owner_team | platform_type | hosting_model | environment | criticality | annual_run_cost_usd | users_or_entities_supported | integration_count | data_classification | modernization_state | evidence_id,application_id | application_name | domain | primary_business_owner | technical_owner_team | platform_type | hosting_model | environment | criticality | annual_run_cost_usd | users_or_entities_supported | integration_count | data_classification | modernization_state | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-2-technology-estate/F06_system-function-mapping.csv,mapping_id | application_id | application_name | business_function | process_supported | fit_score | pain_point | move_relevance,mapping_id | application_id | application_name | business_function | process_supported | fit_score | pain_point | move_relevance | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-2-technology-estate/F07_infrastructure-cloud.csv,asset_id | asset_name | hosting_model | platform | region_or_datacenter | annual_cost_usd | resilience_tier | owner_team | modernization_note,asset_id | asset_name | hosting_model | platform | region_or_datacenter | annual_cost_usd | resilience_tier | owner_team | modernization_note | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-2-technology-estate/F08_platform-volumetrics.csv,metric_id | platform_or_system | metric_name | monthly_volume | peak_volume | growth_rate_pct | sla_target | observed_issue,metric_id | platform_or_system | metric_name | monthly_volume | peak_volume | growth_rate_pct | sla_target | observed_issue | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,vendor_id | vendor_name | category | owned_by | annual_contract_value_usd | renewal_date | criticality | license_or_unit_basis | commercial_risk | evidence_id,vendor_id | vendor_name | category | owned_by | annual_contract_value_usd | renewal_date | criticality | license_or_unit_basis | commercial_risk | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-4-financial-commercial/F12_it-budget-financials.csv,budget_id | budget_area | owner_role | run_budget_usd | change_budget_usd | ai_or_data_budget_usd | labor_pct | vendor_pct | cloud_or_infra_pct | budget_pressure,tenant_key | line_id | budget_area | function_or_platform | owner_role | owner_team_id | spend_type | budget_fy26_usd | run_budget_fy26_usd | change_budget_fy26_usd | ai_data_budget_fy26_usd | capex_budget_fy26_usd | opex_budget_fy26_usd | labor_pct | vendor_pct | cloud_infra_pct | budget_pressure | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change
first-capital-financial,family-5-execution-operations/F13_initiatives-portfolio.csv,initiative_id | initiative_name | business_area | owner_role | stage | budget_usd | promised_benefit_usd | target_date | dependency | risk_status | move_relevance,initiative_id | initiative_name | business_area | owner_role | stage | budget_usd | promised_benefit_usd | target_date | dependency | risk_status | move_relevance | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-5-execution-operations/F14_operations-service-management.csv,signal_id | service_or_process | ticket_or_event_type | monthly_volume | severity_mix | mttr_hours | backlog_count | automation_candidate | root_cause_theme,tenant_key | signal_id | record_id | service_or_process | service_area | ticket_or_event_type | metric_name | period | monthly_volume | value | threshold | status | severity_mix | mttr_hours | backlog_count | automation_candidate | root_cause_theme | incidents_p1_p2 | incidents_total | change_failure_rate_pct | availability_pct | owner_role | evidence_id | source_file | source_row | value_source | notes,canonical_f14_operations_service_management
first-capital-financial,family-5-execution-operations/F15_kpis-outcome-evidence.csv,kpi_id | kpi_name | domain | baseline_value | current_value | target_value | measurement_period | evidence_id | decision_relevance,kpi_id | kpi_name | domain | baseline_value | current_value | target_value | measurement_period | evidence_id | decision_relevance | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,control_id | control_name | domain | owner_role | status | risk_severity | evidence_status | gap_or_condition | regulatory_or_policy_anchor,control_id | control_name | domain | owner_role | status | risk_severity | evidence_status | gap_or_condition | regulatory_or_policy_anchor | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,ai_asset_id | ai_asset_name | business_area | tool_or_model | stage | monthly_users_or_cases | measured_value_usd | risk_tier | evidence_status | next_gate,tenant_key | ai_asset_id | ai_asset_name | asset_type | business_area | business_function | owner_role | tool_or_model | parent_system_id | stage | status | monthly_users_or_cases | monthly_users | risk_tier | regulated_workflow | approved_data_scope | approval_status | model_risk_status | measured_value_usd | evidence_id | evidence_status | next_gate | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_f17_ai_automation_footprint
first-capital-financial,family-7-outcome-intelligence/O01_business-metrics.csv,metric_id | function | owning_cxo | metric_name | definition | unit | current_value | target_value | value_stream_id | primary_capability_id,metric_id | function | owning_cxo | metric_name | definition | unit | current_value | target_value | value_stream_id | primary_capability_id | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-7-outcome-intelligence/O02_industry-benchmarks.csv,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-7-outcome-intelligence/O03_competitor-plays.csv,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-7-outcome-intelligence/O04_benefits-realization.csv,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-7-outcome-intelligence/O05_raid-log.csv,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-7-outcome-intelligence/O06_ai-governance.csv,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-8-semantic-enrichment/F18_leadership-org-chart.csv,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-8-semantic-enrichment/F19_team-application-ownership.csv,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
first-capital-financial,family-8-semantic-enrichment/F20_capability-system-dependency.csv,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
