tenantKey,relationshipId,sourceRowNumber,rawRelationshipType,normalizedRelationshipType,fromObjectType,fromObjectName,fromNodeId,toObjectType,toObjectName,toNodeId,evidenceBasis,confidence,knownGaps,quarantineReasons,disposition
apex-retail,APX-12-A6D9EF997F,12,owned_by,OWNED_BY,business_function,Real Estate and Facilities,apex-retail:business_function:real-estate-and-facilities,workforce_role,Chief Real Estate Officer,,APX-BF-011,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-77AB427DF2,13,owned_by,OWNED_BY,business_function,Private Brands,apex-retail:business_function:private-brands,workforce_role,SVP Private Brands,,APX-BF-012,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-9ADF751DF0,14,owned_by,OWNED_BY,business_function,Store selling and clienteling,apex-retail:business_function:store-selling-and-clienteling,workforce_role,APX-BF-001,,apex-retail-business_function-2,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-66A60C3D0E,15,owned_by,OWNED_BY,business_function,POS checkout and payments,apex-retail:business_function:pos-checkout-and-payments,workforce_role,APX-BF-002,,apex-retail-business_function-3,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-45A6480C4C,16,owned_by,OWNED_BY,business_function,Omnichannel order management,apex-retail:business_function:omnichannel-order-management,workforce_role,APX-BF-003,,apex-retail-business_function-4,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-C67C6C4F77,17,owned_by,OWNED_BY,business_function,Inventory availability and ATP,apex-retail:business_function:inventory-availability-and-atp,workforce_role,APX-BF-004,,apex-retail-business_function-5,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-31A0BD29C2,18,owned_by,OWNED_BY,business_function,Demand forecasting and replenishment,apex-retail:business_function:demand-forecasting-and-replenishment,workforce_role,APX-BF-005,,apex-retail-business_function-6,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-08B85E2E60,19,owned_by,OWNED_BY,business_function,Merchandise planning and allocation,apex-retail:business_function:merchandise-planning-and-allocation,workforce_role,APX-BF-006,,apex-retail-business_function-7,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-10446E1585,20,owned_by,OWNED_BY,business_function,Pricing and markdown optimization,apex-retail:business_function:pricing-and-markdown-optimization,workforce_role,APX-BF-007,,apex-retail-business_function-8,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-219C0AC53B,21,owned_by,OWNED_BY,business_function,Loyalty personalization,apex-retail:business_function:loyalty-personalization,workforce_role,APX-BF-008,,apex-retail-business_function-9,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-4D31F121E4,22,owned_by,OWNED_BY,business_function,Retail media activation,apex-retail:business_function:retail-media-activation,workforce_role,APX-BF-009,,apex-retail-business_function-10,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-D123FADEBE,23,owned_by,OWNED_BY,business_function,Supply chain visibility,apex-retail:business_function:supply-chain-visibility,workforce_role,APX-BF-010,,apex-retail-business_function-11,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-532F25152B,24,owned_by,OWNED_BY,business_function,Labor scheduling,apex-retail:business_function:labor-scheduling,workforce_role,APX-BF-011,,apex-retail-business_function-12,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-EADF1AEC86,25,owned_by,OWNED_BY,business_function,Shrink and fraud prevention,apex-retail:business_function:shrink-and-fraud-prevention,workforce_role,APX-BF-012,,apex-retail-business_function-13,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-18463DD908,26,owned_by,OWNED_BY,business_function,Returns and reverse logistics,apex-retail:business_function:returns-and-reverse-logistics,workforce_role,APX-BF-001,,apex-retail-business_function-14,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-EBE0200185,27,owned_by,OWNED_BY,business_function,Customer service and contact center,apex-retail:business_function:customer-service-and-contact-center,workforce_role,APX-BF-002,,apex-retail-business_function-15,medium,none,unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-AC93D8DF36,29,owns_technology_for,,workforce_role,APX-IT-003,,application_system,Oracle Retail Merchandising,apex-retail:application_system:oracle-retail-merchandising,APX-APP-001,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-7A502D4CDF,30,supports,SUPPORTS,vendor_contract,VDR-00001,,application_system,Oracle Retail Merchandising,apex-retail:application_system:oracle-retail-merchandising,APX-APP-001,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-6A79C9122F,31,uses_data_domain,,application_system,Oracle Retail Merchandising,apex-retail:application_system:oracle-retail-merchandising,data_asset,pci_pii,,APX-APP-001,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-06BEEE5525,32,uses,USES,business_function,warehouse,,application_system,Manhattan Active WMS,apex-retail:application_system:manhattan-active-wms,APX-APP-002,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-C689649F9F,33,owns_technology_for,,workforce_role,APX-IT-004,,application_system,Manhattan Active WMS,apex-retail:application_system:manhattan-active-wms,APX-APP-002,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-6B045D7337,34,supports,SUPPORTS,vendor_contract,VDR-00002,,application_system,Manhattan Active WMS,apex-retail:application_system:manhattan-active-wms,APX-APP-002,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-4EEFDFB708,35,uses_data_domain,,application_system,Manhattan Active WMS,apex-retail:application_system:manhattan-active-wms,data_asset,internal,,APX-APP-002,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-BD3920EB60,36,uses,USES,business_function,order_management,,application_system,IBM Sterling OMS,apex-retail:application_system:ibm-sterling-oms,APX-APP-003,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-2A060BCBEC,37,owns_technology_for,,workforce_role,APX-IT-002,,application_system,IBM Sterling OMS,apex-retail:application_system:ibm-sterling-oms,APX-APP-003,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-C4053DDE2D,38,supports,SUPPORTS,vendor_contract,VDR-00003,,application_system,IBM Sterling OMS,apex-retail:application_system:ibm-sterling-oms,APX-APP-003,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-7E2FF7C7E6,39,uses_data_domain,,application_system,IBM Sterling OMS,apex-retail:application_system:ibm-sterling-oms,data_asset,internal,,APX-APP-003,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-13078651FA,40,uses,USES,business_function,pos,,application_system,Toshiba POS,apex-retail:application_system:toshiba-pos,APX-APP-004,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-79C23F7FF1,41,owns_technology_for,,workforce_role,APX-IT-001,,application_system,Toshiba POS,apex-retail:application_system:toshiba-pos,APX-APP-004,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-4A85F5A4E1,42,supports,SUPPORTS,vendor_contract,VDR-00004,,application_system,Toshiba POS,apex-retail:application_system:toshiba-pos,APX-APP-004,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-D500C34160,43,uses_data_domain,,application_system,Toshiba POS,apex-retail:application_system:toshiba-pos,data_asset,Customer loyalty master data,,APX-APP-004,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-CC5B555F33,44,uses_data_domain,,application_system,Toshiba POS,apex-retail:application_system:toshiba-pos,data_asset,operational events,,APX-APP-004,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-CDAAA7A0DD,45,uses_data_domain,,application_system,Toshiba POS,apex-retail:application_system:toshiba-pos,data_asset,identity and control evidence,,APX-APP-004,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-233577DE5B,46,uses,USES,business_function,ecommerce,,application_system,Salesforce Commerce Cloud,apex-retail:application_system:salesforce-commerce-cloud,APX-APP-005,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-8355A6C3A0,47,owns_technology_for,,workforce_role,APX-IT-002,,application_system,Salesforce Commerce Cloud,apex-retail:application_system:salesforce-commerce-cloud,APX-APP-005,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-5BFE1FEFFD,48,supports,SUPPORTS,vendor_contract,VDR-00005,,application_system,Salesforce Commerce Cloud,apex-retail:application_system:salesforce-commerce-cloud,APX-APP-005,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-74507D1032,49,uses_data_domain,,application_system,Salesforce Commerce Cloud,apex-retail:application_system:salesforce-commerce-cloud,data_asset,pci_pii,,APX-APP-005,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-D9FC0E69F4,50,uses,USES,business_function,personalization,,application_system,Adobe Experience Cloud,apex-retail:application_system:adobe-experience-cloud,APX-APP-006,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-2531FF7386,51,owns_technology_for,,workforce_role,APX-IT-005,,application_system,Adobe Experience Cloud,apex-retail:application_system:adobe-experience-cloud,APX-APP-006,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-6323A92038,52,supports,SUPPORTS,vendor_contract,VDR-00006,,application_system,Adobe Experience Cloud,apex-retail:application_system:adobe-experience-cloud,APX-APP-006,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-C1AFEE614E,53,uses_data_domain,,application_system,Adobe Experience Cloud,apex-retail:application_system:adobe-experience-cloud,data_asset,internal,,APX-APP-006,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-DE9286102B,54,uses,USES,business_function,forecasting,,application_system,Blue Yonder Demand Planning,apex-retail:application_system:blue-yonder-demand-planning,APX-APP-007,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-F8F9E005A1,55,owns_technology_for,,workforce_role,APX-IT-003,,application_system,Blue Yonder Demand Planning,apex-retail:application_system:blue-yonder-demand-planning,APX-APP-007,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-155FE362FE,56,supports,SUPPORTS,vendor_contract,VDR-00007,,application_system,Blue Yonder Demand Planning,apex-retail:application_system:blue-yonder-demand-planning,APX-APP-007,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-DA467A9C14,57,uses_data_domain,,application_system,Blue Yonder Demand Planning,apex-retail:application_system:blue-yonder-demand-planning,data_asset,Omnichannel selling master data,,APX-APP-007,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-FE25D2CBCA,58,uses_data_domain,,application_system,Blue Yonder Demand Planning,apex-retail:application_system:blue-yonder-demand-planning,data_asset,operational events,,APX-APP-007,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-099EC0ED18,59,uses_data_domain,,application_system,Blue Yonder Demand Planning,apex-retail:application_system:blue-yonder-demand-planning,data_asset,identity and control evidence,,APX-APP-007,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-429562A757,60,uses,USES,business_function,erp_finance,,application_system,SAP S/4 Finance,apex-retail:application_system:sap-s-4-finance,APX-APP-008,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-026EA6F6BC,61,owns_technology_for,,workforce_role,APX-IT-006,,application_system,SAP S/4 Finance,apex-retail:application_system:sap-s-4-finance,APX-APP-008,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-B281194B91,62,supports,SUPPORTS,vendor_contract,VDR-00008,,application_system,SAP S/4 Finance,apex-retail:application_system:sap-s-4-finance,APX-APP-008,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-433ECF111A,63,uses_data_domain,,application_system,SAP S/4 Finance,apex-retail:application_system:sap-s-4-finance,data_asset,internal,,APX-APP-008,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-D7C0056B21,64,uses,USES,business_function,itsm,,application_system,ServiceNow ITSM,apex-retail:application_system:servicenow-itsm,APX-APP-009,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-6613CA0AB9,65,owns_technology_for,,workforce_role,APX-IT-010,,application_system,ServiceNow ITSM,apex-retail:application_system:servicenow-itsm,APX-APP-009,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-4E846814EF,66,supports,SUPPORTS,vendor_contract,VDR-00009,,application_system,ServiceNow ITSM,apex-retail:application_system:servicenow-itsm,APX-APP-009,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-425E1D9444,67,uses_data_domain,,application_system,ServiceNow ITSM,apex-retail:application_system:servicenow-itsm,data_asset,pci_pii,,APX-APP-009,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-BFC21504AD,68,uses,USES,business_function,data_platform,,application_system,Databricks Retail Lakehouse,apex-retail:application_system:databricks-retail-lakehouse,APX-APP-010,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-323A1B6EBB,69,owns_technology_for,,workforce_role,APX-IT-007,,application_system,Databricks Retail Lakehouse,apex-retail:application_system:databricks-retail-lakehouse,APX-APP-010,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-AC7A333959,70,supports,SUPPORTS,vendor_contract,VDR-00010,,application_system,Databricks Retail Lakehouse,apex-retail:application_system:databricks-retail-lakehouse,APX-APP-010,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-CFCD2A39AD,71,uses_data_domain,,application_system,Databricks Retail Lakehouse,apex-retail:application_system:databricks-retail-lakehouse,data_asset,Customer loyalty master data,,APX-APP-010,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-D97E39A80F,72,uses_data_domain,,application_system,Databricks Retail Lakehouse,apex-retail:application_system:databricks-retail-lakehouse,data_asset,operational events,,APX-APP-010,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-9D45594727,73,uses_data_domain,,application_system,Databricks Retail Lakehouse,apex-retail:application_system:databricks-retail-lakehouse,data_asset,identity and control evidence,,APX-APP-010,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-7E8122667C,74,uses,USES,business_function,analytics,,application_system,Snowflake Marketing Data Cloud,apex-retail:application_system:snowflake-marketing-data-cloud,APX-APP-011,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-0D6E265C34,75,owns_technology_for,,workforce_role,APX-IT-007,,application_system,Snowflake Marketing Data Cloud,apex-retail:application_system:snowflake-marketing-data-cloud,APX-APP-011,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-F33819FA0F,76,supports,SUPPORTS,vendor_contract,VDR-00011,,application_system,Snowflake Marketing Data Cloud,apex-retail:application_system:snowflake-marketing-data-cloud,APX-APP-011,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-7C12066F2D,77,uses_data_domain,,application_system,Snowflake Marketing Data Cloud,apex-retail:application_system:snowflake-marketing-data-cloud,data_asset,internal,,APX-APP-011,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-E6F77C156F,78,uses,USES,business_function,workforce,,application_system,Kronos Workforce Central,apex-retail:application_system:kronos-workforce-central,APX-APP-012,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-EBC4C29837,79,owns_technology_for,,workforce_role,APX-IT-006,,application_system,Kronos Workforce Central,apex-retail:application_system:kronos-workforce-central,APX-APP-012,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-8F4AE5F75A,80,supports,SUPPORTS,vendor_contract,VDR-00012,,application_system,Kronos Workforce Central,apex-retail:application_system:kronos-workforce-central,APX-APP-012,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-43218FC4F1,81,uses_data_domain,,application_system,Kronos Workforce Central,apex-retail:application_system:kronos-workforce-central,data_asset,internal,,APX-APP-012,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-5F52C8DB75,83,owns_technology_for,,workforce_role,APX-IT-003,,application_system,Oracle Retail Merchandising regional/service component 2,apex-retail:application_system:oracle-retail-merchandising-regional-service-component-2,APX-APP-013,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-75DD985B5F,84,supports,SUPPORTS,vendor_contract,VDR-00013,,application_system,Oracle Retail Merchandising regional/service component 2,apex-retail:application_system:oracle-retail-merchandising-regional-service-component-2,APX-APP-013,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-7A97AC6D66,85,uses_data_domain,,application_system,Oracle Retail Merchandising regional/service component 2,apex-retail:application_system:oracle-retail-merchandising-regional-service-component-2,data_asset,pci_pii,,APX-APP-013,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-2AA87AD061,86,uses,USES,business_function,warehouse,,application_system,Manhattan Active WMS regional/service component 2,apex-retail:application_system:manhattan-active-wms-regional-service-component-2,APX-APP-014,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-41273FD753,87,owns_technology_for,,workforce_role,APX-IT-004,,application_system,Manhattan Active WMS regional/service component 2,apex-retail:application_system:manhattan-active-wms-regional-service-component-2,APX-APP-014,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-993D5714EA,88,supports,SUPPORTS,vendor_contract,VDR-00014,,application_system,Manhattan Active WMS regional/service component 2,apex-retail:application_system:manhattan-active-wms-regional-service-component-2,APX-APP-014,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-CC045CCF54,89,uses_data_domain,,application_system,Manhattan Active WMS regional/service component 2,apex-retail:application_system:manhattan-active-wms-regional-service-component-2,data_asset,internal,,APX-APP-014,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-FB1E1BC8F1,90,uses,USES,business_function,order_management,,application_system,IBM Sterling OMS regional/service component 2,apex-retail:application_system:ibm-sterling-oms-regional-service-component-2,APX-APP-015,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-6BDA7574C2,91,owns_technology_for,,workforce_role,APX-IT-002,,application_system,IBM Sterling OMS regional/service component 2,apex-retail:application_system:ibm-sterling-oms-regional-service-component-2,APX-APP-015,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-0FEEFBE872,92,supports,SUPPORTS,vendor_contract,VDR-00015,,application_system,IBM Sterling OMS regional/service component 2,apex-retail:application_system:ibm-sterling-oms-regional-service-component-2,APX-APP-015,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-DFFD46EC0C,93,uses_data_domain,,application_system,IBM Sterling OMS regional/service component 2,apex-retail:application_system:ibm-sterling-oms-regional-service-component-2,data_asset,internal,,APX-APP-015,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-55FE5521B8,94,uses,USES,business_function,pos,,application_system,Toshiba POS regional/service component 2,apex-retail:application_system:toshiba-pos-regional-service-component-2,APX-APP-016,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-FFDB9B396C,95,owns_technology_for,,workforce_role,APX-IT-001,,application_system,Toshiba POS regional/service component 2,apex-retail:application_system:toshiba-pos-regional-service-component-2,APX-APP-016,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-3125DE5759,96,supports,SUPPORTS,vendor_contract,VDR-00016,,application_system,Toshiba POS regional/service component 2,apex-retail:application_system:toshiba-pos-regional-service-component-2,APX-APP-016,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-8084AB5B6A,97,uses_data_domain,,application_system,Toshiba POS regional/service component 2,apex-retail:application_system:toshiba-pos-regional-service-component-2,data_asset,Customer loyalty master data,,APX-APP-016,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-7E35BF26A9,98,uses_data_domain,,application_system,Toshiba POS regional/service component 2,apex-retail:application_system:toshiba-pos-regional-service-component-2,data_asset,operational events,,APX-APP-016,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-87A474EA8E,99,uses_data_domain,,application_system,Toshiba POS regional/service component 2,apex-retail:application_system:toshiba-pos-regional-service-component-2,data_asset,identity and control evidence,,APX-APP-016,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-A9BE2FB5E1,100,uses,USES,business_function,ecommerce,,application_system,Salesforce Commerce Cloud regional/service component 2,apex-retail:application_system:salesforce-commerce-cloud-regional-service-component-2,APX-APP-017,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-F30EC53E28,101,owns_technology_for,,workforce_role,APX-IT-002,,application_system,Salesforce Commerce Cloud regional/service component 2,apex-retail:application_system:salesforce-commerce-cloud-regional-service-component-2,APX-APP-017,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-A1671C800F,102,supports,SUPPORTS,vendor_contract,VDR-00017,,application_system,Salesforce Commerce Cloud regional/service component 2,apex-retail:application_system:salesforce-commerce-cloud-regional-service-component-2,APX-APP-017,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-B4C000B328,103,uses_data_domain,,application_system,Salesforce Commerce Cloud regional/service component 2,apex-retail:application_system:salesforce-commerce-cloud-regional-service-component-2,data_asset,pci_pii,,APX-APP-017,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-892F97BCE1,104,uses,USES,business_function,personalization,,application_system,Adobe Experience Cloud regional/service component 2,apex-retail:application_system:adobe-experience-cloud-regional-service-component-2,APX-APP-018,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-56D474C98E,105,owns_technology_for,,workforce_role,APX-IT-005,,application_system,Adobe Experience Cloud regional/service component 2,apex-retail:application_system:adobe-experience-cloud-regional-service-component-2,APX-APP-018,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-B2C68A236A,106,supports,SUPPORTS,vendor_contract,VDR-00018,,application_system,Adobe Experience Cloud regional/service component 2,apex-retail:application_system:adobe-experience-cloud-regional-service-component-2,APX-APP-018,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-8C14C1ED0E,107,uses_data_domain,,application_system,Adobe Experience Cloud regional/service component 2,apex-retail:application_system:adobe-experience-cloud-regional-service-component-2,data_asset,internal,,APX-APP-018,medium,none,unknown-relationship-type:uses_data_domain; unresolved-to-node,quarantined-no-graph-materialization
apex-retail,APX-12-060C3E7085,108,uses,USES,business_function,forecasting,,application_system,Blue Yonder Demand Planning regional/service component 2,apex-retail:application_system:blue-yonder-demand-planning-regional-service-component-2,APX-APP-019,medium,none,unresolved-from-node,quarantined-no-graph-materialization
apex-retail,APX-12-05D590F753,109,owns_technology_for,,workforce_role,APX-IT-003,,application_system,Blue Yonder Demand Planning regional/service component 2,apex-retail:application_system:blue-yonder-demand-planning-regional-service-component-2,APX-APP-019,medium,none,unknown-relationship-type:owns_technology_for; unresolved-from-node,quarantined-no-graph-materialization
