tenant_key,source_record_id,ai_program_id,ai_use_case_id,stakeholder_role,interview_track,question,answer_summary,what_is_working,what_is_not_working,current_baseline,target_or_promise,evidence_request,follow_up_artifact_needed,decision_pressure,named_owner,confidence,evidence_id,interview_date,interview_format,interview_duration_minutes,verbatim_quote,consent_to_attribute,corroboration_count,corroboration_status,sentiment,contradicts_record,theme_tags,evidence_staleness_days
meridian-health,SA10-0011,,,President & Chief Executive Officer,challenges,"Where does effort leak — work that gets done twice, or done manually that should not be?",Reconciling Corporate Strategy data between Change Healthcare EDI Clearinghouse Gateway and the ledger is manual and takes days at every close.,,Reconciling Corporate Strategy data between Change Healthcare EDI Clearinghouse Gateway and the ledger is manual and takes days at every close.,Not separately measured,,system report,no,none stated,President & Chief Executive Officer,medium,EV-MER-0011,2026-03-18,one_to_one,90,"""Reconciling Corporate Strategy data between Change Healthcare EDI Clearinghouse Gateway and the ledger is manual and takes days at every close.""",named,37,corroborated_multi_source,negative,no_conflict_identified,manual_effort,152
meridian-health,SA10-0012,,,President & Chief Executive Officer,priorities,What are your top three priorities for the next twelve months?,"Stabilising the Corporate Strategy platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.",,,Not separately measured,,contract copy,yes,board review,President & Chief Executive Officer,medium,EV-MER-0012,2026-03-18,one_to_one,90,"""Stabilising the Corporate Strategy platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.""",named,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,152
meridian-health,SA10-0013,,,President & Chief Executive Officer,data_ai,"What has AI actually changed in your area, as opposed to what has been piloted?",I do not trust the Corporate Strategy numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Corporate Strategy numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,contract copy,no,board review,President & Chief Executive Officer,medium,EV-MER-0013,2026-03-18,one_to_one,90,"""I do not trust the Corporate Strategy numbers without checking them against the source. Most of my team keeps their own extract.""",named,35,corroborated_multi_source,negative,yes_conflicts_with_system_data,data_trust,152
meridian-health,SA10-0014,,,President & Chief Executive Officer,priorities,What would you need to be true in eighteen months to consider this period a success?,"In eighteen months I want to be able to answer what Corporate Strategy costs and what it delivers, without a three-week exercise.",,,Not separately measured,,contract copy,no,contract renewal,President & Chief Executive Officer,high,EV-MER-0014,2026-03-18,one_to_one,90,"""In eighteen months I want to be able to answer what Corporate Strategy costs and what it delivers, without a three-week exercise.""",named,20,corroborated_multi_source,neutral,no_conflict_identified,success_definition,152
meridian-health,SA10-0015,,,President & Chief Executive Officer,value,How do you know whether last year's investment delivered what it promised?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,audit finding record,yes,contract renewal,President & Chief Executive Officer,medium,EV-MER-0015,2026-03-18,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",named,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,152
meridian-health,SA10-0016,,,President & Chief Executive Officer,organisation,"Where are you thin on skills, and how are you covering it today?","We cover the Epic Care Everywhere — Production skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",,"We cover the Epic Care Everywhere — Production skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",Not separately measured,,contract copy,no,board review,President & Chief Executive Officer,medium,EV-MER-0016,2026-03-18,one_to_one,90,"""We cover the Epic Care Everywhere — Production skill gap with a contractor who has been here two years. That is not a plan, it is a habit.""",named,43,corroborated_multi_source,negative,no_conflict_identified,capability_gap,152
meridian-health,SA10-0017,,,President & Chief Executive Officer,risk,Which risk are you carrying that is accepted rather than mitigated?,The Corporate Strategy recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,,The Corporate Strategy recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,Not separately measured,,process timing study,yes,none stated,President & Chief Executive Officer,medium,EV-MER-0017,2026-03-18,one_to_one,90,"""The Corporate Strategy recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.""",named,28,corroborated_multi_source,negative,yes_conflicts_with_system_data,accepted_risk,152
meridian-health,SA10-0018,,,President & Chief Executive Officer,current_state,How would you describe the current state of the technology estate in your area?,"Epic Stork — Training does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.",,,Not separately measured,,process timing study,no,board review,President & Chief Executive Officer,high,EV-MER-0018,2026-03-18,one_to_one,90,"""Epic Stork — Training does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.""",named,33,corroborated_multi_source,negative,no_conflict_identified,estate_fragmentation,152
meridian-health,SA10-0019,,,President & Chief Executive Officer,priorities,"If you had one additional pound of investment, where would it go and why?","Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.",,,Not separately measured,,process timing study,no,board review,President & Chief Executive Officer,medium,EV-MER-0019,2026-03-18,one_to_one,90,"""Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.""",named,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,152
meridian-health,SA10-0020,,,President & Chief Executive Officer,challenges,What is the single biggest constraint on your team's throughput right now?,Reconciling Corporate Strategy data between Provider Data Reports (SQL Server On-Prem) and the ledger is manual and takes days at every close.,,Reconciling Corporate Strategy data between Provider Data Reports (SQL Server On-Prem) and the ledger is manual and takes days at every close.,Not separately measured,,audit finding record,yes,next budget cycle,President & Chief Executive Officer,medium,EV-MER-0020,2026-03-18,one_to_one,90,"""Reconciling Corporate Strategy data between Provider Data Reports (SQL Server On-Prem) and the ledger is manual and takes days at every close.""",named,37,corroborated_multi_source,negative,yes_conflicts_with_system_data,manual_effort,152
meridian-health,SA10-0021,,,President & Chief Executive Officer,challenges,Which problem have you raised more than once without it moving?,"We are not short of ideas, we are short of people who can safely change Provider Data Reports (SQL Server On-Prem). Everything queues behind the same four engineers.",,"We are not short of ideas, we are short of people who can safely change Provider Data Reports (SQL Server On-Prem). Everything queues behind the same four engineers.",Not separately measured,,cost centre breakdown,yes,next budget cycle,President & Chief Executive Officer,medium,EV-MER-0021,2026-03-18,one_to_one,90,"""We are not short of ideas, we are short of people who can safely change Provider Data Reports (SQL Server On-Prem). Everything queues behind the same four engineers.""",named,22,corroborated_multi_source,negative,no_conflict_identified,throughput_constraint,152
meridian-health,SA10-0022,,,Chief Operating Officer,value,How do you know whether last year's investment delivered what it promised?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,audit finding record,yes,none stated,Chief Operating Officer,medium,EV-MER-0022,2026-06-05,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",anonymous,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,73
meridian-health,SA10-0023,,,Chief Operating Officer,current_state,"Which parts of the estate do you have good visibility into, and which are opaque?","Most of the fragility is not in the systems, it is between them. The interfaces around HR/Workforce Mart (SQL Server On-Prem) break whenever either end is patched.",,,Not separately measured,,contract copy,no,none stated,Chief Operating Officer,high,EV-MER-0023,2026-06-05,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around HR/Workforce Mart (SQL Server On-Prem) break whenever either end is patched.""",anonymous,37,corroborated_multi_source,negative,no_conflict_identified,integration_debt,73
meridian-health,SA10-0024,,,Chief Operating Officer,challenges,What keeps you awake that the executive team does not fully appreciate?,Reconciling Acute Care Clinical Operations data between Revenue Cycle Mart (SQL Server On-Prem) and the ledger is manual and takes days at every close.,,Reconciling Acute Care Clinical Operations data between Revenue Cycle Mart (SQL Server On-Prem) and the ledger is manual and takes days at every close.,Not separately measured,,system report,no,none stated,Chief Operating Officer,medium,EV-MER-0024,2026-06-05,one_to_one,90,"""Reconciling Acute Care Clinical Operations data between Revenue Cycle Mart (SQL Server On-Prem) and the ledger is manual and takes days at every close.""",anonymous,37,corroborated_multi_source,negative,no_conflict_identified,manual_effort,73
meridian-health,SA10-0025,,,Chief Operating Officer,data_ai,Which decisions are still made on intuition because the data does not arrive in time?,"Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",,"Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",Not separately measured,,audit finding record,no,contract renewal,Chief Operating Officer,high,EV-MER-0025,2026-06-05,one_to_one,90,"""Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.""",anonymous,21,corroborated_multi_source,negative,no_conflict_identified,data_latency,73
meridian-health,SA10-0026,,,Chief Operating Officer,portfolio,What is in the portfolio that you would stop if the decision were yours alone?,We approved STARS 5.0 Improvement Program with a benefit number and nobody has been back to check whether it landed.,,We approved STARS 5.0 Improvement Program with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,process timing study,no,contract renewal,Chief Operating Officer,medium,EV-MER-0026,2026-06-05,one_to_one,90,"""We approved STARS 5.0 Improvement Program with a benefit number and nobody has been back to check whether it landed.""",anonymous,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,73
meridian-health,SA10-0027,,,Chief Operating Officer,ways_of_working,Where does governance add time without changing the outcome?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,process timing study,no,next budget cycle,Chief Operating Officer,high,EV-MER-0027,2026-06-05,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",anonymous,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,73
meridian-health,SA10-0028,,,Chief Operating Officer,current_state,How would you describe the current state of the technology estate in your area?,"Most of the fragility is not in the systems, it is between them. The interfaces around Epic Clarity — Test break whenever either end is patched.",,,Not separately measured,,cost centre breakdown,no,contract renewal,Chief Operating Officer,medium,EV-MER-0028,2026-06-05,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around Epic Clarity — Test break whenever either end is patched.""",anonymous,37,corroborated_multi_source,negative,no_conflict_identified,integration_debt,73
meridian-health,SA10-0029,,,Chief Operating Officer,current_state,"Which systems are genuinely fit for purpose, and which are you working around?","Most of the fragility is not in the systems, it is between them. The interfaces around HR/Workforce Cube (SQL Server On-Prem) break whenever either end is patched.",,,Not separately measured,,system report,yes,next budget cycle,Chief Operating Officer,high,EV-MER-0029,2026-06-05,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around HR/Workforce Cube (SQL Server On-Prem) break whenever either end is patched.""",anonymous,37,corroborated_multi_source,negative,no_conflict_identified,integration_debt,73
meridian-health,SA10-0030,,,Chief Operating Officer,organisation,"Where are you thin on skills, and how are you covering it today?","We cover the Epic Beaker CP — Training skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",,"We cover the Epic Beaker CP — Training skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",Not separately measured,,process timing study,yes,next budget cycle,Chief Operating Officer,medium,EV-MER-0030,2026-06-05,one_to_one,90,"""We cover the Epic Beaker CP — Training skill gap with a contractor who has been here two years. That is not a plan, it is a habit.""",anonymous,43,corroborated_multi_source,negative,yes_conflicts_with_system_data,capability_gap,73
meridian-health,SA10-0031,,,Chief Operating Officer,priorities,Where do your priorities differ from what the enterprise plan says they are?,"Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.",,,Not separately measured,,cost centre breakdown,yes,contract renewal,Chief Operating Officer,medium,EV-MER-0031,2026-06-05,one_to_one,90,"""Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.""",anonymous,43,corroborated_multi_source,neutral,yes_conflicts_with_system_data,investment_priority,73
meridian-health,SA10-0032,,,Chief Operating Officer,risk,Which risk are you carrying that is accepted rather than mitigated?,The Acute Care Clinical Operations recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,,The Acute Care Clinical Operations recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,Not separately measured,,process timing study,no,next budget cycle,Chief Operating Officer,medium,EV-MER-0032,2026-06-05,one_to_one,90,"""The Acute Care Clinical Operations recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.""",anonymous,28,corroborated_multi_source,negative,no_conflict_identified,accepted_risk,73
meridian-health,SA10-0033,,,Chief Operating Officer,organisation,Which capability do you rely on a single person for?,"We cover the Epic Beaker CP — Training skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",,"We cover the Epic Beaker CP — Training skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",Not separately measured,,contract copy,no,board review,Chief Operating Officer,medium,EV-MER-0033,2026-06-05,one_to_one,90,"""We cover the Epic Beaker CP — Training skill gap with a contractor who has been here two years. That is not a plan, it is a habit.""",anonymous,43,corroborated_multi_source,negative,no_conflict_identified,capability_gap,73
meridian-health,SA10-0034,,,Chief Operating Officer,priorities,"If you had one additional pound of investment, where would it go and why?","Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.",,,Not separately measured,,system report,no,next budget cycle,Chief Operating Officer,high,EV-MER-0034,2026-06-05,one_to_one,90,"""Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.""",anonymous,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,73
meridian-health,SA10-0035,,,Chief Operating Officer,priorities,What are your top three priorities for the next twelve months?,"Stabilising the Acute Care Clinical Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.",,,Not separately measured,,system report,yes,next budget cycle,Chief Operating Officer,medium,EV-MER-0035,2026-06-05,one_to_one,90,"""Stabilising the Acute Care Clinical Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.""",anonymous,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,73
meridian-health,SA10-0036,,,Chief Operating Officer,portfolio,"Which programmes are you accountable for, and how confident are you in their dates?",We approved ServiceNow ITSM/CMDB Modernization with a benefit number and nobody has been back to check whether it landed.,,We approved ServiceNow ITSM/CMDB Modernization with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,audit finding record,no,next budget cycle,Chief Operating Officer,medium,EV-MER-0036,2026-06-05,one_to_one,90,"""We approved ServiceNow ITSM/CMDB Modernization with a benefit number and nobody has been back to check whether it landed.""",anonymous,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,73
meridian-health,SA10-0037,,,Chief Operating Officer,sourcing,Where are you paying for capacity or licences you are not using?,Deloitte Consulting. We cannot change anything without their professional services and their queue is eight weeks.,,Deloitte Consulting. We cannot change anything without their professional services and their queue is eight weeks.,Not separately measured,,process timing study,no,none stated,Chief Operating Officer,high,EV-MER-0037,2026-06-05,one_to_one,90,"""Deloitte Consulting. We cannot change anything without their professional services and their queue is eight weeks.""",anonymous,35,corroborated_multi_source,negative,no_conflict_identified,vendor_dependency,73
meridian-health,SA10-0038,,,Chief Operating Officer,challenges,What is the single biggest constraint on your team's throughput right now?,Reconciling Acute Care Clinical Operations data between Epic OpTime — Test and the ledger is manual and takes days at every close.,,Reconciling Acute Care Clinical Operations data between Epic OpTime — Test and the ledger is manual and takes days at every close.,Not separately measured,,cost centre breakdown,no,none stated,Chief Operating Officer,high,EV-MER-0038,2026-06-05,one_to_one,90,"""Reconciling Acute Care Clinical Operations data between Epic OpTime — Test and the ledger is manual and takes days at every close.""",anonymous,37,corroborated_multi_source,negative,yes_conflicts_with_system_data,manual_effort,73
meridian-health,SA10-0039,,,Chief Operating Officer,value,Which benefit case are you least confident actually landed?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,cost centre breakdown,no,next budget cycle,Chief Operating Officer,medium,EV-MER-0039,2026-06-05,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",anonymous,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,73
meridian-health,SA10-0040,,,Chief Operating Officer,data_ai,"What has AI actually changed in your area, as opposed to what has been piloted?",I do not trust the Acute Care Clinical Operations numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Acute Care Clinical Operations numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,audit finding record,yes,none stated,Chief Operating Officer,high,EV-MER-0040,2026-06-05,one_to_one,90,"""I do not trust the Acute Care Clinical Operations numbers without checking them against the source. Most of my team keeps their own extract.""",anonymous,35,corroborated_multi_source,negative,yes_conflicts_with_system_data,data_trust,73
meridian-health,SA10-0041,,,Chief Operating Officer,ways_of_working,What have you stopped escalating because it never gets resolved?,A decision needing three functions takes a quarter. Most people have learned to avoid needing one.,,A decision needing three functions takes a quarter. Most people have learned to avoid needing one.,Not separately measured,,cost centre breakdown,no,board review,Chief Operating Officer,medium,EV-MER-0041,2026-06-05,one_to_one,90,"""A decision needing three functions takes a quarter. Most people have learned to avoid needing one.""",anonymous,22,corroborated_multi_source,negative,no_conflict_identified,decision_latency,73
meridian-health,SA10-0042,,,Chief Operating Officer,ways_of_working,How long does it take to get a decision that needs three functions to agree?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,cost centre breakdown,no,next budget cycle,Chief Operating Officer,medium,EV-MER-0042,2026-06-05,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",anonymous,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,73
meridian-health,SA10-0043,,,Chief Operating Officer,data_ai,"Where do you not trust the numbers, and what do you do instead?","Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",,"Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",Not separately measured,,process timing study,yes,contract renewal,Chief Operating Officer,high,EV-MER-0043,2026-06-05,one_to_one,90,"""Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.""",anonymous,21,corroborated_multi_source,negative,no_conflict_identified,data_latency,73
meridian-health,SA10-0044,,,Chief Financial Officer,sourcing,Where are you paying for capacity or licences you are not using?,Zelis Healthcare. We cannot change anything without their professional services and their queue is eight weeks.,,Zelis Healthcare. We cannot change anything without their professional services and their queue is eight weeks.,Not separately measured,,cost centre breakdown,no,next budget cycle,Chief Financial Officer,medium,EV-MER-0044,2026-03-03,one_to_one,90,"""Zelis Healthcare. We cannot change anything without their professional services and their queue is eight weeks.""",named,35,corroborated_multi_source,negative,no_conflict_identified,vendor_dependency,167
meridian-health,SA10-0045,,,Chief Financial Officer,value,Which benefit case are you least confident actually landed?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,audit finding record,yes,contract renewal,Chief Financial Officer,high,EV-MER-0045,2026-03-03,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",named,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,167
meridian-health,SA10-0046,,,Chief Financial Officer,challenges,Which problem have you raised more than once without it moving?,"We are not short of ideas, we are short of people who can safely change Epic Tapestry — Test. Everything queues behind the same four engineers.",,"We are not short of ideas, we are short of people who can safely change Epic Tapestry — Test. Everything queues behind the same four engineers.",Not separately measured,,process timing study,no,contract renewal,Chief Financial Officer,medium,EV-MER-0046,2026-03-03,one_to_one,90,"""We are not short of ideas, we are short of people who can safely change Epic Tapestry — Test. Everything queues behind the same four engineers.""",named,22,corroborated_multi_source,negative,no_conflict_identified,throughput_constraint,167
meridian-health,SA10-0047,,,Chief Financial Officer,ways_of_working,What have you stopped escalating because it never gets resolved?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,audit finding record,yes,next budget cycle,Chief Financial Officer,medium,EV-MER-0047,2026-03-03,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",named,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,167
meridian-health,SA10-0048,,,Chief Financial Officer,ways_of_working,Where does governance add time without changing the outcome?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,process timing study,no,board review,Chief Financial Officer,high,EV-MER-0048,2026-03-03,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",named,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,167
meridian-health,SA10-0049,,,Chief Financial Officer,current_state,How would you describe the current state of the technology estate in your area?,"Most of the fragility is not in the systems, it is between them. The interfaces around Workday HCM & Payroll break whenever either end is patched.",,,Not separately measured,,audit finding record,yes,contract renewal,Chief Financial Officer,high,EV-MER-0049,2026-03-03,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around Workday HCM & Payroll break whenever either end is patched.""",named,37,corroborated_multi_source,negative,no_conflict_identified,integration_debt,167
meridian-health,SA10-0050,,,Chief Financial Officer,current_state,"Which systems are genuinely fit for purpose, and which are you working around?","I have good visibility into Finance & Accounting, and almost none into what the business has bought directly without going through us.",,,Not separately measured,,cost centre breakdown,no,none stated,Chief Financial Officer,high,EV-MER-0050,2026-03-03,one_to_one,90,"""I have good visibility into Finance & Accounting, and almost none into what the business has bought directly without going through us.""",named,8,corroborated_multi_source,negative,no_conflict_identified,visibility_gap,167
