tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,annual_cost_usd,user_count,technical_debt_score,cloud_readiness,replacement_candidate,end_of_support_date
meridian-health,Epic Radiant — Production,COTS,Epic radiology,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,"Radiology order, scheduling and results workflow",36,current_state,"Risk adjustment coding specialists (case #35546) at Meridian Regional Medical (review item #27956) Center run 1,014 active (ticket #21838) seats, up 22% YoY, (incident #32830) with a 11,565-transactions/day peak (log entry #45712) during the Medicare Advantage (work order #85296) bid-submission cycle.","Imprivata SSO contention runs (work order #48341) data up to 5 (review item #16329) hours stale during the (change record #55247) nightly batch window, (audit note #67935) a pain point revenue (work order #50313) cycle coders raised at (work order #25016) the Fairhaven Corridor clinics.",VP Clinical Informatics (week (change record #73774) 2 of this quarter) (case #75148) requested budget with the (change record #80996) business to consolidate onto (log entry #67006) a single SQL Server (log entry #82215) mart.,"A field-mapping gap with (log entry #90928) Change Healthcare EDI Gateway (case #55037) leaves 17% of Radiology (change record #45961) order, (ticket #87196) scheduling records missing a (work order #89513) provider NPI cross-reference value.",VP Clinical Informatics (check-in (log entry #29408) 5 of this quarter): (change record #2183) A named backup owner (work order #41400) for on-call coverage would (work order #35468) lift the 78% score (case #23208) most; (log entry #82604) claims examiners adoption is (incident #30209) growing but still below (work order #75075) target.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,737,3,rehost_candidate,no,
meridian-health,Epic Radiant — Test,COTS,Epic radiology,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,"Radiology order, scheduling and results workflow",57,current_state,"Sustains 2,560 transactions/day in (review item #76515) steady state, (work order #12476) climbing 42% to 12,520 (review item #86199) across quarter-end financial close; (review item #51610) pharmacy technicians at the (work order #5638) West County ambulatory sites (change record #88626) count 856.","A residual gap from (log entry #32683) the SQL Server datamart (review item #26145) pipeline means 6% of (review item #70441) Radiology order, (log entry #78263) scheduling records need review (log entry #67187) by Epic analysts before (ticket #3667) the next change-advisory board (log entry #3677) cycle.","A phased right-size the (change record #88947) licensed user count effort (ticket #85296) is underway; 79% done, (audit note #80561) per VP Clinical Informatics.","A field-mapping gap with (review item #4993) Epic Bridges leaves 28% (incident #3617) of Radiology order, (change record #65777) scheduling records missing a (log entry #1486) date-of-service timestamp value.",VP Clinical Informatics (week (audit note #56315) 2 of this quarter) (change record #69861) owns this. (case #77684) 43% of member services (review item #15212) representatives have adopted it; (change record #67286) debt is modest in (audit note #11096) a single-threaded nightly job.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,547,3,refactor_required,no,
meridian-health,Epic Radiant — Training,COTS,Epic radiology,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,"Radiology order, scheduling and results workflow",27,current_state,"Volume grew 33% YoY (work order #45938) to 12,526 transactions/day during (ticket #99901) the STARS measurement window; (case #20032) the Downtown Lakeview clinics (change record #8135) tops the 747-user roster (change record #86834) by 31 points.","the Lakeview flagship campus (work order #22130) logged a recurring queue (log entry #59490) backlog, (incident #64169) tied to Epic Bridges. (incident #76084) Ambulatory front-desk staff want (audit note #4021) it funded by the (incident #86104) vendor's next release date.",VP Clinical Informatics (cycle (log entry #2339) review 1 of this (case #97086) quarter) wants to consolidate (case #53414) duplicate report subscriptions; (change record #80973) 36% of the case (case #83788) is built.,"The open issue is (review item #22557) a the Cotiviti workqueue (work order #40117) sync legacy ID scheme (case #70305) on 29% of Radiology (change record #5771) order, scheduling records; (case #87235) otherwise strong.","VP Clinical Informatics (cycle (log entry #88717) review 6 of this (log entry #80082) quarter): debt is moderate (incident #27863) (chiefly manual reconciliation scripts); (audit note #80612) risk adjustment coding specialists (change record #48463) adoption sits at 34%, (log entry #16820) governance well-established.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,443,3,refactor_required,no,2028-02-01
meridian-health,Epic Cupid — Production,COTS,Epic cardiology,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier2,CMIO,VP Clinical Informatics,Epic Systems Corporation,Cardiology structured reporting and device data workflow,37,current_state,"Of 177 active care (incident #44955) managers, (incident #16942) the West County ambulatory (review item #94722) sites is the single (log entry #21441) largest site, (work order #46252) reaching 2,837 transactions/day at (log entry #19373) the the Medicare Advantage (change record #53481) bid-submission cycle peak.","Ambulatory front-desk staff flag (ticket #36270) login timeouts at peak (work order #2377) concurrency, (case #58419) worst at the Downtown (work order #55709) Lakeview clinics. (case #81676) Root cause: CaseNet care (incident #76120) plans. (audit note #84620) No fix before the (review item #12901) next annual budget cycle.","Consolidate onto a single (change record #73255) sql server mart is (incident #59997) scoped but unscheduled, (work order #18104) per VP Clinical Informatics (work order #44872) (the last town hall).",Sign-off on Cardiology structured (audit note #99711) reporting quality is current; (audit note #7262) the caveat is a (case #47150) 22% variance against Rhapsody.,"VP Clinical Informatics (check-in (work order #31226) 5 of this quarter): (incident #65242) debt is moderate (chiefly (change record #32903) hard-coded facility configuration); (review item #8651) utilization review nurses adoption (audit note #24498) sits at 92%, (incident #49905) governance developing.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",942000,110,4,rehost_candidate,no,
meridian-health,Epic ASAP — Production,COTS,Epic emergency department,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",sunset_planned,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Emergency department tracking and documentation workflow,50,current_state,"Sustains 2,894 transactions/day in (case #56351) steady state, (case #36538) climbing 17% to 12,671 (work order #17220) across the Medicare Advantage (review item #3317) bid-submission cycle; (review item #31589) IT service desk agents (change record #95235) at the Lakeview flagship (change record #92910) campus count 1,023.","the Downtown Lakeview clinics (review item #41041) logged slow report rendering, (audit note #24012) tied to the SQL (audit note #50694) Server datamart pipeline. (work order #13029) Care managers want it (work order #46105) funded by the FY28 (incident #34750) capital planning cycle.",VP Clinical Informatics (week (incident #6711) 7 of this quarter) (audit note #65210) requested budget with the (ticket #87576) business to consolidate onto (audit note #94148) a single SQL Server (incident #78023) mart.,Stewardship exists but enforcement (log entry #31890) is uneven: 8% of (log entry #72457) Emergency department tracking records (incident #92836) skip Surescripts network validation.,"VP Clinical Informatics (check-in (audit note #83780) 7 of this quarter): (change record #89855) debt is low (chiefly (ticket #68526) a single-threaded nightly job); (case #58643) HEDIS abstractors adoption sits (log entry #48773) at 53%, governance well-established.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,814,7,refactor_required,modernise_in_place,2027-03-01
meridian-health,Epic ASAP — Test,COTS,Epic emergency department,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Emergency department tracking and documentation workflow,42,current_state,"1,006 revenue cycle coders (log entry #36621) are provisioned, (case #5522) generating 3,174 transactions/day normally (work order #67670) and 7,940 during flu (audit note #21634) season peak census at (work order #55487) Meridian West Hospital.","St. (review item #75034) Anselm Community Hospital logged (log entry #3925) a recurring queue backlog, (case #93940) tied to Surescripts network. (review item #44759) Patient access representatives want (incident #29307) it funded by the (ticket #95628) next contract renewal date.","Consolidate onto a single (audit note #40504) sql server mart sits (case #2065) on VP Clinical Informatics's (ticket #48316) backlog (the last review), (work order #65951) currently staffed but unfunded.",Stewardship exists but enforcement (review item #82652) is uneven: 3% of (log entry #86843) Emergency department tracking records (work order #54930) skip Inovalon ONE Platform (work order #29881) validation.,VP Clinical Informatics (week (review item #34176) 6 of this quarter) (incident #26604) owns this. (audit note #6203) 57% of Epic analysts (log entry #87471) have adopted it; (ticket #72520) debt is significant in (work order #34915) batch scheduling logic.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1128,3,refactor_required,no,
meridian-health,Epic ASAP — Training,COTS,Epic emergency department,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Emergency department tracking and documentation workflow,11,current_state,"Swing analysis: 3,410 transactions/day (ticket #91166) normal, (incident #62800) 8,558 during the annual (incident #46778) open-enrollment surge, (audit note #14737) 25% variance across 684 (work order #63011) risk adjustment coding specialists (case #24626) — the West County (ticket #93939) ambulatory sites is largest.","Sunquest LIS contention runs (ticket #57560) data up to 2 (work order #30789) hours stale during the (change record #84458) winter respiratory surge, (incident #21220) a pain point Epic (incident #79031) analysts raised at the (audit note #50545) Downtown Lakeview clinics.",VP Clinical Informatics (readout (review item #71726) 1 of this quarter) (work order #63554) deprioritized replace point-to-point with (log entry #26498) the engine route behind (case #53631) the Epic upgrade calendar; (incident #33984) it stays queued.,A field-mapping gap with (case #46138) Sunquest LIS leaves 11% (work order #65137) of Emergency department tracking (log entry #95977) records missing a site-of-service (incident #14573) flag value.,"VP Clinical Informatics (the (ticket #53466) last governance council session) (ticket #71685) rates governance informal (61/100 (log entry #49745) internally); (review item #16904) the main gap is (incident #20432) a current runbook, (case #26139) debt moderate.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,807,4,refactor_required,no,
meridian-health,Epic Cadence — Production,COTS,Epic scheduling,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",target_state,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Enterprise scheduling engine for ambulatory and procedural visits,64,current_state,"Of 972 active revenue (ticket #2011) cycle coders, (ticket #49056) Cedar Bluff Specialty Hospital (work order #59313) is the single largest (case #31812) site, (change record #63757) reaching 7,704 transactions/day at (audit note #88119) the the STARS measurement (audit note #47882) window peak.","the Medicare Advantage bid-submission (log entry #4200) cycle: member services representatives (review item #50981) at the Downtown Lakeview (work order #84623) clinics work around duplicate-record (case #17238) creation on lookups. (review item #53084) Traced to CaseNet care (work order #40892) plans, (ticket #65785) open into the next (case #41909) scheduled maintenance window.","Automate the nightly extract (review item #8730) reconciliation is scoped but (review item #35366) unscheduled, (case #15300) per VP Clinical Informatics (audit note #58151) (week 2 of this (case #56522) quarter).",The Enterprise scheduling engine (incident #29630) reconciliation against Cotiviti Quality (change record #73568) Intelligence passed within tolerance (review item #77386) as of 2022; (review item #40911) no material issue.,VP Clinical Informatics (cycle (log entry #94933) review 7 of this (ticket #35073) quarter) owns this. (audit note #59863) 73% of data engineers (ticket #11349) have adopted it; (incident #32236) debt is concentrated but (log entry #3368) manageable in batch scheduling (audit note #15619) logic.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1234,1,refactor_required,no,
meridian-health,Epic Cadence — Test,COTS,Epic scheduling,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Enterprise scheduling engine for ambulatory and procedural visits,66,current_state,"957 data engineers are (change record #68369) provisioned, (work order #1353) generating 2,605 transactions/day normally (review item #30301) and 10,735 during flu (change record #1995) season peak census at (audit note #26972) the six affiliated Community (audit note #13784) Connect practices.","the HEDIS submission deadline: (log entry #4307) claims examiners at Meridian (incident #89187) Regional Medical Center work (review item #86621) around intermittent timeout errors. (audit note #15518) Traced to Epic Bridges, (case #49889) open into the vendor's (work order #12308) next release date.","Nothing's planned yet. (case #46974) the owning platform team, (case #21879) check-in 5 of this (ticket #26815) quarter, (change record #99288) tracks ticket volume before (review item #46124) funding close the interface (ticket #88196) remediation item.","Completeness is high; (incident #58240) a 7% null rate (log entry #28987) sits on the provider (work order #88244) NPI cross-reference field, (case #27419) pending the SQL Server (incident #25465) datamart pipeline fix.","VP Clinical Informatics (week (log entry #87653) 3 of this quarter) (review item #43622) owns it: modest debt (case #68418) in point-to-point interfaces that (work order #96035) bypass the engine, (work order #55775) against 82% adoption among (ticket #56896) revenue cycle coders.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,747,3,rehost_candidate,no,
meridian-health,Epic Cadence — Training,COTS,Epic scheduling,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Enterprise scheduling engine for ambulatory and procedural visits,28,current_state,"Meridian Children's Hospital drives (ticket #68641) most usage among 714 (ticket #4391) named ambulatory front-desk staff; (change record #58659) 3,566 transactions/day/day normally, (change record #56061) 13,072 once the year-end (log entry #37430) cost-report close hits.","Quality abstraction staff flag (ticket #95754) a character-encoding mismatch, (incident #73097) worst at Cedar Bluff (work order #75952) Specialty Hospital. (log entry #68683) Root cause: Inovalon ONE (case #60890) Platform. (incident #54796) No fix before the (case #54500) next scheduled maintenance window.","VP Clinical Informatics, (review item #82665) this sprint's retro, (case #95554) has a funded item (work order #11278) to automate the nightly (audit note #23014) extract reconciliation, (review item #44719) due Q2 FY28; (log entry #73359) delayed pending staffing.",An audit found 18% (work order #89560) of Enterprise scheduling engine (case #47425) records with a stale (case #64285) timestamp from Epic Bridges (incident #88441) clock drift.,"VP Clinical Informatics (check-in (case #2063) 5 of this quarter) (change record #82928) rates governance well-established (32/100 (review item #57445) internally); (incident #49010) the main gap is (change record #34350) a current runbook, (work order #64801) debt concentrated but manageable.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,799,4,refactor_required,no,
meridian-health,Epic Prelude — Production,COTS,Epic registration/ADT,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Patient registration and admit-discharge-transfer workflow,25,current_state,"Sustains 2,623 transactions/day in (change record #61116) steady state, (ticket #35131) climbing 13% to 8,887 (review item #92961) across flu season peak (audit note #25110) census; (ticket #8945) revenue cycle coders at (incident #70469) Cedar Bluff Specialty Hospital (log entry #78918) count 792.","Sunquest LIS contention runs (work order #8566) data up to 2 (log entry #3824) hours stale during quarter-end (audit note #60237) financial close, (change record #99434) a pain point pharmacy (change record #37510) technicians raised at Meridian (change record #74232) West Hospital.","Consolidate interfaces onto epic (ticket #67898) bridges is scoped but (log entry #62618) unscheduled, (audit note #65592) per VP Clinical Informatics (case #59780) (the most recent one-on-one).",An audit found 23% (incident #23517) of Patient registration admit-discharge-transfer (change record #35708) records with a stale (incident #15471) timestamp from Availity gateway (review item #54612) clock drift.,"VP Clinical Informatics (cycle (change record #76578) review 2 of this (incident #21636) quarter) rates governance well-established (incident #10915) (49/100 internally); (ticket #2025) the main gap is (case #90773) a formal change-advisory process, (log entry #35368) debt significant.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,812,3,refactor_required,no,
meridian-health,Epic Prelude — Test,COTS,Epic registration/ADT,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Patient registration and admit-discharge-transfer workflow,30,current_state,"Swing analysis: 3,026 transactions/day (case #43810) normal, (review item #68680) 8,862 during the nightly (log entry #59957) batch window, (change record #10735) 25% variance across 871 (case #72314) Epic analysts — Cedar (work order #38850) Bluff Specialty Hospital is (incident #15331) largest.",A residual gap from (audit note #55103) Waystar clearinghouse means 30% (log entry #78560) of Patient registration admit-discharge-transfer (change record #66373) records need review by (log entry #77031) ambulatory front-desk staff before (work order #90636) the next change-advisory board (review item #64214) cycle.,VP Clinical Informatics (cycle (incident #21278) review 4 of this (review item #6289) quarter) deprioritized right-size the (log entry #11857) licensed user count behind (log entry #13358) a competing priority; (change record #62952) it stays queued.,Sign-off on Patient registration (change record #6466) admit-discharge-transfer quality is current; (work order #48135) the caveat is a (audit note #52497) 24% variance against Change (work order #20641) Healthcare EDI Gateway.,VP Clinical Informatics (check-in (work order #71558) 5 of this quarter) (review item #76725) flags a documented data (incident #4290) steward assignment (70% priority (case #80653) score); (work order #62346) revenue cycle coders adoption (work order #30176) is otherwise moderate.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1048,4,rehost_candidate,no,
meridian-health,Epic Prelude — Training,COTS,Epic registration/ADT,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Patient registration and admit-discharge-transfer workflow,10,current_state,"Of 939 active care (ticket #89174) managers, (audit note #14075) the six affiliated Community (ticket #69896) Connect practices is the (audit note #99898) single largest site, (ticket #62837) reaching 7,501 transactions/day at (change record #38958) the the nightly batch (review item #81055) window peak.",A residual gap from (change record #88133) Imprivata SSO means 27% (audit note #23064) of Patient registration admit-discharge-transfer (case #27819) records need review by (work order #84503) HEDIS abstractors before the (log entry #24220) next Epic upgrade window.,"Nothing's planned yet. (incident #22490) the platform's operations team, (review item #27663) the last check-in, (work order #95304) tracks ticket volume before (work order #8787) funding consolidate duplicate report (log entry #50969) subscriptions.","Completeness is high; (audit note #38501) a 7% null rate (case #31131) sits on the provider (review item #5379) NPI cross-reference field, (log entry #4843) pending the Cotiviti workqueue (ticket #74298) sync fix.","VP Clinical Informatics (check-in (case #36407) 1 of this quarter) (work order #47657) rates governance recently formalized (case #9125) (41/100 internally); (incident #14298) the main gap is (audit note #48176) a formal change-advisory process, (incident #84964) debt moderate.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,399,4,rehost_candidate,no,
meridian-health,Epic Resolute Hospital Billing — Production,COTS,Epic revenue cycle,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Hospital (facility) billing and claims workflow,39,current_state,"Meridian Children's Hospital drives (work order #93331) most usage among 957 (audit note #40235) named HEDIS abstractors; (audit note #5511) 3,110 transactions/day/day normally, (change record #48698) 9,632 once quarter-end financial (audit note #72776) close hits.","Open ticket on login (ticket #97823) timeouts at peak concurrency, (audit note #72143) names the Finance/GL Mart (case #49412) nightly extract job. (ticket #16803) Member services representatives raised (log entry #56436) it the winter respiratory (case #73662) surge, (ticket #19558) open as of the (review item #61813) next Epic upgrade window.","Upgrade to the vendor-supported (audit note #93808) version is scoped but (review item #58444) unscheduled, (log entry #29169) per VP Clinical Informatics (case #83060) (the last governance council (review item #39488) session).",The open issue is (review item #98611) a the Epic Caboodle (incident #72684) nightly refresh legacy ID (audit note #33602) scheme on 4% of (ticket #18249) Hospital (facility) billing records; (review item #62552) otherwise strong.,VP Clinical Informatics (the (incident #69659) last portfolio review) owns (incident #96097) this. (review item #45982) 32% of claims examiners (ticket #40020) have adopted it; (log entry #84188) debt is moderate in (incident #66398) batch scheduling logic.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,913,4,rehost_candidate,no,
meridian-health,Epic Resolute Hospital Billing — Test,COTS,Epic revenue cycle,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",legacy_stable,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Hospital (facility) billing and claims workflow,29,current_state,"Swing analysis: 2,404 transactions/day (work order #4110) normal, (incident #70883) 7,277 during the HEDIS (ticket #29079) submission deadline, (case #57742) 25% variance across 711 (case #51049) pharmacy technicians — the (log entry #30151) West County ambulatory sites (log entry #42202) is largest.","the Lakeview flagship campus (review item #78990) logged failed message acks, (case #79922) tied to Epic Bridges. (log entry #82445) Claims examiners want it (work order #50136) funded by FY27 budget (work order #41786) approval.","VP Clinical Informatics, (change record #36190) check-in 7 of this (log entry #17472) quarter, (ticket #49706) has a funded item (change record #41227) to pilot a cloud-hosted (log entry #32239) successor for this workload, (change record #41095) due the next contract (audit note #5815) renewal date; (review item #27641) awaiting CISO sign-off.","Hospital (facility) billing data (ticket #90068) is well-governed since 2020, (work order #69228) but Cotiviti Quality Intelligence (incident #98098) left 23% without consistent (change record #80546) owner tagging.",VP Clinical Informatics (cycle (audit note #47834) review 7 of this (audit note #38811) quarter) flags a completed (work order #88249) architecture review (68% priority (incident #35418) score); (change record #65524) data engineers adoption is (log entry #76120) otherwise growing but still (case #39983) below target.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,746,6,refactor_required,no,
meridian-health,Epic Resolute Hospital Billing — Training,COTS,Epic revenue cycle,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",legacy_stable,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Hospital (facility) billing and claims workflow,9,current_state,"the Downtown Lakeview clinics (audit note #14733) drives most usage among (change record #77975) 769 named Epic analysts; (audit note #31539) 2,467 transactions/day/day normally, (ticket #97150) 11,643 once month-end close (work order #47768) hits.","the HEDIS submission deadline: (change record #43268) utilization review nurses at (work order #19243) the Downtown Lakeview clinics (audit note #59981) work around a missing (review item #13881) field mapping. (change record #58754) Traced to Epic Bridges, (ticket #82856) open into the next (audit note #92100) contract renewal date.",VP Clinical Informatics (cycle (incident #49885) review 2 of this (ticket #19398) quarter) deprioritized right-size the (case #26082) licensed user count behind (incident #73603) a staffing gap; (change record #85471) it stays queued.,An audit found 17% (work order #62442) of Hospital (facility) billing (review item #95387) records with a stale (work order #57922) timestamp from Surescripts network (log entry #33998) clock drift.,"VP Clinical Informatics (this (review item #28555) intake): debt is significant (change record #64961) (chiefly manual reconciliation scripts); (change record #82146) care managers adoption sits (review item #18884) at 30%, (ticket #43429) governance centralized but under-resourced.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,931,7,rehost_candidate,modernise_in_place,
