tenant_key,metric_name,metric_domain,business_function,definition,baseline_value,baseline_period,target_value,owner,data_source,calculation_basis,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,metric_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops,actual_value,actual_period,finance_attested_value_usd,value_claim_status,evidence_basis,attestation_owner,claim_readiness,claim_blocked_reason,unblock_action,unblock_target_period
skyharbor-air,Loyalty Member Engagement Rate,commercial,Loyalty & Customer Marketing,Percentage of active members engaging with a loyalty touchpoint monthly,41%,FY26 Q2,50% by FY27 Q4,SVP Marketing & Loyalty,SkyHarbor Rewards Loyalty Core; Salesforce Marketing Cloud (Loyalty Campaigns),Engaged members / total active members,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,12,METRIC-0011,synthetic-demo,974da3f680adb6b73094b572a92975ba39d48173ca4f478515c4138bf4e50ec9,enriched_dense_synthetic_generation_2026_07,none,MET-7eae2d84f3,UNDECLARED,UNDECLARED,,37716,FY2026 Q3,6027960000,attested,Finance-attested outcome reconciled to the general ledger,Finance Business Partner,claimable,,,
skyharbor-air,NDC Channel Mix,commercial,"Distribution, Sales & E-Commerce",Percentage of GDS bookings made via NDC,38%,FY26 Q2,65% by FY27 Q4,VP Distribution & E-Commerce,NDC Distribution API Gateway,NDC bookings / total GDS bookings,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,13,METRIC-0012,synthetic-demo,2a65e018568a6f6a6026cb996accd6779497b3ba228f187b51e9194fb4955e7a,enriched_dense_synthetic_generation_2026_07,none,MET-c63c7b3342,UNDECLARED,UNDECLARED,,,,,baseline_only,Finance-signed cohort definition plus a restated baseline on the same population,Finance Business Partner,not_ready,Finance will not attest until the comparison cohort is agreed; the current baseline mixes populations.,Agree the cohort definition with Finance and restate the baseline on that basis.,FY2027 Q2
skyharbor-air,Direct Channel Share,commercial,"Distribution, Sales & E-Commerce",Percentage of total bookings made via direct channels,46%,FY26 Q2,52% by FY27 Q4,VP Distribution & E-Commerce,SkyHarbor.com Direct Booking Engine; SkyHarbor Mobile App Backend,Direct channel bookings / total bookings,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,14,METRIC-0013,synthetic-demo,49a3ec24b23582b8201cd9177dcfa2b4846e3b78b53305aba09593f89083e8a5,enriched_dense_synthetic_generation_2026_07,none,MET-9bb4f873e2,UNDECLARED,UNDECLARED,,29294,FY2026 Q3,,measured,"System-generated report from the owning platform, reconciled to the operational ledger",Business Metric Owner,pending_attestation,"Instrumentation for this metric was never funded, so no post-change measurement exists.",Fund and deploy measurement in the owning system; agree the reporting cadence.,FY2027 Q1
skyharbor-air,Cargo Revenue Yield,commercial,Cargo & Logistics,Cargo revenue per available ton-mile,$0.42,FY26 Q2,$0.47 by FY27 Q4,VP Cargo,Cargo Revenue Accounting,Cargo revenue / available ton-miles,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,15,METRIC-0014,synthetic-demo,2e9146594a8824580d000fae3fb2be84492396a8ad5a55a85f7c58329a64e57f,enriched_dense_synthetic_generation_2026_07,none,MET-a124d513ab,UNDECLARED,UNDECLARED,,0.5,FY2026 Q3,,measured,Finance-signed cohort definition plus a restated baseline on the same population,Finance Business Partner,pending_attestation,Finance will not attest until the comparison cohort is agreed; the current baseline mixes populations.,Agree the cohort definition with Finance and restate the baseline on that basis.,FY2027 Q2
skyharbor-air,Cargo Overbooking Incident Rate,operational,Cargo & Logistics,Regional belly-cargo overbooking incidents per month,14,FY26 Q2,3 by FY27 Q4,VP Cargo,Regional Belly Cargo Capacity Spreadsheet,Overbooking incidents logged / month,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,16,METRIC-0015,synthetic-demo,8db14b00cb56d68c0f3a213e1024d6b06c38f06321d8ded3740bc98ec14a5ba3,enriched_dense_synthetic_generation_2026_07,none,MET-b0858872ad,UNDECLARED,UNDECLARED,,,,,baseline_only,"Two consecutive periods at or better than baseline quality, alongside the outcome",Risk / Quality Owner,not_ready,Measured improvement has not yet cleared the quality guardrail; error rates rose alongside it.,Hold the claim until quality returns to baseline for two consecutive periods.,FY2027 Q1
skyharbor-air,Days Sales Outstanding (Vendor Payables),financial,Finance & Accounting,Average days to process vendor invoices,38 days,FY26 Q2,28 days by FY27 Q4,CFO,SAP S/4HANA — Finance (FI); Genpact,Average invoice processing cycle time,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,17,METRIC-0016,synthetic-demo,96f2268c7950946c3b6317194c338e9d9e237f54e566220d06d197ccf487dbfd,enriched_dense_synthetic_generation_2026_07,none,MET-07260f7f71,UNDECLARED,UNDECLARED,,14156,FY2026 Q3,3388320000,attested,Finance-attested outcome reconciled to the general ledger,Finance Business Partner,claimable,,,
skyharbor-air,Monthly Close Cycle Time,financial,Finance & Accounting,Business days to complete monthly financial close,6.5 days,FY26 Q2,4.5 days by FY27 Q4,CFO,SAP S/4HANA — Finance (FI); SAP S/4HANA — Controlling (CO),"Close start to close certification, business days",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,18,METRIC-0017,synthetic-demo,ef3489def22fc7ff1f4bb7fed70fc64407dce0ac5e6b79deabad49821d4e133a,enriched_dense_synthetic_generation_2026_07,none,MET-457e609b76,UNDECLARED,UNDECLARED,,5.3,FY2026 Q3,,measured,"Two consecutive periods at or better than baseline quality, alongside the outcome",Risk / Quality Owner,pending_attestation,Measured improvement has not yet cleared the quality guardrail; error rates rose alongside it.,Hold the claim until quality returns to baseline for two consecutive periods.,FY2027 Q1
skyharbor-air,PAM Coverage of Tier-1 Systems,cybersecurity,Cybersecurity & IT Risk,Percentage of tier-1 systems with CyberArk PAM enrollment,47%,FY26 Q2,100% by FY27 Q4,CISO,CyberArk PAM,PAM-enrolled tier-1 systems / total tier-1 systems,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,19,METRIC-0018,synthetic-demo,bdb8cc8b1aa747f967d6bdedff1d5850b9c1a5c701e9c4962ccb4b24d3711791,enriched_dense_synthetic_generation_2026_07,none,MET-f4d2ed961f,UNDECLARED,UNDECLARED,,,,,baseline_only,Finance-signed cohort definition plus a restated baseline on the same population,Finance Business Partner,not_ready,Finance will not attest until the comparison cohort is agreed; the current baseline mixes populations.,Agree the cohort definition with Finance and restate the baseline on that basis.,FY2027 Q2
skyharbor-air,Mean Time to Remediate (Critical Vulnerabilities),cybersecurity,Cybersecurity & IT Risk,Average days to remediate critical-severity vulnerabilities,21 days,FY26 Q2,10 days by FY27 Q4,CISO,Vulnerability Management Platform,"Remediation date minus discovery date, critical findings",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,20,METRIC-0019,synthetic-demo,d14a53db0eedbfd920811b9469a1e1db90b3f2a99b756381b7f0355b28aef170,enriched_dense_synthetic_generation_2026_07,none,MET-ee64789006,cargo;enterprise;loyalty;mainline;mro;regional,back;front;middle,3,4532,FY2026 Q3,,measured,"System-generated report from the owning platform, reconciled to the operational ledger",Business Metric Owner,pending_attestation,"Instrumentation for this metric was never funded, so no post-change measurement exists.",Fund and deploy measurement in the owning system; agree the reporting cadence.,FY2027 Q1
skyharbor-air,Data Catalog Coverage,data_governance,"Data, Analytics & AI",Percentage of production data assets registered in Collibra,54%,FY26 Q2,80% by FY27 Q4,Chief Data & Analytics Officer,Collibra Data Catalog,Cataloged assets / total known production data assets,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,21,METRIC-0020,synthetic-demo,8a641a978cd03b118ac8526e5fda91cbad18a31d94ccd2bca04b3ddec8c31f3b,enriched_dense_synthetic_generation_2026_07,none,MET-742c448899,UNDECLARED,UNDECLARED,,45779,FY2026 Q3,,measured,Finance-signed cohort definition plus a restated baseline on the same population,Finance Business Partner,pending_attestation,Finance will not attest until the comparison cohort is agreed; the current baseline mixes populations.,Agree the cohort definition with Finance and restate the baseline on that basis.,FY2027 Q2
skyharbor-air,Teradata Nightly Batch Window Utilization,data_platform,"Data, Analytics & AI",Percentage of the nightly batch SLA window consumed,83%,FY26 Q2,60% by FY27 Q4 (post-migration),VP Data & AI Platforms,Teradata Enterprise Warehouse Appliance,Batch completion time / SLA window duration,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,22,METRIC-0021,synthetic-demo,b1a169c1e10664c7a71e044013ff5104c2b26f177668e5d1ab8373ef69b902ab,enriched_dense_synthetic_generation_2026_07,none,MET-c97bb6ea1c,UNDECLARED,UNDECLARED,,,,,baseline_only,"Two consecutive periods at or better than baseline quality, alongside the outcome",Risk / Quality Owner,not_ready,Measured improvement has not yet cleared the quality guardrail; error rates rose alongside it.,Hold the claim until quality returns to baseline for two consecutive periods.,FY2027 Q1
skyharbor-air,Copilot Weekly Active Usage Rate,ai_value,Crew Operations,Percentage of enabled Microsoft 365 Copilot users active weekly,34%,FY26 Q2,60% by FY27 Q4,VP Crew Operations,Microsoft 365 Copilot,Weekly active users / enabled users,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,23,METRIC-0022,synthetic-demo,88523b6d80ea68a04d93534fbea8d3eef15f5c2649cd2284bdf76655ad53b8ef,enriched_dense_synthetic_generation_2026_07,none,MET-3544caf499,UNDECLARED,UNDECLARED,,22925,FY2026 Q3,,measured,"Attribution method agreed in writing, or an explicit shared-claim decision",Portfolio Owner,pending_attestation,Benefit is real but not separable from two other concurrent changes in the same process.,"Agree an attribution method, or accept a shared claim across the three changes.",FY2027 Q2
skyharbor-air,Meridian Regional Systems Cutover Progress,integration,Corporate Strategy & M&A Integration,Percentage of Meridian legacy systems successfully cut over to mainline platforms,22%,FY26 Q2,100% by FY27 Q4,Regional CIO — Meridian Regional Integration,Meridian Regional Technology Integration Program status report,Systems cut over / total Meridian legacy systems in scope,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,24,METRIC-0023,synthetic-demo,b78bcfc88e61b134faf13b9448ef8634d71b089fdcdc80160b09ed0535d08f8e,enriched_dense_synthetic_generation_2026_07,none,MET-275e58300c,UNDECLARED,UNDECLARED,,51151,FY2026 Q3,,measured,"Two consecutive periods at or better than baseline quality, alongside the outcome",Risk / Quality Owner,pending_attestation,Measured improvement has not yet cleared the quality guardrail; error rates rose alongside it.,Hold the claim until quality returns to baseline for two consecutive periods.,FY2027 Q1
skyharbor-air,Station Kiosk Availability,operational,Airport & Ground Operations,Percentage uptime of self-service check-in kiosks fleet-wide,96.1%,FY26 Q2,99.0% by FY27 Q4,SVP Airport Operations,Self-Service Check-in Kiosk Fleet,Kiosk uptime minutes / total scheduled minutes,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,25,METRIC-0024,synthetic-demo,49909e5f4c17c82da1a6cdcadc3c095a5966fb3a5c0e65352e113bc76dfb0be7,enriched_dense_synthetic_generation_2026_07,none,MET-e86ace2582,UNDECLARED,UNDECLARED,,,,,baseline_only,Finance-signed cohort definition plus a restated baseline on the same population,Finance Business Partner,not_ready,Finance will not attest until the comparison cohort is agreed; the current baseline mixes populations.,Agree the cohort definition with Finance and restate the baseline on that basis.,FY2027 Q2
