tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,system_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops,annual_cost_usd,user_count,technical_debt_score,cloud_readiness,replacement_candidate,end_of_support_date
skyharbor-air,Mobile Device Management (MDM),SaaS,Security Operations Platform,Cybersecurity & IT Risk,enterprise,saas,Microsoft vendor-hosted (Intune),current,tier2,CISO,Cybersecurity & IT Risk,Microsoft Corporation,device enrollment and compliance records,6,current_state,"Segment-specific load: 32 enrolled devices/month for this module, roughly 8% of the enterprise-wide platform's total transaction volume; 8,965 named users in this domain.","This module still reconciles against Okta Workforce Identity through a batch job rather than real time, so mobile/offline connectivity drops at the Miami (MIA) cargo hub, forcing a paper or manual fallback.","Cybersecurity & IT Risk plans an API modernization for this segment in Q2 FY27, sequenced after the higher-priority modules.",No automated data quality monitoring exists yet for device enrollment and compliance data; spot checks have found last-updated timestamp inconsistencies in an estimated 8% of records.,"Fragmented across the meridian and mainline organizations governance maturity — Cybersecurity & IT Risk owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at high among field and crew mobile-device users. Technical debt is concentrated but manageable.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,127,APP-0126,synthetic-demo,07084a6368fb442cb05a9f45cffa2c71515a49e8de1b6f535dbcf589e394adc7,enriched_dense_synthetic_generation_2026_07,none,SYS-2f5db2a858,enterprise;loyalty;mainline;mro;regional,back;front;middle,1,3949000,292,4,already_cloud,no,
skyharbor-air,ServiceNow ITSM,SaaS,IT Service Management Platform,Information Technology & Digital,enterprise,saas,ServiceNow vendor-hosted,current,tier1,VP IT Service Management,VP IT Service Management & Support,ServiceNow Inc.,"incident, problem, and change records",74,current_state,"Processes roughly 32 tickets at peak, up 31% YoY as IT application support engineers lean on it more heavily during irregular-ops weather events; 8,107 named users across the Miami (MIA) cargo hub.","Known constraint: batch-window latency causes data to be up to 5 hours stale during peak periods. Root cause has been traced to ServiceNow CMDB integration timing, not yet remediated.","A phased integration of upstream real-time data feeds is underway, targeting completion in H2 FY27; 31% complete as of this intake.","incident, problem, and change management data completeness is strong (~31%), but cross-reference accuracy against ServiceNow CMDB has not been formally measured.","Adoption is growing but below target among IT application support engineers; governance is centralized but under-resourced with VP IT Service Management & Support as the named accountable owner; technical debt is concentrated but manageable, concentrated in custom modifications that block vendor upgrades.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,128,APP-0127,synthetic-demo,9bae214ac88b517bfe991af2155bc06e7b88338f35e4491033febc52194ab77c,enriched_dense_synthetic_generation_2026_07,none,SYS-9d7d2869a6,enterprise,back,1,7898000,895,3,already_cloud,no,
skyharbor-air,ServiceNow CMDB,SaaS,IT Service Management Platform,Information Technology & Digital,enterprise,saas,ServiceNow vendor-hosted,current,tier1,VP Enterprise Architecture,VP IT Service Management & Support,ServiceNow Inc.,configuration item records; application dependency mapping,29,current_state,"80,930 CI records updated processed monthly by this segment/module, growing 32% YoY as loyalty membership growth expands its footprint.",duplicate manual data entry between this system and ServiceNow ITSM specifically within this segment; the enterprise-wide platform team has this on the FY27 backlog but it is not yet funded.,"This module is in scope for closing the gap toward a single system of record for the full application inventory alongside the broader platform program, targeted for late FY27.","configuration item and dependency data is well-governed for production use, though historical records prior to 2019 lack consistent last-updated timestamp tagging.","Adoption is uneven across stations among enterprise architects; governance is fragmented across the Meridian and mainline organizations with VP IT Service Management & Support as the named accountable owner; technical debt is elevated and actively being paid down, concentrated in custom modifications that block vendor upgrades.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,129,APP-0128,synthetic-demo,4d56f9f4d3af4cfe60a62a7a0c178898c083063b5a0d32564189f0976d58c967,enriched_dense_synthetic_generation_2026_07,none,SYS-13ab704b3e,enterprise;loyalty;mainline;mro;regional,back;front;middle,1,7898000,648,3,already_cloud,no,
skyharbor-air,ServiceNow HR Case Management,SaaS,IT Service Management Platform,Human Resources & Labor Relations,regional,saas,ServiceNow vendor-hosted,current,tier3,CHRO,VP IT Service Management & Support,ServiceNow Inc.,HR service case records,5,current_state,"This module carries 8 cases/day, a 14% share of total platform throughput, used by 8,667 HR business partners concentrated in the Denver (DEN) hub.","This module still reconciles against Workday Core HR through a batch job rather than real time, so peak-load timeouts occur during the winter holiday period when concurrent sessions exceed 8,667.","VP IT Service Management & Support plans retirement in favor of the enterprise system of record for this segment in FY27, sequenced after the higher-priority modules.",No automated data quality monitoring exists yet for HR service-case data; spot checks have found classification inconsistencies in an estimated 14% of records.,"Well-established governance maturity — VP IT Service Management & Support owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at strong at hub stations but weak at outstations among HR business partners. Technical debt is moderate.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,130,APP-0129,synthetic-demo,081b227077fcf7fa1bf9c9f22a2e1c85cbbcacd2f2760385f40fccd5f620dde5,enriched_dense_synthetic_generation_2026_07,none,SYS-38129de096,enterprise,back,1,1880000,57,4,already_cloud,no,
skyharbor-air,ServiceNow Facilities Management,SaaS,IT Service Management Platform,Corporate Real Estate & Facilities,regional,saas,ServiceNow vendor-hosted,current,tier3,VP Corporate Real Estate,VP IT Service Management & Support,ServiceNow Inc.,facilities work request records,4,current_state,"This module carries 34,614 work requests/day, a 15% share of total platform throughput, used by 1,169 facilities coordinators concentrated in outstations on the legacy CUTE footprint.",known data quality issues in the facilities service-request data feed require manual scrubbing before facilities coordinators can trust the output specifically within this segment; the enterprise-wide platform team has this on the FY27 backlog but it is not yet funded.,"VP IT Service Management & Support plans an API modernization for this segment in Q2 FY27, sequenced after the higher-priority modules.","facilities service-request data completeness is strong (~15%), but cross-reference accuracy against IBM Maximo CMMS has not been formally measured.",Technical debt is moderate (chiefly hard-coded station configuration); functional adoption by facilities coordinators is uneven across stations; governance maturity is centralized but under-resourced pending a formal change-control board.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,131,APP-0130,synthetic-demo,b4d2d8c87f9383768ade8106b1a928141584239780b7b79e4d94803ecc5e0b42,enriched_dense_synthetic_generation_2026_07,none,SYS-64ce19192f,enterprise,back,1,1880000,31,4,already_cloud,no,
skyharbor-air,CA-7 Mainframe Batch Scheduler,Mainframe-Legacy,Mainframe Platform,Information Technology & Digital,enterprise,mainframe,IBM z16 Mainframe LPAR — PROD1,legacy_stable,tier1,VP Infrastructure & Cloud,Director Mainframe & Legacy Platforms,Broadcom (CA Technologies),batch job schedules; reservation and revenue-accounting overnight run dependencies,34,current_state,"Volumetric footprint: 52,402 batch jobs/day average, 6,471/day at peak (the annual schedule change cutover), supporting 2,121 mainframe systems programmers across the Seattle (SEA) gateway.","Known constraint: the legacy file-format handoff with Revenue Accounting Core requires manual reformatting. Root cause has been traced to Revenue Accounting Core integration timing, not yet remediated.","Director Mainframe & Legacy Platforms has proposed no near-term replatform planned; batch scheduling remains mainframe-resident for through at least FY29, contingent on FY budget approval not yet finalized.","mainframe batch scheduling metadata completeness is strong (~23%), but cross-reference accuracy against Revenue Accounting Core has not been formally measured.",Technical debt is significant (chiefly unsupported middleware versions); functional adoption by mainframe systems programmers is growing but below target; governance maturity is fragmented across the Meridian and mainline organizations pending a completed architecture review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,132,APP-0131,synthetic-demo,42d29d34ff3c1cafb265a4c72039ac515b2814ae4d1ef4e96998db01a31da14e,enriched_dense_synthetic_generation_2026_07,none,SYS-143cd0a7c1,enterprise,back,1,7898000,529,8,not_feasible_without_rewrite,modernise_in_place,
skyharbor-air,API Gateway / iPaaS (MuleSoft),Middleware,Integration Platform,Information Technology & Digital,enterprise,aws,AWS Production Workload Account — us-east-1,legacy_stable,tier1,VP Enterprise Architecture,VP Data & AI Platforms,,API traffic logs; integration flow definitions,63,current_state,"Handles 38 API calls monthly with a 22% YoY growth trend, driven by new route launches; concurrent integration engineers peaks near 11,896.","Known constraint: known data quality issues in the API gateway traffic and flow-definition data feed require manual scrubbing before integration engineers can trust the output. Root cause has been traced to Confluent Kafka Event Backbone integration timing, not yet remediated.","Roadmap calls for a version upgrade in Q4 FY26, owned by VP Data & AI Platforms; business case is approved but implementation has not started.",No automated data quality monitoring exists yet for API gateway traffic and flow-definition data; spot checks have found owner inconsistencies in an estimated 22% of records.,Technical debt is moderate (chiefly unsupported middleware versions); functional adoption by integration engineers is growing but below target; governance maturity is developing pending a formal change-control board.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,133,APP-0132,synthetic-demo,e7a4e2d25bb06ea017f31437146595298801e5b7789c4f3a711dcc32cb83036f,enriched_dense_synthetic_generation_2026_07,none,SYS-4edf189a64,enterprise;loyalty;mainline;mro;regional,back;front;middle,1,7898000,946,7,refactor_required,modernise_in_place,
skyharbor-air,EDI / B2B Trading Partner Gateway,Middleware,Integration Platform,Information Technology & Digital,regional,on_premise,DC-East Primary Data Center,current,tier2,VP Enterprise Architecture,VP Data & AI Platforms,,EDI transaction sets; trading-partner acknowledgment logs,21,current_state,"4,132 EDI transactions processed monthly by this segment/module, growing 8% YoY as cargo volume growth on widebody routes expands its footprint.",duplicate manual data entry between this system and API Gateway / iPaaS (MuleSoft) specifically within this segment; the enterprise-wide platform team has this on the FY27 backlog but it is not yet funded.,"VP Data & AI Platforms plans retirement in favor of the enterprise system of record for this segment in FY27, sequenced after the higher-priority modules.","Known duplicate-record rate of roughly 8% in EDI trading-partner transaction data, mostly from the API Gateway / iPaaS (MuleSoft) interface not deduplicating on load.","Adoption is strong at hub stations but weak at outstations among integration engineers; governance is fragmented across the Meridian and mainline organizations with VP Data & AI Platforms as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,134,APP-0133,synthetic-demo,e3197844d418f036dd2d295993d8ca17107bdd12e64bd869e9109754f69429c1,enriched_dense_synthetic_generation_2026_07,none,SYS-caa736b102,enterprise;loyalty;mainline;mro;regional,back;front;middle,1,3949000,220,5,refactor_required,no,2028-10-01
skyharbor-air,Enterprise Architecture Repository,SaaS,Architecture Platform,Information Technology & Digital,enterprise,saas,Vendor SaaS,target_state,tier3,VP Enterprise Architecture,VP Enterprise Architecture,,application/technology reference models; architecture decision records,3,current_state,"27 transactions/month through this tool, adoption at 23% of the 7,592 licensed seats issued to enterprise architects.",duplicate manual data entry between this system and ServiceNow CMDB; adoption has plateaued below target because enterprise architects default back to email/spreadsheets for edge cases.,Renewal in H1 FY27 is an opportunity to evaluate an API modernization; no formal decision yet.,"architecture reference-model data is well-governed for production use, though historical records prior to 2021 lack consistent status tagging.",Technical debt is significant (chiefly custom modifications that block vendor upgrades); functional adoption by enterprise architects is growing but below target; governance maturity is developing pending a formal change-control board.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,135,APP-0134,synthetic-demo,5ca9ad446a6f5697338f9bb3f7f3db0c3f629b23ddd77a3d2803912153ea5dc9,enriched_dense_synthetic_generation_2026_07,none,SYS-fe027020a6,enterprise,back,1,1880000,21,1,already_cloud,no,2029-10-01
skyharbor-air,Master Aircraft / Fleet Reference Data System,Custom,Master Data Platform,"Data, Analytics & AI",enterprise,aws,AWS Production Workload Account — us-east-1,target_state,tier1,Chief Data & Analytics Officer,VP Data & AI Platforms,,aircraft tail number registry; fleet configuration reference data,17,current_state,"Volumetric footprint: 51,178 reference lookups/day average, 11,880/day at peak (Thanksgiving travel week), supporting 3,812 MRO planners and network planning analysts across the Seattle (SEA) gateway.","Known constraint: access provisioning for new MRO planners and network planning analysts takes 8 business days versus the 1-day target. Root cause has been traced to TRAX Engineering Records integration timing, not yet remediated.","VP Data & AI Platforms has proposed an API modernization for FY27, contingent on FY budget approval not yet finalized.","aircraft and fleet master reference data fields are largely complete, but 5% of records show stale owner values older than 11880 days.",Technical debt is elevated and actively being paid down (chiefly the reporting layer); functional adoption by MRO planners and network planning analysts is strong at hub stations but weak at outstations; governance maturity is informal pending a documented data steward assignment.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,136,APP-0135,synthetic-demo,23ac048eb771e2e9e0f1149805284bf3b61c8df5f2725f58a38bfed5c75167cf,enriched_dense_synthetic_generation_2026_07,none,SYS-3544777e9f,enterprise;loyalty;mainline;mro;regional,back;front;middle,1,7898000,1204,1,refactor_required,no,
skyharbor-air,Safety Management System (SMS) / ASAP Case Platform,COTS,Safety Platform,Safety & Security,enterprise,saas,Vendor SaaS,current,tier1,Chief Safety & Security Officer,VP Flight & Crew Systems,,voluntary safety reports; ASAP event review case data,11,current_state,"Volumetric footprint: 10 reports filed/day average, 7,742/day at peak (the winter holiday period), supporting 1,659 safety analysts across the London Heathrow (LHR) station.","duplicate manual data entry between this system and IROPS Recovery Cockpit; safety analysts have raised it repeatedly in operational reviews, and it worsens noticeably during the winter holiday period.","VP Flight & Crew Systems has proposed migration to the cloud-hosted successor platform for late FY27, contingent on FY budget approval not yet finalized.",A residual data quality gap from the Meridian Regional integration means 33% of SMS and ASAP safety-report data records still carry the legacy Meridian identifier scheme instead of the mainline standard.,"Adoption is uneven across stations among safety analysts; governance is well-established with VP Flight & Crew Systems as the named accountable owner; technical debt is concentrated but manageable, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,137,APP-0136,synthetic-demo,be37f511ed93a9a18d420d9014f04bc51a186a42a6709ab53340de5588b960da,enriched_dense_synthetic_generation_2026_07,none,SYS-1f8e3a9f40,cargo;enterprise;mainline;regional,back;middle,1,7898000,698,3,already_cloud,no,
skyharbor-air,Meridian Legacy Safety Reporting Intake,Legacy,Safety Platform (M&A-inherited),Safety & Security,regional,on_premise,"Denver, CO — former Meridian data center (co-lo)",legacy_stable,tier3,Regional CIO — Meridian Regional Integration,Meridian Regional Technology Office,"Meridian Regional Airways (legacy vendor estate, novated)",Meridian voluntary safety report intake records,2,current_state,"Usage has been declining an estimated 22% YoY as Meridian Regional crew and safety staff migrate to the sanctioned platform, but an estimated 33,596 reports filed/month persist.","No formal support contract; the user interface has not been modernized since the original implementation, slowing Meridian Regional crew and safety staff down, and the one SME who understands it is nearing retirement.",No formal upgrade plan exists; Meridian Regional Technology Office has flagged consolidating intake onto the enterprise SMS/ASAP platform as a candidate for the FY27 planning cycle.,"Meridian legacy safety-report intake data is well-governed for production use, though historical records prior to 2020 lack consistent last-updated timestamp tagging.",Technical debt is moderate (chiefly the integration layer); functional adoption by Meridian Regional crew and safety staff is moderate; governance maturity is fragmented across the Meridian and mainline organizations pending a completed architecture review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,low,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,138,APP-0137,synthetic-demo,31a75d96620b4296b8807bb79a2bfccc99b6f58ac7807ef8c063e86ba51aa393,enriched_dense_synthetic_generation_2026_07,none,SYS-2f7ece75bc,cargo;enterprise;mainline;regional,back;middle,1,1880000,61,8,rehost_candidate,yes,
skyharbor-air,Corporate Security Badge/Access Control — Platform A,COTS,Physical Security Platform,Safety & Security,regional,on_premise,"Global HQ — Chicago, IL",current,tier2,Chief Safety & Security Officer,VP Infrastructure & Cloud,,badge holder records; access event logs,6,current_state,"This module carries 45 access events/day, a 23% share of total platform throughput, used by 4,102 corporate security / badging administrators concentrated in the Miami (MIA) cargo hub.","This module still reconciles against Corporate Security Badge/Access Control — Platform B through a batch job rather than real time, so mobile/offline connectivity drops at the Miami (MIA) cargo hub, forcing a paper or manual fallback.","VP Infrastructure & Cloud plans consolidation onto the enterprise standard platform for this segment in FY27, sequenced after the higher-priority modules.","badge access-control event data completeness is strong (~23%), but cross-reference accuracy against Corporate Security Badge/Access Control — Platform B has not been formally measured.","Informal governance maturity — VP Infrastructure & Cloud owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at growing but below target among corporate security / badging administrators. Technical debt is low.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,139,APP-0138,synthetic-demo,f494711316d3fcf7485acea235d8a0c5eda54f361154d081831cd20c8e3e3c5d,enriched_dense_synthetic_generation_2026_07,none,SYS-c17440cc87,cargo;enterprise;mainline;regional,back;middle,1,3949000,234,4,rehost_candidate,no,2028-10-01
skyharbor-air,Corporate Security Badge/Access Control — Platform B (acquired entity),Legacy,Physical Security Platform,Safety & Security,regional,on_premise,"Fort Worth, TX (Tech Ops Center)",current,tier3,Chief Safety & Security Officer,VP Infrastructure & Cloud,,"badge holder records (Tech Ops facility, inherited from a prior acquisition)",3,current_state,"Usage has been declining an estimated 31% YoY as corporate security / badging administrators migrate to the sanctioned platform, but an estimated 71,373 access events/month persist.","known data quality issues in the legacy badge access-control data feed require manual scrubbing before corporate security / badging administrators can trust the output; because it sits outside governed IT inventory, security patching is inconsistent.",No formal upgrade plan exists; VP Infrastructure & Cloud has flagged consolidating onto a single enterprise badge/access-control platform as a candidate for the FY28 planning cycle.,"legacy badge access-control data fields are largely complete, but 31% of records show stale identifier cross-reference values older than 2629 days.","Adoption is growing but below target among corporate security / badging administrators; governance is well-established with VP Infrastructure & Cloud as the named accountable owner; technical debt is elevated and actively being paid down, concentrated in the integration layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,low,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,140,APP-0139,synthetic-demo,e9b2a6a258083f269d3df8d6db7a39ecea791fb7c6dcf7af8b6394837db16484,enriched_dense_synthetic_generation_2026_07,none,SYS-c67f553e80,cargo;enterprise;mainline;regional,back;middle,1,1880000,34,3,refactor_required,no,
skyharbor-air,Corporate Security Badge/Access Control — Platform C (Meridian legacy),Legacy,Physical Security Platform,Safety & Security,regional,on_premise,"Denver, CO — former Meridian data center (co-lo)",legacy_stable,tier3,Regional CIO — Meridian Regional Integration,Meridian Regional Technology Office,"Meridian Regional Airways (legacy vendor estate, novated)",Meridian badge holder records,2,current_state,"Small but sticky footprint: an estimated 16 access events/month, used by 8,106 corporate security / badging administrators in all domestic hub stations who have not migrated to the sanctioned successor tool.","known data quality issues in the Meridian legacy badge access-control data feed require manual scrubbing before corporate security / badging administrators can trust the output; because it sits outside governed IT inventory, security patching is inconsistent.","Slated for consolidating onto a single enterprise badge/access-control platform by FY28, but not yet funded or resourced.","Known duplicate-record rate of roughly 31% in Meridian legacy badge access-control data, mostly from the Corporate Security Badge/Access Control — Platform A interface not deduplicating on load.","Adoption is uneven across stations among corporate security / badging administrators; governance is fragmented across the Meridian and mainline organizations with Meridian Regional Technology Office as the named accountable owner; technical debt is low, concentrated in custom modifications that block vendor upgrades.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,low,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,141,APP-0140,synthetic-demo,0dc48bf31c3ea3e340119f6883734b2637ca44f0f35841b2c69845612c8b8e0f,enriched_dense_synthetic_generation_2026_07,none,SYS-5d032e3365,cargo;enterprise;mainline;regional,back;middle,1,1880000,44,8,refactor_required,yes,
skyharbor-air,Export Control / Dangerous Goods Compliance Tracker,SaaS,Compliance Platform,"Legal, Regulatory & Compliance",regional,saas,Vendor SaaS,legacy_stable,tier3,General Counsel,VP Enterprise Applications,,export control classifications; DG training compliance records,3,current_state,"22,029 licensed seats, 3,429 monthly active users (19% adoption), used primarily by compliance staff in the Dallas-Fort Worth (DFW) hub.",reconciliation against iCargo DG Compliance is a monthly manual process prone to error; adoption has plateaued below target because compliance staff default back to email/spreadsheets for edge cases.,VP Enterprise Applications is piloting retirement in favor of the enterprise system of record with a subset of users ahead of a H2 FY27 decision.,No automated data quality monitoring exists yet for export control and DG compliance data; spot checks have found location inconsistencies in an estimated 19% of records.,"Fragmented across the meridian and mainline organizations governance maturity — VP Enterprise Applications owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at strong at hub stations but weak at outstations among compliance staff. Technical debt is moderate.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,142,APP-0141,synthetic-demo,1d63d8ef1efbb21c78b96e59d82cf50bd16ea40ee789b87e9e2ccb7964ff8fad,enriched_dense_synthetic_generation_2026_07,none,SYS-c46be0914a,cargo;enterprise;mainline;regional,back;front;middle,1,1880000,60,7,already_cloud,yes,
