tenant_key,persona_or_role,function_name,role_count,location_model,employment_type,vendor_supported,skills,pain_points,automation_opportunity,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,workforce_role_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops
skyharbor-air,Loyalty Program Analyst,Loyalty & Customer Marketing,55,centralized_ops_center,employee,no,Loyalty platform administration; Salesforce Marketing Cloud campaign builder,"Member CDP is not yet system of record, so segmentation still partly runs off a legacy warehouse job",High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,12,WF-0011,synthetic-demo,1ea8d98e523d98b0aec092161c5a67fb47ddee44f3396064e1f51f559c8c63e0,enriched_dense_synthetic_generation_2026_07,none,WFR-7a0a7c4abf,UNDECLARED,UNDECLARED,
skyharbor-air,Airport Station Agent,Airport & Ground Operations,5400,station_based,employee,no,CUTE/DCS check-in and boarding operations; irregular-ops rebooking procedures,"Older outstation CUTE kiosks time out under peak-boarding load, forcing agents to a manual boarding pass workaround",Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,13,WF-0012,synthetic-demo,62ed28976724c05dad76b354435e47dcd59e03593b3023b64aa6fdfd953bfc4d,enriched_dense_synthetic_generation_2026_07,none,WFR-39e3f40ad9,UNDECLARED,UNDECLARED,
skyharbor-air,Ramp Agent / Load Controller,Airport & Ground Operations,3100,station_based,employee,no,Weight and balance calculation; ramp safety procedures,Load control app loses connectivity in below-grade ramp areas at 3 hub stations,Low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,14,WF-0013,synthetic-demo,267beb0c4369cf27c06a13961ad6f818de14ddaeecf2af9b04d7119bf7a755eb,enriched_dense_synthetic_generation_2026_07,none,WFR-5398a0d6f1,UNDECLARED,UNDECLARED,
skyharbor-air,Baggage Services Agent,Airport & Ground Operations,1650,station_based,employee,no,RFID bag tracking tools; WorldTracer claims handling,"RFID tracking coverage stops at 41 of 118 served stations, so misconnect tracing reverts to manual tracing beyond that footprint",High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,15,WF-0014,synthetic-demo,ecb8b78c98933699309d5874cd67f4ae29ea4eb47147aeed2631d300a548258c,enriched_dense_synthetic_generation_2026_07,none,WFR-7a399afcc1,UNDECLARED,UNDECLARED,
skyharbor-air,Cargo Operations Agent,Cargo & Logistics,480,station_based,employee,no,iCargo booking and DG compliance workflows,"Regional belly cargo capacity is still allocated via a shared spreadsheet, causing periodic overbooking",High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,16,WF-0015,synthetic-demo,872ed3d4e63f901659f311a7e67e98c735afdacb0938bcf396408862da5fde88,enriched_dense_synthetic_generation_2026_07,none,WFR-12ef913c19,UNDECLARED,UNDECLARED,
skyharbor-air,Catering Operations Coordinator,In-Flight Services & Catering,60,centralized_ops_center,employee,yes,Catering planning system; galley loading specifications,Late schedule changes from Network Planning don't always propagate to the catering order feed in time,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,17,WF-0016,synthetic-demo,d7faaca0203c4c8b2ae5b3bfe04fcbf2f1f6024be7f58a5e7ca2cb8a3efad22a,enriched_dense_synthetic_generation_2026_07,none,WFR-1eb7a1164a,UNDECLARED,UNDECLARED,
skyharbor-air,Contact Center Agent,Customer Experience & Contact Center,1450,hybrid_incl_outsourced,mixed_employee_and_bpo,yes,Genesys Cloud CX; Salesforce Service Cloud case handling,"Two international overflow sites are still on legacy PureConnect, creating an inconsistent agent desktop experience",High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,18,WF-0017,synthetic-demo,d0bf2f5529941ea920594077ddd76525ff93ff8b95cf373fd9d7b39f891d51b7,enriched_dense_synthetic_generation_2026_07,none,WFR-adfb55026c,UNDECLARED,UNDECLARED,
skyharbor-air,Contact Center Workforce Planner,Customer Experience & Contact Center,35,centralized_ops_center,employee,no,Genesys WFM forecasting and scheduling,Forecast accuracy drops materially during IROPS events because disruption volume isn't fed in from the ops recovery system in real time,High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,19,WF-0018,synthetic-demo,d362d70c2810f013325670cbf9d542b2cd62d12e4c8e7adba0b8d1917e8d7ef4,enriched_dense_synthetic_generation_2026_07,none,WFR-e97d4eec83,UNDECLARED,UNDECLARED,
skyharbor-air,Group & Corporate Sales Agent,"Distribution, Sales & E-Commerce",90,centralized_ops_center,employee,no,Legacy group/charter booking tool; corporate travel portal,Group booking tool doesn't share inventory in real time with the NDC-connected direct channel,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,20,WF-0019,synthetic-demo,c798579c7720b5168d1ec431b0663cbfed99bbcaa662b36b54c4f46404375a1b,enriched_dense_synthetic_generation_2026_07,none,WFR-567d21aee2,UNDECLARED,UNDECLARED,
skyharbor-air,Revenue Accountant,Finance & Accounting,145,centralized_ops_center,employee,no,SAP FI/CO; proration and interline settlement processes,Interline settlement reconciliation against Meridian Regional legacy finance still requires a manual monthly file exchange,High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,21,WF-0020,synthetic-demo,676075a0d090ea5e6dbd7d4370faea3f35f5445621d58cc700c556d7a3501a7e,enriched_dense_synthetic_generation_2026_07,none,WFR-d75d319180,UNDECLARED,UNDECLARED,
skyharbor-air,FP&A Analyst,Finance & Accounting,60,centralized_ops_center,employee,no,SAP CO reporting; Hyperion planning models,Aircraft lease accounting under ASC 842 still runs through a spreadsheet bolt-on pending LeaseAccelerator go-live,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,22,WF-0021,synthetic-demo,d1b7d70685fa8d99f2ed356c5297a9644ecdee6fd657f59f8e53fb105d84d778,enriched_dense_synthetic_generation_2026_07,none,WFR-ede27a6fee,UNDECLARED,UNDECLARED,
skyharbor-air,Procurement Category Manager,Procurement & Supply Chain,45,centralized_ops_center,employee,no,Coupa sourcing and contract workflows,MRO parts spend inside TRAX doesn't reconcile automatically with Coupa category spend analytics,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,23,WF-0022,synthetic-demo,eab33d9b396ed03a3feb155c9a6b2dde0a89082a75708dc4811c0d67f7722f97,enriched_dense_synthetic_generation_2026_07,none,WFR-c6136203b4,UNDECLARED,UNDECLARED,
skyharbor-air,HR Business Partner,Human Resources & Labor Relations,70,hybrid,employee,no,Workday HCM; union contract administration basics,Union grievance tracking remains on a standalone legacy tool disconnected from the Workday case record,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,24,WF-0023,synthetic-demo,55d1944ee4c6ebc8ceab0346e368140ab0dc436e36e0c1070e446a4c4a08ca6e,enriched_dense_synthetic_generation_2026_07,none,WFR-346957ee67,UNDECLARED,UNDECLARED,
skyharbor-air,Labor Relations Specialist,Human Resources & Labor Relations,25,centralized_ops_center,employee,no,Grievance/arbitration case tracking; CBA interpretation,Grievance case data must be re-keyed between the legacy tracker and Workday for compliance reporting,High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,25,WF-0024,synthetic-demo,071397d2df93b14881df626cd87f3c8733e1ab9a4614687d94cc062bbbd65220,enriched_dense_synthetic_generation_2026_07,none,WFR-c7fd5acd52,UNDECLARED,UNDECLARED,
skyharbor-air,Safety Analyst (SMS/ASAP),Safety & Security,55,centralized_ops_center,employee,no,Safety case-management platform; ASAP event review workflow,Voluntary safety reports from Meridian Regional crews still arrive via a separate legacy intake form,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,26,WF-0025,synthetic-demo,5b321f382b1423612bc9780c41539ff99b4208d29286bbaded179dd4203a294b,enriched_dense_synthetic_generation_2026_07,none,WFR-d536af222b,UNDECLARED,UNDECLARED,
skyharbor-air,Corporate Security / Badging Administrator,Safety & Security,40,station_based,employee,no,Physical access control administration across three legacy platforms,Badge provisioning across three inherited access-control platforms takes up to 3 business days versus a 4-hour target,High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,27,WF-0026,synthetic-demo,7c2a91c8c6fd261d9f8deb953092367ff322ee788b26099a3176b098bb94eef2,enriched_dense_synthetic_generation_2026_07,none,WFR-133532fd69,UNDECLARED,UNDECLARED,
skyharbor-air,IT Application Support Engineer,Information Technology & Digital,320,centralized_ops_center,employee,yes,ServiceNow ITSM; application-specific platform administration,On-call engineers must monitor five separate monitoring consoles across cloud and mainframe estates,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,28,WF-0027,synthetic-demo,af473c26f862413a704decd805ba5f118a22e8fc3a3ae3d43a38165dfae361a1,enriched_dense_synthetic_generation_2026_07,none,WFR-d323e2630c,UNDECLARED,UNDECLARED,
skyharbor-air,Cloud Platform Engineer,Information Technology & Digital,140,centralized_ops_center,employee,no,AWS/Azure/GCP infrastructure-as-code; Kubernetes,Multi-cloud tagging inconsistency makes cost allocation to business functions partly manual,High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,29,WF-0028,synthetic-demo,6c1d5cdcd25b8dc67ab6a0d8c2cb8af6cfb82079fcc31b85e05cafc7b238f77b,enriched_dense_synthetic_generation_2026_07,none,WFR-8a81096267,UNDECLARED,UNDECLARED,
skyharbor-air,Mainframe Systems Programmer,Information Technology & Digital,38,centralized_ops_center,employee,yes,z/OS systems programming; CA-7 batch scheduling; COBOL/CICS,Shrinking internal mainframe skills bench increasingly depends on IBM Global Services staff augmentation,Low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,30,WF-0029,synthetic-demo,3b01e7246646909c25a8d6469a8184c0431a02c0757285fe4a09e62719fece23,enriched_dense_synthetic_generation_2026_07,none,WFR-0310f14b70,UNDECLARED,UNDECLARED,
skyharbor-air,Data Engineer,"Data, Analytics & AI",165,centralized_ops_center,employee,no,"Teradata, Snowflake, Databricks pipeline development","Duplicate pipelines exist for several subject areas mid-migration from Teradata to Snowflake, increasing DQ risk",Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,31,WF-0030,synthetic-demo,362acdf5f9808e3f00a4ccdbaf35e80a095312b66c44bd742452726ccc9feea2,enriched_dense_synthetic_generation_2026_07,none,WFR-7a0b742dde,UNDECLARED,UNDECLARED,
skyharbor-air,Data Governance Analyst,"Data, Analytics & AI",30,centralized_ops_center,employee,no,Collibra catalog administration; data domain stewardship,"Catalog coverage is under 55% of production data assets, leaving significant ungoverned surface area",High,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,32,WF-0031,synthetic-demo,26b88385141af3e62283f4328310493c28f58d465006864b99a7cca0ca15fb39,enriched_dense_synthetic_generation_2026_07,none,WFR-0876bd6c4f,UNDECLARED,UNDECLARED,
skyharbor-air,ML / AI Engineer,"Data, Analytics & AI",55,centralized_ops_center,employee,no,"Databricks ML, MLOps, GenAI application development against the audited Claude egress path",Model monitoring for MRO predictive maintenance models is still manual rather than automated drift detection,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,33,WF-0032,synthetic-demo,72d73919ee3927459f465e2fe7092ddae595eef710ab2c09971cfdf207697ebf,enriched_dense_synthetic_generation_2026_07,none,WFR-4dcccacd9a,UNDECLARED,UNDECLARED,
skyharbor-air,Cybersecurity Analyst (SOC),Cybersecurity & IT Risk,85,centralized_ops_center,mixed_employee_and_mdr,yes,Splunk SIEM; CrowdStrike EDR triage,Alert fatigue from unresolved false-positive tuning across the legacy Meridian network segment,Medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,universal-standard-v3,34,WF-0033,synthetic-demo,4aed4c2cde44083403574faf81f3afdf3a842b490b977ad0472ac1b16cd28463,enriched_dense_synthetic_generation_2026_07,none,WFR-1bd7e428d6,UNDECLARED,UNDECLARED,
