tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,infrastructure_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops
skyharbor-air,Azure Identity & Security Landing Zone,Public Cloud Account,azure,East US 2 (primary),Azure AD/Entra ID; Azure Sentinel; SAP-dedicated subscription hosting S/4HANA,VP Infrastructure & Cloud,tier1,current,Enterprise-wide identity tenant; SAP HANA-optimized compute for S/4HANA,SAP-dedicated subscription capacity planning lags the pace of module rollout,false,"Throughput of 55,651 identities managed/day; 7,136 connected downstream systems depend on its availability.","the legacy file-format handoff with Okta Workforce Identity requires manual reformatting, and failover to the secondary site has not been fully tested against current production load.","Capacity expansion / an API modernization planned for late FY27, owned by VP Infrastructure & Cloud.","Azure identity and SAP landing-zone capacity data fields are largely complete, but 32% of records show stale last-updated timestamp values older than 7136 days.",Technical debt is significant (chiefly hard-coded station configuration); functional adoption by cloud platform engineers is growing but below target; governance maturity is developing pending a documented data steward assignment.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,12,INFRA-0011,synthetic-demo,42c027863c91b8c9368a6c63efdefd9f0ac70077d2767d9d86879564f8763b64,enriched_dense_synthetic_generation_2026_07,none,INF-dbbe54a052,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Azure AI / Copilot Landing Zone,Public Cloud Account,azure,East US 2,Microsoft 365 Copilot; Azure OpenAI (non-reasoning utilities only),VP Data & AI Platforms,tier2,current,Enterprise Copilot licensing tenant,Usage telemetry integration with the enterprise GenAI gateway is still manual,false,"Capacity: 38 licensed Copilot seats, 16% provisioned, with headroom reviewed quarterly by ML / AI engineers.","mobile/offline connectivity drops at the Denver (DEN) hub, forcing a paper or manual fallback; capacity headroom has fallen below the 20% operating standard during irregular-ops weather events in the last two cycles.","Capacity expansion / integration of upstream real-time data feeds planned for FY28, owned by VP Data & AI Platforms.","Known duplicate-record rate of roughly 16% in Azure AI/Copilot tenant capacity data, mostly from the Microsoft 365 Copilot interface not deduplicating on load.","Adoption is uneven across stations among ML / AI engineers; governance is well-established with VP Data & AI Platforms as the named accountable owner; technical debt is elevated and actively being paid down, concentrated in the integration layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,13,INFRA-0012,synthetic-demo,41fcc108436ac6b836ef1591c067a71a48be7dbcea81e098aca9996cbb14c0d5,enriched_dense_synthetic_generation_2026_07,none,INF-47871ad425,enterprise;loyalty;mainline;mro;regional,back;front;middle,2
skyharbor-air,GCP Data Science Sandbox,Public Cloud Account,gcp,us-central1,BigQuery; Vertex AI notebooks,VP Data & AI Platforms,tier3,current,Sandbox-tier compute for exploratory data science,Originated as shadow IT before being brought under governance; cost controls are still being formalized,false,"Throughput of 1,386 BigQuery queries/day; 2,389 connected downstream systems depend on its availability.","peak-load timeouts occur during irregular-ops weather events when concurrent sessions exceed 2,389; capacity headroom has fallen below the 20% operating standard during irregular-ops weather events in the last two cycles.",VP Data & AI Platforms has scheduled expansion of real-time integration coverage for H1 FY27 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 16% in GCP sandbox usage data, mostly from the Databricks — Customer AI Workspace interface not deduplicating on load.",Technical debt is low (chiefly unsupported middleware versions); functional adoption by data scientists is strong at hub stations but weak at outstations; governance maturity is fragmented across the Meridian and mainline organizations pending a formal change-control board.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,14,INFRA-0013,synthetic-demo,f52c8e872ffa754821460f787fa6fb2153613e9d046924e04a5b61d7cd5a11ff,enriched_dense_synthetic_generation_2026_07,none,INF-456dad7833,enterprise;loyalty;mainline;mro;regional,back;front;middle,2
skyharbor-air,Teradata Enterprise Warehouse Appliance,Data Warehouse Appliance,on_premise,DC-East Primary Data Center,Teradata Vantage; ~340TB active data,VP Data & AI Platforms,tier1,current,~340TB active; ~500 nightly batch jobs; peak concurrency ~300 users,Nightly batch window has grown to within 90 minutes of the morning SLA cutoff,false,"Runs at roughly 30% average utilization with peaks to 51% during peak summer travel; hosts 1,762 workloads/instances for data engineers.",known data quality issues in the Teradata appliance capacity and batch-window data feed require manual scrubbing before data engineers can trust the output; capacity headroom has fallen below the 20% operating standard during peak summer travel in the last two cycles.,"Capacity expansion / a UX modernization planned for FY27, owned by VP Data & AI Platforms.","Known duplicate-record rate of roughly 30% in Teradata appliance capacity and batch-window data, mostly from the Informatica PowerCenter ETL interface not deduplicating on load.",Technical debt is moderate (chiefly hard-coded station configuration); functional adoption by data engineers is strong at hub stations but weak at outstations; governance maturity is informal pending a signed-off ownership RACI.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,15,INFRA-0014,synthetic-demo,c37ad23f1054b615a2679045fa3c188cef54e93821973b01a4bf52b0149da7e9,enriched_dense_synthetic_generation_2026_07,none,INF-8329420f3c,enterprise;loyalty;mainline;mro;regional,back;front;middle,2
skyharbor-air,Snowflake Account — Production,Cloud Data Warehouse,aws,AWS us-east-1 (Snowflake-managed),Snowflake multi-cluster warehouses,VP Data & AI Platforms,tier1,current,Auto-scaling compute; consumption billed in credits,"Credit consumption has grown faster than the FY26 budget forecast, concentrated in ad hoc query warehouses",false,"Capacity: 37 credits consumed, 18% provisioned, with headroom reviewed quarterly by data engineers.","the user interface has not been modernized since the original implementation, slowing data engineers down; capacity headroom has fallen below the 20% operating standard during hurricane season disruption events in the last two cycles.","Capacity expansion / expansion of real-time integration coverage planned for Q2 FY27, owned by VP Data & AI Platforms.","Snowflake consumption and warehouse-sizing data fields are largely complete, but 18% of records show stale identifier cross-reference values older than 4237 days.",Technical debt is low (chiefly unsupported middleware versions); functional adoption by data engineers is high; governance maturity is developing pending a completed architecture review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,16,INFRA-0015,synthetic-demo,c85aeb7f5b13f37f3afbe6ef15bd38caac9747438f0b03365688a3e19e7ccaa7,enriched_dense_synthetic_generation_2026_07,none,INF-0df772f93d,enterprise;loyalty;mainline;mro;regional,back;front;middle,2
skyharbor-air,Databricks Workspace Fleet (AWS),Lakehouse Compute,aws,AWS us-east-1,Databricks Runtime; Unity Catalog (partial rollout),VP Data & AI Platforms,tier1,current,3 production workspaces; ~40 recurring job clusters,Unity Catalog governance is not yet enforced across all three workspaces,false,"Runs at roughly 22% average utilization with peaks to 51% during spring break travel; hosts 1,658 workloads/instances for ML / AI engineers.","the user interface has not been modernized since the original implementation, slowing ML / AI engineers down, and failover to the secondary site has not been fully tested against current production load.",VP Data & AI Platforms has scheduled an API modernization for Q4 FY26 as part of the multi-year infrastructure roadmap.,No automated data quality monitoring exists yet for Databricks workspace compute and governance data; spot checks have found vendor reference inconsistencies in an estimated 22% of records.,"Adoption is near-universal among ML / AI engineers; governance is developing with VP Data & AI Platforms as the named accountable owner; technical debt is elevated and actively being paid down, concentrated in hard-coded station configuration.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,17,INFRA-0016,synthetic-demo,b0b07d1188d74a81cea30be96f243d6144ebedcb3ccc55a933be8738ff42529e,enriched_dense_synthetic_generation_2026_07,none,INF-5468ff048f,enterprise;loyalty;mainline;mro;regional,back;front;middle,2
skyharbor-air,Confluent Cloud Kafka Cluster,Event Streaming Infrastructure,aws,AWS us-east-1,Confluent Cloud managed Kafka; ~60 topics,VP Data & AI Platforms,tier1,current,~60 topics; sustained throughput in the low thousands of events/second,Several legacy batch-fed source systems still bypass the streaming backbone entirely,false,"Runs at roughly 14% average utilization with peaks to 30% during the annual schedule change cutover; hosts 10,379 workloads/instances for data engineers.",reconciliation against AWS Data & Analytics Account is a monthly manual process prone to error; capacity headroom has fallen below the 20% operating standard during the annual schedule change cutover in the last two cycles.,"Capacity expansion / a version upgrade planned for late FY27, owned by VP Data & AI Platforms.","Kafka topic and throughput data fields are largely complete, but 14% of records show stale last-updated timestamp values older than 10379 days.",Technical debt is elevated and actively being paid down (chiefly custom modifications that block vendor upgrades); functional adoption by data engineers is growing but below target; governance maturity is centralized but under-resourced pending a completed architecture review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,18,INFRA-0017,synthetic-demo,be1375e995fe118649fdf210377f0b42f4c9e3c53c4abcec9be0b72cb3b15283,enriched_dense_synthetic_generation_2026_07,none,INF-e8622585e9,enterprise;loyalty;mainline;mro;regional,back;front;middle,2
skyharbor-air,Enterprise Network — Station MPLS/SD-WAN Fleet,Network Infrastructure,hybrid,Global (118 served stations),Cisco SD-WAN; Verizon Business MPLS backbone,VP Infrastructure & Cloud,tier1,current,118 station connections; bandwidth ranges 10Mbps (small outstations) to 1Gbps (major hubs),Smaller outstations remain on lower-bandwidth legacy MPLS pending SD-WAN refresh,false,"Throughput of 31 station connections managed/day; 6,666 connected downstream systems depend on its availability.","access provisioning for new network engineers takes 9 business days versus the 1-day target, and failover to the secondary site has not been fully tested against current production load.","Capacity expansion / retirement in favor of the enterprise system of record planned for FY28, owned by VP Infrastructure & Cloud.",No automated data quality monitoring exists yet for station network connectivity and bandwidth data; spot checks have found location inconsistencies in an estimated 21% of records.,"Adoption is strong at hub stations but weak at outstations among network engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the reporting layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,19,INFRA-0018,synthetic-demo,ea69c863414c1f9582f71d5d8961df80c43c5f7e92debaa4067f58229d6471dd,enriched_dense_synthetic_generation_2026_07,none,INF-d01595122f,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Data Center Core Switching Fabric — DC-East,Network Infrastructure,on_premise,DC-East Primary Data Center,Cisco Nexus core/spine-leaf fabric,VP Infrastructure & Cloud,tier1,current,40Gbps core uplinks; redundant spine-leaf topology,Firmware refresh cycle has slipped behind the vendor-recommended cadence,false,"Runs at roughly 30% average utilization with peaks to 74% during Thanksgiving travel week; hosts 10,739 workloads/instances for network engineers.","peak-load timeouts occur during Thanksgiving travel week when concurrent sessions exceed 10,739, and failover to the secondary site has not been fully tested against current production load.","Capacity expansion / retirement in favor of the enterprise system of record planned for H1 FY27, owned by VP Infrastructure & Cloud.","data center core network fabric data is well-governed for production use, though historical records prior to 2019 lack consistent status tagging.","Informal governance maturity — VP Infrastructure & Cloud owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at strong at hub stations but weak at outstations among network engineers. Technical debt is low.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,20,INFRA-0019,synthetic-demo,5d4cfdc9a3c66f293a451316e85550ee3ab0eaecaa1590dc7daf26ccc3f6505e,enriched_dense_synthetic_generation_2026_07,none,INF-6a21014b39,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Perimeter Firewall Fleet (Palo Alto),Network Security Infrastructure,hybrid,DC-East and DC-West + cloud edge,Palo Alto next-gen firewalls; Prisma Access,CISO,tier1,current,Enterprise perimeter and remote-access edge for all corporate and station traffic,Rule-base complexity has grown without a recent cleanup pass,false,"Throughput of 82,001 firewall rules active/day; 881 connected downstream systems depend on its availability.","mobile/offline connectivity drops at the Denver (DEN) hub, forcing a paper or manual fallback, and failover to the secondary site has not been fully tested against current production load.","Capacity expansion / a version upgrade planned for H1 FY27, owned by CISO.","perimeter firewall rule and traffic data completeness is strong (~27%), but cross-reference accuracy against Splunk Enterprise Security (SOC) has not been formally measured.",Technical debt is concentrated but manageable (chiefly the original 2016-era codebase); functional adoption by network security engineers is high; governance maturity is centralized but under-resourced pending a documented data steward assignment.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,21,INFRA-0020,synthetic-demo,422285e22bed25eef3ae00b79ce8a8fdb0e38cc4f3d17f9a8e19449086c62f76,enriched_dense_synthetic_generation_2026_07,none,INF-39247d5a52,UNDECLARED,UNDECLARED,
skyharbor-air,Aircraft Satcom / ACARS Datalink Network,Telecom Infrastructure,hybrid,Global (in-flight fleet),Inmarsat satellite network; ACARS VHF/HF datalink,SVP Flight Operations,tier1,current,Fleet-wide satcom coverage; ACARS message throughput scales with flight volume,Coverage gaps remain over portions of the South Pacific route network,false,"Runs at roughly 10% average utilization with peaks to 47% during the annual schedule change cutover; hosts 4,810 workloads/instances for flight dispatchers.",access provisioning for new flight dispatchers takes 2 business days versus the 1-day target; capacity headroom has fallen below the 20% operating standard during the annual schedule change cutover in the last two cycles.,SVP Flight Operations has scheduled consolidation onto the enterprise standard platform for late FY27 as part of the multi-year infrastructure roadmap.,"in-flight satcom and datalink network data fields are largely complete, but 10% of records show stale cost-center values older than 4810 days.","Adoption is near-universal among flight dispatchers; governance is centralized but under-resourced with SVP Flight Operations as the named accountable owner; technical debt is moderate, concentrated in the reporting layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,22,INFRA-0021,synthetic-demo,2d286ac9db6d93c2a8ceb349a77b87f1ba669a95ed3b633f1b13bee5ca327d14,enriched_dense_synthetic_generation_2026_07,none,INF-7c28d4fe03,mainline;regional,middle,2
skyharbor-air,Panasonic Onboard Wi-Fi / IFE Network,Telecom Infrastructure,hybrid,Global (in-flight fleet),Panasonic Ku-band satellite connectivity; onboard servers,VP In-Flight Services,tier2,current,Fleet-wide onboard connectivity; bandwidth contention on high-load transcontinental routes,Older narrowbody aircraft still awaiting the current-generation antenna retrofit,false,Throughput of 33 concurrent Wi-Fi sessions/day; 775 connected downstream systems depend on its availability.,duplicate manual data entry between this system and In-Flight Entertainment (IFE) Content Management; capacity headroom has fallen below the 20% operating standard during spring break travel in the last two cycles.,"Capacity expansion / consolidation onto the enterprise standard platform planned for Q2 FY27, owned by VP In-Flight Services.","onboard Wi-Fi and IFE network capacity data is well-governed for production use, though historical records prior to 2020 lack consistent status tagging.","Fragmented across the meridian and mainline organizations governance maturity — VP In-Flight Services owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at strong at hub stations but weak at outstations among digital-channel customers. Technical debt is low.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,23,INFRA-0022,synthetic-demo,9139cd1b75cb75fd2a12f1ce1cf680fc507aa36a290ca76106289c3011be7f11,enriched_dense_synthetic_generation_2026_07,none,INF-98b06bf0c2,mainline;regional,front,2
skyharbor-air,Enterprise Backup & Recovery Platform,Storage/Backup Infrastructure,hybrid,DC-East and DC-West,Veeam/Commvault backup infrastructure; immutable S3 backup tier,VP Infrastructure & Cloud,tier1,current,~4.2 PB backed-up capacity; RPO targets vary tier1 (15 min) to tier3 (24h),Tier-3 system backup RPO compliance is inconsistently monitored,false,"Throughput of 7 backup jobs/day; 8,163 connected downstream systems depend on its availability.",batch-window latency causes data to be up to 14 hours stale during peak periods; capacity headroom has fallen below the 20% operating standard during the winter holiday period in the last two cycles.,"Capacity expansion / expansion of real-time integration coverage planned for Q4 FY26, owned by VP Infrastructure & Cloud.","enterprise backup and recovery capacity data fields are largely complete, but 16% of records show stale vendor reference values older than 8163 days.","Fragmented across the meridian and mainline organizations governance maturity — VP Infrastructure & Cloud owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at uneven across stations among IT infrastructure engineers. Technical debt is significant.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,24,INFRA-0023,synthetic-demo,5235214e39783713be73d41951d23a146f7f04bb4adff221cebf7799d3f96bd0,enriched_dense_synthetic_generation_2026_07,none,INF-9f72360941,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Enterprise Storage — SAN/NAS Fleet,Storage Infrastructure,on_premise,DC-East and DC-West,Pure Storage FlashArray; NetApp NAS,VP Infrastructure & Cloud,tier1,current,~2.8 PB provisioned; ~71% utilized,Utilization approaching the 80% operating ceiling for tier-1 volumes ahead of the next refresh cycle,false,"Capacity: 11 provisioned storage volume, 4% provisioned, with headroom reviewed quarterly by IT infrastructure engineers.","reporting lags production data by up to 9 hours because refresh is still batch-based, and failover to the secondary site has not been fully tested against current production load.","Capacity expansion / consolidation onto the enterprise standard platform planned for the next 18 months, owned by VP Infrastructure & Cloud.","Known duplicate-record rate of roughly 4% in enterprise SAN/NAS capacity data, mostly from the DC-East Primary Data Center interface not deduplicating on load.","Centralized but under-resourced governance maturity — VP Infrastructure & Cloud owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at high among IT infrastructure engineers. Technical debt is elevated and actively being paid down.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,25,INFRA-0024,synthetic-demo,6bed598da0d9765f4fefec4fde57aeddd70f1c91a349dabe64506505a717fe48,enriched_dense_synthetic_generation_2026_07,none,INF-74d09ef061,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Identity & Access Infrastructure (Okta + AD),Identity Infrastructure,hybrid,DC-East plus Okta cloud tenant,Active Directory; Okta Workforce Identity; CyberArk PAM vault,CISO,tier1,current,"~92,000 identities managed across employee and contractor populations","CyberArk PAM vault covers less than half of tier-1 systems, leaving standing privileged credentials on the rest",false,"Runs at roughly 3% average utilization with peaks to 27% during peak summer travel; hosts 10,120 workloads/instances for identity & access management analysts.","batch-window latency causes data to be up to 10 hours stale during peak periods, and failover to the secondary site has not been fully tested against current production load.","Capacity expansion / integration of upstream real-time data feeds planned for the next 18 months, owned by CISO.","identity and privileged-access infrastructure data is well-governed for production use, though historical records prior to 2018 lack consistent location tagging.","Well-established governance maturity — CISO owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at moderate among identity & access management analysts. Technical debt is concentrated but manageable.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,26,INFRA-0025,synthetic-demo,d8f07b314020271347c473fdcef42cf44bd94282482256c58f0bda791211cca2,enriched_dense_synthetic_generation_2026_07,none,INF-ef72549a50,UNDECLARED,UNDECLARED,
skyharbor-air,Genesys Cloud CX Telephony Infrastructure,Contact Center Infrastructure,saas,Genesys Cloud (multi-region),Genesys Cloud CX platform infrastructure,Director Contact Center & CX Technology,tier1,current,"Domestic contact center telephony capacity; ~1,450 agent seats provisioned",The two remaining PureConnect international sites still run separate on-prem telephony infrastructure,false,"Capacity: 8,152 concurrent agent sessions, 11% provisioned, with headroom reviewed quarterly by contact center agents.","peak-load timeouts occur during spring break travel when concurrent sessions exceed 9,109; capacity headroom has fallen below the 20% operating standard during spring break travel in the last two cycles.","Capacity expansion / a phased module rollout planned for Q2 FY27, owned by Director Contact Center & CX Technology.","Known duplicate-record rate of roughly 11% in contact center telephony infrastructure data, mostly from the Genesys PureConnect (legacy — 2 international sites) interface not deduplicating on load.",Technical debt is low (chiefly custom modifications that block vendor upgrades); functional adoption by contact center agents is strong at hub stations but weak at outstations; governance maturity is informal pending a documented data steward assignment.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,27,INFRA-0026,synthetic-demo,b1ab54c02bbb4d208f284a5054e97665e50e552a3ebb29623db747dc68feec63,enriched_dense_synthetic_generation_2026_07,none,INF-82c4856442,loyalty;mainline;regional,front,2
skyharbor-air,PureConnect On-Prem Telephony Infrastructure (2 international sites),Contact Center Infrastructure,on_premise,London and Manila,Genesys PureConnect on-prem servers,Director Contact Center & CX Technology,tier2,current,~180 agent seats across the two remaining sites,Hardware is past its standard refresh cycle and is being run out ahead of migration rather than replaced,false,"Capacity: 49,381 concurrent agent sessions, 16% provisioned, with headroom reviewed quarterly by contact center agents.","batch-window latency causes data to be up to 8 hours stale during peak periods, and failover to the secondary site has not been fully tested against current production load.",Director Contact Center & CX Technology has scheduled decommissioning once both sites migrate to Genesys Cloud CX for Q2 FY27 as part of the multi-year infrastructure roadmap.,"legacy telephony infrastructure data is well-governed for production use, though historical records prior to 2018 lack consistent identifier cross-reference tagging.","Adoption is high among contact center agents; governance is informal with Director Contact Center & CX Technology as the named accountable owner; technical debt is concentrated but manageable, concentrated in the reporting layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,28,INFRA-0027,synthetic-demo,2806dfc8fd93da82aad288e4ced9275b99614fe86719613f6b1a94f116b272ac,enriched_dense_synthetic_generation_2026_07,none,INF-c89a431f65,loyalty;mainline;regional,front,2
skyharbor-air,Station LAN/WAN Infrastructure — Chicago (ORD) — Primary Hub,Network Infrastructure,on_premise,Chicago (ORD),Cisco station LAN switching; SD-WAN edge router,VP Infrastructure & Cloud,tier2,current,Station LAN capacity sized for Primary Hub peak-day traffic,Peak-day traffic during irregular operations periodically saturates the station uplink,false,"Capacity: 44 peak concurrent devices, 19% provisioned, with headroom reviewed quarterly by airport station agents.",access provisioning for new airport station agents takes 9 business days versus the 1-day target; capacity headroom has fallen below the 20% operating standard during the winter holiday period in the last two cycles.,VP Infrastructure & Cloud has scheduled an API modernization for Q2 FY27 as part of the multi-year infrastructure roadmap.,No automated data quality monitoring exists yet for station network infrastructure data; spot checks have found location inconsistencies in an estimated 19% of records.,"Well-established governance maturity — VP Infrastructure & Cloud owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at strong at hub stations but weak at outstations among airport station agents. Technical debt is elevated and actively being paid down.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,29,INFRA-0028,synthetic-demo,88f1838c0b12a80044087cb77092a7cd288921a09438c5ec37c704052999fa3e,enriched_dense_synthetic_generation_2026_07,none,INF-9df4abe9ee,cargo;enterprise;mainline;regional,back;middle,2
