team_id,measured_at,deploy_freq_per_week,lead_time_hours,mttr_hours,change_failure_rate_pct,reliability_pct
TEAM-FCF-MORTGAGE,2026-02-01,11,70,5,19,98.5
TEAM-FCF-MORTGAGE,2026-02-08,12,79,10,4,98.6
TEAM-FCF-CARDS,2026-01-01,4,31,7,7,98.1
TEAM-FCF-CARDS,2026-01-08,5,40,12,10,98.2
TEAM-FCF-CARDS,2026-01-15,6,49,17,13,98.3
TEAM-FCF-CARDS,2026-01-22,7,58,22,16,98.4
TEAM-FCF-CARDS,2026-02-01,8,67,5,19,98.5
TEAM-FCF-CARDS,2026-02-08,9,76,10,4,98.6
TEAM-FCF-DEVEX,2026-01-01,4,31,7,7,98.1
TEAM-FCF-DEVEX,2026-01-08,5,40,12,10,98.2
TEAM-FCF-DEVEX,2026-01-15,6,49,17,13,98.3
TEAM-FCF-DEVEX,2026-01-22,7,58,22,16,98.4
TEAM-FCF-DEVEX,2026-02-01,8,67,5,19,98.5
TEAM-FCF-DEVEX,2026-02-08,9,76,10,4,98.6
TEAM-FCF-ITSM,2026-01-01,3,30,7,7,98.1
TEAM-FCF-ITSM,2026-01-08,4,39,12,10,98.2
TEAM-FCF-ITSM,2026-01-15,5,48,17,13,98.3
TEAM-FCF-ITSM,2026-01-22,6,57,22,16,98.4
TEAM-FCF-ITSM,2026-02-01,7,66,5,19,98.5
TEAM-FCF-ITSM,2026-02-08,8,75,10,4,98.6
TEAM-FCF-REG,2026-01-01,2,29,7,7,98.1
TEAM-FCF-REG,2026-01-08,3,38,12,10,98.2
TEAM-FCF-REG,2026-01-15,4,47,17,13,98.3
TEAM-FCF-REG,2026-01-22,5,56,22,16,98.4
TEAM-FCF-REG,2026-02-01,6,65,5,19,98.5
TEAM-FCF-REG,2026-02-08,7,74,10,4,98.6
TEAM-FCF-VENDOR,2026-01-01,5,32,7,7,98.1
TEAM-FCF-VENDOR,2026-01-08,6,41,12,10,98.2
TEAM-FCF-VENDOR,2026-01-15,7,50,17,13,98.3
TEAM-FCF-VENDOR,2026-01-22,8,59,22,16,98.4
TEAM-FCF-VENDOR,2026-02-01,9,68,5,19,98.5
TEAM-FCF-VENDOR,2026-02-08,10,77,10,4,98.6
