tenantKey,dimension,contractColumn,state,mappedFrom,action
meridian-health,06_infrastructure_platforms.csv,capacity_or_scale,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,06_infrastructure_platforms.csv,constraints,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,06_infrastructure_platforms.csv,future_target_flag,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,06_infrastructure_platforms.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,06_infrastructure_platforms.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,06_infrastructure_platforms.csv,known_gaps,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,contract_name,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,contract_owner,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,term_start,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,term_end,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,renewal_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,supported_functions,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,07_vendors_contracts.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,08_spend_value.csv,cost_center_or_owner,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,08_spend_value.csv,run_change_transform_split,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,08_spend_value.csv,vendor_internal_split,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,08_spend_value.csv,savings_opportunity_usd,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,08_spend_value.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,08_spend_value.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,technology_owner,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,scope,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,phase,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,target_outcomes,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,dependencies,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,09_programs_initiatives.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,10_ai_automation_use_cases.csv,business_function,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,10_ai_automation_use_cases.csv,human_approval_points,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,10_ai_automation_use_cases.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,10_ai_automation_use_cases.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,risk_domain,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,business_function,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,severity,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,likelihood,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,control_owner,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,control_status,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,mitigation_plan,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,11_risks_controls.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,13_evidence_sources.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,13_evidence_sources.csv,as_of_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,13_evidence_sources.csv,row_count_or_pages,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,13_evidence_sources.csv,approved_for_loading,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,14_metrics_outcomes.csv,metric_domain,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,14_metrics_outcomes.csv,business_function,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,14_metrics_outcomes.csv,definition,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,14_metrics_outcomes.csv,baseline_period,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,14_metrics_outcomes.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,14_metrics_outcomes.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,15_industry_context_patterns.csv,industry,mapped-but-source-empty,industry,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,15_industry_context_patterns.csv,caveats,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,15_industry_context_patterns.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,15_industry_context_patterns.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,15_industry_context_patterns.csv,known_gaps,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,16_expert_lenses.csv,expert_role,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,16_expert_lenses.csv,questions_to_answer,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,16_expert_lenses.csv,limitations,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,16_expert_lenses.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,16_expert_lenses.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,16_expert_lenses.csv,known_gaps,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,service_tower,mapped-but-source-empty,service_tower,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,scope_description,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,current_provider,mapped-but-source-empty,vendor_name,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,service_volume,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,sla_or_kpi,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,run_cost_usd,mapped-but-source-empty,run_spend_usd | annual_contract_value_usd,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,target_state_option,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,17_service_scope_managed_services.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,business_function,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,process_owner,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,volume_metric,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,cycle_time,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,control_points,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,source_file,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,source_date,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
meridian-health,18_operational_process_evidence.csv,known_gaps,no-deterministic-source,,"Provide a source extract carrying this attribute, or accept the dimension without it. Not to be inferred or generated."
