tenant_key,source_version_id,field,existing_value,incoming_value,row_ref,input_file
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CISO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#35,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,Contact Center / Member Service Operations interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#36,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,Contact Center Operations,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#36,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#37,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#37,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CFO / Finance & Value interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#38,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CFO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#38,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#39,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#39,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#40,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#40,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#41,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#41,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#42,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#42,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#43,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#43,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#44,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#44,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#45,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#45,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#46,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#46,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#47,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#47,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#48,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#48,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#49,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#49,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CIO / Enterprise Technology interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#50,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CIO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#50,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#51,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#51,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#52,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#52,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#53,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#53,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#54,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#54,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#55,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#55,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#56,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#56,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#57,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#57,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#58,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#58,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#59,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#59,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#60,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#60,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#61,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#61,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,"CTO / Infrastructure, Cloud & Platform interview evidence",datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#62,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CTO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#62,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#63,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#63,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#64,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#64,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#65,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#65,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#66,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#66,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#67,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#67,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#68,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#68,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#69,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#69,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#70,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#70,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#71,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#71,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_name,CEO / Enterprise Strategy interview evidence,CDAO / Data & Analytics interview evidence,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#72,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
meridian-health,SRCV-MERIDIANHEALTH-88C5F3389D7A,source_owner,CEO,CDAO,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv#72,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv
