tenant_key,interview_id,source_version_id,interview_group,executive_area,stakeholder_role,question_id,question,answer,priority_theme,pain_point,initiative_link,business_priority,evidence_needed,interview_date,confidence,approval_status,known_gaps
meridian-health,MER-INT-01,SRCV-MERIDIANHEALTH-1C6871339BBB,CEO / Enterprise Strategy,CEO / Enterprise Strategy,CEO,Q11,Which sourcing constraint should Source understand before event generation?,"CEO / Enterprise Strategy says Provider quality and performance is promising, but sourcing is not decision-grade until Epic Caboodle evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",sourcing,source constraint,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,high,active,
meridian-health,MER-INT-01,SRCV-MERIDIANHEALTH-1C6871339BBB,CEO / Enterprise Strategy,CEO / Enterprise Strategy,CEO,Q12,What evidence would make the next decision safer?,"CEO / Enterprise Strategy says End-to-end cost transparency is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",evidence,evidence needed,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q01,What are the top strategic priorities this year?,"CFO / Finance & Value says Governed data foundation for AI / LLM automation is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",strategy,priority clarity,MER-MOVE-002,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,2026-07-16,medium,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q02,Where does the current operating model slow decisions?,"CFO / Finance & Value says Call center optimization is promising, but operating model is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",operating model,decision latency,MER-MOVE-003,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q03,Which vendor or contract issue creates the most friction?,"CFO / Finance & Value says Provider quality and performance is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",vendor,contract friction,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q04,Which application or platform constraint matters most?,"CFO / Finance & Value says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",platform,technical constraint,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q05,Where are data quality or lineage gaps blocking confidence?,"CFO / Finance & Value says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",data,lineage gap,MER-MOVE-006,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,2026-07-16,medium,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q06,Which modernization priority is hardest to fund or sequence?,"CFO / Finance & Value says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",modernization,sequencing risk,MER-MOVE-007,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q07,Which AI use case has executive appetite but weak evidence?,"CFO / Finance & Value says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",AI readiness,readiness gap,MER-MOVE-001,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q08,What risk or control would block production use?,"CFO / Finance & Value says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",risk,control blocker,MER-MOVE-002,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q09,Which KPI baseline should Tower validate first?,"CFO / Finance & Value says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",metrics,baseline gap,MER-MOVE-003,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,2026-07-16,medium,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q10,What value expectation should finance test before approval?,"CFO / Finance & Value says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",value,finance proof,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q11,Which sourcing constraint should Source understand before event generation?,"CFO / Finance & Value says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",sourcing,source constraint,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,high,active,
meridian-health,MER-INT-02,SRCV-MERIDIANHEALTH-1C6871339BBB,CFO / Finance & Value,CFO / Finance & Value,CFO,Q12,What evidence would make the next decision safer?,"CFO / Finance & Value says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",evidence,evidence needed,MER-MOVE-006,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q01,What are the top strategic priorities this year?,"CIO / Enterprise Technology says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",strategy,priority clarity,MER-MOVE-003,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,2026-07-16,medium,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q02,Where does the current operating model slow decisions?,"CIO / Enterprise Technology says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",operating model,decision latency,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q03,Which vendor or contract issue creates the most friction?,"CIO / Enterprise Technology says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",vendor,contract friction,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q04,Which application or platform constraint matters most?,"CIO / Enterprise Technology says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",platform,technical constraint,MER-MOVE-006,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q05,Where are data quality or lineage gaps blocking confidence?,"CIO / Enterprise Technology says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",data,lineage gap,MER-MOVE-007,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,2026-07-16,medium,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q06,Which modernization priority is hardest to fund or sequence?,"CIO / Enterprise Technology says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",modernization,sequencing risk,MER-MOVE-001,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q07,Which AI use case has executive appetite but weak evidence?,"CIO / Enterprise Technology says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",AI readiness,readiness gap,MER-MOVE-002,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q08,What risk or control would block production use?,"CIO / Enterprise Technology says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",risk,control blocker,MER-MOVE-003,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q09,Which KPI baseline should Tower validate first?,"CIO / Enterprise Technology says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",metrics,baseline gap,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,medium,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q10,What value expectation should finance test before approval?,"CIO / Enterprise Technology says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",value,finance proof,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q11,Which sourcing constraint should Source understand before event generation?,"CIO / Enterprise Technology says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",sourcing,source constraint,MER-MOVE-006,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,2026-07-16,high,active,
meridian-health,MER-INT-03,SRCV-MERIDIANHEALTH-1C6871339BBB,CIO / Enterprise Technology,CIO / Enterprise Technology,CIO,Q12,What evidence would make the next decision safer?,"CIO / Enterprise Technology says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",evidence,evidence needed,MER-MOVE-007,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q01,What are the top strategic priorities this year?,"CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",strategy,priority clarity,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,medium,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q02,Where does the current operating model slow decisions?,"CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",operating model,decision latency,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q03,Which vendor or contract issue creates the most friction?,"CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",vendor,contract friction,MER-MOVE-006,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q04,Which application or platform constraint matters most?,"CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",platform,technical constraint,MER-MOVE-007,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q05,Where are data quality or lineage gaps blocking confidence?,"CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",data,lineage gap,MER-MOVE-001,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,2026-07-16,medium,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q06,Which modernization priority is hardest to fund or sequence?,"CTO / Infrastructure, Cloud & Platform says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",modernization,sequencing risk,MER-MOVE-002,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q07,Which AI use case has executive appetite but weak evidence?,"CTO / Infrastructure, Cloud & Platform says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",AI readiness,readiness gap,MER-MOVE-003,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q08,What risk or control would block production use?,"CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",risk,control blocker,MER-MOVE-004,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q09,Which KPI baseline should Tower validate first?,"CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",metrics,baseline gap,MER-MOVE-005,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,2026-07-16,medium,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q10,What value expectation should finance test before approval?,"CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",value,finance proof,MER-MOVE-006,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q11,Which sourcing constraint should Source understand before event generation?,"CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",sourcing,source constraint,MER-MOVE-007,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,2026-07-16,high,active,
meridian-health,MER-INT-04,SRCV-MERIDIANHEALTH-1C6871339BBB,"CTO / Infrastructure, Cloud & Platform","CTO / Infrastructure, Cloud & Platform",CTO,Q12,What evidence would make the next decision safer?,"CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",evidence,evidence needed,MER-MOVE-001,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,2026-07-16,high,active,
