tenant_key,source_version_id,source_ref,source_kind,evidence_item_count,evidence_ids
meridian-health,SRCV-MERIDIANHEALTH-6FE66FD19CBE,V7_11_operations_risk_controls.csv,csv,8,MER-CHUNK-v7-11-operations-risk-controls-csv-001|MER-CHUNK-v7-11-operations-risk-controls-csv-002|MER-CHUNK-v7-11-operations-risk-controls-csv-003|MER-CHUNK-v7-11-operations-risk-controls-csv-004|MER-CHUNK-v7-11-operations-risk-controls-csv-005|MER-CHUNK-v7-11-operations-risk-controls-csv-006|MER-CHUNK-v7-11-operations-risk-controls-csv-007|MER-CHUNK-v7-11-operations-risk-controls-csv-008
meridian-health,SRCV-MERIDIANHEALTH-5C65B6F289FC,V7_12_relationships_graph_edges.csv,csv,8,MER-CHUNK-v7-12-relationships-graph-edges-csv-001|MER-CHUNK-v7-12-relationships-graph-edges-csv-002|MER-CHUNK-v7-12-relationships-graph-edges-csv-003|MER-CHUNK-v7-12-relationships-graph-edges-csv-004|MER-CHUNK-v7-12-relationships-graph-edges-csv-005|MER-CHUNK-v7-12-relationships-graph-edges-csv-006|MER-CHUNK-v7-12-relationships-graph-edges-csv-007|MER-CHUNK-v7-12-relationships-graph-edges-csv-008
meridian-health,SRCV-MERIDIANHEALTH-CDAF0A83B3C8,V7_13_source_evidence_registry.csv,csv,4,MER-CHUNK-v7-13-source-evidence-registry-csv-001|MER-CHUNK-v7-13-source-evidence-registry-csv-002|MER-CHUNK-v7-13-source-evidence-registry-csv-003|MER-CHUNK-v7-13-source-evidence-registry-csv-004
meridian-health,SRCV-MERIDIANHEALTH-EEE64F9A3392,V7_14_metric_definitions.csv,csv,8,MER-CHUNK-v7-14-metric-definitions-csv-001|MER-CHUNK-v7-14-metric-definitions-csv-002|MER-CHUNK-v7-14-metric-definitions-csv-003|MER-CHUNK-v7-14-metric-definitions-csv-004|MER-CHUNK-v7-14-metric-definitions-csv-005|MER-CHUNK-v7-14-metric-definitions-csv-006|MER-CHUNK-v7-14-metric-definitions-csv-007|MER-CHUNK-v7-14-metric-definitions-csv-008
meridian-health,SRCV-MERIDIANHEALTH-F125B25F27BC,V7_15_industry_market_knowledge_patterns.csv,csv,7,MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-001|MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-002|MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-003|MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-004|MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-005|MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-006|MER-CHUNK-v7-15-industry-market-knowledge-patterns-csv-007
meridian-health,SRCV-MERIDIANHEALTH-F09E9654D678,V7_16_expert_lenses.csv,csv,5,MER-CHUNK-v7-16-expert-lenses-csv-001|MER-CHUNK-v7-16-expert-lenses-csv-002|MER-CHUNK-v7-16-expert-lenses-csv-003|MER-CHUNK-v7-16-expert-lenses-csv-004|MER-CHUNK-v7-16-expert-lenses-csv-005
meridian-health,SRCV-MERIDIANHEALTH-72A02A2AC163,V7_17_client_rate_card_cost_basis.csv,csv,4,MER-CHUNK-v7-17-client-rate-card-cost-basis-csv-001|MER-CHUNK-v7-17-client-rate-card-cost-basis-csv-002|MER-CHUNK-v7-17-client-rate-card-cost-basis-csv-003|MER-CHUNK-v7-17-client-rate-card-cost-basis-csv-004
meridian-health,SRCV-MERIDIANHEALTH-53BE46437114,V7_18_function_system_data_vendor_bridge.csv,csv,8,MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-001|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-002|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-003|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-004|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-005|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-006|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-007|MER-CHUNK-v7-18-function-system-data-vendor-bridge-csv-008
meridian-health,SRCV-MERIDIANHEALTH-406012F9F829,V7_19_service_tower_managed_services_scope.csv,csv,3,MER-CHUNK-v7-19-service-tower-managed-services-scope-csv-001|MER-CHUNK-v7-19-service-tower-managed-services-scope-csv-002|MER-CHUNK-v7-19-service-tower-managed-services-scope-csv-003
meridian-health,SRCV-MERIDIANHEALTH-4E48F7A07F3C,ai-control-tower/T10_evidence-items.csv,external_reference,14,MER-AI-001-EV-1|MER-AI-002-EV-2|MER-AI-003-EV-3|MER-AI-004-EV-4|MER-AI-005-EV-5|MER-AI-006-EV-6|MER-AI-007-EV-7|MER-AI-008-EV-8|MER-AI-009-EV-9|MER-AI-010-EV-10|MER-AI-011-EV-11|MER-AI-012-EV-12|MER-AI-013-EV-13|MER-AI-014-EV-14
