tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,spend_id,amount_usd,amount_type,owner,program_id,vendor_id,system_id,committed_vs_discretionary,renewal_or_gate_date,value_linkage,unit_economics
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-001,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-001,18920000,benefit,data_thin:owner_missing,LAK-AI-001,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cost_takeout,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-002,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-002,8400000,benefit,data_thin:owner_missing,LAK-AI-002,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cycle_time,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-003,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-003,14820000,benefit,data_thin:owner_missing,LAK-AI-003,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,risk_reduction,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-004,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-004,21160000,benefit,data_thin:owner_missing,LAK-AI-004,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cost_takeout,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-005,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-005,3080000,benefit,data_thin:owner_missing,LAK-AI-005,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cycle_time,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-006,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-006,5100000,benefit,data_thin:owner_missing,LAK-AI-006,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,risk_reduction,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-007,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-007,9880000,benefit,data_thin:owner_missing,LAK-AI-007,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cost_takeout,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-008,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-008,5060000,benefit,data_thin:owner_missing,LAK-AI-008,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cycle_time,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-009,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-009,2860000,benefit,data_thin:owner_missing,LAK-AI-009,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,risk_reduction,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-010,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-010,2400000,benefit,data_thin:owner_missing,LAK-AI-010,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,cost_takeout,data_thin:unit_economics_missing
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-001,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,2,2026-06-18,2026-01-01,2026-07-06,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-001,9460000,actual_spend,data_thin:owner_missing,LAK-AI-001,Kyriba,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-07-06,data_thin:value_linkage_missing,Scale only after evidence gate
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-002,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,3,2026-06-18,2026-01-01,2026-08-07,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-002,3584000,actual_spend,data_thin:owner_missing,LAK-AI-002,SAP,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-08-07,data_thin:value_linkage_missing,Within portfolio threshold
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-003,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,4,2026-06-18,2026-01-01,2026-09-08,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-003,5694000,actual_spend,data_thin:owner_missing,LAK-AI-003,BlackLine,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-09-08,data_thin:value_linkage_missing,Within portfolio threshold
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-004,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,5,2026-06-18,2026-01-01,2026-10-09,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-004,7544000,actual_spend,data_thin:owner_missing,LAK-AI-004,Oracle Hyperion,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-10-09,data_thin:value_linkage_missing,Within portfolio threshold
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-005,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,6,2026-06-18,2026-01-01,2026-11-10,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-005,2548000,actual_spend,data_thin:owner_missing,LAK-AI-005,Power BI,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-11-10,data_thin:value_linkage_missing,Scale only after evidence gate
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-006,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,7,2026-06-18,2026-01-01,2026-12-11,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-006,1870000,actual_spend,data_thin:owner_missing,LAK-AI-006,Tableau,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-12-11,data_thin:value_linkage_missing,Within portfolio threshold
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-007,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,8,2026-06-18,2026-01-01,2026-07-12,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-007,3328000,actual_spend,data_thin:owner_missing,LAK-AI-007,Informatica,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-07-12,data_thin:value_linkage_missing,Within portfolio threshold
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-008,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,9,2026-06-18,2026-01-01,2026-08-13,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-008,1606000,actual_spend,data_thin:owner_missing,LAK-AI-008,DataStage,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-08-13,data_thin:value_linkage_missing,Within portfolio threshold
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-009,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,10,2026-06-18,2026-01-01,2026-09-14,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-009,14104000,actual_spend,data_thin:owner_missing,LAK-AI-009,Coupa,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-09-14,data_thin:value_linkage_missing,Scale only after evidence gate
lakeshore-industries,Lakeshore Industries,v6.0,spend_value,LAK-AI-010,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,11,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:value_linkage_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,LAK-AI-010,5096000,actual_spend,data_thin:owner_missing,LAK-AI-010,Kinaxis,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,2026-10-15,data_thin:value_linkage_missing,Within portfolio threshold
