move_id,move_name,finding_id,source_system,data_domain,current_state_finding,business_implication,recommended_next_step,evidence_refs,not_allowed_claims,confidence
MER-MOVE-003,Call center optimization,MER-MOVE-003-F3,Claims administration platform,claims status,Claims administration platform and claims status evidence show a blocker for Call center optimization: Intent taxonomy not certified.,Operations cannot treat claims status as decision-grade for Call center optimization until intent taxonomy not certified is closed with named evidence.,"For Call center optimization, collect claims status lineage/control evidence from Claims administration platform and assign a steward before phase advancement.",MER-EVID-001; Claims administration platform; claims status,Do not claim real-time agent assist is live. | Do not claim transcripts are approved for analytics. | Do not claim member-experience lift without measured baseline.,medium
MER-MOVE-003,Call center optimization,MER-MOVE-003-F4,Power BI reporting estate,intent taxonomy,Power BI reporting estate and intent taxonomy evidence show a blocker for Call center optimization: Member identity linkage not proven.,Operations cannot treat intent taxonomy as decision-grade for Call center optimization until member identity linkage not proven is closed with named evidence.,"For Call center optimization, collect intent taxonomy lineage/control evidence from Power BI reporting estate and assign a steward before phase advancement.",MER-EVID-001; Power BI reporting estate; intent taxonomy,Do not claim real-time agent assist is live. | Do not claim transcripts are approved for analytics. | Do not claim member-experience lift without measured baseline.,medium
MER-MOVE-004,Provider quality and performance,MER-MOVE-004-F1,Epic Caboodle,HEDIS,Epic Caboodle and HEDIS evidence show a blocker for Provider quality and performance: Measure logic fragmented across BI tools.,Clinical cannot treat HEDIS as decision-grade for Provider quality and performance until measure logic fragmented across bi tools is closed with named evidence.,"For Provider quality and performance, collect HEDIS lineage/control evidence from Epic Caboodle and assign a steward before phase advancement.",MER-EVID-001; Epic Caboodle; HEDIS,Do not claim HEDIS/STAR outputs are audited. | Do not claim provider attribution is accepted. | Do not claim provider benchmark actions are live.,medium
MER-MOVE-004,Provider quality and performance,MER-MOVE-004-F2,Epic Clarity,STAR,Epic Clarity and STAR evidence show a blocker for Provider quality and performance: Attribution ownership not proven.,Clinical cannot treat STAR as decision-grade for Provider quality and performance until attribution ownership not proven is closed with named evidence.,"For Provider quality and performance, collect STAR lineage/control evidence from Epic Clarity and assign a steward before phase advancement.",MER-EVID-001; Epic Clarity; STAR,Do not claim HEDIS/STAR outputs are audited. | Do not claim provider attribution is accepted. | Do not claim provider benchmark actions are live.,medium
MER-MOVE-004,Provider quality and performance,MER-MOVE-004-F3,Tableau reporting estate,provider attribution,Tableau reporting estate and provider attribution evidence show a blocker for Provider quality and performance: Provider contract linkage not certified.,Clinical cannot treat provider attribution as decision-grade for Provider quality and performance until provider contract linkage not certified is closed with named evidence.,"For Provider quality and performance, collect provider attribution lineage/control evidence from Tableau reporting estate and assign a steward before phase advancement.",MER-EVID-001; Tableau reporting estate; provider attribution,Do not claim HEDIS/STAR outputs are audited. | Do not claim provider attribution is accepted. | Do not claim provider benchmark actions are live.,medium
MER-MOVE-004,Provider quality and performance,MER-MOVE-004-F4,Power BI reporting estate,care gaps,Power BI reporting estate and care gaps evidence show a blocker for Provider quality and performance: Near-real-time quality layer not proven.,Clinical cannot treat care gaps as decision-grade for Provider quality and performance until near-real-time quality layer not proven is closed with named evidence.,"For Provider quality and performance, collect care gaps lineage/control evidence from Power BI reporting estate and assign a steward before phase advancement.",MER-EVID-001; Power BI reporting estate; care gaps,Do not claim HEDIS/STAR outputs are audited. | Do not claim provider attribution is accepted. | Do not claim provider benchmark actions are live.,medium
MER-MOVE-005,End-to-end cost transparency,MER-MOVE-005-F1,Claims administration platform,claims,Claims administration platform and claims evidence show a blocker for End-to-end cost transparency: Provider contract terms not digitized in governed form.,Finance cannot treat claims as decision-grade for End-to-end cost transparency until provider contract terms not digitized in governed form is closed with named evidence.,"For End-to-end cost transparency, collect claims lineage/control evidence from Claims administration platform and assign a steward before phase advancement.",MER-EVID-001; Claims administration platform; claims,Do not claim product/provider/population margin is audited. | Do not invent capitation or contract economics. | Do not claim cost savings without finance validation.,medium
MER-MOVE-005,End-to-end cost transparency,MER-MOVE-005-F2,Provider contract repository,capitation,Provider contract repository and capitation evidence show a blocker for End-to-end cost transparency: Claims and GL calendar alignment not proven.,Finance cannot treat capitation as decision-grade for End-to-end cost transparency until claims and gl calendar alignment not proven is closed with named evidence.,"For End-to-end cost transparency, collect capitation lineage/control evidence from Provider contract repository and assign a steward before phase advancement.",MER-EVID-001; Provider contract repository; capitation,Do not claim product/provider/population margin is audited. | Do not invent capitation or contract economics. | Do not claim cost savings without finance validation.,medium
MER-MOVE-005,End-to-end cost transparency,MER-MOVE-005-F3,General ledger and close reporting,provider contracts,General ledger and close reporting and provider contracts evidence show a blocker for End-to-end cost transparency: Cost allocation rules not loaded.,Finance cannot treat provider contracts as decision-grade for End-to-end cost transparency until cost allocation rules not loaded is closed with named evidence.,"For End-to-end cost transparency, collect provider contracts lineage/control evidence from General ledger and close reporting and assign a steward before phase advancement.",MER-EVID-001; General ledger and close reporting; provider contracts,Do not claim product/provider/population margin is audited. | Do not invent capitation or contract economics. | Do not claim cost savings without finance validation.,medium
MER-MOVE-005,End-to-end cost transparency,MER-MOVE-005-F4,SQL Server reporting marts,GL,SQL Server reporting marts and GL evidence show a blocker for End-to-end cost transparency: Margin semantic model not certified.,Finance cannot treat GL as decision-grade for End-to-end cost transparency until margin semantic model not certified is closed with named evidence.,"For End-to-end cost transparency, collect GL lineage/control evidence from SQL Server reporting marts and assign a steward before phase advancement.",MER-EVID-001; SQL Server reporting marts; GL,Do not claim product/provider/population margin is audited. | Do not invent capitation or contract economics. | Do not claim cost savings without finance validation.,medium
MER-MOVE-006,Payment integrity and leakage reduction,MER-MOVE-006-F1,Claims administration platform,claims anomalies,Claims administration platform and claims anomalies evidence show a blocker for Payment integrity and leakage reduction: Rules and model lineage not governed.,Finance cannot treat claims anomalies as decision-grade for Payment integrity and leakage reduction until rules and model lineage not governed is closed with named evidence.,"For Payment integrity and leakage reduction, collect claims anomalies lineage/control evidence from Claims administration platform and assign a steward before phase advancement.",MER-EVID-001; Claims administration platform; claims anomalies,Do not claim fraud findings. | Do not claim recovered dollars. | Do not claim payment integrity model accuracy without validation evidence.,medium
MER-MOVE-006,Payment integrity and leakage reduction,MER-MOVE-006-F2,SAS analytics estate,fraud waste abuse,SAS analytics estate and fraud waste abuse evidence show a blocker for Payment integrity and leakage reduction: Provider entity resolution not proven.,Finance cannot treat fraud waste abuse as decision-grade for Payment integrity and leakage reduction until provider entity resolution not proven is closed with named evidence.,"For Payment integrity and leakage reduction, collect fraud waste abuse lineage/control evidence from SAS analytics estate and assign a steward before phase advancement.",MER-EVID-001; SAS analytics estate; fraud waste abuse,Do not claim fraud findings. | Do not claim recovered dollars. | Do not claim payment integrity model accuracy without validation evidence.,medium
MER-MOVE-006,Payment integrity and leakage reduction,MER-MOVE-006-F3,SQL Server reporting marts,billing patterns,SQL Server reporting marts and billing patterns evidence show a blocker for Payment integrity and leakage reduction: Investigation workflow evidence not loaded.,Finance cannot treat billing patterns as decision-grade for Payment integrity and leakage reduction until investigation workflow evidence not loaded is closed with named evidence.,"For Payment integrity and leakage reduction, collect billing patterns lineage/control evidence from SQL Server reporting marts and assign a steward before phase advancement.",MER-EVID-001; SQL Server reporting marts; billing patterns,Do not claim fraud findings. | Do not claim recovered dollars. | Do not claim payment integrity model accuracy without validation evidence.,medium
MER-MOVE-006,Payment integrity and leakage reduction,MER-MOVE-006-F4,Provider contract repository,provider entity resolution,Provider contract repository and provider entity resolution evidence show a blocker for Payment integrity and leakage reduction: Recovery realization tracking not loaded.,Finance cannot treat provider entity resolution as decision-grade for Payment integrity and leakage reduction until recovery realization tracking not loaded is closed with named evidence.,"For Payment integrity and leakage reduction, collect provider entity resolution lineage/control evidence from Provider contract repository and assign a steward before phase advancement.",MER-EVID-001; Provider contract repository; provider entity resolution,Do not claim fraud findings. | Do not claim recovered dollars. | Do not claim payment integrity model accuracy without validation evidence.,medium
MER-MOVE-007,Automated close and reporting,MER-MOVE-007-F1,General ledger and close reporting,GL,General ledger and close reporting and GL evidence show a blocker for Automated close and reporting: Manual reporting maintenance load.,Finance cannot treat GL as decision-grade for Automated close and reporting until manual reporting maintenance load is closed with named evidence.,"For Automated close and reporting, collect GL lineage/control evidence from General ledger and close reporting and assign a steward before phase advancement.",MER-EVID-001; General ledger and close reporting; GL,Do not claim close is automated. | Do not claim financial reports are audited from this pack. | Do not claim cycle-time reduction without measured baseline.,medium
MER-MOVE-007,Automated close and reporting,MER-MOVE-007-F2,Power BI reporting estate,close process,Power BI reporting estate and close process evidence show a blocker for Automated close and reporting: Certified finance semantic layer not loaded.,Finance cannot treat close process as decision-grade for Automated close and reporting until certified finance semantic layer not loaded is closed with named evidence.,"For Automated close and reporting, collect close process lineage/control evidence from Power BI reporting estate and assign a steward before phase advancement.",MER-EVID-001; Power BI reporting estate; close process,Do not claim close is automated. | Do not claim financial reports are audited from this pack. | Do not claim cycle-time reduction without measured baseline.,medium
MER-MOVE-007,Automated close and reporting,MER-MOVE-007-F3,Tableau reporting estate,financial reporting,Tableau reporting estate and financial reporting evidence show a blocker for Automated close and reporting: Close workflow integration not proven.,Finance cannot treat financial reporting as decision-grade for Automated close and reporting until close workflow integration not proven is closed with named evidence.,"For Automated close and reporting, collect financial reporting lineage/control evidence from Tableau reporting estate and assign a steward before phase advancement.",MER-EVID-001; Tableau reporting estate; financial reporting,Do not claim close is automated. | Do not claim financial reports are audited from this pack. | Do not claim cycle-time reduction without measured baseline.,medium
MER-MOVE-007,Automated close and reporting,MER-MOVE-007-F4,SQL Server reporting marts,metric definitions,SQL Server reporting marts and metric definitions evidence show a blocker for Automated close and reporting: Metric governance not formalized.,Finance cannot treat metric definitions as decision-grade for Automated close and reporting until metric governance not formalized is closed with named evidence.,"For Automated close and reporting, collect metric definitions lineage/control evidence from SQL Server reporting marts and assign a steward before phase advancement.",MER-EVID-001; SQL Server reporting marts; metric definitions,Do not claim close is automated. | Do not claim financial reports are audited from this pack. | Do not claim cycle-time reduction without measured baseline.,medium
