relationship_id,from_ci_id,to_ci_id,relationship_type,dependency_direction,integration_pattern,data_flow,criticality,recovery_dependency,known_gap,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
REL-0029,CI-WH-SNOWFLAKE,CI-APP-SERVICENOW,Depends On,Outbound,API,Enterprise Reporting operational metadata to CI-APP-SERVICENOW,Medium,true,,ServiceNow,REL-29,CMDB Stewardship,2026-05-01,0.78,true,
REL-0030,CI-WH-SNOWFLAKE,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Enterprise Reporting operational metadata to CI-SEC-OKTA,Medium,true,,ServiceNow,REL-30,CMDB Stewardship,2026-05-01,0.78,true,
REL-0031,CI-SEC-OKTA,CI-CLOUD-AZURE-PROD,Integrates With,Bidirectional,HL7 feed,Identity and Access operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,,ServiceNow,REL-31,CMDB Stewardship,2026-05-01,0.79,true,
REL-0032,CI-SEC-IMPRIVATA,CI-CLOUD-AZURE-PROD,Depends On,Outbound,API,Clinical Identity operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,,ServiceNow,REL-32,CMDB Stewardship,2026-05-01,0.8,true,
REL-0033,CI-SEC-IMPRIVATA,CI-CLOUD-AWS-PROD,Integrates With,Bidirectional,HL7 feed,Clinical Identity operational metadata to CI-CLOUD-AWS-PROD,Critical,false,,ServiceNow,REL-33,CMDB Stewardship,2026-05-01,0.8,true,
REL-0034,CI-SEC-IMPRIVATA,CI-INT-MIRTH,Secured By,Outbound,Batch file,Clinical Identity operational metadata to CI-INT-MIRTH,Critical,false,,ServiceNow,REL-34,CMDB Stewardship,2026-05-01,0.8,true,
REL-0035,CI-SEC-IMPRIVATA,CI-APP-SERVICENOW,Hosted On,Bidirectional,SSO,Clinical Identity operational metadata to CI-APP-SERVICENOW,Critical,false,,ServiceNow,REL-35,CMDB Stewardship,2026-05-01,0.8,true,
REL-0036,CI-CLOUD-AWS-PROD,CI-INT-MIRTH,Integrates With,Bidirectional,HL7 feed,Cloud Hosting operational metadata to CI-INT-MIRTH,Critical,false,Relationship owner needs quarterly validation.,ServiceNow,REL-36,CMDB Stewardship,2026-05-01,0.81,false,
REL-0037,CI-CLOUD-AZURE-PROD,CI-INT-MIRTH,Depends On,Outbound,API,Cloud Hosting operational metadata to CI-INT-MIRTH,Critical,false,,ServiceNow,REL-37,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0038,CI-CLOUD-AZURE-PROD,CI-APP-SERVICENOW,Integrates With,Bidirectional,HL7 feed,Cloud Hosting operational metadata to CI-APP-SERVICENOW,Critical,false,,ServiceNow,REL-38,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0039,CI-APP-ENSEMBLE-RCM,CI-APP-SERVICENOW,Depends On,Outbound,API,Revenue Cycle Operations operational metadata to CI-APP-SERVICENOW,Critical,true,,ServiceNow,REL-39,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0040,CI-APP-ENSEMBLE-RCM,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Revenue Cycle Operations operational metadata to CI-SEC-OKTA,Critical,true,,ServiceNow,REL-40,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0041,CI-APP-ENSEMBLE-RCM,CI-CLOUD-AZURE-PROD,Secured By,Outbound,Batch file,Revenue Cycle Operations operational metadata to CI-CLOUD-AZURE-PROD,Critical,true,,ServiceNow,REL-41,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0042,CI-APP-001,CI-SEC-OKTA,Depends On,Outbound,API,PACS Imaging operational metadata to CI-SEC-OKTA,Critical,false,,ServiceNow,REL-42,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0043,CI-APP-001,CI-CLOUD-AZURE-PROD,Integrates With,Bidirectional,HL7 feed,PACS Imaging operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,,ServiceNow,REL-43,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0044,CI-APP-001,CI-CLOUD-AWS-PROD,Secured By,Outbound,Batch file,PACS Imaging operational metadata to CI-CLOUD-AWS-PROD,Critical,false,,ServiceNow,REL-44,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0045,CI-APP-001,CI-INT-MIRTH,Hosted On,Bidirectional,SSO,PACS Imaging operational metadata to CI-INT-MIRTH,Critical,false,,ServiceNow,REL-45,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0046,CI-SVC-002,CI-CLOUD-AZURE-PROD,Depends On,Outbound,API,Laboratory Information System operational metadata to CI-CLOUD-AZURE-PROD,Medium,false,,ServiceNow,REL-46,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0047,CI-SVC-002,CI-CLOUD-AWS-PROD,Integrates With,Bidirectional,HL7 feed,Laboratory Information System operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-47,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0048,CI-DATA-003,CI-CLOUD-AWS-PROD,Depends On,Outbound,API,Pharmacy Dispensing operational metadata to CI-CLOUD-AWS-PROD,High,false,,ServiceNow,REL-48,CMDB Stewardship,2026-05-01,0.86,true,
REL-0049,CI-DATA-003,CI-INT-MIRTH,Integrates With,Bidirectional,HL7 feed,Pharmacy Dispensing operational metadata to CI-INT-MIRTH,High,false,,ServiceNow,REL-49,CMDB Stewardship,2026-05-01,0.86,true,
REL-0050,CI-DATA-003,CI-APP-SERVICENOW,Secured By,Outbound,Batch file,Pharmacy Dispensing operational metadata to CI-APP-SERVICENOW,High,false,,ServiceNow,REL-50,CMDB Stewardship,2026-05-01,0.86,true,
REL-0051,CI-APP-004,CI-INT-MIRTH,Depends On,Outbound,API,Provider Scheduling operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-51,CMDB Stewardship,2026-05-01,0.87,true,
REL-0052,CI-APP-004,CI-APP-SERVICENOW,Integrates With,Bidirectional,HL7 feed,Provider Scheduling operational metadata to CI-APP-SERVICENOW,Medium,false,,ServiceNow,REL-52,CMDB Stewardship,2026-05-01,0.87,true,
REL-0053,CI-SVC-005,CI-APP-SERVICENOW,Depends On,Outbound,API,Referral Management operational metadata to CI-APP-SERVICENOW,Medium,true,,ServiceNow,REL-53,CMDB Stewardship,2026-05-01,0.78,true,
REL-0054,CI-SVC-005,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Referral Management operational metadata to CI-SEC-OKTA,Medium,true,,ServiceNow,REL-54,CMDB Stewardship,2026-05-01,0.78,true,
REL-0055,CI-SVC-005,CI-CLOUD-AZURE-PROD,Secured By,Outbound,Batch file,Referral Management operational metadata to CI-CLOUD-AZURE-PROD,Medium,true,,ServiceNow,REL-55,CMDB Stewardship,2026-05-01,0.78,true,
REL-0056,CI-SVC-005,CI-CLOUD-AWS-PROD,Hosted On,Bidirectional,SSO,Referral Management operational metadata to CI-CLOUD-AWS-PROD,Medium,true,,ServiceNow,REL-56,CMDB Stewardship,2026-05-01,0.78,true,
REL-0057,CI-DATA-006,CI-SEC-OKTA,Depends On,Outbound,API,Claims Gateway operational metadata to CI-SEC-OKTA,Critical,false,,ServiceNow,REL-57,CMDB Stewardship,2026-05-01,0.79,true,
REL-0058,CI-DATA-006,CI-CLOUD-AZURE-PROD,Integrates With,Bidirectional,HL7 feed,Claims Gateway operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,,ServiceNow,REL-58,CMDB Stewardship,2026-05-01,0.79,true,
REL-0059,CI-DATA-006,CI-CLOUD-AWS-PROD,Secured By,Outbound,Batch file,Claims Gateway operational metadata to CI-CLOUD-AWS-PROD,Critical,false,,ServiceNow,REL-59,CMDB Stewardship,2026-05-01,0.79,true,
REL-0060,CI-APP-007,CI-CLOUD-AZURE-PROD,Depends On,Outbound,API,Member Portal operational metadata to CI-CLOUD-AZURE-PROD,Medium,false,,ServiceNow,REL-60,CMDB Stewardship,2026-05-01,0.8,true,
REL-0061,CI-APP-007,CI-CLOUD-AWS-PROD,Integrates With,Bidirectional,HL7 feed,Member Portal operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-61,CMDB Stewardship,2026-05-01,0.8,true,
REL-0062,CI-SVC-008,CI-CLOUD-AWS-PROD,Depends On,Outbound,API,Provider Directory operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-62,CMDB Stewardship,2026-05-01,0.81,true,
REL-0063,CI-SVC-008,CI-INT-MIRTH,Integrates With,Bidirectional,HL7 feed,Provider Directory operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-63,CMDB Stewardship,2026-05-01,0.81,true,
REL-0064,CI-DATA-009,CI-INT-MIRTH,Depends On,Outbound,API,Utilization Management operational metadata to CI-INT-MIRTH,High,false,,ServiceNow,REL-64,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0065,CI-DATA-009,CI-APP-SERVICENOW,Integrates With,Bidirectional,HL7 feed,Utilization Management operational metadata to CI-APP-SERVICENOW,High,false,,ServiceNow,REL-65,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0066,CI-DATA-009,CI-SEC-OKTA,Secured By,Outbound,Batch file,Utilization Management operational metadata to CI-SEC-OKTA,High,false,,ServiceNow,REL-66,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0067,CI-DATA-009,CI-CLOUD-AZURE-PROD,Hosted On,Bidirectional,SSO,Utilization Management operational metadata to CI-CLOUD-AZURE-PROD,High,false,,ServiceNow,REL-67,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0068,CI-APP-010,CI-APP-SERVICENOW,Depends On,Outbound,API,Clinical Trial Matching operational metadata to CI-APP-SERVICENOW,Medium,true,,ServiceNow,REL-68,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0069,CI-APP-010,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Clinical Trial Matching operational metadata to CI-SEC-OKTA,Medium,true,,ServiceNow,REL-69,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0070,CI-SVC-011,CI-SEC-OKTA,Depends On,Outbound,API,Bioinformatics Pipeline operational metadata to CI-SEC-OKTA,Critical,false,Relationship owner needs quarterly validation.,ServiceNow,REL-70,CMDB Stewardship,2026-05-01,0.8400000000000001,false,
REL-0071,CI-SVC-011,CI-CLOUD-AZURE-PROD,Integrates With,Bidirectional,HL7 feed,Bioinformatics Pipeline operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,Relationship owner needs quarterly validation.,ServiceNow,REL-71,CMDB Stewardship,2026-05-01,0.8400000000000001,false,
REL-0072,CI-DATA-012,CI-CLOUD-AZURE-PROD,Depends On,Outbound,API,Data De-identification Service operational metadata to CI-CLOUD-AZURE-PROD,High,false,,ServiceNow,REL-72,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0073,CI-DATA-012,CI-CLOUD-AWS-PROD,Integrates With,Bidirectional,HL7 feed,Data De-identification Service operational metadata to CI-CLOUD-AWS-PROD,High,false,,ServiceNow,REL-73,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0074,CI-DATA-012,CI-INT-MIRTH,Secured By,Outbound,Batch file,Data De-identification Service operational metadata to CI-INT-MIRTH,High,false,,ServiceNow,REL-74,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0075,CI-APP-013,CI-CLOUD-AWS-PROD,Depends On,Outbound,API,Secure Research Workspace operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-75,CMDB Stewardship,2026-05-01,0.86,true,
REL-0076,CI-APP-013,CI-INT-MIRTH,Integrates With,Bidirectional,HL7 feed,Secure Research Workspace operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-76,CMDB Stewardship,2026-05-01,0.86,true,
REL-0077,CI-APP-013,CI-APP-SERVICENOW,Secured By,Outbound,Batch file,Secure Research Workspace operational metadata to CI-APP-SERVICENOW,Medium,false,,ServiceNow,REL-77,CMDB Stewardship,2026-05-01,0.86,true,
REL-0078,CI-APP-013,CI-SEC-OKTA,Hosted On,Bidirectional,SSO,Secure Research Workspace operational metadata to CI-SEC-OKTA,Medium,false,,ServiceNow,REL-78,CMDB Stewardship,2026-05-01,0.86,true,
REL-0079,CI-SVC-014,CI-INT-MIRTH,Depends On,Outbound,API,Nurse Triage Platform operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-79,CMDB Stewardship,2026-05-01,0.87,true,
REL-0080,CI-SVC-014,CI-APP-SERVICENOW,Integrates With,Bidirectional,HL7 feed,Nurse Triage Platform operational metadata to CI-APP-SERVICENOW,Medium,false,,ServiceNow,REL-80,CMDB Stewardship,2026-05-01,0.87,true,
REL-0081,CI-DATA-015,CI-APP-SERVICENOW,Depends On,Outbound,API,Telehealth Platform operational metadata to CI-APP-SERVICENOW,High,true,,ServiceNow,REL-81,CMDB Stewardship,2026-05-01,0.78,true,
REL-0082,CI-DATA-015,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Telehealth Platform operational metadata to CI-SEC-OKTA,High,true,,ServiceNow,REL-82,CMDB Stewardship,2026-05-01,0.78,true,
REL-0083,CI-DATA-015,CI-CLOUD-AZURE-PROD,Secured By,Outbound,Batch file,Telehealth Platform operational metadata to CI-CLOUD-AZURE-PROD,High,true,,ServiceNow,REL-83,CMDB Stewardship,2026-05-01,0.78,true,
REL-0084,CI-APP-016,CI-SEC-OKTA,Depends On,Outbound,API,Patient Messaging operational metadata to CI-SEC-OKTA,Critical,false,,ServiceNow,REL-84,CMDB Stewardship,2026-05-01,0.79,true,
REL-0085,CI-APP-016,CI-CLOUD-AZURE-PROD,Integrates With,Bidirectional,HL7 feed,Patient Messaging operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,,ServiceNow,REL-85,CMDB Stewardship,2026-05-01,0.79,true,
REL-0086,CI-SVC-017,CI-CLOUD-AZURE-PROD,Depends On,Outbound,API,Enterprise API Gateway operational metadata to CI-CLOUD-AZURE-PROD,Medium,false,,ServiceNow,REL-86,CMDB Stewardship,2026-05-01,0.8,true,
REL-0087,CI-SVC-017,CI-CLOUD-AWS-PROD,Integrates With,Bidirectional,HL7 feed,Enterprise API Gateway operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-87,CMDB Stewardship,2026-05-01,0.8,true,
REL-0088,CI-SVC-017,CI-INT-MIRTH,Secured By,Outbound,Batch file,Enterprise API Gateway operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-88,CMDB Stewardship,2026-05-01,0.8,true,
REL-0089,CI-SVC-017,CI-APP-SERVICENOW,Hosted On,Bidirectional,SSO,Enterprise API Gateway operational metadata to CI-APP-SERVICENOW,Medium,false,,ServiceNow,REL-89,CMDB Stewardship,2026-05-01,0.8,true,
REL-0090,CI-DATA-018,CI-CLOUD-AWS-PROD,Depends On,Outbound,API,Master Data Management operational metadata to CI-CLOUD-AWS-PROD,High,false,,ServiceNow,REL-90,CMDB Stewardship,2026-05-01,0.81,true,
REL-0091,CI-DATA-018,CI-INT-MIRTH,Integrates With,Bidirectional,HL7 feed,Master Data Management operational metadata to CI-INT-MIRTH,High,false,,ServiceNow,REL-91,CMDB Stewardship,2026-05-01,0.81,true,
REL-0092,CI-DATA-018,CI-APP-SERVICENOW,Secured By,Outbound,Batch file,Master Data Management operational metadata to CI-APP-SERVICENOW,High,false,,ServiceNow,REL-92,CMDB Stewardship,2026-05-01,0.81,true,
REL-0093,CI-APP-019,CI-INT-MIRTH,Depends On,Outbound,API,Document Management operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-93,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0094,CI-APP-019,CI-APP-SERVICENOW,Integrates With,Bidirectional,HL7 feed,Document Management operational metadata to CI-APP-SERVICENOW,Medium,false,,ServiceNow,REL-94,CMDB Stewardship,2026-05-01,0.8200000000000001,true,
REL-0095,CI-SVC-020,CI-APP-SERVICENOW,Depends On,Outbound,API,Contract Lifecycle Management operational metadata to CI-APP-SERVICENOW,Medium,true,,ServiceNow,REL-95,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0096,CI-SVC-020,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Contract Lifecycle Management operational metadata to CI-SEC-OKTA,Medium,true,,ServiceNow,REL-96,CMDB Stewardship,2026-05-01,0.8300000000000001,true,
REL-0097,CI-DATA-021,CI-SEC-OKTA,Depends On,Outbound,API,PACS Imaging operational metadata to CI-SEC-OKTA,Critical,false,,ServiceNow,REL-97,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0098,CI-DATA-021,CI-CLOUD-AZURE-PROD,Integrates With,Bidirectional,HL7 feed,PACS Imaging operational metadata to CI-CLOUD-AZURE-PROD,Critical,false,,ServiceNow,REL-98,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0099,CI-DATA-021,CI-CLOUD-AWS-PROD,Secured By,Outbound,Batch file,PACS Imaging operational metadata to CI-CLOUD-AWS-PROD,Critical,false,,ServiceNow,REL-99,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0100,CI-DATA-021,CI-INT-MIRTH,Hosted On,Bidirectional,SSO,PACS Imaging operational metadata to CI-INT-MIRTH,Critical,false,,ServiceNow,REL-100,CMDB Stewardship,2026-05-01,0.8400000000000001,true,
REL-0101,CI-APP-022,CI-CLOUD-AZURE-PROD,Depends On,Outbound,API,Laboratory Information System operational metadata to CI-CLOUD-AZURE-PROD,Medium,false,,ServiceNow,REL-101,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0102,CI-APP-022,CI-CLOUD-AWS-PROD,Integrates With,Bidirectional,HL7 feed,Laboratory Information System operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-102,CMDB Stewardship,2026-05-01,0.8500000000000001,true,
REL-0103,CI-SVC-023,CI-CLOUD-AWS-PROD,Depends On,Outbound,API,Pharmacy Dispensing operational metadata to CI-CLOUD-AWS-PROD,Medium,false,,ServiceNow,REL-103,CMDB Stewardship,2026-05-01,0.86,true,
REL-0104,CI-SVC-023,CI-INT-MIRTH,Integrates With,Bidirectional,HL7 feed,Pharmacy Dispensing operational metadata to CI-INT-MIRTH,Medium,false,,ServiceNow,REL-104,CMDB Stewardship,2026-05-01,0.86,true,
REL-0105,CI-DATA-024,CI-INT-MIRTH,Depends On,Outbound,API,Provider Scheduling operational metadata to CI-INT-MIRTH,High,false,Relationship owner needs quarterly validation.,ServiceNow,REL-105,CMDB Stewardship,2026-05-01,0.87,false,
REL-0106,CI-DATA-024,CI-APP-SERVICENOW,Integrates With,Bidirectional,HL7 feed,Provider Scheduling operational metadata to CI-APP-SERVICENOW,High,false,Relationship owner needs quarterly validation.,ServiceNow,REL-106,CMDB Stewardship,2026-05-01,0.87,false,
REL-0107,CI-DATA-024,CI-SEC-OKTA,Secured By,Outbound,Batch file,Provider Scheduling operational metadata to CI-SEC-OKTA,High,false,Relationship owner needs quarterly validation.,ServiceNow,REL-107,CMDB Stewardship,2026-05-01,0.87,false,
REL-0108,CI-APP-025,CI-APP-SERVICENOW,Depends On,Outbound,API,Referral Management operational metadata to CI-APP-SERVICENOW,Medium,true,,ServiceNow,REL-108,CMDB Stewardship,2026-05-01,0.78,true,
REL-0109,CI-APP-025,CI-SEC-OKTA,Integrates With,Bidirectional,HL7 feed,Referral Management operational metadata to CI-SEC-OKTA,Medium,true,,ServiceNow,REL-109,CMDB Stewardship,2026-05-01,0.78,true,
REL-0110,CI-APP-025,CI-CLOUD-AZURE-PROD,Secured By,Outbound,Batch file,Referral Management operational metadata to CI-CLOUD-AZURE-PROD,Medium,true,,ServiceNow,REL-110,CMDB Stewardship,2026-05-01,0.78,true,
REL-0111,CI-APP-025,CI-CLOUD-AWS-PROD,Hosted On,Bidirectional,SSO,Referral Management operational metadata to CI-CLOUD-AWS-PROD,Medium,true,,ServiceNow,REL-111,CMDB Stewardship,2026-05-01,0.78,true,
REL-0112,CI-SVC-026,CI-SEC-OKTA,Depends On,Outbound,API,Claims Gateway operational metadata to CI-SEC-OKTA,Critical,false,,ServiceNow,REL-112,CMDB Stewardship,2026-05-01,0.79,true,
