incident_id,opened_at,closed_at,ci_id,business_service,priority,severity,assignment_group,short_description,resolution_code,breach_sla,related_problem_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
INC0120014,2026-03-15,2026-03-16,CI-CLOUD-AZURE-PROD,Cloud Hosting,P2,High,Research Technology Office,Cloud Hosting authentication timeout affected internal users,Runbook correction,false,,ServiceNow,INC120014,IT Service Management,2026-05-01,0.81,true,
INC0120015,2026-04-16,2026-04-17,CI-APP-ENSEMBLE-RCM,Revenue Cycle Operations,P3,Medium,Payer Platform Operations,Revenue Cycle Operations API gateway throttling affected service availability,Capacity tuning,false,,ServiceNow,INC120015,IT Service Management,2026-05-01,0.81,true,
INC0120016,2026-01-17,2026-01-18,CI-APP-001,PACS Imaging,P4,Low,Contact Center Technology,PACS Imaging batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120016,IT Service Management,2026-05-01,0.81,true,
INC0120017,2026-02-18,2026-02-19,CI-SVC-002,Laboratory Information System,P4,Low,Cloud Platform Services,Laboratory Information System monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120017,IT Service Management,2026-05-01,0.81,true,
INC0120018,2026-03-19,,CI-DATA-003,Pharmacy Dispensing,P3,Medium,Research Technology Office,Pharmacy Dispensing integration queue latency exceeded threshold,,false,PRB0001818,ServiceNow,INC120018,IT Service Management,2026-05-01,0.81,false,
INC0120019,2026-04-20,2026-04-21,CI-APP-004,Provider Scheduling,P4,Low,Payer Platform Operations,Provider Scheduling scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120019,IT Service Management,2026-05-01,0.81,true,
INC0120020,2026-01-21,2026-01-22,CI-SVC-005,Referral Management,P4,Low,Cybersecurity Governance,Referral Management authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120020,IT Service Management,2026-05-01,0.81,true,
INC0120021,2026-02-22,2026-02-23,CI-DATA-006,Claims Gateway,P2,High,IT Sourcing,Claims Gateway API gateway throttling affected service availability,Configuration update,false,,ServiceNow,INC120021,IT Service Management,2026-05-01,0.81,true,
INC0120022,2026-03-23,2026-03-24,CI-APP-007,Member Portal,P4,Low,EHR Platform Engineering,Member Portal batch reconciliation variance required manual review,Vendor patch,false,,ServiceNow,INC120022,IT Service Management,2026-05-01,0.81,true,
INC0120023,2026-04-24,2026-04-25,CI-SVC-008,Provider Directory,P4,Low,Clinical Informatics,Provider Directory monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120023,IT Service Management,2026-05-01,0.81,true,
INC0120024,2026-01-25,2026-01-26,CI-DATA-009,Utilization Management,P3,Medium,Integration Operations,Utilization Management integration queue latency exceeded threshold,Runbook correction,false,PRB0001824,ServiceNow,INC120024,IT Service Management,2026-05-01,0.81,true,
INC0120025,2026-02-26,2026-02-27,CI-APP-010,Clinical Trial Matching,P4,Low,Revenue Cycle Technology,Clinical Trial Matching scheduled job failure delayed downstream reporting,Capacity tuning,false,,ServiceNow,INC120025,IT Service Management,2026-05-01,0.81,true,
INC0120026,2026-03-27,2026-03-28,CI-SVC-011,Bioinformatics Pipeline,P4,Low,Contact Center Technology,Bioinformatics Pipeline authentication timeout affected internal users,Configuration update,true,,ServiceNow,INC120026,IT Service Management,2026-05-01,0.81,true,
INC0120027,2026-04-01,,CI-DATA-012,Data De-identification Service,P3,Medium,Cloud Platform Services,Data De-identification Service API gateway throttling affected service availability,,false,,ServiceNow,INC120027,IT Service Management,2026-05-01,0.81,false,
INC0120028,2026-01-02,2026-01-03,CI-APP-013,Secure Research Workspace,P2,High,Research Technology Office,Secure Research Workspace batch reconciliation variance required manual review,Restarted service,false,,ServiceNow,INC120028,IT Service Management,2026-05-01,0.81,true,
INC0120029,2026-02-03,2026-02-04,CI-SVC-014,Nurse Triage Platform,P4,Low,Payer Platform Operations,Nurse Triage Platform monitoring alert indicated degraded service response,Runbook correction,false,,ServiceNow,INC120029,IT Service Management,2026-05-01,0.81,true,
INC0120030,2026-03-04,2026-03-05,CI-DATA-015,Telehealth Platform,P3,Medium,Cybersecurity Governance,Telehealth Platform integration queue latency exceeded threshold,Capacity tuning,false,PRB0001830,ServiceNow,INC120030,IT Service Management,2026-05-01,0.81,true,
INC0120031,2026-04-05,2026-04-06,CI-APP-016,Patient Messaging,P1,Critical,IT Sourcing,Patient Messaging scheduled job failure delayed downstream reporting,Configuration update,false,,ServiceNow,INC120031,IT Service Management,2026-05-01,0.81,true,
INC0120032,2026-01-06,2026-01-07,CI-SVC-017,Enterprise API Gateway,P4,Low,EHR Platform Engineering,Enterprise API Gateway authentication timeout affected internal users,Vendor patch,false,,ServiceNow,INC120032,IT Service Management,2026-05-01,0.81,true,
INC0120033,2026-02-07,2026-02-08,CI-DATA-018,Master Data Management,P3,Medium,Clinical Informatics,Master Data Management API gateway throttling affected service availability,Restarted service,false,,ServiceNow,INC120033,IT Service Management,2026-05-01,0.81,true,
INC0120034,2026-03-08,2026-03-09,CI-APP-019,Document Management,P4,Low,Integration Operations,Document Management batch reconciliation variance required manual review,Runbook correction,false,,ServiceNow,INC120034,IT Service Management,2026-05-01,0.81,true,
INC0120035,2026-04-09,2026-04-10,CI-SVC-020,Contract Lifecycle Management,P2,High,Revenue Cycle Technology,Contract Lifecycle Management monitoring alert indicated degraded service response,Capacity tuning,false,,ServiceNow,INC120035,IT Service Management,2026-05-01,0.81,true,
INC0120036,2026-01-10,,CI-DATA-021,PACS Imaging,P3,Medium,Contact Center Technology,PACS Imaging integration queue latency exceeded threshold,,false,PRB0001800,ServiceNow,INC120036,IT Service Management,2026-05-01,0.81,false,
INC0120037,2026-02-11,2026-02-12,CI-APP-022,Laboratory Information System,P4,Low,Cloud Platform Services,Laboratory Information System scheduled job failure delayed downstream reporting,Vendor patch,false,,ServiceNow,INC120037,IT Service Management,2026-05-01,0.81,true,
INC0120038,2026-03-12,2026-03-13,CI-SVC-023,Pharmacy Dispensing,P4,Low,Research Technology Office,Pharmacy Dispensing authentication timeout affected internal users,Restarted service,false,,ServiceNow,INC120038,IT Service Management,2026-05-01,0.81,true,
INC0120039,2026-04-13,2026-04-14,CI-DATA-024,Provider Scheduling,P3,Medium,Payer Platform Operations,Provider Scheduling API gateway throttling affected service availability,Runbook correction,true,,ServiceNow,INC120039,IT Service Management,2026-05-01,0.81,true,
INC0120040,2026-01-14,2026-01-15,CI-APP-025,Referral Management,P4,Low,Cybersecurity Governance,Referral Management batch reconciliation variance required manual review,Capacity tuning,false,,ServiceNow,INC120040,IT Service Management,2026-05-01,0.81,true,
INC0120041,2026-02-15,2026-02-16,CI-SVC-026,Claims Gateway,P4,Low,IT Sourcing,Claims Gateway monitoring alert indicated degraded service response,Configuration update,false,,ServiceNow,INC120041,IT Service Management,2026-05-01,0.81,true,
INC0120042,2026-03-16,2026-03-17,CI-DATA-027,Member Portal,P2,High,EHR Platform Engineering,Member Portal integration queue latency exceeded threshold,Vendor patch,false,PRB0001806,ServiceNow,INC120042,IT Service Management,2026-05-01,0.81,true,
INC0120043,2026-04-17,2026-04-18,CI-APP-028,Provider Directory,P4,Low,Clinical Informatics,Provider Directory scheduled job failure delayed downstream reporting,Restarted service,false,,ServiceNow,INC120043,IT Service Management,2026-05-01,0.81,true,
INC0120044,2026-01-18,2026-01-19,CI-SVC-029,Utilization Management,P4,Low,Integration Operations,Utilization Management authentication timeout affected internal users,Runbook correction,false,,ServiceNow,INC120044,IT Service Management,2026-05-01,0.81,true,
INC0120045,2026-02-19,,CI-DATA-030,Clinical Trial Matching,P3,Medium,Revenue Cycle Technology,Clinical Trial Matching API gateway throttling affected service availability,,false,,ServiceNow,INC120045,IT Service Management,2026-05-01,0.81,false,
INC0120046,2026-03-20,2026-03-21,CI-APP-031,Bioinformatics Pipeline,P4,Low,Contact Center Technology,Bioinformatics Pipeline batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120046,IT Service Management,2026-05-01,0.81,true,
INC0120047,2026-04-21,2026-04-22,CI-SVC-032,Data De-identification Service,P4,Low,Cloud Platform Services,Data De-identification Service monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120047,IT Service Management,2026-05-01,0.81,true,
INC0120048,2026-01-22,2026-01-23,CI-DATA-033,Secure Research Workspace,P3,Medium,Research Technology Office,Secure Research Workspace integration queue latency exceeded threshold,Restarted service,false,PRB0001812,ServiceNow,INC120048,IT Service Management,2026-05-01,0.81,true,
INC0120049,2026-02-23,2026-02-24,CI-APP-034,Nurse Triage Platform,P2,High,Payer Platform Operations,Nurse Triage Platform scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120049,IT Service Management,2026-05-01,0.81,true,
INC0120050,2026-03-24,2026-03-25,CI-SVC-035,Telehealth Platform,P4,Low,Cybersecurity Governance,Telehealth Platform authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120050,IT Service Management,2026-05-01,0.81,true,
INC0120051,2026-04-25,2026-04-26,CI-DATA-036,Patient Messaging,P3,Medium,IT Sourcing,Patient Messaging API gateway throttling affected service availability,Configuration update,false,,ServiceNow,INC120051,IT Service Management,2026-05-01,0.81,true,
INC0120052,2026-01-26,2026-01-27,CI-APP-037,Enterprise API Gateway,P4,Low,EHR Platform Engineering,Enterprise API Gateway batch reconciliation variance required manual review,Vendor patch,true,,ServiceNow,INC120052,IT Service Management,2026-05-01,0.81,true,
INC0120053,2026-02-27,2026-02-28,CI-SVC-038,Master Data Management,P4,Low,Clinical Informatics,Master Data Management monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120053,IT Service Management,2026-05-01,0.81,true,
INC0120054,2026-03-01,,CI-DATA-039,Document Management,P3,Medium,Integration Operations,Document Management integration queue latency exceeded threshold,,false,PRB0001818,ServiceNow,INC120054,IT Service Management,2026-05-01,0.81,false,
INC0120055,2026-04-02,2026-04-03,CI-APP-040,Contract Lifecycle Management,P4,Low,Revenue Cycle Technology,Contract Lifecycle Management scheduled job failure delayed downstream reporting,Capacity tuning,false,,ServiceNow,INC120055,IT Service Management,2026-05-01,0.81,true,
INC0120056,2026-01-03,2026-01-04,CI-SVC-041,PACS Imaging,P2,High,Contact Center Technology,PACS Imaging authentication timeout affected internal users,Configuration update,false,,ServiceNow,INC120056,IT Service Management,2026-05-01,0.81,true,
INC0120057,2026-02-04,2026-02-05,CI-DATA-042,Laboratory Information System,P3,Medium,Cloud Platform Services,Laboratory Information System API gateway throttling affected service availability,Vendor patch,false,,ServiceNow,INC120057,IT Service Management,2026-05-01,0.81,true,
INC0120058,2026-03-05,2026-03-06,CI-APP-043,Pharmacy Dispensing,P4,Low,Research Technology Office,Pharmacy Dispensing batch reconciliation variance required manual review,Restarted service,false,,ServiceNow,INC120058,IT Service Management,2026-05-01,0.81,true,
INC0120059,2026-04-06,2026-04-07,CI-SVC-044,Provider Scheduling,P4,Low,Payer Platform Operations,Provider Scheduling monitoring alert indicated degraded service response,Runbook correction,false,,ServiceNow,INC120059,IT Service Management,2026-05-01,0.81,true,
INC0120060,2026-01-07,2026-01-08,CI-DATA-045,Referral Management,P3,Medium,Cybersecurity Governance,Referral Management integration queue latency exceeded threshold,Capacity tuning,false,PRB0001824,ServiceNow,INC120060,IT Service Management,2026-05-01,0.81,true,
INC0120061,2026-02-08,2026-02-09,CI-APP-046,Claims Gateway,P4,Low,IT Sourcing,Claims Gateway scheduled job failure delayed downstream reporting,Configuration update,false,,ServiceNow,INC120061,IT Service Management,2026-05-01,0.81,true,
INC0120062,2026-03-09,2026-03-10,CI-SVC-047,Member Portal,P1,Critical,EHR Platform Engineering,Member Portal authentication timeout affected internal users,Vendor patch,false,,ServiceNow,INC120062,IT Service Management,2026-05-01,0.81,true,
INC0120063,2026-04-10,,CI-DATA-048,Provider Directory,P2,High,Clinical Informatics,Provider Directory API gateway throttling affected service availability,,false,,ServiceNow,INC120063,IT Service Management,2026-05-01,0.81,false,
INC0120064,2026-01-11,2026-01-12,CI-APP-049,Utilization Management,P4,Low,Integration Operations,Utilization Management batch reconciliation variance required manual review,Runbook correction,false,,ServiceNow,INC120064,IT Service Management,2026-05-01,0.81,true,
INC0120065,2026-02-12,2026-02-13,CI-SVC-050,Clinical Trial Matching,P4,Low,Revenue Cycle Technology,Clinical Trial Matching monitoring alert indicated degraded service response,Capacity tuning,true,,ServiceNow,INC120065,IT Service Management,2026-05-01,0.81,true,
INC0120066,2026-03-13,2026-03-14,CI-DATA-051,Bioinformatics Pipeline,P3,Medium,Contact Center Technology,Bioinformatics Pipeline integration queue latency exceeded threshold,Configuration update,false,PRB0001830,ServiceNow,INC120066,IT Service Management,2026-05-01,0.81,true,
INC0120067,2026-04-14,2026-04-15,CI-APP-052,Data De-identification Service,P4,Low,Cloud Platform Services,Data De-identification Service scheduled job failure delayed downstream reporting,Vendor patch,false,,ServiceNow,INC120067,IT Service Management,2026-05-01,0.81,true,
INC0120068,2026-01-15,2026-01-16,CI-SVC-053,Secure Research Workspace,P4,Low,Research Technology Office,Secure Research Workspace authentication timeout affected internal users,Restarted service,false,,ServiceNow,INC120068,IT Service Management,2026-05-01,0.81,true,
INC0120069,2026-02-16,2026-02-17,CI-DATA-054,Nurse Triage Platform,P3,Medium,Payer Platform Operations,Nurse Triage Platform API gateway throttling affected service availability,Runbook correction,false,,ServiceNow,INC120069,IT Service Management,2026-05-01,0.81,true,
INC0120070,2026-03-17,2026-03-18,CI-APP-055,Telehealth Platform,P2,High,Cybersecurity Governance,Telehealth Platform batch reconciliation variance required manual review,Capacity tuning,false,,ServiceNow,INC120070,IT Service Management,2026-05-01,0.81,true,
INC0120071,2026-04-18,2026-04-19,CI-SVC-056,Patient Messaging,P4,Low,IT Sourcing,Patient Messaging monitoring alert indicated degraded service response,Configuration update,false,,ServiceNow,INC120071,IT Service Management,2026-05-01,0.81,true,
INC0120072,2026-01-19,,CI-DATA-057,Enterprise API Gateway,P3,Medium,EHR Platform Engineering,Enterprise API Gateway integration queue latency exceeded threshold,,false,PRB0001800,ServiceNow,INC120072,IT Service Management,2026-05-01,0.81,false,
INC0120073,2026-02-20,2026-02-21,CI-APP-058,Master Data Management,P4,Low,Clinical Informatics,Master Data Management scheduled job failure delayed downstream reporting,Restarted service,false,,ServiceNow,INC120073,IT Service Management,2026-05-01,0.81,true,
INC0120074,2026-03-21,2026-03-22,CI-SVC-059,Document Management,P4,Low,Integration Operations,Document Management authentication timeout affected internal users,Runbook correction,false,,ServiceNow,INC120074,IT Service Management,2026-05-01,0.81,true,
INC0120075,2026-04-22,2026-04-23,CI-DATA-060,Contract Lifecycle Management,P3,Medium,Revenue Cycle Technology,Contract Lifecycle Management API gateway throttling affected service availability,Capacity tuning,false,,ServiceNow,INC120075,IT Service Management,2026-05-01,0.81,true,
INC0120076,2026-01-23,2026-01-24,CI-APP-061,PACS Imaging,P4,Low,Contact Center Technology,PACS Imaging batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120076,IT Service Management,2026-05-01,0.81,true,
INC0120077,2026-02-24,2026-02-25,CI-SVC-062,Laboratory Information System,P2,High,Cloud Platform Services,Laboratory Information System monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120077,IT Service Management,2026-05-01,0.81,true,
INC0120078,2026-03-25,2026-03-26,CI-DATA-063,Pharmacy Dispensing,P3,Medium,Research Technology Office,Pharmacy Dispensing integration queue latency exceeded threshold,Restarted service,true,PRB0001806,ServiceNow,INC120078,IT Service Management,2026-05-01,0.81,true,
INC0120079,2026-04-26,2026-04-27,CI-APP-064,Provider Scheduling,P4,Low,Payer Platform Operations,Provider Scheduling scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120079,IT Service Management,2026-05-01,0.81,true,
INC0120080,2026-01-27,2026-01-28,CI-SVC-065,Referral Management,P4,Low,Cybersecurity Governance,Referral Management authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120080,IT Service Management,2026-05-01,0.81,true,
INC0120081,2026-02-01,,CI-DATA-066,Claims Gateway,P3,Medium,IT Sourcing,Claims Gateway API gateway throttling affected service availability,,false,,ServiceNow,INC120081,IT Service Management,2026-05-01,0.81,false,
INC0120082,2026-03-02,2026-03-03,CI-APP-EPIC-HYPERSPACE,Clinical Documentation,P4,Low,Integration Operations,Clinical Documentation batch reconciliation variance required manual review,Vendor patch,false,,ServiceNow,INC120082,IT Service Management,2026-05-01,0.81,true,
INC0120083,2026-04-03,2026-04-04,CI-APP-EPIC-CABOODLE,Clinical Analytics,P4,Low,Revenue Cycle Technology,Clinical Analytics monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120083,IT Service Management,2026-05-01,0.81,true,
INC0120084,2026-01-04,2026-01-05,CI-INT-MIRTH,Clinical Integration,P2,High,Contact Center Technology,Clinical Integration integration queue latency exceeded threshold,Runbook correction,false,PRB0001812,ServiceNow,INC120084,IT Service Management,2026-05-01,0.81,true,
INC0120085,2026-02-05,2026-02-06,CI-SVC-CONTACT-CENTER,Contact Center Operations,P4,Low,Cloud Platform Services,Contact Center Operations scheduled job failure delayed downstream reporting,Capacity tuning,false,,ServiceNow,INC120085,IT Service Management,2026-05-01,0.81,true,
INC0120086,2026-03-06,2026-03-07,CI-APP-SALESFORCE-HEALTH,CRM and Care Navigation,P4,Low,Research Technology Office,CRM and Care Navigation authentication timeout affected internal users,Configuration update,false,,ServiceNow,INC120086,IT Service Management,2026-05-01,0.81,true,
INC0120087,2026-04-07,2026-04-08,CI-APP-SERVICENOW,IT Service Management,P3,Medium,Payer Platform Operations,IT Service Management API gateway throttling affected service availability,Vendor patch,false,,ServiceNow,INC120087,IT Service Management,2026-05-01,0.81,true,
INC0120088,2026-01-08,2026-01-09,CI-APP-ORACLE-ERP,Finance and Procurement,P4,Low,Cybersecurity Governance,Finance and Procurement batch reconciliation variance required manual review,Restarted service,false,,ServiceNow,INC120088,IT Service Management,2026-05-01,0.81,true,
INC0120089,2026-02-09,2026-02-10,CI-APP-WORKDAY-HCM,Workforce Management,P4,Low,IT Sourcing,Workforce Management monitoring alert indicated degraded service response,Runbook correction,false,,ServiceNow,INC120089,IT Service Management,2026-05-01,0.81,true,
INC0120090,2026-03-10,,CI-DATA-RESEARCH-LAKE,Research Analytics,P3,Medium,EHR Platform Engineering,Research Analytics integration queue latency exceeded threshold,,false,PRB0001818,ServiceNow,INC120090,IT Service Management,2026-05-01,0.81,false,
INC0120091,2026-04-11,2026-04-12,CI-PLAT-DATABRICKS,Advanced Analytics,P2,High,Clinical Informatics,Advanced Analytics scheduled job failure delayed downstream reporting,Configuration update,true,,ServiceNow,INC120091,IT Service Management,2026-05-01,0.81,true,
INC0120092,2026-01-12,2026-01-13,CI-WH-SNOWFLAKE,Enterprise Reporting,P4,Low,Integration Operations,Enterprise Reporting authentication timeout affected internal users,Vendor patch,false,,ServiceNow,INC120092,IT Service Management,2026-05-01,0.81,true,
INC0120093,2026-02-13,2026-02-14,CI-SEC-OKTA,Identity and Access,P1,Critical,Revenue Cycle Technology,Identity and Access API gateway throttling affected service availability,Restarted service,false,,ServiceNow,INC120093,IT Service Management,2026-05-01,0.81,true,
INC0120094,2026-03-14,2026-03-15,CI-SEC-IMPRIVATA,Clinical Identity,P4,Low,Contact Center Technology,Clinical Identity batch reconciliation variance required manual review,Runbook correction,false,,ServiceNow,INC120094,IT Service Management,2026-05-01,0.81,true,
INC0120095,2026-04-15,2026-04-16,CI-CLOUD-AWS-PROD,Cloud Hosting,P4,Low,Cloud Platform Services,Cloud Hosting monitoring alert indicated degraded service response,Capacity tuning,false,,ServiceNow,INC120095,IT Service Management,2026-05-01,0.81,true,
INC0120096,2026-01-16,2026-01-17,CI-CLOUD-AZURE-PROD,Cloud Hosting,P3,Medium,Research Technology Office,Cloud Hosting integration queue latency exceeded threshold,Configuration update,false,PRB0001824,ServiceNow,INC120096,IT Service Management,2026-05-01,0.81,true,
INC0120097,2026-02-17,2026-02-18,CI-APP-ENSEMBLE-RCM,Revenue Cycle Operations,P4,Low,Payer Platform Operations,Revenue Cycle Operations scheduled job failure delayed downstream reporting,Vendor patch,false,,ServiceNow,INC120097,IT Service Management,2026-05-01,0.81,true,
INC0120098,2026-03-18,2026-03-19,CI-APP-001,PACS Imaging,P2,High,Contact Center Technology,PACS Imaging authentication timeout affected internal users,Restarted service,false,,ServiceNow,INC120098,IT Service Management,2026-05-01,0.81,true,
INC0120099,2026-04-19,,CI-SVC-002,Laboratory Information System,P3,Medium,Cloud Platform Services,Laboratory Information System API gateway throttling affected service availability,,false,,ServiceNow,INC120099,IT Service Management,2026-05-01,0.81,false,
INC0120100,2026-01-20,2026-01-21,CI-DATA-003,Pharmacy Dispensing,P4,Low,Research Technology Office,Pharmacy Dispensing batch reconciliation variance required manual review,Capacity tuning,false,,ServiceNow,INC120100,IT Service Management,2026-05-01,0.81,true,
INC0120101,2026-02-21,2026-02-22,CI-APP-004,Provider Scheduling,P4,Low,Payer Platform Operations,Provider Scheduling monitoring alert indicated degraded service response,Configuration update,false,,ServiceNow,INC120101,IT Service Management,2026-05-01,0.81,true,
INC0120102,2026-03-22,2026-03-23,CI-SVC-005,Referral Management,P3,Medium,Cybersecurity Governance,Referral Management integration queue latency exceeded threshold,Vendor patch,false,PRB0001830,ServiceNow,INC120102,IT Service Management,2026-05-01,0.81,true,
INC0120103,2026-04-23,2026-04-24,CI-DATA-006,Claims Gateway,P4,Low,IT Sourcing,Claims Gateway scheduled job failure delayed downstream reporting,Restarted service,false,,ServiceNow,INC120103,IT Service Management,2026-05-01,0.81,true,
INC0120104,2026-01-24,2026-01-25,CI-APP-007,Member Portal,P4,Low,EHR Platform Engineering,Member Portal authentication timeout affected internal users,Runbook correction,true,,ServiceNow,INC120104,IT Service Management,2026-05-01,0.81,true,
INC0120105,2026-02-25,2026-02-26,CI-SVC-008,Provider Directory,P2,High,Clinical Informatics,Provider Directory API gateway throttling affected service availability,Capacity tuning,false,,ServiceNow,INC120105,IT Service Management,2026-05-01,0.81,true,
INC0120106,2026-03-26,2026-03-27,CI-DATA-009,Utilization Management,P4,Low,Integration Operations,Utilization Management batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120106,IT Service Management,2026-05-01,0.81,true,
INC0120107,2026-04-27,2026-04-28,CI-APP-010,Clinical Trial Matching,P4,Low,Revenue Cycle Technology,Clinical Trial Matching monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120107,IT Service Management,2026-05-01,0.81,true,
INC0120108,2026-01-01,,CI-SVC-011,Bioinformatics Pipeline,P3,Medium,Contact Center Technology,Bioinformatics Pipeline integration queue latency exceeded threshold,,false,PRB0001800,ServiceNow,INC120108,IT Service Management,2026-05-01,0.81,false,
INC0120109,2026-02-02,2026-02-03,CI-DATA-012,Data De-identification Service,P4,Low,Cloud Platform Services,Data De-identification Service scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120109,IT Service Management,2026-05-01,0.81,true,
INC0120110,2026-03-03,2026-03-04,CI-APP-013,Secure Research Workspace,P4,Low,Research Technology Office,Secure Research Workspace authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120110,IT Service Management,2026-05-01,0.81,true,
INC0120111,2026-04-04,2026-04-05,CI-SVC-014,Nurse Triage Platform,P3,Medium,Payer Platform Operations,Nurse Triage Platform API gateway throttling affected service availability,Configuration update,false,,ServiceNow,INC120111,IT Service Management,2026-05-01,0.81,true,
INC0120112,2026-01-05,2026-01-06,CI-DATA-015,Telehealth Platform,P2,High,Cybersecurity Governance,Telehealth Platform batch reconciliation variance required manual review,Vendor patch,false,,ServiceNow,INC120112,IT Service Management,2026-05-01,0.81,true,
INC0120113,2026-02-06,2026-02-07,CI-APP-016,Patient Messaging,P4,Low,IT Sourcing,Patient Messaging monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120113,IT Service Management,2026-05-01,0.81,true,
INC0120114,2026-03-07,2026-03-08,CI-SVC-017,Enterprise API Gateway,P3,Medium,EHR Platform Engineering,Enterprise API Gateway integration queue latency exceeded threshold,Runbook correction,false,PRB0001806,ServiceNow,INC120114,IT Service Management,2026-05-01,0.81,true,
