org_unit_id,person_or_group_id,name,role_title,reports_to_id,decision_domain,decision_right,approval_authority,delegated_to_id,escalation_path,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
ORG-03,GROUP-OPS-03,Revenue Cycle Technology Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Revenue Cycle Technology data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-3,Revenue Cycle Technology,2026-05-01,0.8,true,
ORG-04,GROUP-OPS-04,Contact Center Technology Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Contact Center Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-4,Contact Center Technology,2026-05-01,0.8,true,
ORG-05,GROUP-OPS-05,Cloud Platform Services Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Cloud Platform Services data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-5,Cloud Platform Services,2026-05-01,0.8,true,
ORG-06,GROUP-OPS-06,Research Technology Office Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Research Technology Office data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-6,Research Technology Office,2026-05-01,0.8,true,
ORG-07,GROUP-OPS-07,Payer Platform Operations Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Payer Platform Operations data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-7,Payer Platform Operations,2026-05-01,0.8,true,
ORG-08,GROUP-OPS-08,Cybersecurity Governance Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Cybersecurity Governance data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-8,Cybersecurity Governance,2026-05-01,0.8,true,
ORG-09,GROUP-OPS-09,IT Sourcing Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,IT Sourcing data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-9,IT Sourcing,2026-05-01,0.8,true,
ORG-10,GROUP-OPS-10,EHR Platform Engineering Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,EHR Platform Engineering data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-10,EHR Platform Engineering,2026-05-01,0.8,true,
ORG-11,GROUP-OPS-11,Clinical Informatics Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Clinical Informatics data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-11,Clinical Informatics,2026-05-01,0.8,true,
ORG-12,GROUP-OPS-12,Integration Operations Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Integration Operations data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-12,Integration Operations,2026-05-01,0.8,true,
ORG-13,GROUP-OPS-13,Revenue Cycle Technology Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Revenue Cycle Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-13,Revenue Cycle Technology,2026-05-01,0.8,true,
ORG-14,GROUP-OPS-14,Contact Center Technology Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Contact Center Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-14,Contact Center Technology,2026-05-01,0.8,true,
ORG-15,GROUP-OPS-15,Cloud Platform Services Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Cloud Platform Services data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-15,Cloud Platform Services,2026-05-01,0.8,true,
ORG-16,GROUP-OPS-16,Research Technology Office Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Research Technology Office data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-16,Research Technology Office,2026-05-01,0.8,true,
ORG-17,GROUP-OPS-17,Payer Platform Operations Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Payer Platform Operations data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-17,Payer Platform Operations,2026-05-01,0.8,true,
ORG-18,GROUP-OPS-18,Cybersecurity Governance Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Cybersecurity Governance data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-18,Cybersecurity Governance,2026-05-01,0.8,true,
ORG-19,GROUP-OPS-19,IT Sourcing Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,IT Sourcing data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-19,IT Sourcing,2026-05-01,0.8,true,
ORG-20,GROUP-OPS-20,EHR Platform Engineering Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,EHR Platform Engineering data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-20,EHR Platform Engineering,2026-05-01,0.8,true,
ORG-21,GROUP-OPS-21,Clinical Informatics Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Clinical Informatics data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-21,Clinical Informatics,2026-05-01,0.8,true,
ORG-22,GROUP-OPS-22,Integration Operations Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Integration Operations data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-22,Integration Operations,2026-05-01,0.8,true,
ORG-23,GROUP-OPS-23,Revenue Cycle Technology Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Revenue Cycle Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-23,Revenue Cycle Technology,2026-05-01,0.8,true,
ORG-24,GROUP-OPS-24,Contact Center Technology Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Contact Center Technology data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-24,Contact Center Technology,2026-05-01,0.8,true,
ORG-25,GROUP-OPS-25,Cloud Platform Services Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Cloud Platform Services data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-25,Cloud Platform Services,2026-05-01,0.8,true,
ORG-26,GROUP-OPS-26,Research Technology Office Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Research Technology Office data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-26,Research Technology Office,2026-05-01,0.8,true,
ORG-27,GROUP-OPS-27,Payer Platform Operations Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Payer Platform Operations data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-27,Payer Platform Operations,2026-05-01,0.8,true,
ORG-28,GROUP-OPS-28,Cybersecurity Governance Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Cybersecurity Governance data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-28,Cybersecurity Governance,2026-05-01,0.8,true,
ORG-29,GROUP-OPS-29,IT Sourcing Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,IT Sourcing data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-29,IT Sourcing,2026-05-01,0.8,true,
ORG-30,GROUP-OPS-30,EHR Platform Engineering Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,EHR Platform Engineering data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-30,EHR Platform Engineering,2026-05-01,0.8,true,
ORG-31,GROUP-OPS-31,Clinical Informatics Stewardship Group,Operational Stewardship Group,PERSON-CIOOPS,Clinical Informatics data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-31,Clinical Informatics,2026-05-01,0.8,true,
