claimId,tenantKey,claimType,claim,valueAsserted,assertingFiles,conflictState,authoritativeCandidate,allowedUse,blockedNarrative,recommendedNextEvidence,smeReviewer,status
MER-DUP-011,meridian-health,duplicate-truth-candidate,Canonical dimension 10_ai_automation_use_cases.csv exists in 3 roots,10_ai_automation_use_cases.csv=18 rows; 10_ai_automation_use_cases.csv=251 rows; 10_ai_automation_use_cases.csv=251 rows,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/10_ai_automation_use_cases.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/10_ai_automation_use_cases.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-012,meridian-health,duplicate-truth-candidate,Canonical dimension 11_risks_controls.csv exists in 4 roots,11_risks_controls.csv=40 rows; 11_risks_controls.csv=249 rows; 11_risks_controls.csv=249 rows; 11_risks_controls.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/11_risks_controls.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/11_risks_controls.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/11_risks_controls.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-013,meridian-health,duplicate-truth-candidate,Canonical dimension 12_relationships.csv exists in 3 roots,12_relationships.csv=2302 rows; 12_relationships.csv=298 rows; 12_relationships.csv=1037 rows,datasets/tenant-inputs/active/meridian-health/current/12_relationships.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/12_relationships.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/12_relationships.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/12_relationships.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-014,meridian-health,duplicate-truth-candidate,Canonical dimension 13_evidence_sources.csv exists in 3 roots,13_evidence_sources.csv=27 rows; 13_evidence_sources.csv=508 rows; 13_evidence_sources.csv=508 rows,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/13_evidence_sources.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-015,meridian-health,duplicate-truth-candidate,Canonical dimension 14_metrics_outcomes.csv exists in 4 roots,14_metrics_outcomes.csv=50 rows; 14_metrics_outcomes.csv=257 rows; 14_metrics_outcomes.csv=257 rows; 14_metrics_outcomes.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/14_metrics_outcomes.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/14_metrics_outcomes.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-016,meridian-health,duplicate-truth-candidate,Canonical dimension 15_industry_context_patterns.csv exists in 3 roots,15_industry_context_patterns.csv=12 rows; 15_industry_context_patterns.csv=7 rows; 15_industry_context_patterns.csv=7 rows,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/15_industry_context_patterns.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-017,meridian-health,duplicate-truth-candidate,Canonical dimension 16_expert_lenses.csv exists in 3 roots,16_expert_lenses.csv=9 rows; 16_expert_lenses.csv=7 rows; 16_expert_lenses.csv=7 rows,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/16_expert_lenses.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/16_expert_lenses.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-018,meridian-health,duplicate-truth-candidate,Canonical dimension 17_service_scope_managed_services.csv exists in 2 roots,17_service_scope_managed_services.csv=15 rows; 17_service_scope_managed_services.csv=228 rows,datasets/tenant-inputs/active/meridian-health/current/17_service_scope_managed_services.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/17_service_scope_managed_services.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/17_service_scope_managed_services.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-019,meridian-health,duplicate-truth-candidate,Canonical dimension 18_operational_process_evidence.csv exists in 3 roots,18_operational_process_evidence.csv=25 rows; 18_operational_process_evidence.csv=228 rows; 18_operational_process_evidence.csv=228 rows,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/18_operational_process_evidence.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/18_operational_process_evidence.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-020,meridian-health,duplicate-truth-candidate,Canonical dimension SA08_AI_Benefits_Realization_Usage_Ledger.csv exists in 2 roots,SA08_AI_Benefits_Realization_Usage_Ledger.csv=18 rows; SA08_AI_Benefits_Realization_Usage_Ledger.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-021,meridian-health,duplicate-truth-candidate,Canonical dimension SA09_AI_Tool_Usage_Feed.csv exists in 2 roots,SA09_AI_Tool_Usage_Feed.csv=18 rows; SA09_AI_Tool_Usage_Feed.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-022,meridian-health,duplicate-truth-candidate,Canonical dimension SA10_AI_Value_Interview_Evidence.csv exists in 2 roots,SA10_AI_Value_Interview_Evidence.csv=18 rows; SA10_AI_Value_Interview_Evidence.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-023,meridian-health,duplicate-truth-candidate,Canonical dimension SA11_AI_KPI_Operational_Outcome_Feed.csv exists in 2 roots,SA11_AI_KPI_Operational_Outcome_Feed.csv=18 rows; SA11_AI_KPI_Operational_Outcome_Feed.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-024,meridian-health,duplicate-truth-candidate,Canonical dimension 08_it_budget_spend_value.csv exists in 2 roots,08_it_budget_spend_value.csv=298 rows; 08_it_budget_spend_value.csv=20 rows,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/08_it_budget_spend_value.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/08_it_budget_spend_value.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/08_it_budget_spend_value.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-UNREG-025,meridian-health,unregistered-artifact-in-active-root,19_data_analytics_platform_maturity.csv sits in the active input root but is not in the template contract,19_data_analytics_platform_maturity.csv,datasets/tenant-inputs/active/meridian-health/current/19_data_analytics_platform_maturity.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-026,meridian-health,unregistered-artifact-in-active-root,SA08_AI_Benefits_Realization_Usage_Ledger.csv sits in the active input root but is not in the template contract,SA08_AI_Benefits_Realization_Usage_Ledger.csv,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-027,meridian-health,unregistered-artifact-in-active-root,SA09_AI_Tool_Usage_Feed.csv sits in the active input root but is not in the template contract,SA09_AI_Tool_Usage_Feed.csv,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-028,meridian-health,unregistered-artifact-in-active-root,SA10_AI_Value_Interview_Evidence.csv sits in the active input root but is not in the template contract,SA10_AI_Value_Interview_Evidence.csv,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-029,meridian-health,unregistered-artifact-in-active-root,SA11_AI_KPI_Operational_Outcome_Feed.csv sits in the active input root but is not in the template contract,SA11_AI_KPI_Operational_Outcome_Feed.csv,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-DUP-001,skyharbor-air,duplicate-truth-candidate,Canonical dimension 14_metrics_outcomes.csv exists in 2 roots,14_metrics_outcomes.csv=26 rows; 14_metrics_outcomes.csv=124 rows,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv; datasets/tenant-inputs/candidates/skyharbor-air/gate-2-1-phase-d-v1/14_metrics_outcomes.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-UNREG-002,skyharbor-air,unregistered-artifact-in-active-root,04_applications_systems.xlsx sits in the active input root but is not in the template contract,04_applications_systems.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-003,skyharbor-air,unregistered-artifact-in-active-root,05_data_assets_integrations.xlsx sits in the active input root but is not in the template contract,05_data_assets_integrations.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/05_data_assets_integrations.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-004,skyharbor-air,unregistered-artifact-in-active-root,06_infrastructure_platforms.xlsx sits in the active input root but is not in the template contract,06_infrastructure_platforms.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-005,skyharbor-air,unregistered-artifact-in-active-root,09_programs_initiatives.xlsx sits in the active input root but is not in the template contract,09_programs_initiatives.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-006,skyharbor-air,unregistered-artifact-in-active-root,12b_interview_initiative_metric_crosswalk.csv sits in the active input root but is not in the template contract,12b_interview_initiative_metric_crosswalk.csv,datasets/tenant-inputs/active/skyharbor-air/current/12b_interview_initiative_metric_crosswalk.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-007,skyharbor-air,unregistered-artifact-in-active-root,19_data_analytics_platform_maturity.csv sits in the active input root but is not in the template contract,19_data_analytics_platform_maturity.csv,datasets/tenant-inputs/active/skyharbor-air/current/19_data_analytics_platform_maturity.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-008,skyharbor-air,unregistered-artifact-in-active-root,19_data_analytics_platform_maturity.xlsx sits in the active input root but is not in the template contract,19_data_analytics_platform_maturity.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/19_data_analytics_platform_maturity.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-009,skyharbor-air,unregistered-artifact-in-active-root,20_itsm_ticket_sla_performance.csv sits in the active input root but is not in the template contract,20_itsm_ticket_sla_performance.csv,datasets/tenant-inputs/active/skyharbor-air/current/20_itsm_ticket_sla_performance.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-010,skyharbor-air,unregistered-artifact-in-active-root,SA08_AI_Benefits_Realization_Usage_Ledger.csv sits in the active input root but is not in the template contract,SA08_AI_Benefits_Realization_Usage_Ledger.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-011,skyharbor-air,unregistered-artifact-in-active-root,SA09_AI_Tool_Usage_Feed.csv sits in the active input root but is not in the template contract,SA09_AI_Tool_Usage_Feed.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA09_AI_Tool_Usage_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-012,skyharbor-air,unregistered-artifact-in-active-root,SA10_AI_Value_Interview_Evidence.csv sits in the active input root but is not in the template contract,SA10_AI_Value_Interview_Evidence.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA10_AI_Value_Interview_Evidence.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-013,skyharbor-air,unregistered-artifact-in-active-root,SA11_AI_KPI_Operational_Outcome_Feed.csv sits in the active input root but is not in the template contract,SA11_AI_KPI_Operational_Outcome_Feed.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
