tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,document_id,concept_ref,source_page,span_start,span_end,extracted_text,extraction_method,confidence,conflict_group_id,review_state,row_hash
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SLA-SCHEDULE-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SLA-SCHEDULE,service_level_kpi_schedule.claim-window,4,420,490,"Claims are due by day fifteen of the following month and must include breach row ID, supplier responsibility state, fee base, and reviewer decision.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,4a572469bda03df0d1d45694af67afc066bc41d7016649d0f4656798cf8097b7
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-PRICING-EXHIBIT-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.rate-card,1,120,190,"Rates include FTE/month, transaction, outcome, transition fee, retained-cost offset, volume band, UOM, effective period, and operative/superseded state.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,29c2988bffa9c7188a1518d0749f53265cb5370d089d36554e675271200991ce
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-PRICING-EXHIBIT-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.volume-bands,2,220,290,"Bands reset monthly by service tower. Minimum commitments may not be blended across claims intake, denial management, payment posting, and patient billing.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,5bce9ad2af0370c8d18c512a83041196fa51e5d3bbc06568fc449858f981d725
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-PRICING-EXHIBIT-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.uplift-and-cola,3,320,390,Annual uplift is capped at 3.5 percent after the first twelve months unless the renewal quote lowers the commercial baseline.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,f0f39a6ea3981e8f126b94608389cff00bf6ccd8cbc30053b59f794b4f1a9cab
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-PRICING-EXHIBIT-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.value-treatment,4,420,490,"Avoided, recoverable, negotiated, and finance-confirmed value are separate measures; unresolved conflicts block action and value claims.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,373134fb693d2b598be04754f931647e63cc1c21d3402a42fd2700d07e1e1d47
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-001-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-001,change_order_pricing_amendment.pricing-supersession,1,120,190,"This amendment supersedes the initial pricing exhibit only for listed service towers, UOMs, effective dates, and pricing line IDs.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,b2d6f4882ec4b434bf53e0a77dde8ae3d176a29532550b9e50c6bddba8dfc84a
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-001-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-001,change_order_pricing_amendment.changed-rates,2,220,290,claims intake and denial management move to current rates from 2027-01-01; AP variance recovery requires invoice line evidence and reviewer decision.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,b64d595426a61c978d2ed53d7ce3b845efd1b023066d477469179c20bf9512ee
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-001-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-001,change_order_pricing_amendment.approvals,3,320,390,"Procurement, Finance, service owner, and Legal approvals are required before vendor outreach references this amendment.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,ac11b887dade58ff148affa6095da7a40eff9848479d8e0e3d1a4ba5643a02b1
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-001-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-001,change_order_pricing_amendment.conflict-handling,4,420,490,"If AP, CLM, and pricing rows disagree, the conflict remains unresolved until a reviewer accepts a source-of-record decision.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,c3d6c355a8d170767e7bc20cc8b5a2a74e0d76439bac01b9292553e24f92b5af
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-002-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-002,scope_change_amendment.scope-supersession,1,120,190,"This amendment modifies scope for payment posting and patient billing, but does not add unlisted locations, subprocessors, or systems.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,e1d73f941ea413e1324c560e2348a7f62b8ca89f8fdf379b409ca1b82316eedd
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-002-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-002,scope_change_amendment.systems-and-interfaces,2,220,290,Supplier obligations attach to Epic Resolute and named workflow exports only; folder labels or contract family names are not evidence.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,856c72d8ca61b19f29daa0e1781c89c257457389ae0859981322419c24a004b9
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-002-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-002,scope_change_amendment.retained-work,3,320,390,Retained Meridian work cannot be silently priced as vendor work; transition-cost and retained-cost rows must stay separate.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,51850097141d834d2169cc04cca072dc9589d8372cc57394de9d7e7c916356a7
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-AMEND-002-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-002,scope_change_amendment.operational-acceptance,4,420,490,"Acceptance requires baseline, SLA, invoice, transition, risk/control, and Finance realization rows to reconcile.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,c2358ec510994ee9c7df2e8f3a650ea45fe0d6123bb0366a4340932523af12d6
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-TRANSITION-PLAN-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-TRANSITION-PLAN,transition_plan.wave-plan,1,120,190,"Waves cover discovery, design, knowledge transfer, pilot, cutover, stabilization, and exit-readiness with milestone IDs and acceptance gates.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,d4048a41d59535df8fe75fd9453d994d51f733d328b779b6c00dae3bc8e45cbc
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-TRANSITION-PLAN-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-TRANSITION-PLAN,transition_plan.knowledge-transfer,2,220,290,"KT artifacts include runbooks, recordings, access matrices, exception playbooks, outstanding risks, and retained-owner acceptance.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,8d6d0b9be6a0c6e414687c3863be4f630dba0568cc2a923835d6924ba7eccc0c
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-TRANSITION-PLAN-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-TRANSITION-PLAN,transition_plan.stabilization,3,320,390,"Stabilization requires two consecutive green months for SLA, quality, backlog, access controls, and invoice accuracy.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,04c1d37053cc19e291735571d2bf2b3b48460e5ba1195d0f2708b271abe016cb
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-TRANSITION-PLAN-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-TRANSITION-PLAN,transition_plan.exit-and-step-in,4,420,490,"Exit assistance includes data return, open-case handoff, role mapping, supplier access removal, and step-in operating procedures.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,3033d41ba90e3cdae1d95c507925409f4174d1b5dd0c35f4fdeadce7775e04cd
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SECURITY-CONTROL-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SECURITY-CONTROL,security_control_schedule.data-access,1,120,190,"Access is least-privilege, role-based, location-scoped, and recertified monthly. Employee, patient-adjacent, finance, supplier, and invoice data are separate classes.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,491946d68429961c4521f1e8ffaab57ca7c379a637ea79456114e924f243f368
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SECURITY-CONTROL-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SECURITY-CONTROL,security_control_schedule.control-evidence,2,220,290,"SOC2/ISO/HITRUST or equivalent control evidence must map to process, system, location, subprocessor, and exception owner.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,c182bfe4ec8afb4e58da58f0ec9fb22e31938b67523e8bf2cdf6ad583064e4db
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SECURITY-CONTROL-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SECURITY-CONTROL,security_control_schedule.segregation-of-duties,3,320,390,Supplier maker/checker and Meridian approval responsibilities must be separated for denial management and payment posting.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,bd2151e5735557f7baac67f779807a9e74f4591705b0f00e5d1c58d2d7fba44f
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SECURITY-CONTROL-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SECURITY-CONTROL,security_control_schedule.incident-notice,4,420,490,Material control or security incident notice is due within seventy-two hours of confirmation and blocks award/value gates until reviewed.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,d7e0e16c9333fda4383765e2cccba656383326f7a859120bb00de093ff261418
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-NOTICE-RENEWAL-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.notice-date,1,120,190,"The notice deadline is 2027-06-30; any Source event must show owner, delivery receipt, legal position, and renewal assumption before vendor outreach.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,9a30533d6125d80fc0d0ff6ad015c3bcc3fb65e76b0e171ccde20dcea75ecffb
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-NOTICE-RENEWAL-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.renewal-evidence,2,220,290,"Renewal quote rows must preserve quote ID, rate, UOM, volume band, assumptions, exceptions, and response date.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,02552f8ff0a841d695a53682281d1ab6a3e15201f78d4c49b637d88e1c33c47c
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-NOTICE-RENEWAL-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.termination-rights,3,320,390,"Termination rights depend on unresolved breach, transition failure, control exceptions, and approved retained operating model.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,f1942efd63e24ecd1c92a64805afc47b29a987e9d3638ed96ad4ac71ce0587cb
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-NOTICE-RENEWAL-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.decision-gate,4,420,490,No live-client claim or vendor instruction is approved by this synthetic package.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,07f206e47b2fe4f52ea7079b9582bed6108ef60376440fa3ef359e5d2b669ae9
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SIDE-LETTER-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SIDE-LETTER,side_letter_exception_log.exception-log,1,120,190,"The side letter records exceptions for MER-CTR-RCM-001; it does not supersede pricing, SLA, security, notice, or transition terms without amendment linkage.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,3deef3e12c0a036fdd409b87604cea88e2baf865c3a95fbf4724b7424b509d0e
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SIDE-LETTER-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SIDE-LETTER,side_letter_exception_log.commercial-concession,2,220,290,Temporary concession applies only to named period and source record. It cannot be converted into savings without Finance close proof.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,ab7efcecc3aa9a677881d7e601cec910c526b98ba319c2eb3149389db284d24a
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SIDE-LETTER-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SIDE-LETTER,side_letter_exception_log.legal-review-state,3,320,390,"Legal review state is preserved as accepted, disputed, or unresolved; unresolved items block action/value gates.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,c58d6f96ceb4c43d805867093e5292c516ec772c27494e8cc03a99d4eeb20ebc
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-RCM-001-SIDE-LETTER-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SIDE-LETTER,side_letter_exception_log.conflict-group,4,420,490,"Conflict group MER-CTR-RCM-001-CG-01 links fact assertions, reviewer decisions, and blocked cube measures.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,335816edb0cdc3ec873d7367e33d5defdc978e5578ebd901f7608b854f11c067
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-MSA-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-MSA,master_services_agreement.precedence-and-change-control,1,120,190,"The MSA controls unless an executed amendment names MER-CTR-HR-BPO-001, the clause number, the affected service tower, and the superseded document ID. Side letters cannot change price, SLA, notice, security, or termination rights without that explicit amendment reference.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,d9e43770d3fafa9ecb9c510ea8a5b56e92c24098953e4673ba0f4e0038d31d0a
