tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,contract_family_id,commercial_instrument_id,document_id,parent_document_id,document_role,precedence_rank,execution_status,effective_from,effective_to,supersedes_document_id,conflict_group_id,source_file_name,source_file_path,sha256,mapping_status,review_state
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-SIDE-LETTER,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SIDE-LETTER,DOC-MER-CTR-RCM-001-MSA,side_letter_exception_log,11,executed_synthetic,2027-01-01,2027-12-31,,CONFLICT-MER-CTR-RCM-001-CG-01,DOC-MER-CTR-RCM-001-SIDE-LETTER_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-SIDE-LETTER_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,1780fec6210d4de7d8092522d91a8fdb381c410d086d4f95ddbfa43bb8efe385,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-MSA,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-MSA,,master_services_agreement,1,executed_synthetic,2026-10-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-MSA_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-MSA_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,45506e31a99ef4ef4c8b44819e2eed34ca82babefb5651247f568ebe32c84084,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-SOW-CORE,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-CORE,DOC-MER-CTR-HR-BPO-001-MSA,statement_of_work_core,2,executed_synthetic,2026-10-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-SOW-CORE_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-SOW-CORE_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,82078d0ca3a5e637d3755c43a9c03b7d95535aba431b8e7a1dab8c78e9734a14,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS,DOC-MER-CTR-HR-BPO-001-MSA,service_operations_schedule,3,executed_synthetic,2026-10-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,4f6a09e1e59ada7b7832d9d8c2e257e96c7e3da43f669ddd971ae59b4d7e8788,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE,DOC-MER-CTR-HR-BPO-001-MSA,service_level_kpi_schedule,4,executed_synthetic,2026-10-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,37676fca3a8720232e4477d90027eab2025fc1c5bb46dc47e1c463b78bbadeec,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,DOC-MER-CTR-HR-BPO-001-MSA,pricing_rate_card_exhibit,5,executed_synthetic,2026-10-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,c92979788e26271e8e4d3615ecaf4493dff0d562d9f529a9aa8884eaf724168a,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-AMEND-001,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-001,DOC-MER-CTR-HR-BPO-001-MSA,change_order_pricing_amendment,6,executed_synthetic,2027-01-01,2029-09-30,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-AMEND-001_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-AMEND-001_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,21ff1479f96a9c2d1014fb8b4703a39b2c09837e56dfbf20f40150671a6305d3,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-AMEND-002,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-002,DOC-MER-CTR-HR-BPO-001-MSA,scope_change_amendment,7,executed_synthetic,2027-01-01,2029-09-30,DOC-MER-CTR-HR-BPO-001-SOW-CORE,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-AMEND-002_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-AMEND-002_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,7c464593497d1bcdba92124006bd102e2f6045426a0eee1fb04e51f85e238d22,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN,DOC-MER-CTR-HR-BPO-001-MSA,transition_plan,8,executed_synthetic,2027-01-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,046ef8f756879a82f2ab0cf790bbea4c0264531afd73ca52085023eea9b11fe3,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL,DOC-MER-CTR-HR-BPO-001-MSA,security_control_schedule,9,executed_synthetic,2027-01-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,686834722d44c00506ff0dc655750a2cb640134b616f9ae40272b2f9407cec98,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL,DOC-MER-CTR-HR-BPO-001-MSA,renewal_notice_termination_evidence,10,notice_or_quote_evidence,2027-01-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,d4fb615051ccd25450466d003580c69adacfd8093393197e388eb1dc580abf1d,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-HR-BPO-001-SIDE-LETTER,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MFAM-HR-OPERATIONS-PAYROLL-BENEFITS-BPO,MCI-MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SIDE-LETTER,DOC-MER-CTR-HR-BPO-001-MSA,side_letter_exception_log,11,executed_synthetic,2027-01-01,2029-09-30,,CONFLICT-MER-CTR-HR-BPO-001-CG-01,DOC-MER-CTR-HR-BPO-001-SIDE-LETTER_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,documents/DOC-MER-CTR-HR-BPO-001-SIDE-LETTER_PEOPLEBRIDGE-OPERATIONS-INC_SYNTHETIC.md,1a2a61717c06b4bf1d887db288bdbbe81da2f7789c24586199393a76da10f356,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-MSA,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-MSA,,master_services_agreement,1,executed_synthetic,2026-11-01,2029-10-31,,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-MSA_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-MSA_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,67910431600571277d809d68413306392757087080801e0b9d8bc1356e959d46,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-SOW-CORE,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-SOW-CORE,DOC-MER-CTR-FIN-BPO-001-MSA,statement_of_work_core,2,executed_synthetic,2026-11-01,2029-10-31,,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-SOW-CORE_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-SOW-CORE_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,7b61ba4671b229328ca0425c006456e767786b6bd8ce992a8f960221a5cee866,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-SOW-OPERATIONS,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-SOW-OPERATIONS,DOC-MER-CTR-FIN-BPO-001-MSA,service_operations_schedule,3,executed_synthetic,2026-11-01,2029-10-31,,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-SOW-OPERATIONS_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-SOW-OPERATIONS_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,2587903c711a214998774aedbbc0a7bfcf6398e3d24154e5be1484d73897e298,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-SLA-SCHEDULE,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-SLA-SCHEDULE,DOC-MER-CTR-FIN-BPO-001-MSA,service_level_kpi_schedule,4,executed_synthetic,2026-11-01,2029-10-31,,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-SLA-SCHEDULE_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-SLA-SCHEDULE_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,7b8012435f0f3003c5f143bb85758528346f3a9655919153c8486a48a86a56b7,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT,DOC-MER-CTR-FIN-BPO-001-MSA,pricing_rate_card_exhibit,5,executed_synthetic,2026-11-01,2029-10-31,,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,714a384f42d3190ed52f8496cf20cf644fb0c24a4648ddef3457cc4c293503e7,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-AMEND-001,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-AMEND-001,DOC-MER-CTR-FIN-BPO-001-MSA,change_order_pricing_amendment,6,executed_synthetic,2027-01-01,2029-10-31,DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-AMEND-001_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-AMEND-001_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,f700618d8f181ba5306000be361c394d6b94669b024f16d3041a7ecff76cca74,mapped_to_companion_contract_register,accepted_with_gate_control
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-FIN-BPO-001-AMEND-002,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MFAM-FINANCE-ACCOUNTING-OPERATIONS-BPO,MCI-MER-CTR-FIN-BPO-001,DOC-MER-CTR-FIN-BPO-001-AMEND-002,DOC-MER-CTR-FIN-BPO-001-MSA,scope_change_amendment,7,executed_synthetic,2027-01-01,2029-10-31,DOC-MER-CTR-FIN-BPO-001-SOW-CORE,CONFLICT-MER-CTR-FIN-BPO-001-CG-01,DOC-MER-CTR-FIN-BPO-001-AMEND-002_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,documents/DOC-MER-CTR-FIN-BPO-001-AMEND-002_LEDGERWORKS-MANAGED-FINANCE-_SYNTHETIC.md,4efd900c7a126091034cb6fc3cfd4dd0e86ce48f9730f2572a6f3cfa1fd90e30,mapped_to_companion_contract_register,accepted_with_gate_control
