tenant_key,contract_id,opportunity_id,calculation_run_id,input_name,input_value_numeric,input_value_text,input_unit,source_record_id,source_system,inclusion_state,review_state,input_rank
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-RECOVERY,CALC-MER-CTR-HR-BPO-001-001,ap_rate_variance_line,14208.33,AP-MER-CTR-HR-BPO-001-2026-12-2,USD,AP-MER-CTR-HR-BPO-001-2026-12-2,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-SLA-CREDIT,CALC-MER-CTR-HR-BPO-001-001,sla_credit_earned_line,4305.56,SLA-MER-CTR-HR-BPO-001-2026-07-cycle_time,USD,SLA-MER-CTR-HR-BPO-001-2026-07-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-SLA-CREDIT,CALC-MER-CTR-HR-BPO-001-001,sla_credit_earned_line,4305.56,SLA-MER-CTR-HR-BPO-001-2026-09-backlog_age,USD,SLA-MER-CTR-HR-BPO-001-2026-09-backlog_age,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-SLA-CREDIT,CALC-MER-CTR-HR-BPO-001-001,sla_credit_earned_line,4305.56,SLA-MER-CTR-HR-BPO-001-2026-10-quality,USD,SLA-MER-CTR-HR-BPO-001-2026-10-quality,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,3
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-SLA-CREDIT,CALC-MER-CTR-HR-BPO-001-001,sla_credit_earned_line,4305.56,SLA-MER-CTR-HR-BPO-001-2026-11-cycle_time,USD,SLA-MER-CTR-HR-BPO-001-2026-11-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,4
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-FINANCE-VALUE,CALC-MER-CTR-HR-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-HR-BPO-001-2027-Q1,USD,FIN-MER-CTR-HR-BPO-001-2027-Q1,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,1
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-FINANCE-VALUE,CALC-MER-CTR-HR-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-HR-BPO-001-2027-Q2,USD,FIN-MER-CTR-HR-BPO-001-2027-Q2,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,2
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-FINANCE-VALUE,CALC-MER-CTR-HR-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-HR-BPO-001-2027-Q3,USD,FIN-MER-CTR-HR-BPO-001-2027-Q3,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,3
meridian-health,MER-CTR-HR-BPO-001,OP-MER-CTR-HR-BPO-001-FINANCE-VALUE,CALC-MER-CTR-HR-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-HR-BPO-001-2027-Q4,USD,FIN-MER-CTR-HR-BPO-001-2027-Q4,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,4
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-RECOVERY,CALC-MER-CTR-FIN-BPO-001-001,ap_rate_variance_line,16270.83,AP-MER-CTR-FIN-BPO-001-2026-07-1,USD,AP-MER-CTR-FIN-BPO-001-2026-07-1,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-RECOVERY,CALC-MER-CTR-FIN-BPO-001-001,ap_rate_variance_line,16270.83,AP-MER-CTR-FIN-BPO-001-2026-12-2,USD,AP-MER-CTR-FIN-BPO-001-2026-12-2,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-SLA-CREDIT,CALC-MER-CTR-FIN-BPO-001-001,sla_credit_earned_line,4930.56,SLA-MER-CTR-FIN-BPO-001-2026-07-cycle_time,USD,SLA-MER-CTR-FIN-BPO-001-2026-07-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-SLA-CREDIT,CALC-MER-CTR-FIN-BPO-001-001,sla_credit_earned_line,4930.56,SLA-MER-CTR-FIN-BPO-001-2026-09-backlog_age,USD,SLA-MER-CTR-FIN-BPO-001-2026-09-backlog_age,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-SLA-CREDIT,CALC-MER-CTR-FIN-BPO-001-001,sla_credit_earned_line,4930.56,SLA-MER-CTR-FIN-BPO-001-2026-10-quality,USD,SLA-MER-CTR-FIN-BPO-001-2026-10-quality,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,3
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-SLA-CREDIT,CALC-MER-CTR-FIN-BPO-001-001,sla_credit_earned_line,4930.56,SLA-MER-CTR-FIN-BPO-001-2026-11-cycle_time,USD,SLA-MER-CTR-FIN-BPO-001-2026-11-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,4
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-FINANCE-VALUE,CALC-MER-CTR-FIN-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-FIN-BPO-001-2027-Q1,USD,FIN-MER-CTR-FIN-BPO-001-2027-Q1,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,1
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-FINANCE-VALUE,CALC-MER-CTR-FIN-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-FIN-BPO-001-2027-Q2,USD,FIN-MER-CTR-FIN-BPO-001-2027-Q2,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,2
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-FINANCE-VALUE,CALC-MER-CTR-FIN-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-FIN-BPO-001-2027-Q3,USD,FIN-MER-CTR-FIN-BPO-001-2027-Q3,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,3
meridian-health,MER-CTR-FIN-BPO-001,OP-MER-CTR-FIN-BPO-001-FINANCE-VALUE,CALC-MER-CTR-FIN-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-FIN-BPO-001-2027-Q4,USD,FIN-MER-CTR-FIN-BPO-001-2027-Q4,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,4
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-RECOVERY,CALC-MER-CTR-SC-BPO-001-001,ap_rate_variance_line,11343.75,AP-MER-CTR-SC-BPO-001-2026-07-1,USD,AP-MER-CTR-SC-BPO-001-2026-07-1,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-RECOVERY,CALC-MER-CTR-SC-BPO-001-001,ap_rate_variance_line,11343.75,AP-MER-CTR-SC-BPO-001-2026-12-2,USD,AP-MER-CTR-SC-BPO-001-2026-12-2,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-SLA-CREDIT,CALC-MER-CTR-SC-BPO-001-001,sla_credit_earned_line,3437.5,SLA-MER-CTR-SC-BPO-001-2026-07-cycle_time,USD,SLA-MER-CTR-SC-BPO-001-2026-07-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-SLA-CREDIT,CALC-MER-CTR-SC-BPO-001-001,sla_credit_earned_line,3437.5,SLA-MER-CTR-SC-BPO-001-2026-09-backlog_age,USD,SLA-MER-CTR-SC-BPO-001-2026-09-backlog_age,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-SLA-CREDIT,CALC-MER-CTR-SC-BPO-001-001,sla_credit_earned_line,3437.5,SLA-MER-CTR-SC-BPO-001-2026-10-quality,USD,SLA-MER-CTR-SC-BPO-001-2026-10-quality,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,3
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-SLA-CREDIT,CALC-MER-CTR-SC-BPO-001-001,sla_credit_earned_line,3437.5,SLA-MER-CTR-SC-BPO-001-2026-11-cycle_time,USD,SLA-MER-CTR-SC-BPO-001-2026-11-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,4
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SC-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SC-BPO-001-2027-Q1,USD,FIN-MER-CTR-SC-BPO-001-2027-Q1,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,1
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SC-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SC-BPO-001-2027-Q2,USD,FIN-MER-CTR-SC-BPO-001-2027-Q2,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,2
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SC-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SC-BPO-001-2027-Q3,USD,FIN-MER-CTR-SC-BPO-001-2027-Q3,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,3
meridian-health,MER-CTR-SC-BPO-001,OP-MER-CTR-SC-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SC-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SC-BPO-001-2027-Q4,USD,FIN-MER-CTR-SC-BPO-001-2027-Q4,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,4
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-RECOVERY,CALC-MER-CTR-SSO-BPO-001-001,ap_rate_variance_line,28416.67,AP-MER-CTR-SSO-BPO-001-2026-07-1,USD,AP-MER-CTR-SSO-BPO-001-2026-07-1,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-RECOVERY,CALC-MER-CTR-SSO-BPO-001-001,ap_rate_variance_line,28416.67,AP-MER-CTR-SSO-BPO-001-2026-12-2,USD,AP-MER-CTR-SSO-BPO-001-2026-12-2,Workday Finance / AP invoice-line companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-SLA-CREDIT,CALC-MER-CTR-SSO-BPO-001-001,sla_credit_earned_line,8611.11,SLA-MER-CTR-SSO-BPO-001-2026-07-cycle_time,USD,SLA-MER-CTR-SSO-BPO-001-2026-07-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,1
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-SLA-CREDIT,CALC-MER-CTR-SSO-BPO-001-001,sla_credit_earned_line,8611.11,SLA-MER-CTR-SSO-BPO-001-2026-09-backlog_age,USD,SLA-MER-CTR-SSO-BPO-001-2026-09-backlog_age,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,2
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-SLA-CREDIT,CALC-MER-CTR-SSO-BPO-001-001,sla_credit_earned_line,8611.11,SLA-MER-CTR-SSO-BPO-001-2026-10-quality,USD,SLA-MER-CTR-SSO-BPO-001-2026-10-quality,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,3
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-SLA-CREDIT,CALC-MER-CTR-SSO-BPO-001-001,sla_credit_earned_line,8611.11,SLA-MER-CTR-SSO-BPO-001-2026-11-cycle_time,USD,SLA-MER-CTR-SSO-BPO-001-2026-11-cycle_time,ServiceNow / operational KPI export companion extract,blocked_by_conflict,diagnosis_only,4
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SSO-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SSO-BPO-001-2027-Q1,USD,FIN-MER-CTR-SSO-BPO-001-2027-Q1,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,1
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SSO-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SSO-BPO-001-2027-Q2,USD,FIN-MER-CTR-SSO-BPO-001-2027-Q2,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,2
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SSO-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SSO-BPO-001-2027-Q3,USD,FIN-MER-CTR-SSO-BPO-001-2027-Q3,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,3
meridian-health,MER-CTR-SSO-BPO-001,OP-MER-CTR-SSO-BPO-001-FINANCE-VALUE,CALC-MER-CTR-SSO-BPO-001-001,finance_confirmed_period,0,FIN-MER-CTR-SSO-BPO-001-2027-Q4,USD,FIN-MER-CTR-SSO-BPO-001-2027-Q4,FP&A value ledger / close proof companion extract,blocked_or_zero,not_value_proven,4
