tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,supplier_id,po_number,invoice_number,invoice_line_id,service_period,service_tower_id,quantity,unit_of_measure,invoice_amount_usd,contract_rate_amount_usd,variance_amount_usd,payment_state,credit_linkage_state,source_owner,review_state
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-HR-BPO-001-2026-09-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MER-SUP-HR-001,PO-MER-CTR-HR-BPO-001-3,INV-MER-CTR-HR-BPO-001-2026-09-3,APLINE-MER-CTR-HR-BPO-001-2026-09-3,2026-09,SVC-MER-CTR-HR-BPO-001-3,1,monthly_service_fee,258333.33,258333.33,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-HR-BPO-001-2026-10-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MER-SUP-HR-001,PO-MER-CTR-HR-BPO-001-4,INV-MER-CTR-HR-BPO-001-2026-10-4,APLINE-MER-CTR-HR-BPO-001-2026-10-4,2026-10,SVC-MER-CTR-HR-BPO-001-4,1,monthly_service_fee,253683.33,258333.33,-4650,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-HR-BPO-001-2026-11-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MER-SUP-HR-001,PO-MER-CTR-HR-BPO-001-1,INV-MER-CTR-HR-BPO-001-2026-11-1,APLINE-MER-CTR-HR-BPO-001-2026-11-1,2026-11,SVC-MER-CTR-HR-BPO-001-1,1,monthly_service_fee,258333.33,258333.33,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-HR-BPO-001-2026-12-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MER-SUP-HR-001,PO-MER-CTR-HR-BPO-001-2,INV-MER-CTR-HR-BPO-001-2026-12-2,APLINE-MER-CTR-HR-BPO-001-2026-12-2,2026-12,SVC-MER-CTR-HR-BPO-001-2,1,monthly_service_fee,272541.67,258333.33,14208.33,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-HR-BPO-001-2027-01-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MER-SUP-HR-001,PO-MER-CTR-HR-BPO-001-3,INV-MER-CTR-HR-BPO-001-2027-01-3,APLINE-MER-CTR-HR-BPO-001-2027-01-3,2027-01,SVC-MER-CTR-HR-BPO-001-3,1,monthly_service_fee,253683.33,258333.33,-4650,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-HR-BPO-001-2027-02-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,MER-SUP-HR-001,PO-MER-CTR-HR-BPO-001-4,INV-MER-CTR-HR-BPO-001-2027-02-4,APLINE-MER-CTR-HR-BPO-001-2027-02-4,2027-02,SVC-MER-CTR-HR-BPO-001-4,1,monthly_service_fee,258333.33,258333.33,0,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2026-07-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-1,INV-MER-CTR-FIN-BPO-001-2026-07-1,APLINE-MER-CTR-FIN-BPO-001-2026-07-1,2026-07,SVC-MER-CTR-FIN-BPO-001-1,1,monthly_service_fee,312104.17,295833.33,16270.83,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2026-08-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-2,INV-MER-CTR-FIN-BPO-001-2026-08-2,APLINE-MER-CTR-FIN-BPO-001-2026-08-2,2026-08,SVC-MER-CTR-FIN-BPO-001-2,1,monthly_service_fee,295833.33,295833.33,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2026-09-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-3,INV-MER-CTR-FIN-BPO-001-2026-09-3,APLINE-MER-CTR-FIN-BPO-001-2026-09-3,2026-09,SVC-MER-CTR-FIN-BPO-001-3,1,monthly_service_fee,295833.33,295833.33,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2026-10-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-4,INV-MER-CTR-FIN-BPO-001-2026-10-4,APLINE-MER-CTR-FIN-BPO-001-2026-10-4,2026-10,SVC-MER-CTR-FIN-BPO-001-4,1,monthly_service_fee,290508.33,295833.33,-5325,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2026-11-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-1,INV-MER-CTR-FIN-BPO-001-2026-11-1,APLINE-MER-CTR-FIN-BPO-001-2026-11-1,2026-11,SVC-MER-CTR-FIN-BPO-001-1,1,monthly_service_fee,295833.33,295833.33,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2026-12-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-2,INV-MER-CTR-FIN-BPO-001-2026-12-2,APLINE-MER-CTR-FIN-BPO-001-2026-12-2,2026-12,SVC-MER-CTR-FIN-BPO-001-2,1,monthly_service_fee,312104.17,295833.33,16270.83,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2027-01-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-3,INV-MER-CTR-FIN-BPO-001-2027-01-3,APLINE-MER-CTR-FIN-BPO-001-2027-01-3,2027-01,SVC-MER-CTR-FIN-BPO-001-3,1,monthly_service_fee,290508.33,295833.33,-5325,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-FIN-BPO-001-2027-02-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,MER-SUP-FIN-001,PO-MER-CTR-FIN-BPO-001-4,INV-MER-CTR-FIN-BPO-001-2027-02-4,APLINE-MER-CTR-FIN-BPO-001-2027-02-4,2027-02,SVC-MER-CTR-FIN-BPO-001-4,1,monthly_service_fee,295833.33,295833.33,0,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2026-07-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-1,INV-MER-CTR-SC-BPO-001-2026-07-1,APLINE-MER-CTR-SC-BPO-001-2026-07-1,2026-07,SVC-MER-CTR-SC-BPO-001-1,1,monthly_service_fee,217593.75,206250,11343.75,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2026-08-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-2,INV-MER-CTR-SC-BPO-001-2026-08-2,APLINE-MER-CTR-SC-BPO-001-2026-08-2,2026-08,SVC-MER-CTR-SC-BPO-001-2,1,monthly_service_fee,206250,206250,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2026-09-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-3,INV-MER-CTR-SC-BPO-001-2026-09-3,APLINE-MER-CTR-SC-BPO-001-2026-09-3,2026-09,SVC-MER-CTR-SC-BPO-001-3,1,monthly_service_fee,206250,206250,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2026-10-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-4,INV-MER-CTR-SC-BPO-001-2026-10-4,APLINE-MER-CTR-SC-BPO-001-2026-10-4,2026-10,SVC-MER-CTR-SC-BPO-001-4,1,monthly_service_fee,202537.5,206250,-3712.5,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2026-11-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-1,INV-MER-CTR-SC-BPO-001-2026-11-1,APLINE-MER-CTR-SC-BPO-001-2026-11-1,2026-11,SVC-MER-CTR-SC-BPO-001-1,1,monthly_service_fee,206250,206250,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2026-12-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-2,INV-MER-CTR-SC-BPO-001-2026-12-2,APLINE-MER-CTR-SC-BPO-001-2026-12-2,2026-12,SVC-MER-CTR-SC-BPO-001-2,1,monthly_service_fee,217593.75,206250,11343.75,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2027-01-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-3,INV-MER-CTR-SC-BPO-001-2027-01-3,APLINE-MER-CTR-SC-BPO-001-2027-01-3,2027-01,SVC-MER-CTR-SC-BPO-001-3,1,monthly_service_fee,202537.5,206250,-3712.5,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SC-BPO-001-2027-02-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,MER-SUP-SC-001,PO-MER-CTR-SC-BPO-001-4,INV-MER-CTR-SC-BPO-001-2027-02-4,APLINE-MER-CTR-SC-BPO-001-2027-02-4,2027-02,SVC-MER-CTR-SC-BPO-001-4,1,monthly_service_fee,206250,206250,0,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2026-07-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-1,INV-MER-CTR-SSO-BPO-001-2026-07-1,APLINE-MER-CTR-SSO-BPO-001-2026-07-1,2026-07,SVC-MER-CTR-SSO-BPO-001-1,1,monthly_service_fee,545083.33,516666.67,28416.67,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2026-08-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-2,INV-MER-CTR-SSO-BPO-001-2026-08-2,APLINE-MER-CTR-SSO-BPO-001-2026-08-2,2026-08,SVC-MER-CTR-SSO-BPO-001-2,1,monthly_service_fee,516666.67,516666.67,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2026-09-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-3,INV-MER-CTR-SSO-BPO-001-2026-09-3,APLINE-MER-CTR-SSO-BPO-001-2026-09-3,2026-09,SVC-MER-CTR-SSO-BPO-001-3,1,monthly_service_fee,516666.67,516666.67,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2026-10-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-4,INV-MER-CTR-SSO-BPO-001-2026-10-4,APLINE-MER-CTR-SSO-BPO-001-2026-10-4,2026-10,SVC-MER-CTR-SSO-BPO-001-4,1,monthly_service_fee,507366.67,516666.67,-9300,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2026-11-1,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-1,INV-MER-CTR-SSO-BPO-001-2026-11-1,APLINE-MER-CTR-SSO-BPO-001-2026-11-1,2026-11,SVC-MER-CTR-SSO-BPO-001-1,1,monthly_service_fee,516666.67,516666.67,0,paid,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2026-12-2,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-2,INV-MER-CTR-SSO-BPO-001-2026-12-2,APLINE-MER-CTR-SSO-BPO-001-2026-12-2,2026-12,SVC-MER-CTR-SSO-BPO-001-2,1,monthly_service_fee,545083.33,516666.67,28416.67,paid,candidate_recovery,Accounts Payable,diagnosis_only_conflict_blocked
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2027-01-3,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-3,INV-MER-CTR-SSO-BPO-001-2027-01-3,APLINE-MER-CTR-SSO-BPO-001-2027-01-3,2027-01,SVC-MER-CTR-SSO-BPO-001-3,1,monthly_service_fee,507366.67,516666.67,-9300,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
meridian-health,Workday Finance / AP invoice-line companion extract,ap_po_invoice_line,AP-MER-CTR-SSO-BPO-001-2027-02-4,extract-meridian-ap-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,MER-SUP-SSO-001,PO-MER-CTR-SSO-BPO-001-4,INV-MER-CTR-SSO-BPO-001-2027-02-4,APLINE-MER-CTR-SSO-BPO-001-2027-02-4,2027-02,SVC-MER-CTR-SSO-BPO-001-4,1,monthly_service_fee,516666.67,516666.67,0,approved_pending_payment,not_applicable,Accounts Payable,accepted_synthetic_fixture
