tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,period,process_name,location,process_volume,backlog_count,cycle_time_days,quality_rate,rework_rate,current_cost_to_serve_usd,source_owner,synthetic_formula_note,review_state
meridian-health,Epic Resolute operational baseline companion extract,process_baseline,BASE-MER-CTR-RCM-001-Q4-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,2027-Q4,patient billing,Denver service center,19800,645,7.35,0.95,0.07,1342500,Revenue Cycle Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q1-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q1,payroll cases,US HR service center,12000,420,4.8,0.97,0.05,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q1-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q1,benefits administration,Manila HR case pod,13700,475,5.5,0.96,0.06,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q1-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q1,onboarding,retained HR COE,15400,530,6.2,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q1-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q1,offboarding,US HR service center,17100,585,6.9,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q2-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q2,payroll cases,US HR service center,12900,440,4.95,0.97,0.05,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q2-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q2,benefits administration,Manila HR case pod,14600,495,5.65,0.96,0.06,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q2-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q2,onboarding,retained HR COE,16300,550,6.35,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q2-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q2,offboarding,US HR service center,18000,605,7.05,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q3-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q3,payroll cases,US HR service center,13800,460,5.1,0.97,0.05,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q3-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q3,benefits administration,Manila HR case pod,15500,515,5.8,0.96,0.06,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q3-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q3,onboarding,retained HR COE,17200,570,6.5,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q3-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q3,offboarding,US HR service center,18900,625,7.2,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q4-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q4,payroll cases,US HR service center,14700,480,5.25,0.97,0.05,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q4-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q4,benefits administration,Manila HR case pod,16400,535,5.95,0.96,0.06,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q4-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q4,onboarding,retained HR COE,18100,590,6.65,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday HCM operational baseline companion extract,process_baseline,BASE-MER-CTR-HR-BPO-001-Q4-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q4,offboarding,US HR service center,19800,645,7.35,0.95,0.07,946875,HR Shared Services Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q1-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q1,accounts payable,Denver finance hub,12000,420,4.8,0.97,0.05,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q1-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q1,month-end close,nearshore finance center,13700,475,5.5,0.96,0.06,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q1-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q1,reconciliations,retained controller team,15400,530,6.2,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q1-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q1,management reporting,Denver finance hub,17100,585,6.9,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q2-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q2,accounts payable,Denver finance hub,12900,440,4.95,0.97,0.05,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q2-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q2,month-end close,nearshore finance center,14600,495,5.65,0.96,0.06,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q2-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q2,reconciliations,retained controller team,16300,550,6.35,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q2-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q2,management reporting,Denver finance hub,18000,605,7.05,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q3-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q3,accounts payable,Denver finance hub,13800,460,5.1,0.97,0.05,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q3-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q3,month-end close,nearshore finance center,15500,515,5.8,0.96,0.06,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q3-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q3,reconciliations,retained controller team,17200,570,6.5,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q3-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q3,management reporting,Denver finance hub,18900,625,7.2,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q4-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q4,accounts payable,Denver finance hub,14700,480,5.25,0.97,0.05,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q4-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q4,month-end close,nearshore finance center,16400,535,5.95,0.96,0.06,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q4-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q4,reconciliations,retained controller team,18100,590,6.65,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Workday Finance operational baseline companion extract,process_baseline,BASE-MER-CTR-FIN-BPO-001-Q4-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q4,management reporting,Denver finance hub,19800,645,7.35,0.95,0.07,1056250,Accounting Operations Director,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q1-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q1,requisitions,hospital supply desk,12000,420,4.8,0.97,0.05,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q1-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q1,PO conversion,P2P command center,13700,475,5.5,0.96,0.06,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q1-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q1,invoice exceptions,retained sourcing desk,15400,530,6.2,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q1-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q1,vendor master,hospital supply desk,17100,585,6.9,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q2-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q2,requisitions,hospital supply desk,12900,440,4.95,0.97,0.05,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q2-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q2,PO conversion,P2P command center,14600,495,5.65,0.96,0.06,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q2-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q2,invoice exceptions,retained sourcing desk,16300,550,6.35,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q2-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q2,vendor master,hospital supply desk,18000,605,7.05,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q3-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q3,requisitions,hospital supply desk,13800,460,5.1,0.97,0.05,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q3-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q3,PO conversion,P2P command center,15500,515,5.8,0.96,0.06,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q3-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q3,invoice exceptions,retained sourcing desk,17200,570,6.5,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q3-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q3,vendor master,hospital supply desk,18900,625,7.2,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q4-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q4,requisitions,hospital supply desk,14700,480,5.25,0.97,0.05,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q4-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q4,PO conversion,P2P command center,16400,535,5.95,0.96,0.06,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q4-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q4,invoice exceptions,retained sourcing desk,18100,590,6.65,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,Coupa / ERP P2P operational baseline companion extract,process_baseline,BASE-MER-CTR-SC-BPO-001-Q4-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q4,vendor master,hospital supply desk,19800,645,7.35,0.95,0.07,742500,Procure-to-Pay Operations Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q1-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q1,cross-process governance,Denver retained hub,12000,420,4.8,0.97,0.05,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q1-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q1,labor transition,transition war room,13700,475,5.5,0.96,0.06,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q1-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q1,knowledge transfer,supplier delivery network,15400,530,6.2,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q1-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q1,exit readiness,Denver retained hub,17100,585,6.9,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q2-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q2,cross-process governance,Denver retained hub,12900,440,4.95,0.97,0.05,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
