tenant_key,dataset_version,evidence_link_id,contract_id,source_record_id,linked_entity_type,linked_entity_id,relationship_method,relationship_confidence,match_basis,candidate_rank,review_state,reviewer_role,effective_from,effective_to
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0011,MER-CTR-HR-BPO-001,PRICE-MER-CTR-HR-BPO-001-1,pricing_line,PL-MER-CTR-HR-BPO-001-1,declared_contract_id_source_record_and_steward_review,0.96,pricing line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0012,MER-CTR-HR-BPO-001,AP-MER-CTR-HR-BPO-001-2026-07-1,invoice_line,APLINE-MER-CTR-HR-BPO-001-2026-07-1,declared_contract_id_source_record_and_steward_review,0.96,invoice line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0013,MER-CTR-HR-BPO-001,SLA-MER-CTR-HR-BPO-001-2026-07-cycle_time,sla_event,SLA-MER-CTR-HR-BPO-001-2026-07-cycle_time,declared_contract_id_source_record_and_steward_review,0.96,SLA event declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0014,MER-CTR-HR-BPO-001,FIN-MER-CTR-HR-BPO-001-2027-Q1,finance_period,FIN-MER-CTR-HR-BPO-001-2027-Q1,declared_contract_id_source_record_and_steward_review,0.96,finance period declared contract ID,1,diagnosis_only,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0015,MER-CTR-FIN-BPO-001,CLM-MER-CTR-FIN-BPO-001,contract,MER-CTR-FIN-BPO-001,declared_contract_id_source_record_and_steward_review,0.96,contract register declared ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0016,MER-CTR-FIN-BPO-001,DOCINV-DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT,document,DOC-MER-CTR-FIN-BPO-001-PRICING-EXHIBIT,declared_contract_id_source_record_and_steward_review,0.96,document inventory declared ID and hash,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0017,MER-CTR-FIN-BPO-001,CLAUSE-DOC-MER-CTR-FIN-BPO-001-SLA-SCHEDULE-01,document_clause,DOC-MER-CTR-FIN-BPO-001-SLA-SCHEDULE,declared_contract_id_source_record_and_steward_review,0.96,page span clause extraction,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0018,MER-CTR-FIN-BPO-001,PRICE-MER-CTR-FIN-BPO-001-1,pricing_line,PL-MER-CTR-FIN-BPO-001-1,declared_contract_id_source_record_and_steward_review,0.96,pricing line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0019,MER-CTR-FIN-BPO-001,AP-MER-CTR-FIN-BPO-001-2026-07-1,invoice_line,APLINE-MER-CTR-FIN-BPO-001-2026-07-1,declared_contract_id_source_record_and_steward_review,0.96,invoice line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0020,MER-CTR-FIN-BPO-001,SLA-MER-CTR-FIN-BPO-001-2026-07-cycle_time,sla_event,SLA-MER-CTR-FIN-BPO-001-2026-07-cycle_time,declared_contract_id_source_record_and_steward_review,0.96,SLA event declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0021,MER-CTR-FIN-BPO-001,FIN-MER-CTR-FIN-BPO-001-2027-Q1,finance_period,FIN-MER-CTR-FIN-BPO-001-2027-Q1,declared_contract_id_source_record_and_steward_review,0.96,finance period declared contract ID,1,diagnosis_only,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0022,MER-CTR-SC-BPO-001,CLM-MER-CTR-SC-BPO-001,contract,MER-CTR-SC-BPO-001,declared_contract_id_source_record_and_steward_review,0.96,contract register declared ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0023,MER-CTR-SC-BPO-001,DOCINV-DOC-MER-CTR-SC-BPO-001-PRICING-EXHIBIT,document,DOC-MER-CTR-SC-BPO-001-PRICING-EXHIBIT,declared_contract_id_source_record_and_steward_review,0.96,document inventory declared ID and hash,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0024,MER-CTR-SC-BPO-001,CLAUSE-DOC-MER-CTR-SC-BPO-001-SLA-SCHEDULE-01,document_clause,DOC-MER-CTR-SC-BPO-001-SLA-SCHEDULE,declared_contract_id_source_record_and_steward_review,0.96,page span clause extraction,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0025,MER-CTR-SC-BPO-001,PRICE-MER-CTR-SC-BPO-001-1,pricing_line,PL-MER-CTR-SC-BPO-001-1,declared_contract_id_source_record_and_steward_review,0.96,pricing line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0026,MER-CTR-SC-BPO-001,AP-MER-CTR-SC-BPO-001-2026-07-1,invoice_line,APLINE-MER-CTR-SC-BPO-001-2026-07-1,declared_contract_id_source_record_and_steward_review,0.96,invoice line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0027,MER-CTR-SC-BPO-001,SLA-MER-CTR-SC-BPO-001-2026-07-cycle_time,sla_event,SLA-MER-CTR-SC-BPO-001-2026-07-cycle_time,declared_contract_id_source_record_and_steward_review,0.96,SLA event declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0028,MER-CTR-SC-BPO-001,FIN-MER-CTR-SC-BPO-001-2027-Q1,finance_period,FIN-MER-CTR-SC-BPO-001-2027-Q1,declared_contract_id_source_record_and_steward_review,0.96,finance period declared contract ID,1,diagnosis_only,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0029,MER-CTR-SSO-BPO-001,CLM-MER-CTR-SSO-BPO-001,contract,MER-CTR-SSO-BPO-001,declared_contract_id_source_record_and_steward_review,0.96,contract register declared ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0030,MER-CTR-SSO-BPO-001,DOCINV-DOC-MER-CTR-SSO-BPO-001-PRICING-EXHIBIT,document,DOC-MER-CTR-SSO-BPO-001-PRICING-EXHIBIT,declared_contract_id_source_record_and_steward_review,0.96,document inventory declared ID and hash,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0031,MER-CTR-SSO-BPO-001,CLAUSE-DOC-MER-CTR-SSO-BPO-001-SLA-SCHEDULE-01,document_clause,DOC-MER-CTR-SSO-BPO-001-SLA-SCHEDULE,declared_contract_id_source_record_and_steward_review,0.96,page span clause extraction,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0032,MER-CTR-SSO-BPO-001,PRICE-MER-CTR-SSO-BPO-001-1,pricing_line,PL-MER-CTR-SSO-BPO-001-1,declared_contract_id_source_record_and_steward_review,0.96,pricing line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0033,MER-CTR-SSO-BPO-001,AP-MER-CTR-SSO-BPO-001-2026-07-1,invoice_line,APLINE-MER-CTR-SSO-BPO-001-2026-07-1,declared_contract_id_source_record_and_steward_review,0.96,invoice line declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0034,MER-CTR-SSO-BPO-001,SLA-MER-CTR-SSO-BPO-001-2026-07-cycle_time,sla_event,SLA-MER-CTR-SSO-BPO-001-2026-07-cycle_time,declared_contract_id_source_record_and_steward_review,0.96,SLA event declared contract ID,1,accepted,AbarVa synthetic data steward,2027-01-01,
meridian-health,meridian-source-5-contract-layer-cube-proof-20260811,LINK-0035,MER-CTR-SSO-BPO-001,FIN-MER-CTR-SSO-BPO-001-2027-Q1,finance_period,FIN-MER-CTR-SSO-BPO-001-2027-Q1,declared_contract_id_source_record_and_steward_review,0.96,finance period declared contract ID,1,diagnosis_only,AbarVa synthetic data steward,2027-01-01,
