file,line,schema,table,full_table_name,sunset_status,classification_reason,next_action,owner_to_confirm,live_readback_required,parity_target,deletion_authorization_required
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,184,source_registry,source_native_identity,source_registry.source_native_identity,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,194,source_registry,source_manifest,source_registry.source_manifest,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,202,evidence,evidence_item,evidence.evidence_item,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,218,evidence,evidence_locator,evidence.evidence_locator,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,226,evidence,extracted_fragment,evidence.extracted_fragment,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,234,evidence,evidence_access_policy,evidence.evidence_access_policy,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,242,working,entity_candidate,working.entity_candidate,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,257,working,fact_candidate,working.fact_candidate,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,278,working,relationship_candidate,working.relationship_candidate,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,291,working,metric_candidate,working.metric_candidate,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,312,working,entity_resolution_candidate,working.entity_resolution_candidate,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,322,working,normalization_result,working.normalization_result,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,331,working,quarantine_item,working.quarantine_item,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,343,knowledge,entity,knowledge.entity,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,357,knowledge,entity_alias,knowledge.entity_alias,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,366,knowledge,entity_source_identity,knowledge.entity_source_identity,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,374,knowledge,organization,knowledge.organization,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,375,knowledge,facility,knowledge.facility,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,376,knowledge,capability,knowledge.capability,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,377,knowledge,process,knowledge.process,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,378,knowledge,application,knowledge.application,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,379,knowledge,platform,knowledge.platform,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,380,knowledge,data_domain,knowledge.data_domain,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,381,knowledge,data_product,knowledge.data_product,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,382,knowledge,data_asset,knowledge.data_asset,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,383,knowledge,pipeline,knowledge.pipeline,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,384,knowledge,vendor,knowledge.vendor,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,385,knowledge,contract,knowledge.contract,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,386,knowledge,program,knowledge.program,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,387,knowledge,risk,knowledge.risk,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,388,knowledge,control,knowledge.control,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,389,knowledge,ai_use_case,knowledge.ai_use_case,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,390,knowledge,decision,knowledge.decision,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,391,knowledge,policy,knowledge.policy,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,392,knowledge,constraint,knowledge.constraint,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,393,knowledge,assumption,knowledge.assumption,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,395,knowledge,relationship_type,knowledge.relationship_type,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,410,knowledge,fact_assertion,knowledge.fact_assertion,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,436,knowledge,relationship_assertion,knowledge.relationship_assertion,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,470,knowledge,relationship_evidence,knowledge.relationship_evidence,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,510,metrics,metric_definition,metrics.metric_definition,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,519,metrics,metric_observation,metrics.metric_observation,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,542,metrics,metric_target,metrics.metric_target,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,550,metrics,metric_attestation,metrics.metric_attestation,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,557,governance,review_decision,governance.review_decision,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,569,governance,authority_transition,governance.authority_transition,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,580,governance,knowledge_gap,governance.knowledge_gap,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,591,governance,knowledge_conflict,governance.knowledge_conflict,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,602,governance,completion_work_item,governance.completion_work_item,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,610,governance,supersession_record,governance.supersession_record,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,620,publication,domain_publication,publication.domain_publication,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,633,publication,domain_publication_item,publication.domain_publication_item,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,642,publication,knowledge_baseline,publication.knowledge_baseline,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,653,publication,knowledge_baseline_domain,publication.knowledge_baseline_domain,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,660,publication,publication_activation,publication.publication_activation,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,671,publication,publication_rollback,publication.publication_rollback,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,680,consumption,enterprise_brief,consumption.enterprise_brief,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,692,consumption,domain_overview,consumption.domain_overview,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,700,consumption,entity_inventory,consumption.entity_inventory,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,711,consumption,entity_detail,consumption.entity_detail,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,719,consumption,relationship_projection,consumption.relationship_projection,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,730,consumption,relationship_node_v1,consumption.relationship_node_v1,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,742,consumption,relationship_edge_v1,consumption.relationship_edge_v1,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,756,consumption,relationship_graph_v1,consumption.relationship_graph_v1,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,772,consumption,relationship_evidence_v1,consumption.relationship_evidence_v1,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,781,consumption,relationship_query_index_v1,consumption.relationship_query_index_v1,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,792,consumption,entity_impact_summary_v1,consumption.entity_impact_summary_v1,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,809,consumption,metric_projection,consumption.metric_projection,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,817,consumption,evidence_gap_projection,consumption.evidence_gap_projection,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
clients/hc-demo-new/18-phase2b3c-azure-lab-implementation/02-database-migrations/001_physical_model.sql,825,consumption,strategic_insight,consumption.strategic_insight,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
