record_id,business_unit,use_case_name,use_case_status,readiness_status,funding_status,measurement_status,risk_control_status,tower_tracking_status,evidence_id,source_fact_id
MER-V3-0021,cross_enterprise,Automated close and reporting: financial reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-V3-EVID-0120,fact:14_metrics_outcomes:MER-V3-0021
MER-SA07-10_AI_AUTOMATION_USE_CASES-0001,claims_and_eligibility,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0001,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0001
MER-SA07-10_AI_AUTOMATION_USE_CASES-0002,data_analytics_and_ai_platform,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0002,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0002
MER-SA07-10_AI_AUTOMATION_USE_CASES-0003,member_services_contact_center,CEO / Enterprise Strategy: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0003,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0003
MER-SA07-10_AI_AUTOMATION_USE_CASES-0004,clinical_operations,CEO / Enterprise Strategy: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0004,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0004
MER-SA07-10_AI_AUTOMATION_USE_CASES-0005,cross_enterprise,CEO / Enterprise Strategy: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0005,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0005
MER-SA07-10_AI_AUTOMATION_USE_CASES-0006,finance_revenue_cycle,CEO / Enterprise Strategy: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0006,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0006
MER-SA07-10_AI_AUTOMATION_USE_CASES-0007,cross_enterprise,CEO / Enterprise Strategy: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0007,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0007
MER-SA07-10_AI_AUTOMATION_USE_CASES-0008,claims_and_eligibility,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0008,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0008
MER-SA07-10_AI_AUTOMATION_USE_CASES-0009,data_analytics_and_ai_platform,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0009,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0009
MER-SA07-10_AI_AUTOMATION_USE_CASES-0010,member_services_contact_center,CEO / Enterprise Strategy: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0010,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0010
MER-SA07-10_AI_AUTOMATION_USE_CASES-0011,clinical_operations,CEO / Enterprise Strategy: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0011,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0011
MER-SA07-10_AI_AUTOMATION_USE_CASES-0012,cross_enterprise,CEO / Enterprise Strategy: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0012,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0012
MER-SA07-10_AI_AUTOMATION_USE_CASES-0013,finance_revenue_cycle,CFO / Finance & Value: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0013,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0013
MER-SA07-10_AI_AUTOMATION_USE_CASES-0014,member_services_contact_center,CFO / Finance & Value: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0014,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0014
MER-SA07-10_AI_AUTOMATION_USE_CASES-0015,clinical_operations,CFO / Finance & Value: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0015,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0015
MER-SA07-10_AI_AUTOMATION_USE_CASES-0016,finance_revenue_cycle,CFO / Finance & Value: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0016,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0016
MER-SA07-10_AI_AUTOMATION_USE_CASES-0017,finance_revenue_cycle,CFO / Finance & Value: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0017,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0017
MER-SA07-10_AI_AUTOMATION_USE_CASES-0018,finance_revenue_cycle,CFO / Finance & Value: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0018,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0018
MER-SA07-10_AI_AUTOMATION_USE_CASES-0019,finance_revenue_cycle,CFO / Finance & Value: AI Benefits Realization Ledger,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-9019,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0019
MER-SA07-10_AI_AUTOMATION_USE_CASES-0020,member_services_contact_center,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-9020,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0020
MER-SA07-10_AI_AUTOMATION_USE_CASES-0021,security_risk_and_compliance,CISO / Security: AI Governance / Model Risk Controls,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-9021,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0021
MER-SA07-10_AI_AUTOMATION_USE_CASES-0022,member_services_contact_center,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-9022,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0022
MER-SA07-10_AI_AUTOMATION_USE_CASES-0023,finance_revenue_cycle,CIO / Enterprise Technology: FY26 AI spend governance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-9023,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0023
MER-SA07-10_AI_AUTOMATION_USE_CASES-0024,finance_revenue_cycle,CFO / Finance & Value: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0024,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0024
MER-SA07-10_AI_AUTOMATION_USE_CASES-0025,member_services_contact_center,CIO / Enterprise Technology: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0025,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0025
MER-SA07-10_AI_AUTOMATION_USE_CASES-0026,clinical_operations,CIO / Enterprise Technology: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0026,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0026
MER-SA07-10_AI_AUTOMATION_USE_CASES-0027,cross_enterprise,CIO / Enterprise Technology: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0027,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0027
MER-SA07-10_AI_AUTOMATION_USE_CASES-0028,finance_revenue_cycle,CIO / Enterprise Technology: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0028,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0028
MER-SA07-10_AI_AUTOMATION_USE_CASES-0029,cross_enterprise,CIO / Enterprise Technology: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0029,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0029
MER-SA07-10_AI_AUTOMATION_USE_CASES-0030,claims_and_eligibility,CIO / Enterprise Technology: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0030,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0030
MER-SA07-10_AI_AUTOMATION_USE_CASES-0031,data_analytics_and_ai_platform,CIO / Enterprise Technology: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0031,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0031
MER-SA07-10_AI_AUTOMATION_USE_CASES-0032,member_services_contact_center,CIO / Enterprise Technology: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0032,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0032
MER-SA07-10_AI_AUTOMATION_USE_CASES-0033,clinical_operations,CIO / Enterprise Technology: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0033,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0033
MER-SA07-10_AI_AUTOMATION_USE_CASES-0034,cross_enterprise,CIO / Enterprise Technology: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0034,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0034
MER-SA07-10_AI_AUTOMATION_USE_CASES-0035,finance_revenue_cycle,CIO / Enterprise Technology: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0035,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0035
MER-SA07-10_AI_AUTOMATION_USE_CASES-0036,cross_enterprise,CIO / Enterprise Technology: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0036,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0036
MER-SA07-10_AI_AUTOMATION_USE_CASES-0037,clinical_operations,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0037,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0037
MER-SA07-10_AI_AUTOMATION_USE_CASES-0038,cloud_and_platform_engineering,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0038,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0038
MER-SA07-10_AI_AUTOMATION_USE_CASES-0039,finance_revenue_cycle,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0039,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0039
MER-SA07-10_AI_AUTOMATION_USE_CASES-0040,cloud_and_platform_engineering,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0040,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0040
MER-SA07-10_AI_AUTOMATION_USE_CASES-0041,claims_and_eligibility,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0041,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0041
MER-SA07-10_AI_AUTOMATION_USE_CASES-0042,data_analytics_and_ai_platform,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0042,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0042
MER-SA07-10_AI_AUTOMATION_USE_CASES-0043,member_services_contact_center,"CTO / Infrastructure, Cloud & Platform: Call center optimization",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0043,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0043
MER-SA07-10_AI_AUTOMATION_USE_CASES-0044,clinical_operations,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0044,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0044
MER-SA07-10_AI_AUTOMATION_USE_CASES-0045,cloud_and_platform_engineering,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0045,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0045
MER-SA07-10_AI_AUTOMATION_USE_CASES-0046,finance_revenue_cycle,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0046,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0046
MER-SA07-10_AI_AUTOMATION_USE_CASES-0047,cloud_and_platform_engineering,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0047,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0047
MER-SA07-10_AI_AUTOMATION_USE_CASES-0048,claims_and_eligibility,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0048,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0048
MER-SA07-10_AI_AUTOMATION_USE_CASES-0049,data_analytics_and_ai_platform,CDAO / Data & Analytics: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0049,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0049
MER-SA07-10_AI_AUTOMATION_USE_CASES-0050,finance_revenue_cycle,CDAO / Data & Analytics: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0050,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0050
MER-SA07-10_AI_AUTOMATION_USE_CASES-0051,data_analytics_and_ai_platform,CDAO / Data & Analytics: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0051,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0051
MER-SA07-10_AI_AUTOMATION_USE_CASES-0052,claims_and_eligibility,CDAO / Data & Analytics: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0052,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0052
MER-SA07-10_AI_AUTOMATION_USE_CASES-0053,data_analytics_and_ai_platform,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0053,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0053
MER-SA07-10_AI_AUTOMATION_USE_CASES-0054,member_services_contact_center,CDAO / Data & Analytics: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0054,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0054
MER-SA07-10_AI_AUTOMATION_USE_CASES-0055,clinical_operations,CDAO / Data & Analytics: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0055,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0055
MER-SA07-10_AI_AUTOMATION_USE_CASES-0056,data_analytics_and_ai_platform,CDAO / Data & Analytics: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0056,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0056
MER-SA07-10_AI_AUTOMATION_USE_CASES-0057,finance_revenue_cycle,CDAO / Data & Analytics: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0057,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0057
MER-SA07-10_AI_AUTOMATION_USE_CASES-0058,data_analytics_and_ai_platform,CDAO / Data & Analytics: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0058,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0058
MER-SA07-10_AI_AUTOMATION_USE_CASES-0059,claims_and_eligibility,CDAO / Data & Analytics: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0059,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0059
MER-SA07-10_AI_AUTOMATION_USE_CASES-0060,data_analytics_and_ai_platform,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0060,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0060
MER-SA07-10_AI_AUTOMATION_USE_CASES-0061,member_services_contact_center,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0061,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0061
MER-SA07-10_AI_AUTOMATION_USE_CASES-0062,member_services_contact_center,Chief Experience Officer / Member Experience: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0062,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0062
MER-SA07-10_AI_AUTOMATION_USE_CASES-0063,member_services_contact_center,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0063,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0063
MER-SA07-10_AI_AUTOMATION_USE_CASES-0064,member_services_contact_center,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0064,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0064
MER-SA07-10_AI_AUTOMATION_USE_CASES-0065,member_services_contact_center,Chief Experience Officer / Member Experience: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0065,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0065
MER-SA07-10_AI_AUTOMATION_USE_CASES-0066,member_services_contact_center,Chief Experience Officer / Member Experience: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0066,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0066
MER-SA07-10_AI_AUTOMATION_USE_CASES-0067,member_services_contact_center,Chief Experience Officer / Member Experience: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0067,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0067
MER-SA07-10_AI_AUTOMATION_USE_CASES-0068,member_services_contact_center,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0068,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0068
MER-SA07-10_AI_AUTOMATION_USE_CASES-0069,member_services_contact_center,Chief Experience Officer / Member Experience: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0069,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0069
MER-SA07-10_AI_AUTOMATION_USE_CASES-0070,member_services_contact_center,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0070,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0070
MER-SA07-10_AI_AUTOMATION_USE_CASES-0071,member_services_contact_center,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0071,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0071
