id,object_type,source_layer,tenant_id,client_key,source_basis,confidence_level,retrievability,agent_readiness_status,compatible
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0005,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0006,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0007,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0008,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0009,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0010,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0011,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0012,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0013,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0014,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0015,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0016,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0017,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0018,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0019,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0020,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0021,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0022,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0023,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0024,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0025,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0026,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0027,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0028,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0029,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0030,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0031,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0032,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0033,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0034,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0035,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0036,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0037,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0038,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0039,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0040,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0041,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0042,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0043,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0044,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0045,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0046,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0047,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0048,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0049,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0050,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0051,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0052,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0053,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0054,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0055,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0056,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0057,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0058,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0059,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0060,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0061,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0062,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0063,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0064,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0065,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0066,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0067,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0068,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0069,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0070,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0071,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0072,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0073,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0074,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0075,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0076,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0077,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0078,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0079,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0080,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0081,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0082,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0083,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0084,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0085,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0086,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0087,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0088,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0089,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0090,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0091,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0092,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0093,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0094,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0095,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0096,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0097,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0098,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0099,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0100,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0101,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0102,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0103,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0104,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0105,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0106,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0107,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0108,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0109,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0110,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0111,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0112,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0113,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0114,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0115,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0116,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0117,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0118,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0119,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0120,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0121,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0122,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0123,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0124,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0125,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0126,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0127,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0128,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
