gap_id,category,severity,description,source_file,source_record_id,source_fact_id,evidence_id,recommended_next_evidence
gap:110000,risk_or_control_gap,medium,No AI Assist production usage exists yet,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0022,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:120000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0022,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:130000,source_or_evidence_gap,medium,"Budget, program, and benefits ledger ties required",01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0023,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:140000,risk_or_control_gap,medium,AI spend is embedded across platforms,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0023,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:150000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0023,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:160000,source_or_evidence_gap,medium,FP&A validation and usage extracts required,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9019,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:170000,risk_or_control_gap,medium,AI spend can look adopted without released value,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9019,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:180000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9019,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:190000,source_or_evidence_gap,medium,"Approved business case, baseline, and PHI controls required",01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9020,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:200000,risk_or_control_gap,medium,platform spend could be mistaken for AI Assist funding,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9020,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:210000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9020,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:220000,source_or_evidence_gap,medium,"HITL, audit logging, and model-risk evidence required",01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9021,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:230000,risk_or_control_gap,medium,AI usage without audit controls creates compliance risk,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9021,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:240000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9021,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:250000,source_or_evidence_gap,medium,"AHT, FCR, transfer, CSAT, and QA baselines required",01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9022,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:260000,risk_or_control_gap,medium,No AI Assist production usage exists yet,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9022,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:270000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9022,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:280000,source_or_evidence_gap,medium,"Budget, program, and benefits ledger ties required",01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9023,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:290000,risk_or_control_gap,medium,AI spend is embedded across platforms,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9023,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:300000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-9023,fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-9023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:310000,source_or_evidence_gap,medium,FP&A validation and usage extracts required,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0019,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:320000,risk_or_control_gap,medium,AI spend can look adopted without released value,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0019,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:330000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0019,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:340000,source_or_evidence_gap,medium,"Approved business case, baseline, and PHI controls required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0020,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:350000,risk_or_control_gap,medium,platform spend could be mistaken for AI Assist funding,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0020,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:360000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0020,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:370000,source_or_evidence_gap,medium,"HITL, audit logging, and model-risk evidence required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0021,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:380000,risk_or_control_gap,medium,AI usage without audit controls creates compliance risk,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0021,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:390000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0021,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:400000,source_or_evidence_gap,medium,"AHT, FCR, transfer, CSAT, and QA baselines required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0022,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:410000,risk_or_control_gap,medium,No AI Assist production usage exists yet,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0022,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:420000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0022,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:430000,source_or_evidence_gap,medium,"Budget, program, and benefits ledger ties required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0023,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:440000,risk_or_control_gap,medium,AI spend is embedded across platforms,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0023,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:450000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-0023,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:460000,source_or_evidence_gap,medium,FP&A validation and usage extracts required,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9019,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:470000,risk_or_control_gap,medium,AI spend can look adopted without released value,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9019,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:480000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9019,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:490000,source_or_evidence_gap,medium,"Approved business case, baseline, and PHI controls required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9020,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:500000,risk_or_control_gap,medium,platform spend could be mistaken for AI Assist funding,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9020,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:510000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9020,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:520000,source_or_evidence_gap,medium,"HITL, audit logging, and model-risk evidence required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9021,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:530000,risk_or_control_gap,medium,AI usage without audit controls creates compliance risk,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9021,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:540000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9021,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:550000,source_or_evidence_gap,medium,"AHT, FCR, transfer, CSAT, and QA baselines required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9022,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:560000,risk_or_control_gap,medium,No AI Assist production usage exists yet,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9022,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:570000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9022,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:580000,source_or_evidence_gap,medium,"Budget, program, and benefits ledger ties required",02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9023,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:590000,risk_or_control_gap,medium,AI spend is embedded across platforms,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9023,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:600000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,02_org_ownership.csv,MER-SA07-02_ORG_OWNERSHIP-9023,fact:02_org_ownership:MER-SA07-02_ORG_OWNERSHIP-9023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:610000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0001,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0001,MER-SA07-INT-EVID-0001,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:620000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0002,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0002,MER-SA07-INT-EVID-0002,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:630000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0003,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0003,MER-SA07-INT-EVID-0003,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:640000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0004,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0004,MER-SA07-INT-EVID-0004,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:650000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0005,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0005,MER-SA07-INT-EVID-0005,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:660000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0006,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0006,MER-SA07-INT-EVID-0006,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:670000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0007,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0007,MER-SA07-INT-EVID-0007,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:680000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0008,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0008,MER-SA07-INT-EVID-0008,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:690000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0009,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0009,MER-SA07-INT-EVID-0009,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:700000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0010,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0010,MER-SA07-INT-EVID-0010,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:710000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0011,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0011,MER-SA07-INT-EVID-0011,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:720000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0012,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0012,MER-SA07-INT-EVID-0012,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:730000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0013,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0013,MER-SA07-INT-EVID-0013,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:740000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0014,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0014,MER-SA07-INT-EVID-0014,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:750000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0015,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0015,MER-SA07-INT-EVID-0015,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:760000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0016,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0016,MER-SA07-INT-EVID-0016,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:770000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0017,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0017,MER-SA07-INT-EVID-0017,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:780000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0018,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0018,MER-SA07-INT-EVID-0018,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:790000,source_or_evidence_gap,medium,FP&A validation and usage extracts required,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0019,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:800000,risk_or_control_gap,medium,AI spend can look adopted without released value,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0019,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:810000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0019,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:820000,source_or_evidence_gap,medium,"Approved business case, baseline, and PHI controls required",03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0020,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:830000,risk_or_control_gap,medium,platform spend could be mistaken for AI Assist funding,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0020,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:840000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,03_workforce_roles.csv,MER-SA07-03_WORKFORCE_ROLES-0020,fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
