evidence_id,source_file,record_id,status,resolved
MER-SA07-INT-EVID-0014,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0014,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0015,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0015,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0016,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0016,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0017,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0017,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0018,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0018,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-9019,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0019,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-9020,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0020,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-9021,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0021,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-9022,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0022,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-9023,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0023,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0024,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0024,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0025,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0025,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0026,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0026,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0027,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0027,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0028,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0028,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0029,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0029,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0030,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0030,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0031,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0031,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0032,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0032,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0033,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0033,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0034,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0034,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0035,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0035,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0036,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0036,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0037,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0037,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0038,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0038,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0039,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0039,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0040,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0040,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0041,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0041,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0042,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0042,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0043,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0043,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0044,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0044,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0045,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0045,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0046,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0046,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0047,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0047,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0048,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0048,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0049,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0049,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0050,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0050,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0051,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0051,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0052,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0052,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0053,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0053,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0054,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0054,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0055,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0055,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0056,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0056,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0057,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0057,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0058,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0058,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0059,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0059,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0060,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0060,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0061,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0061,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0062,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0062,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0063,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0063,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0064,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0064,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0065,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0065,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0066,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0066,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0067,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0067,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0068,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0068,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0069,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0069,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0070,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0070,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0071,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0071,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0072,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0072,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0073,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0073,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0074,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0074,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0075,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0075,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0076,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0076,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0077,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0077,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0078,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0078,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0079,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0079,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0080,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0080,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0081,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0081,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0082,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0082,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0083,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0083,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0084,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0084,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0085,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0085,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0086,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0086,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0087,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0087,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0088,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0088,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0089,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0089,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0090,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0090,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0091,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0091,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0092,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0092,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0093,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0093,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0094,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0094,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0095,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0095,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0096,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0096,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0097,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0097,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0098,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0098,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0099,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0099,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0100,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0100,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0101,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0101,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0102,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0102,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0103,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0103,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0104,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0104,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0105,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0105,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0106,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0106,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0107,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0107,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0108,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0108,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0109,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0109,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0110,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0110,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0111,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0111,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0112,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0112,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0113,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0113,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0114,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0114,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0115,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0115,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0116,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0116,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0117,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0117,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0118,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0118,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0119,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0119,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0120,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0120,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0121,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0121,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0122,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0122,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0123,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0123,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0124,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0124,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0125,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0125,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0126,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0126,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0127,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0127,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0128,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0128,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0129,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0129,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0130,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0130,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0131,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0131,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0132,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0132,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0133,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0133,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0134,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0134,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0135,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0135,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0136,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0136,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0137,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0137,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0138,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0138,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0139,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0139,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0140,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0140,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0141,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0141,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0142,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0142,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0143,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0143,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0144,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0144,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0145,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0145,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0146,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0146,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0147,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0147,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0148,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0148,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0149,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0149,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0150,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0150,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0151,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0151,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0152,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0152,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0153,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0153,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0154,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0154,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0155,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0155,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0156,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0156,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0157,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0157,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0158,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0158,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0159,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0159,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0160,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0160,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0161,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0161,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0162,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0162,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0163,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0163,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0164,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0164,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0165,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0165,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0166,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0166,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0167,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0167,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0168,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0168,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0169,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0169,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0170,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0170,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0171,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0171,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0172,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0172,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0173,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0173,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0174,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0174,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0175,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0175,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0176,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0176,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0177,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0177,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0178,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0178,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0179,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0179,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0180,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0180,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0181,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0181,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0182,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0182,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0183,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0183,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0184,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0184,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0185,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0185,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0186,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0186,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0187,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0187,resolved_to_13_evidence_sources,true
MER-SA07-INT-EVID-0188,01_business_functions.csv,MER-SA07-01_BUSINESS_FUNCTIONS-0188,resolved_to_13_evidence_sources,true
