kpi_id,kpi_name,definition,formula,source_system_id,data_owner_person_id,business_owner_person_id,refresh_cadence,current_value,current_period,trend,target_fy2026,confidence,leading_or_lagging,tier,caveats,instrumentation_status,scope
kpi:golden:011,AI assist deflection rate #011,AI assist deflection rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:supply_chain-011,person:golden:benedict-osei,person:golden:noor-haidari,Monthly,50.0%,FY2026 Q3-to-date,Flat,60.0%,0.75,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:012,AI assist containment rate #012,AI assist containment rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:telehealth-012,person:golden:carmen-delrio,person:golden:walter-pemberton,Quarterly,51.1%,FY2026 Q3-to-date,Declining,61.1%,0.85,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:013,Contact center average handle time #013,Contact center average handle time measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:pharmacy-013,person:golden:isadora-veltri,person:golden:yolanda-esparza,Weekly,52.2%,FY2026 Q3-to-date,Improving,62.2%,0.55,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:014,EHR clinician satisfaction (KLAS-style) #014,EHR clinician satisfaction (KLAS-style) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:imaging-014,person:golden:noor-haidari,person:golden:desmond-attah,Monthly,53.3%,FY2026 Q3-to-date,Flat,63.3%,0.65,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:015,Cost per member per month #015,Cost per member per month measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:lab-015,person:golden:walter-pemberton,person:golden:daniel-oyelaran,Quarterly,54.4%,FY2026 Q3-to-date,Declining,64.4%,0.75,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:016,STAR measure composite #016,STAR measure composite measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:care_management-016,person:golden:yolanda-esparza,person:golden:mei-fujimoto,Weekly,55.5%,FY2026 Q3-to-date,Improving,65.5%,0.85,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:017,HCAHPS composite score #017,HCAHPS composite score measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:provider_network-017,person:golden:desmond-attah,person:golden:tobias-lindqvist,Monthly,56.6%,FY2026 Q3-to-date,Flat,66.6%,0.55,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:018,ED-to-inpatient conversion rate #018,ED-to-inpatient conversion rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:actuarial-018,person:golden:daniel-oyelaran,person:golden:aisha-boateng,Quarterly,57.7%,FY2026 Q3-to-date,Declining,67.7%,0.65,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:019,Nurse turnover rate #019,Nurse turnover rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:digital_front_door-019,person:golden:mei-fujimoto,person:golden:ravi-chandrasekaran,Weekly,58.8%,FY2026 Q3-to-date,Improving,68.8%,0.75,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:020,Physician burnout index #020,Physician burnout index measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:ai_ml_platform-020,person:golden:tobias-lindqvist,person:golden:helena-kowalczyk,Monthly,59.9%,FY2026 Q3-to-date,Flat,69.9%,0.85,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:021,Data platform uptime #021,Data platform uptime measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:clinical_ehr-021,person:golden:aisha-boateng,person:golden:samuel-brightwater,Quarterly,60.0%,FY2026 Q3-to-date,Declining,70.0%,0.55,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:022,Integration failure rate #022,Integration failure rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:clinical_reporting-022,person:golden:ravi-chandrasekaran,person:golden:renata-alves,Weekly,61.1%,FY2026 Q3-to-date,Improving,71.1%,0.65,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:023,Security incident MTTR #023,Security incident MTTR measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:revenue_cycle-023,person:golden:helena-kowalczyk,person:golden:oliver-mackenzie,Monthly,62.2%,FY2026 Q3-to-date,Flat,72.2%,0.75,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:024,Vendor SLA compliance rate #024,Vendor SLA compliance rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:claims_admin-024,person:golden:samuel-brightwater,person:golden:felicia-nakashima,Quarterly,63.3%,FY2026 Q3-to-date,Declining,73.3%,0.85,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:025,ALOS adjusted for observation conversion #025,ALOS adjusted for observation conversion measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:member_services-025,person:golden:renata-alves,person:golden:benedict-osei,Weekly,64.4%,FY2026 Q3-to-date,Improving,74.4%,0.55,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:026,30-day readmission rate #026,30-day readmission rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:population_health-026,person:golden:oliver-mackenzie,person:golden:carmen-delrio,Monthly,65.5%,FY2026 Q3-to-date,Flat,75.5%,0.65,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:027,Net promoter score - member #027,Net promoter score - member measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:data_platform-027,person:golden:felicia-nakashima,person:golden:isadora-veltri,Quarterly,66.6%,FY2026 Q3-to-date,Declining,76.6%,0.75,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:028,First-call resolution rate #028,First-call resolution rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:security-028,person:golden:benedict-osei,person:golden:noor-haidari,Weekly,67.7%,FY2026 Q3-to-date,Improving,77.7%,0.85,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:029,Claims auto-adjudication rate #029,Claims auto-adjudication rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:infrastructure-029,person:golden:carmen-delrio,person:golden:walter-pemberton,Monthly,68.8%,FY2026 Q3-to-date,Flat,78.8%,0.55,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:030,Denial rate (gross) #030,Denial rate (gross) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:hr_workforce-030,person:golden:isadora-veltri,person:golden:yolanda-esparza,Quarterly,69.9%,FY2026 Q3-to-date,Declining,79.9%,0.65,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:031,Denial rate (net) #031,Denial rate (net) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:finance_erp-031,person:golden:noor-haidari,person:golden:desmond-attah,Weekly,70.0%,FY2026 Q3-to-date,Improving,80.0%,0.75,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:032,Prior authorization turnaround time #032,Prior authorization turnaround time measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:supply_chain-032,person:golden:walter-pemberton,person:golden:daniel-oyelaran,Monthly,71.1%,FY2026 Q3-to-date,Flat,81.1%,0.85,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:033,Member digital engagement rate #033,Member digital engagement rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:telehealth-033,person:golden:yolanda-esparza,person:golden:mei-fujimoto,Quarterly,72.2%,FY2026 Q3-to-date,Declining,82.2%,0.55,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:034,Care gap closure rate #034,Care gap closure rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:pharmacy-034,person:golden:desmond-attah,person:golden:tobias-lindqvist,Weekly,73.3%,FY2026 Q3-to-date,Improving,83.3%,0.65,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:035,AI assist deflection rate #035,AI assist deflection rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:imaging-035,person:golden:daniel-oyelaran,person:golden:aisha-boateng,Monthly,74.4%,FY2026 Q3-to-date,Flat,84.4%,0.75,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:036,AI assist containment rate #036,AI assist containment rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:lab-036,person:golden:mei-fujimoto,person:golden:ravi-chandrasekaran,Quarterly,75.5%,FY2026 Q3-to-date,Declining,85.5%,0.85,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:037,Contact center average handle time #037,Contact center average handle time measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:care_management-037,person:golden:tobias-lindqvist,person:golden:helena-kowalczyk,Weekly,76.6%,FY2026 Q3-to-date,Improving,86.6%,0.55,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:038,EHR clinician satisfaction (KLAS-style) #038,EHR clinician satisfaction (KLAS-style) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:provider_network-038,person:golden:aisha-boateng,person:golden:samuel-brightwater,Monthly,77.7%,FY2026 Q3-to-date,Flat,87.7%,0.65,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:039,Cost per member per month #039,Cost per member per month measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:actuarial-039,person:golden:ravi-chandrasekaran,person:golden:renata-alves,Quarterly,78.8%,FY2026 Q3-to-date,Declining,88.8%,0.75,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:040,STAR measure composite #040,STAR measure composite measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:digital_front_door-040,person:golden:helena-kowalczyk,person:golden:oliver-mackenzie,Weekly,79.9%,FY2026 Q3-to-date,Improving,89.9%,0.85,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:041,HCAHPS composite score #041,HCAHPS composite score measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:ai_ml_platform-041,person:golden:samuel-brightwater,person:golden:felicia-nakashima,Monthly,80.0%,FY2026 Q3-to-date,Flat,50.0%,0.55,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:042,ED-to-inpatient conversion rate #042,ED-to-inpatient conversion rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:clinical_ehr-042,person:golden:renata-alves,person:golden:benedict-osei,Quarterly,81.1%,FY2026 Q3-to-date,Declining,51.1%,0.65,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:043,Nurse turnover rate #043,Nurse turnover rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:clinical_reporting-043,person:golden:oliver-mackenzie,person:golden:carmen-delrio,Weekly,82.2%,FY2026 Q3-to-date,Improving,52.2%,0.75,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:044,Physician burnout index #044,Physician burnout index measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:revenue_cycle-044,person:golden:felicia-nakashima,person:golden:isadora-veltri,Monthly,83.3%,FY2026 Q3-to-date,Flat,53.3%,0.85,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:045,Data platform uptime #045,Data platform uptime measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:claims_admin-045,person:golden:benedict-osei,person:golden:noor-haidari,Quarterly,84.4%,FY2026 Q3-to-date,Declining,54.4%,0.55,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:046,Integration failure rate #046,Integration failure rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:member_services-046,person:golden:carmen-delrio,person:golden:walter-pemberton,Weekly,85.5%,FY2026 Q3-to-date,Improving,55.5%,0.65,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:047,Security incident MTTR #047,Security incident MTTR measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:population_health-047,person:golden:isadora-veltri,person:golden:yolanda-esparza,Monthly,86.6%,FY2026 Q3-to-date,Flat,56.6%,0.75,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:048,Vendor SLA compliance rate #048,Vendor SLA compliance rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:data_platform-048,person:golden:noor-haidari,person:golden:desmond-attah,Quarterly,87.7%,FY2026 Q3-to-date,Declining,57.7%,0.85,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:049,ALOS adjusted for observation conversion #049,ALOS adjusted for observation conversion measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:security-049,person:golden:walter-pemberton,person:golden:daniel-oyelaran,Weekly,88.8%,FY2026 Q3-to-date,Improving,58.8%,0.55,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:050,30-day readmission rate #050,30-day readmission rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:infrastructure-050,person:golden:yolanda-esparza,person:golden:mei-fujimoto,Monthly,89.9%,FY2026 Q3-to-date,Flat,59.9%,0.65,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:051,Net promoter score - member #051,Net promoter score - member measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:hr_workforce-051,person:golden:desmond-attah,person:golden:tobias-lindqvist,Quarterly,90.0%,FY2026 Q3-to-date,Declining,60.0%,0.75,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:052,First-call resolution rate #052,First-call resolution rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:finance_erp-052,person:golden:daniel-oyelaran,person:golden:aisha-boateng,Weekly,91.1%,FY2026 Q3-to-date,Improving,61.1%,0.85,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:053,Claims auto-adjudication rate #053,Claims auto-adjudication rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:supply_chain-053,person:golden:mei-fujimoto,person:golden:ravi-chandrasekaran,Monthly,92.2%,FY2026 Q3-to-date,Flat,62.2%,0.55,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:054,Denial rate (gross) #054,Denial rate (gross) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:telehealth-054,person:golden:tobias-lindqvist,person:golden:helena-kowalczyk,Quarterly,93.3%,FY2026 Q3-to-date,Declining,63.3%,0.65,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:055,Denial rate (net) #055,Denial rate (net) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:pharmacy-055,person:golden:aisha-boateng,person:golden:samuel-brightwater,Weekly,94.4%,FY2026 Q3-to-date,Improving,64.4%,0.75,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:056,Prior authorization turnaround time #056,Prior authorization turnaround time measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:imaging-056,person:golden:ravi-chandrasekaran,person:golden:renata-alves,Monthly,40.5%,FY2026 Q3-to-date,Flat,65.5%,0.85,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:057,Member digital engagement rate #057,Member digital engagement rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:lab-057,person:golden:helena-kowalczyk,person:golden:oliver-mackenzie,Quarterly,41.6%,FY2026 Q3-to-date,Declining,66.6%,0.55,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:058,Care gap closure rate #058,Care gap closure rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:care_management-058,person:golden:samuel-brightwater,person:golden:felicia-nakashima,Weekly,42.7%,FY2026 Q3-to-date,Improving,67.7%,0.65,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:059,AI assist deflection rate #059,AI assist deflection rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:provider_network-059,person:golden:renata-alves,person:golden:benedict-osei,Monthly,43.8%,FY2026 Q3-to-date,Flat,68.8%,0.75,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:060,AI assist containment rate #060,AI assist containment rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:actuarial-060,person:golden:oliver-mackenzie,person:golden:carmen-delrio,Quarterly,44.9%,FY2026 Q3-to-date,Declining,69.9%,0.85,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:061,Contact center average handle time #061,Contact center average handle time measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:digital_front_door-061,person:golden:felicia-nakashima,person:golden:isadora-veltri,Weekly,45.0%,FY2026 Q3-to-date,Improving,70.0%,0.55,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:062,EHR clinician satisfaction (KLAS-style) #062,EHR clinician satisfaction (KLAS-style) measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:ai_ml_platform-062,person:golden:benedict-osei,person:golden:noor-haidari,Monthly,46.1%,FY2026 Q3-to-date,Flat,71.1%,0.65,lagging,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:063,Cost per member per month #063,Cost per member per month measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:clinical_ehr-063,person:golden:carmen-delrio,person:golden:walter-pemberton,Quarterly,47.2%,FY2026 Q3-to-date,Declining,72.2%,0.75,leading,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:064,STAR measure composite #064,STAR measure composite measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:clinical_reporting-064,person:golden:isadora-veltri,person:golden:yolanda-esparza,Weekly,48.3%,FY2026 Q3-to-date,Improving,73.3%,0.85,lagging,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:065,HCAHPS composite score #065,HCAHPS composite score measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:revenue_cycle-065,person:golden:noor-haidari,person:golden:desmond-attah,Monthly,49.4%,FY2026 Q3-to-date,Flat,74.4%,0.55,leading,program,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
kpi:golden:066,ED-to-inpatient conversion rate #066,ED-to-inpatient conversion rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:claims_admin-066,person:golden:walter-pemberton,person:golden:daniel-oyelaran,Quarterly,50.5%,FY2026 Q3-to-date,Declining,75.5%,0.65,lagging,enterprise,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,provider
kpi:golden:067,Nurse turnover rate #067,Nurse turnover rate measured for AbarVa Golden Health System with healthcare-specific caveats (synthetic fixture).,Numerator / denominator per owner-approved definition; see caveats.,system:golden:member_services-067,person:golden:yolanda-esparza,person:golden:mei-fujimoto,Weekly,51.6%,FY2026 Q3-to-date,Improving,76.6%,0.75,leading,department,Synthetic Golden Move fixture KPI; not a real client measurement.,measured,plan
