tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-holdings,MuleSoft Integration Hub,,Enterprise integration and API management,Enterprise integration and API management,,,,modernizing,high,,VP Corporate Platforms,LH-VDR-SALESFORCE,API transactions;integration health,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,12,LH-SYS-MULESOFT,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,AI Governance Registry,,AI intake and model risk workflow,AI intake and model risk workflow,,,,build,medium,,VP Corporate Innovation IT and Data AI,LH-VDR-SERVICENOW,use cases;risk reviews;approval status,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,13,LH-SYS-AI-GOV,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Northline Warehouse WMS,,Warehouse execution,Warehouse execution,,,,modernizing,high,,Northline CIO,LH-VDR-MANHATTAN,orders;inventory;pick labor,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,14,LH-SYS-NORTH-WMS,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Northline TMS,,Transportation planning and dispatch,Transportation planning and dispatch,,,,scale,high,,Northline CIO,LH-VDR-BLUEYONDER,loads;routes;carrier performance,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,15,LH-SYS-NORTH-TMS,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Northline Fleet Telematics,,Fleet telemetry and safety,Fleet telemetry and safety,,,,scale,medium,,Northline CIO,LH-VDR-GEOTAB,vehicle telemetry;driver events,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,16,LH-SYS-NORTH-TELE,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Brightmark Salesforce CRM,,Client pipeline and account operations,Client pipeline and account operations,,,,scale,high,,Brightmark CIO,LH-VDR-SALESFORCE,accounts;opportunities;client health,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,17,LH-SYS-CREST-CRM,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Brightmark Professional Services Automation,,Project margin and resource planning,Project margin and resource planning,,,,modernizing,high,,Brightmark CIO,LH-VDR-KANTATA,projects;time;margin;resource plan,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,18,LH-SYS-CREST-PSA,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Brightmark Marketing Automation,,Campaign orchestration,Campaign orchestration,,,,scale,medium,,Brightmark CIO,LH-VDR-ADOBE,campaigns;leads;content performance,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,19,LH-SYS-CREST-MKT,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Forge & Field SAP S/4,,Consumer products ERP and planning,Consumer products ERP and planning,,,,modernizing,high,,Forge & Field CIO,LH-VDR-SAP,orders;inventory;costs;production plan,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,20,LH-SYS-RIV-ERP,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Forge & Field DTC Commerce,,Direct-to-consumer storefront and order capture,Direct-to-consumer storefront and order capture,,,,scale,high,,Forge & Field CIO,LH-VDR-SHOPIFY,orders;customer behavior;conversion,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,21,LH-SYS-RIV-DTC,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Forge & Field Demand Planning,,Forecasting and supply planning,Forecasting and supply planning,,,,build,high,,Forge & Field CIO,LH-VDR-BLUEYONDER,forecast;inventory;replenishment,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,22,LH-SYS-RIV-DEMAND,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry Field Service,,Technician dispatch and service execution,Technician dispatch and service execution,,,,modernizing,high,,Great Lakes Pantry IT Director,LH-VDR-SERVICEMAX,work orders;technician status;parts usage,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,23,LH-SYS-ARB-FSM,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry Workforce Scheduling,,Technician and field workforce planning,Technician and field workforce planning,,,,scale,medium,,Great Lakes Pantry IT Director,LH-VDR-UKG,schedules;availability;overtime,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,24,LH-SYS-ARB-SCHED,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry Billing Platform,,Billing leakage and revenue operations,Billing leakage and revenue operations,,,,modernizing,high,,Great Lakes Pantry IT Director,LH-VDR-ZUORA,invoices;usage;credits;collections,,,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,enterprise-pack,25,LH-SYS-ARB-BILL,synthetic-demo,003fc9febecc55d65203529715f2ec7c46118ea37c618b4c161e22853a8edd0a,retained_from_active_source,none
