tenant_key,spend_category,cost_center_or_owner,annual_spend_usd,run_change_transform_split,vendor_internal_split,value_driver,savings_opportunity_usd,confidence,calculation_basis,source_file,source_date,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-holdings,Brightmark IT FY26 change budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,12,LH-SPEND-LH-CRESTPOINT-CHANGE,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark IT FY26 spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,13,LH-SPEND-LH-CRESTPOINT-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field IT FY26 annual IT budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,14,LH-SPEND-LH-RIVERTON-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field IT FY26 run budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,15,LH-SPEND-LH-RIVERTON-RUN,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field IT FY26 change budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,16,LH-SPEND-LH-RIVERTON-CHANGE,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field IT FY26 spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,17,LH-SPEND-LH-RIVERTON-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry IT FY26 annual IT budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,18,LH-SPEND-LH-ARBORFIELD-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry IT FY26 run budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,19,LH-SPEND-LH-ARBORFIELD-RUN,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry IT FY26 change budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,20,LH-SPEND-LH-ARBORFIELD-CHANGE,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry IT FY26 spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,21,LH-SPEND-LH-ARBORFIELD-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Corporate Innovation IT and Data AI budget component,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,22,LH-SPEND-INNOV-COMPONENT,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline allocated corporate shared-services IT consumption,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,23,LH-SPEND-LH-NORTHLINE-ALLOC,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark allocated corporate shared-services IT consumption,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,24,LH-SPEND-LH-CRESTPOINT-ALLOC,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field allocated corporate shared-services IT consumption,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,25,LH-SPEND-LH-RIVERTON-ALLOC,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry allocated corporate shared-services IT consumption,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,26,LH-SPEND-LH-ARBORFIELD-ALLOC,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Corporate ERP and HCM controls modernization committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,27,LH-SPEND-LH-PGM-CORP-ERP-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Corporate ERP and HCM controls modernization spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,28,LH-SPEND-LH-PGM-CORP-ERP-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Corporate ERP and HCM controls modernization expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,29,LH-VALUE-LH-PGM-CORP-ERP-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Corporate ERP and HCM controls modernization measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,30,LH-VALUE-LH-PGM-CORP-ERP-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Treasury cash visibility standardization committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,31,LH-SPEND-LH-PGM-TREASURY-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Treasury cash visibility standardization spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,32,LH-SPEND-LH-PGM-TREASURY-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Treasury cash visibility standardization expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,33,LH-VALUE-LH-PGM-TREASURY-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Treasury cash visibility standardization measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,34,LH-VALUE-LH-PGM-TREASURY-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Legal contract lifecycle foundation committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,35,LH-SPEND-LH-PGM-LEGAL-CLM-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Legal contract lifecycle foundation spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,36,LH-SPEND-LH-PGM-LEGAL-CLM-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Legal contract lifecycle foundation expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,37,LH-VALUE-LH-PGM-LEGAL-CLM-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Legal contract lifecycle foundation measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,38,LH-VALUE-LH-PGM-LEGAL-CLM-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Portfolio data foundation committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,39,LH-SPEND-LH-PGM-DATA-FOUND-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Portfolio data foundation spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,40,LH-SPEND-LH-PGM-DATA-FOUND-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Portfolio data foundation expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,41,LH-VALUE-LH-PGM-DATA-FOUND-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Portfolio data foundation measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,42,LH-VALUE-LH-PGM-DATA-FOUND-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,AI governance and opportunity intake committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,43,LH-SPEND-LH-PGM-AI-GOV-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,AI governance and opportunity intake spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,44,LH-SPEND-LH-PGM-AI-GOV-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,AI governance and opportunity intake expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,45,LH-VALUE-LH-PGM-AI-GOV-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,AI governance and opportunity intake measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,46,LH-VALUE-LH-PGM-AI-GOV-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline warehouse automation analytics committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,47,LH-SPEND-LH-PGM-NORTH-WARE-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline warehouse automation analytics spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,48,LH-SPEND-LH-PGM-NORTH-WARE-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline warehouse automation analytics expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,49,LH-VALUE-LH-PGM-NORTH-WARE-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline warehouse automation analytics measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,50,LH-VALUE-LH-PGM-NORTH-WARE-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline transport visibility cockpit committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,51,LH-SPEND-LH-PGM-NORTH-TMS-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline transport visibility cockpit spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,52,LH-SPEND-LH-PGM-NORTH-TMS-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline transport visibility cockpit expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,53,LH-VALUE-LH-PGM-NORTH-TMS-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Northline transport visibility cockpit measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,54,LH-VALUE-LH-PGM-NORTH-TMS-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark project margin cockpit committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,55,LH-SPEND-LH-PGM-CREST-MARGIN-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark project margin cockpit spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,56,LH-SPEND-LH-PGM-CREST-MARGIN-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark project margin cockpit expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,57,LH-VALUE-LH-PGM-CREST-MARGIN-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark project margin cockpit measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,58,LH-VALUE-LH-PGM-CREST-MARGIN-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark proposal and creative GenAI assistant committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,59,LH-SPEND-LH-PGM-CREST-GENAI-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
