gov_id,initiative_id,model_count,model_risk_tier,hitl,bias_monitoring,drift_monitoring,reg_regime,responsible_ai_gate_status,source_file,source_row,value_source
GOV-0025,INIT-0052,1,3,N,Periodic,Periodic,NIST RMF,Conditional,family-7-outcome-intelligence/O06_ai-governance.csv,26,tenant_file
GOV-0026,INIT-0053,8,3,Y,Not Yet,Not Yet,Internal,Passed,family-7-outcome-intelligence/O06_ai-governance.csv,27,tenant_file
GOV-0027,INIT-0056,10,3,N,Periodic,Not Yet,NIST RMF,In Review,family-7-outcome-intelligence/O06_ai-governance.csv,28,tenant_file
GOV-0028,INIT-0058,6,2,N,Periodic,Not Yet,NIST RMF,Conditional,family-7-outcome-intelligence/O06_ai-governance.csv,29,tenant_file
GOV-0029,INIT-0059,1,3,N,Not Yet,Not Yet,NIST RMF,Conditional,family-7-outcome-intelligence/O06_ai-governance.csv,30,tenant_file
GOV-0030,INIT-0060,11,4,Y,Active,Not Yet,Internal,Passed,family-7-outcome-intelligence/O06_ai-governance.csv,31,tenant_file
GOV-0031,INIT-0063,5,3,Y,Periodic,Not Yet,EU AI Act,Not Started,family-7-outcome-intelligence/O06_ai-governance.csv,32,tenant_file
GOV-0032,INIT-0064,6,2,Y,Active,Periodic,Internal,Not Started,family-7-outcome-intelligence/O06_ai-governance.csv,33,tenant_file
GOV-0033,INIT-0065,7,2,N,Active,Not Yet,NIST RMF,In Review,family-7-outcome-intelligence/O06_ai-governance.csv,34,tenant_file
GOV-0034,INIT-0074,8,2,Y,Not Yet,Not Yet,EU AI Act,Conditional,family-7-outcome-intelligence/O06_ai-governance.csv,35,tenant_file
GOV-0035,INIT-0100,9,4,N,Not Yet,Not Yet,NIST RMF,In Review,family-7-outcome-intelligence/O06_ai-governance.csv,36,tenant_file
GOV-0036,INIT-0105,7,3,Y,Periodic,Periodic,Internal,Passed,family-7-outcome-intelligence/O06_ai-governance.csv,37,tenant_file
GOV-0037,INIT-0119,9,3,N,Not Yet,Not Yet,NIST RMF,Conditional,family-7-outcome-intelligence/O06_ai-governance.csv,38,tenant_file
