benefit_id,initiative_id,linked_metric_id,benefit_type,baseline,target,forecast,realized_to_date,unit,measurement_method,benefit_owner,realization_status,source_file,source_row,value_source
BEN-00012,INIT-0006,MET-0165,Productivity,94.8,127.6,123.6,98.1,%,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,13,tenant_file
BEN-00013,INIT-0006,MET-0158,Risk Reduction,132,173.9,155.5,72.4,hours,Survey-based,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,14,tenant_file
BEN-00014,INIT-0007,MET-0167,Productivity,49,61.1,61.7,15.7,pts,System telemetry,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,15,tenant_file
BEN-00015,INIT-0007,MET-0051,Compliance,132.1,168.5,146,58.8,$M,Modelled estimate,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,16,tenant_file
BEN-00016,INIT-0008,MET-0168,Risk Reduction,50.9,58,52,8.4,hours,Finance-validated,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,17,tenant_file
BEN-00017,INIT-0008,MET-0140,Compliance,118.6,130.9,130.1,27.2,pts,Finance-validated,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,18,tenant_file
BEN-00018,INIT-0008,MET-0155,Productivity,171.9,218.4,229,66,%,Finance-validated,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,19,tenant_file
BEN-00019,INIT-0009,MET-0013,Productivity,41.9,51.3,47.3,36.5,$M,Survey-based,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,20,tenant_file
BEN-00020,INIT-0009,MET-0151,Risk Reduction,126.3,170.1,176,40,%,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,21,tenant_file
BEN-00021,INIT-0009,MET-0031,Productivity,59.2,68.7,67.5,50.8,%,Finance-validated,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,22,tenant_file
BEN-00022,INIT-0010,MET-0123,Cost Takeout,71.7,85.1,72.6,52.8,pts,Finance-validated,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,23,tenant_file
BEN-00023,INIT-0010,MET-0138,Revenue,67,85.7,80.5,38,pts,Audit confirmation,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,24,tenant_file
BEN-00024,INIT-0011,MET-0158,Productivity,65.2,81.2,82.9,26.7,hours,Audit confirmation,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,25,tenant_file
BEN-00025,INIT-0011,MET-0163,Risk Reduction,41.8,45,46.7,0.8,%,System telemetry,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,26,tenant_file
BEN-00026,INIT-0012,MET-0177,Compliance,165.5,222.7,215.9,24.8,%,Audit confirmation,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,27,tenant_file
BEN-00027,INIT-0012,MET-0142,Risk Reduction,184.6,195.3,167.3,35,pts,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,28,tenant_file
BEN-00028,INIT-0012,MET-0149,Revenue,161.6,212.4,212.3,37.8,hours,Survey-based,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,29,tenant_file
BEN-00029,INIT-0013,MET-0077,Cost Takeout,136.2,187.9,179.7,124.5,%,Modelled estimate,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,30,tenant_file
BEN-00030,INIT-0013,MET-0050,Risk Reduction,81.3,91.7,93.7,25,%,Audit confirmation,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,31,tenant_file
BEN-00031,INIT-0013,MET-0060,Risk Reduction,44.1,54.8,52.3,12.5,hours,Survey-based,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,32,tenant_file
BEN-00032,INIT-0014,MET-0150,Cost Takeout,56.9,79.1,72.6,38,%,Modelled estimate,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,33,tenant_file
BEN-00033,INIT-0014,MET-0107,Revenue,125.5,135.2,127.9,60.3,%,Modelled estimate,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,34,tenant_file
BEN-00034,INIT-0014,MET-0025,Revenue,42.7,59.3,55.1,1.7,pts,Finance-validated,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,35,tenant_file
BEN-00035,INIT-0015,MET-0114,Risk Reduction,51.1,68.4,67.5,9.4,%,Audit confirmation,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,36,tenant_file
BEN-00036,INIT-0015,MET-0168,Risk Reduction,40.8,49.4,42.4,19.5,FTE,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,37,tenant_file
BEN-00037,INIT-0016,MET-0046,Cost Takeout,152.6,206,203.6,102.1,hours,System telemetry,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,38,tenant_file
BEN-00038,INIT-0016,MET-0059,Compliance,74.8,90.2,77.6,18.9,%,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,39,tenant_file
BEN-00039,INIT-0016,MET-0155,Productivity,162.5,223,231.2,37.4,hours,Audit confirmation,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,40,tenant_file
BEN-00040,INIT-0017,MET-0179,Productivity,124.9,149.7,156.4,32.5,FTE,Operational KPI delta,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,41,tenant_file
BEN-00041,INIT-0017,MET-0074,Cost Takeout,44.8,58.3,59.9,19.1,%,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,42,tenant_file
BEN-00042,INIT-0018,MET-0134,Risk Reduction,142.4,160.3,151.2,88.3,$M,Modelled estimate,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,43,tenant_file
BEN-00043,INIT-0018,MET-0010,Risk Reduction,190.2,242.1,248.4,23.3,$M,System telemetry,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,44,tenant_file
BEN-00044,INIT-0019,MET-0108,Compliance,114.7,130.3,122.6,62.5,FTE,Survey-based,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,45,tenant_file
BEN-00045,INIT-0019,MET-0180,Compliance,44.9,55,57.5,44.8,FTE,Survey-based,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,46,tenant_file
BEN-00046,INIT-0019,MET-0028,Risk Reduction,48.5,53.2,48.4,3.5,FTE,Modelled estimate,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,47,tenant_file
BEN-00047,INIT-0020,MET-0153,Productivity,114,136.4,138,52.9,$M,Operational KPI delta,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,48,tenant_file
BEN-00048,INIT-0020,MET-0018,Revenue,65.6,71.6,69.3,46.4,%,Audit confirmation,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,49,tenant_file
BEN-00049,INIT-0020,MET-0157,Revenue,170.3,208,177.6,34.1,hours,Operational KPI delta,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,50,tenant_file
BEN-00050,INIT-0021,MET-0082,Risk Reduction,149.6,197.2,197.4,15.5,pts,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,51,tenant_file
BEN-00051,INIT-0021,MET-0177,Compliance,84.9,102,88.4,10.9,%,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,52,tenant_file
BEN-00052,INIT-0021,MET-0081,Revenue,157.5,169.1,154.1,107.4,FTE,Audit confirmation,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,53,tenant_file
BEN-00053,INIT-0022,MET-0180,Compliance,182.4,225,234.5,178.4,hours,Finance-validated,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,54,tenant_file
BEN-00054,INIT-0022,MET-0096,Revenue,115.9,160.2,146.8,4.8,FTE,Audit confirmation,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,55,tenant_file
BEN-00055,INIT-0023,MET-0162,Compliance,73.7,79.5,73.3,25.4,FTE,Finance-validated,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,56,tenant_file
BEN-00056,INIT-0023,MET-0139,Revenue,96.3,110.6,98.4,48.2,pts,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,57,tenant_file
BEN-00057,INIT-0023,MET-0033,Risk Reduction,42.5,58.5,50.6,11.1,hours,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,58,tenant_file
BEN-00058,INIT-0024,MET-0117,Productivity,178.9,188.7,183.7,79.2,hours,Operational KPI delta,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,59,tenant_file
BEN-00059,INIT-0024,MET-0062,Revenue,199.1,220.4,211.1,8.5,$M,Audit confirmation,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,60,tenant_file
BEN-00060,INIT-0024,MET-0074,Compliance,154.7,168,146.9,77,hours,Survey-based,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,61,tenant_file
BEN-00061,INIT-0025,MET-0032,Compliance,163.2,207,215.4,56.6,hours,Operational KPI delta,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,62,tenant_file
BEN-00062,INIT-0025,MET-0032,Compliance,113.1,124.2,127.1,59.6,FTE,Finance-validated,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,63,tenant_file
BEN-00063,INIT-0026,MET-0137,Compliance,129.7,137.7,127.1,87.1,pts,Audit confirmation,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,64,tenant_file
BEN-00064,INIT-0026,MET-0042,Revenue,119.1,166.4,147.2,101.5,%,Modelled estimate,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,65,tenant_file
BEN-00065,INIT-0027,MET-0122,Revenue,124,153.1,130.4,34.6,hours,Audit confirmation,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,66,tenant_file
BEN-00066,INIT-0027,MET-0154,Revenue,170,211.8,215.5,168.4,$M,Modelled estimate,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,67,tenant_file
BEN-00067,INIT-0027,MET-0136,Productivity,43.4,51.1,44.5,12.5,$M,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,68,tenant_file
BEN-00068,INIT-0028,MET-0096,Risk Reduction,186.1,198.8,170.4,94.3,%,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,69,tenant_file
BEN-00069,INIT-0028,MET-0050,Cost Takeout,119.9,155.3,135.2,91.7,%,Operational KPI delta,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,70,tenant_file
BEN-00070,INIT-0028,MET-0127,Cost Takeout,60.3,66.8,57.3,16,FTE,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,71,tenant_file
BEN-00071,INIT-0029,MET-0138,Revenue,140.9,181.6,162.8,23.5,pts,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,72,tenant_file
BEN-00072,INIT-0029,MET-0029,Cost Takeout,67,87.8,79.3,5.5,FTE,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,73,tenant_file
BEN-00073,INIT-0029,MET-0123,Cost Takeout,187.5,220.5,218.8,124.9,pts,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,74,tenant_file
BEN-00074,INIT-0030,MET-0123,Revenue,196.5,208.4,209.6,118.8,FTE,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,75,tenant_file
BEN-00075,INIT-0030,MET-0174,Compliance,122.2,160,138.5,15.4,%,Modelled estimate,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,76,tenant_file
BEN-00076,INIT-0031,MET-0022,Risk Reduction,180.4,246.9,239.8,70.4,$M,Audit confirmation,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,77,tenant_file
BEN-00077,INIT-0031,MET-0004,Compliance,152.7,186.4,195.6,62.6,hours,Operational KPI delta,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,78,tenant_file
BEN-00078,INIT-0031,MET-0039,Cost Takeout,151.7,171,179.5,58.6,FTE,Audit confirmation,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,79,tenant_file
BEN-00079,INIT-0032,MET-0129,Cost Takeout,163.7,203.2,202,68.4,%,System telemetry,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,80,tenant_file
BEN-00080,INIT-0032,MET-0111,Compliance,166.2,218.6,226.8,70.7,hours,System telemetry,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,81,tenant_file
BEN-00081,INIT-0032,MET-0015,Compliance,147.6,178.4,165.9,61.9,pts,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,82,tenant_file
BEN-00082,INIT-0033,MET-0029,Cost Takeout,148.7,173.1,177.3,118.6,%,Audit confirmation,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,83,tenant_file
BEN-00083,INIT-0033,MET-0097,Risk Reduction,167.6,220.5,187.5,80.4,hours,System telemetry,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,84,tenant_file
BEN-00084,INIT-0033,MET-0019,Revenue,121,134,137.4,65.6,FTE,Audit confirmation,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,85,tenant_file
BEN-00085,INIT-0034,MET-0143,Risk Reduction,52.1,63.4,54.2,5.6,FTE,Finance-validated,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,86,tenant_file
BEN-00086,INIT-0034,MET-0072,Risk Reduction,77.2,81.5,70.9,28.3,$M,Audit confirmation,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,87,tenant_file
BEN-00087,INIT-0034,MET-0180,Productivity,151.2,210,199.4,111.2,$M,Operational KPI delta,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,88,tenant_file
BEN-00088,INIT-0035,MET-0070,Risk Reduction,116.3,139.6,144.8,26.8,hours,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,89,tenant_file
BEN-00089,INIT-0035,MET-0121,Productivity,184.2,236.2,204.5,128.8,%,Finance-validated,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,90,tenant_file
BEN-00090,INIT-0035,MET-0012,Productivity,124.6,131.2,114.7,35.7,$M,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,91,tenant_file
BEN-00091,INIT-0036,MET-0167,Cost Takeout,180.9,196.1,182.3,45.6,hours,System telemetry,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,92,tenant_file
BEN-00092,INIT-0036,MET-0136,Revenue,128.5,159.8,146.9,26.1,$M,Finance-validated,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,93,tenant_file
BEN-00093,INIT-0037,MET-0142,Revenue,132.8,159.5,141.7,39.5,FTE,System telemetry,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,94,tenant_file
BEN-00094,INIT-0037,MET-0087,Cost Takeout,178.6,201.5,191.4,137.7,%,Operational KPI delta,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,95,tenant_file
BEN-00095,INIT-0038,MET-0046,Risk Reduction,71.2,94,82.9,0.5,hours,System telemetry,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,96,tenant_file
BEN-00096,INIT-0038,MET-0145,Cost Takeout,199.9,245,251.3,105.9,pts,Finance-validated,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,97,tenant_file
BEN-00097,INIT-0038,MET-0049,Compliance,109.2,152.1,150.8,27.4,$M,Survey-based,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,98,tenant_file
BEN-00098,INIT-0039,MET-0040,Compliance,164.1,202.3,204.5,149.6,%,Survey-based,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,99,tenant_file
BEN-00099,INIT-0039,MET-0026,Productivity,61.3,68.1,58.8,16.2,%,Modelled estimate,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,100,tenant_file
BEN-00100,INIT-0039,MET-0107,Risk Reduction,166.4,181.7,177.2,60.8,%,Operational KPI delta,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,101,tenant_file
BEN-00101,INIT-0040,MET-0031,Compliance,115.7,154,149.3,18.7,FTE,Audit confirmation,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,102,tenant_file
BEN-00102,INIT-0040,MET-0124,Revenue,98.8,119,104.9,50.9,hours,Operational KPI delta,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,103,tenant_file
BEN-00103,INIT-0040,MET-0050,Revenue,91.6,108.8,96.5,61.5,$M,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,104,tenant_file
BEN-00104,INIT-0041,MET-0128,Cost Takeout,42.6,53.3,53.3,38.3,%,Operational KPI delta,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,105,tenant_file
BEN-00105,INIT-0041,MET-0170,Productivity,150,205.9,186.7,101.5,pts,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,106,tenant_file
BEN-00106,INIT-0041,MET-0171,Productivity,147.3,163.2,152.2,38.4,$M,Finance-validated,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,107,tenant_file
BEN-00107,INIT-0042,MET-0078,Productivity,53.6,60.8,52.7,4.4,hours,System telemetry,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,108,tenant_file
BEN-00108,INIT-0042,MET-0098,Revenue,170,228.2,237.3,138.8,$M,Modelled estimate,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,109,tenant_file
BEN-00109,INIT-0042,MET-0167,Risk Reduction,165,226.9,235.3,86.5,%,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,110,tenant_file
BEN-00110,INIT-0043,MET-0121,Productivity,54.4,74.2,77.4,44.5,FTE,Finance-validated,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,111,tenant_file
BEN-00111,INIT-0043,MET-0048,Risk Reduction,124.7,155.3,146.2,84.5,%,System telemetry,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,112,tenant_file
BEN-00112,INIT-0043,MET-0062,Revenue,76.3,93.4,96.3,21.9,%,Modelled estimate,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,113,tenant_file
BEN-00113,INIT-0044,MET-0138,Risk Reduction,175.3,218.4,187.4,115.9,$M,Operational KPI delta,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,114,tenant_file
BEN-00114,INIT-0044,MET-0172,Revenue,78.1,95.9,94,51.2,%,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,115,tenant_file
BEN-00115,INIT-0044,MET-0015,Productivity,114.1,153.3,138.1,75.1,pts,System telemetry,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,116,tenant_file
BEN-00116,INIT-0045,MET-0019,Revenue,78.2,103,88.8,35,hours,Survey-based,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,117,tenant_file
BEN-00117,INIT-0045,MET-0129,Compliance,80.4,102.5,88.3,54.2,%,Modelled estimate,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,118,tenant_file
BEN-00118,INIT-0046,MET-0095,Revenue,100.2,112,105.1,78.3,pts,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,119,tenant_file
BEN-00119,INIT-0046,MET-0108,Risk Reduction,54.4,75.6,66.5,16.1,hours,System telemetry,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,120,tenant_file
BEN-00120,INIT-0047,MET-0067,Productivity,99.1,111.4,96.1,42.7,hours,Modelled estimate,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,121,tenant_file
BEN-00121,INIT-0047,MET-0156,Revenue,157.8,207.9,192.8,18.5,%,Finance-validated,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,122,tenant_file
BEN-00122,INIT-0048,MET-0169,Compliance,71.4,89.9,79.8,47.8,hours,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,123,tenant_file
BEN-00123,INIT-0048,MET-0127,Revenue,178,212.9,209.8,130.4,$M,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,124,tenant_file
BEN-00124,INIT-0049,MET-0058,Risk Reduction,121.4,151.5,147.9,62,hours,Operational KPI delta,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,125,tenant_file
BEN-00125,INIT-0049,MET-0148,Revenue,54,74.2,74.2,7.1,%,Modelled estimate,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,126,tenant_file
BEN-00126,INIT-0050,MET-0076,Compliance,183.5,204.9,193.3,14.2,%,Modelled estimate,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,127,tenant_file
BEN-00127,INIT-0050,MET-0155,Productivity,51.9,69,59.3,24.2,$M,System telemetry,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,128,tenant_file
BEN-00128,INIT-0050,MET-0059,Revenue,154.2,164.6,154.1,2.2,pts,System telemetry,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,129,tenant_file
BEN-00129,INIT-0051,MET-0012,Productivity,79.2,84.1,84.3,53.1,$M,Operational KPI delta,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,130,tenant_file
BEN-00130,INIT-0051,MET-0137,Compliance,47.9,67,64.9,47.8,$M,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,131,tenant_file
BEN-00131,INIT-0051,MET-0067,Compliance,126.1,151.7,153.4,117.1,$M,Modelled estimate,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,132,tenant_file
BEN-00132,INIT-0052,MET-0022,Risk Reduction,141.3,160.7,138.8,73.4,$M,Finance-validated,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,133,tenant_file
BEN-00133,INIT-0052,MET-0116,Risk Reduction,57.1,63,63.5,9.6,%,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,134,tenant_file
BEN-00134,INIT-0053,MET-0080,Cost Takeout,60.3,73.1,74.6,13.5,%,Audit confirmation,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,135,tenant_file
BEN-00135,INIT-0053,MET-0028,Productivity,147.1,185.5,189.9,11.7,$M,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,136,tenant_file
BEN-00136,INIT-0053,MET-0091,Revenue,157.9,171.8,152.2,11.2,pts,Modelled estimate,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,137,tenant_file
BEN-00137,INIT-0054,MET-0101,Productivity,89.7,109.5,112.1,31.8,FTE,Operational KPI delta,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,138,tenant_file
BEN-00138,INIT-0054,MET-0045,Cost Takeout,180.3,239.8,244.8,162.1,hours,Audit confirmation,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,139,tenant_file
BEN-00139,INIT-0055,MET-0013,Risk Reduction,116.2,146.9,153.2,99.5,FTE,Survey-based,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,140,tenant_file
BEN-00140,INIT-0055,MET-0138,Cost Takeout,147.4,174.2,176.7,69.6,hours,Survey-based,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,141,tenant_file
BEN-00141,INIT-0055,MET-0044,Risk Reduction,67.6,92.2,90.4,30.2,%,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,142,tenant_file
BEN-00142,INIT-0056,MET-0149,Risk Reduction,74.1,102.3,102.8,80.1,%,Finance-validated,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,143,tenant_file
BEN-00143,INIT-0056,MET-0131,Compliance,156.8,210.5,217.7,156.7,FTE,Survey-based,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,144,tenant_file
