item_id,initiative_id,type,description,severity,likelihood,status,owner,due_date,mitigation,source_file,source_row,value_source
RAID-000029,INIT-0003,Issue,Issue: Scope creep from stakeholders,Critical,High,In Progress,Delivery Lead,2026-11-18,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,30,tenant_file
RAID-000030,INIT-0003,Risk,Risk: Regulatory approval pending,Low,Low,Open,Architecture,2026-07-15,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,31,tenant_file
RAID-000031,INIT-0003,Action,Action: Data quality below threshold,Medium,Medium,Escalated,Vendor Manager,2027-09-20,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,32,tenant_file
RAID-000032,INIT-0003,Dependency,Dependency: Dependency on platform team,Medium,Low,Open,Delivery Lead,2027-05-21,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,33,tenant_file
RAID-000033,INIT-0003,Risk,Risk: Key vendor resource availability,Low,High,Mitigated,Vendor Manager,2027-01-15,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,34,tenant_file
RAID-000034,INIT-0003,Action,Action: Change-adoption resistance,High,Medium,Mitigated,Business Owner,2026-04-16,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,35,tenant_file
RAID-000035,INIT-0004,Issue,Issue: Dependency on platform team,Medium,Medium,Closed,PMO,2027-04-14,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,36,tenant_file
RAID-000036,INIT-0004,Risk,Risk: Regulatory approval pending,Critical,Low,Escalated,Delivery Lead,2027-12-31,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,37,tenant_file
RAID-000037,INIT-0004,Risk,Risk: Third-party SLA risk,High,Low,In Progress,Delivery Lead,2027-03-19,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,38,tenant_file
RAID-000038,INIT-0004,Risk,Risk: Security finding to remediate,Critical,High,Closed,PMO,2026-01-02,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,39,tenant_file
RAID-000039,INIT-0004,Risk,Risk: Key vendor resource availability,Critical,High,In Progress,Security,2027-01-12,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,40,tenant_file
RAID-000040,INIT-0004,Decision,Decision: Regulatory approval pending,Low,Low,In Progress,Architecture,2027-02-20,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,41,tenant_file
RAID-000041,INIT-0004,Dependency,Dependency: Third-party SLA risk,High,High,Open,Business Owner,2026-10-25,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,42,tenant_file
RAID-000042,INIT-0004,Decision,Decision: Security finding to remediate,High,High,Open,Vendor Manager,2026-06-29,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,43,tenant_file
RAID-000043,INIT-0004,Action,Action: Integration test environment delay,Critical,High,Closed,Security,2026-03-07,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,44,tenant_file
RAID-000044,INIT-0004,Risk,Risk: Legacy interface instability,Medium,Medium,Escalated,Delivery Lead,2027-02-12,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,45,tenant_file
RAID-000045,INIT-0004,Action,Action: Budget overrun risk,Low,High,Mitigated,PMO,2027-08-31,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,46,tenant_file
RAID-000046,INIT-0004,Dependency,Dependency: Security finding to remediate,High,Low,Mitigated,Vendor Manager,2026-06-04,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,47,tenant_file
RAID-000047,INIT-0004,Dependency,Dependency: Third-party SLA risk,Medium,High,Mitigated,Data Lead,2027-08-03,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,48,tenant_file
RAID-000048,INIT-0004,Dependency,Dependency: Third-party SLA risk,High,Medium,Open,Business Owner,2027-02-12,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,49,tenant_file
RAID-000049,INIT-0005,Risk,Risk: Security finding to remediate,Critical,Low,In Progress,Security,2026-11-30,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,50,tenant_file
RAID-000050,INIT-0005,Issue,Issue: Skill gap in delivery team,High,Medium,In Progress,Business Owner,2026-03-26,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,51,tenant_file
RAID-000051,INIT-0005,Risk,Risk: Integration test environment delay,Critical,Low,Open,Security,2027-06-12,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,52,tenant_file
RAID-000052,INIT-0005,Risk,Risk: Dependency on platform team,Medium,Medium,Mitigated,Data Lead,2027-12-06,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,53,tenant_file
RAID-000053,INIT-0005,Decision,Decision: Regulatory approval pending,Low,High,Open,Architecture,2027-09-21,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,54,tenant_file
RAID-000054,INIT-0005,Action,Action: Third-party SLA risk,Low,Medium,Mitigated,Architecture,2026-03-18,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,55,tenant_file
RAID-000055,INIT-0005,Dependency,Dependency: Legacy interface instability,Medium,Medium,Mitigated,Security,2026-10-19,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,56,tenant_file
RAID-000056,INIT-0005,Action,Action: Data quality below threshold,Critical,Low,Mitigated,Vendor Manager,2026-02-13,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,57,tenant_file
RAID-000057,INIT-0005,Action,Action: Integration test environment delay,Critical,Low,Escalated,PMO,2027-11-26,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,58,tenant_file
RAID-000058,INIT-0005,Action,Action: Regulatory approval pending,Critical,High,Closed,PMO,2026-12-03,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,59,tenant_file
RAID-000059,INIT-0005,Risk,Risk: Integration test environment delay,Critical,Low,Open,PMO,2026-07-31,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,60,tenant_file
RAID-000060,INIT-0006,Risk,Risk: Integration test environment delay,Medium,High,Closed,Data Lead,2027-12-07,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,61,tenant_file
RAID-000061,INIT-0006,Action,Action: Regulatory approval pending,Critical,High,In Progress,Architecture,2027-07-15,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,62,tenant_file
RAID-000062,INIT-0006,Decision,Decision: Third-party SLA risk,Medium,Medium,In Progress,Delivery Lead,2027-02-27,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,63,tenant_file
RAID-000063,INIT-0006,Risk,Risk: Third-party SLA risk,Critical,Medium,Closed,Data Lead,2027-04-11,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,64,tenant_file
RAID-000064,INIT-0006,Issue,Issue: Integration test environment delay,High,Medium,In Progress,Delivery Lead,2027-10-27,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,65,tenant_file
RAID-000065,INIT-0006,Decision,Decision: Key vendor resource availability,Critical,Low,Mitigated,Security,2026-09-01,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,66,tenant_file
RAID-000066,INIT-0006,Decision,Decision: Integration test environment delay,Low,Medium,In Progress,Architecture,2027-12-11,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,67,tenant_file
RAID-000067,INIT-0006,Decision,Decision: Change-adoption resistance,Low,Medium,Escalated,Architecture,2026-09-01,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,68,tenant_file
RAID-000068,INIT-0006,Issue,Issue: Third-party SLA risk,Low,Medium,Escalated,PMO,2026-06-02,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,69,tenant_file
RAID-000069,INIT-0007,Dependency,Dependency: Security finding to remediate,Low,High,Mitigated,Data Lead,2026-05-24,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,70,tenant_file
RAID-000070,INIT-0007,Risk,Risk: Budget overrun risk,Low,Medium,Escalated,Data Lead,2026-08-27,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,71,tenant_file
RAID-000071,INIT-0007,Issue,Issue: Integration test environment delay,Low,Medium,Open,PMO,2026-12-11,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,72,tenant_file
RAID-000072,INIT-0007,Issue,Issue: Scope creep from stakeholders,Medium,High,Mitigated,Security,2027-02-02,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,73,tenant_file
RAID-000073,INIT-0007,Risk,Risk: Skill gap in delivery team,Medium,Medium,In Progress,Vendor Manager,2026-09-07,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,74,tenant_file
RAID-000074,INIT-0007,Action,Action: Scope creep from stakeholders,Low,Low,Open,PMO,2026-01-10,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,75,tenant_file
RAID-000075,INIT-0007,Dependency,Dependency: Scope creep from stakeholders,High,Medium,Escalated,Data Lead,2027-06-02,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,76,tenant_file
RAID-000076,INIT-0007,Action,Action: Third-party SLA risk,Critical,High,In Progress,Security,2026-05-18,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,77,tenant_file
RAID-000077,INIT-0007,Risk,Risk: Scope creep from stakeholders,High,Medium,In Progress,Security,2026-06-21,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,78,tenant_file
RAID-000078,INIT-0007,Decision,Decision: Skill gap in delivery team,Medium,Low,Open,Delivery Lead,2026-02-23,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,79,tenant_file
RAID-000079,INIT-0007,Decision,Decision: Integration test environment delay,Medium,Medium,Closed,PMO,2027-10-02,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,80,tenant_file
RAID-000080,INIT-0007,Issue,Issue: Budget overrun risk,Critical,Medium,Open,Security,2027-08-19,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,81,tenant_file
RAID-000081,INIT-0007,Dependency,Dependency: Scope creep from stakeholders,Critical,High,In Progress,Vendor Manager,2026-11-19,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,82,tenant_file
RAID-000082,INIT-0007,Decision,Decision: Skill gap in delivery team,Critical,Medium,In Progress,Business Owner,2027-12-29,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,83,tenant_file
RAID-000083,INIT-0007,Issue,Issue: Change-adoption resistance,Critical,Medium,In Progress,Data Lead,2026-12-02,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,84,tenant_file
RAID-000084,INIT-0008,Dependency,Dependency: Dependency on platform team,High,Low,Mitigated,Security,2027-06-19,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,85,tenant_file
RAID-000085,INIT-0008,Dependency,Dependency: Dependency on platform team,Medium,Medium,Closed,PMO,2027-03-18,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,86,tenant_file
RAID-000086,INIT-0008,Risk,Risk: Dependency on platform team,Medium,Low,Closed,Architecture,2027-03-19,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,87,tenant_file
RAID-000087,INIT-0008,Dependency,Dependency: Skill gap in delivery team,Low,Medium,Escalated,Business Owner,2026-04-08,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,88,tenant_file
RAID-000088,INIT-0008,Issue,Issue: Legacy interface instability,Low,Low,Open,PMO,2026-04-09,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,89,tenant_file
RAID-000089,INIT-0008,Dependency,Dependency: Skill gap in delivery team,High,Medium,Closed,Data Lead,2027-04-19,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,90,tenant_file
RAID-000090,INIT-0008,Issue,Issue: Change-adoption resistance,High,High,Open,Business Owner,2026-07-15,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,91,tenant_file
RAID-000091,INIT-0008,Dependency,Dependency: Third-party SLA risk,High,High,In Progress,Business Owner,2027-03-16,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,92,tenant_file
RAID-000092,INIT-0008,Risk,Risk: Budget overrun risk,Critical,Low,In Progress,Vendor Manager,2026-12-07,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,93,tenant_file
RAID-000093,INIT-0008,Dependency,Dependency: Key vendor resource availability,Critical,Medium,Escalated,Architecture,2026-05-18,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,94,tenant_file
RAID-000094,INIT-0008,Dependency,Dependency: Scope creep from stakeholders,Medium,High,Open,Delivery Lead,2026-03-28,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,95,tenant_file
RAID-000095,INIT-0008,Decision,Decision: Budget overrun risk,Low,High,Mitigated,Business Owner,2027-09-18,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,96,tenant_file
RAID-000096,INIT-0009,Decision,Decision: Key vendor resource availability,Low,Low,Open,Delivery Lead,2027-04-09,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,97,tenant_file
RAID-000097,INIT-0009,Issue,Issue: Scope creep from stakeholders,Medium,High,Escalated,Delivery Lead,2027-01-31,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,98,tenant_file
RAID-000098,INIT-0009,Decision,Decision: Regulatory approval pending,High,High,In Progress,Business Owner,2026-05-02,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,99,tenant_file
RAID-000099,INIT-0009,Dependency,Dependency: Dependency on platform team,Critical,Medium,Mitigated,Business Owner,2026-04-06,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,100,tenant_file
RAID-000100,INIT-0009,Dependency,Dependency: Third-party SLA risk,Critical,Low,Escalated,Delivery Lead,2026-12-30,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,101,tenant_file
RAID-000101,INIT-0009,Issue,Issue: Regulatory approval pending,High,Medium,Open,Security,2027-06-24,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,102,tenant_file
RAID-000102,INIT-0009,Action,Action: Regulatory approval pending,Low,Medium,Closed,Data Lead,2027-06-24,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,103,tenant_file
RAID-000103,INIT-0009,Dependency,Dependency: Change-adoption resistance,Low,Low,In Progress,Delivery Lead,2026-10-20,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,104,tenant_file
RAID-000104,INIT-0009,Action,Action: Dependency on platform team,Medium,High,Closed,Architecture,2026-03-25,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,105,tenant_file
RAID-000105,INIT-0009,Dependency,Dependency: Integration test environment delay,Low,Low,Escalated,Delivery Lead,2026-05-10,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,106,tenant_file
RAID-000106,INIT-0009,Risk,Risk: Key vendor resource availability,Medium,Low,Escalated,Security,2026-01-07,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,107,tenant_file
RAID-000107,INIT-0009,Issue,Issue: Key vendor resource availability,High,Medium,Mitigated,Data Lead,2027-04-04,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,108,tenant_file
RAID-000108,INIT-0009,Dependency,Dependency: Scope creep from stakeholders,Low,High,Closed,Security,2026-04-28,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,109,tenant_file
RAID-000109,INIT-0009,Action,Action: Key vendor resource availability,Low,Medium,Open,Vendor Manager,2027-06-25,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,110,tenant_file
RAID-000110,INIT-0009,Issue,Issue: Integration test environment delay,Critical,High,Open,PMO,2026-03-23,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,111,tenant_file
RAID-000111,INIT-0010,Issue,Issue: Integration test environment delay,Medium,Medium,Mitigated,Delivery Lead,2027-07-23,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,112,tenant_file
RAID-000112,INIT-0010,Issue,Issue: Skill gap in delivery team,Critical,Medium,Escalated,Data Lead,2027-05-26,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,113,tenant_file
RAID-000113,INIT-0010,Dependency,Dependency: Dependency on platform team,Low,Medium,Escalated,Delivery Lead,2027-04-09,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,114,tenant_file
RAID-000114,INIT-0010,Action,Action: Regulatory approval pending,Low,Low,Mitigated,Delivery Lead,2027-09-14,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,115,tenant_file
RAID-000115,INIT-0010,Decision,Decision: Skill gap in delivery team,High,Low,Mitigated,Data Lead,2027-05-24,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,116,tenant_file
RAID-000116,INIT-0010,Action,Action: Integration test environment delay,Critical,Low,Escalated,Security,2027-10-19,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,117,tenant_file
RAID-000117,INIT-0010,Decision,Decision: Security finding to remediate,Low,Medium,Open,Data Lead,2027-08-31,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,118,tenant_file
RAID-000118,INIT-0010,Dependency,Dependency: Budget overrun risk,Critical,Low,Closed,Vendor Manager,2026-05-08,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,119,tenant_file
RAID-000119,INIT-0011,Decision,Decision: Integration test environment delay,Low,Medium,In Progress,Security,2026-08-05,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,120,tenant_file
RAID-000120,INIT-0011,Issue,Issue: Legacy interface instability,High,Medium,Escalated,Delivery Lead,2026-06-26,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,121,tenant_file
RAID-000121,INIT-0011,Risk,Risk: Key vendor resource availability,Critical,High,Mitigated,Data Lead,2026-08-31,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,122,tenant_file
RAID-000122,INIT-0011,Action,Action: Integration test environment delay,Critical,High,Mitigated,Business Owner,2027-04-12,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,123,tenant_file
RAID-000123,INIT-0011,Issue,Issue: Third-party SLA risk,Low,High,In Progress,PMO,2026-07-18,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,124,tenant_file
RAID-000124,INIT-0011,Action,Action: Data quality below threshold,Critical,High,In Progress,PMO,2027-09-19,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,125,tenant_file
RAID-000125,INIT-0011,Risk,Risk: Third-party SLA risk,Critical,Medium,Escalated,Delivery Lead,2026-08-15,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,126,tenant_file
RAID-000126,INIT-0011,Issue,Issue: Legacy interface instability,High,Medium,Closed,Business Owner,2026-03-01,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,127,tenant_file
RAID-000127,INIT-0011,Risk,Risk: Change-adoption resistance,Critical,Medium,Open,Security,2027-04-25,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,128,tenant_file
RAID-000128,INIT-0011,Decision,Decision: Regulatory approval pending,High,Low,Mitigated,Delivery Lead,2027-07-23,Mitigation: remediate.,family-7-outcome-intelligence/O05_raid-log.csv,129,tenant_file
RAID-000129,INIT-0011,Decision,Decision: Change-adoption resistance,Low,High,Mitigated,Architecture,2026-02-24,Mitigation: add controls.,family-7-outcome-intelligence/O05_raid-log.csv,130,tenant_file
RAID-000130,INIT-0011,Risk,Risk: Budget overrun risk,High,High,Open,Delivery Lead,2027-08-22,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,131,tenant_file
RAID-000131,INIT-0011,Risk,Risk: Data quality below threshold,Low,Medium,Open,Data Lead,2027-09-21,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,132,tenant_file
RAID-000132,INIT-0011,Decision,Decision: Scope creep from stakeholders,High,High,Closed,Business Owner,2026-11-18,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,133,tenant_file
RAID-000133,INIT-0012,Decision,Decision: Key vendor resource availability,Low,High,Open,Architecture,2026-04-05,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,134,tenant_file
RAID-000134,INIT-0012,Dependency,Dependency: Regulatory approval pending,Critical,Low,In Progress,Business Owner,2026-03-30,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,135,tenant_file
RAID-000135,INIT-0012,Action,Action: Third-party SLA risk,Critical,Low,Closed,Delivery Lead,2027-03-04,Mitigation: risk-accept.,family-7-outcome-intelligence/O05_raid-log.csv,136,tenant_file
RAID-000136,INIT-0012,Risk,Risk: Security finding to remediate,Medium,High,Open,Delivery Lead,2026-02-25,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,137,tenant_file
RAID-000137,INIT-0012,Action,Action: Dependency on platform team,Low,Low,In Progress,Business Owner,2026-05-26,Mitigation: escalate.,family-7-outcome-intelligence/O05_raid-log.csv,138,tenant_file
RAID-000138,INIT-0012,Issue,Issue: Legacy interface instability,Critical,Medium,In Progress,Delivery Lead,2027-08-09,Mitigation: add resource.,family-7-outcome-intelligence/O05_raid-log.csv,139,tenant_file
RAID-000139,INIT-0012,Issue,Issue: Third-party SLA risk,Critical,Low,In Progress,Business Owner,2026-03-04,Mitigation: rebaseline.,family-7-outcome-intelligence/O05_raid-log.csv,140,tenant_file
