object_type,object_name,source_definition,row_count,columns
source_csv,10_ai_automation_use_cases.csv,,251,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|use_case|data_domain|systems|value_hypothesis|evidence_needed|legacy_row_flag|source_row_status|migration_action|use_case_status|related_move|business_problem|affected_process|required_data_domains|readiness_status|funding_status|approved_funding_usd|measurement_status|risk_control_status|tower_tracking_status|expected_decision_path|linked_program_code|linked_initiative_id|linked_budget_record_ids|embedded_platform_source|ai_spend_flag|ai_spend_type|ai_spend_category|caveat|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|additive_status|amount_basis|finance_attestation_status|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner
source_csv,11_risks_controls.csv,,249,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|use_case|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|data_domain|systems|value_hypothesis|evidence_needed|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,12_relationships.csv,,298,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|use_case|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|relationship_type|from_object_type|from_object_id|to_object_type|to_object_id|relationship_strength|caveat|data_domain|systems|value_hypothesis|evidence_needed|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner
source_csv,13_evidence_sources.csv,,508,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|evidence_type|evidence_location|evidence_owner|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|caveat
source_csv,14_metrics_outcomes.csv,,257,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|use_case|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|baseline_available|actual_available|tower_claim_allowed|measurement_owner|measurement_cadence|source_system|benefit_id|linked_program_code|linked_use_case_id|baseline_value|target_value|actual_value|finance_validated_value_usd|value_claim_status|caveat|data_domain|systems|value_hypothesis|evidence_needed|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|evidence_type|evidence_location|evidence_owner
source_csv,15_industry_context_patterns.csv,,7,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|industry_context|signals|module_next_actions
source_csv,16_expert_lenses.csv,,7,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|industry_context|signals|module_next_actions
source_csv,17_managed_services_scope.csv,,228,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|vendor_id|service|owning_function|linked_systems|contract_risk|pricing_basis|annual_contract_value_usd|run_spend_usd|change_order_spend_usd|invoice_amount_ytd_usd|service_credit_ytd_usd|vendor_name|service_tower|contract_id|fiscal_year|linked_budget_record_ids|linked_sa02_records|ai_spend_flag|tower_usage|caveat|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner
source_csv,18_operational_process_evidence.csv,,228,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|industry_context|signals|module_next_actions|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,SA02_IT_Finance_Budget_Spend_Extract.csv,,70,tenant_key|source_record_id|fiscal_year|period|source_system|cost_center|account_gl_code|spend_category|it_tower_category|business_unit|program_code|initiative_id|vendor_name|system_name|run_change_flag|budget_amount_usd|actual_spend_usd|forecast_spend_usd|committed_spend_usd|invoice_amount_usd|variance_usd|ai_spend_flag|ai_spend_type|ai_spend_category|platform_embedded_ai_flag|finance_owner|evidence_id|confidence|active_candidate_status|notes
source_csv,SA04_Program_Portfolio_Extract.csv,,14,tenant_key|source_record_id|program_code|initiative_id|program_name|initiative_status|funding_status|approved_funding_usd|requested_funding_usd|linked_budget_record_ids|linked_sa02_records|linked_ai_spend_ids|ai_tagged_approved_funding_usd|ai_spend_flag|ai_spend_type|ai_spend_category|platform_embedded_ai_flag|executive_owner|finance_owner|tower_tracking_status|evidence_id|active_candidate_status|notes
source_csv,SA08_AI_Benefits_Realization_Usage_Ledger.csv,,8,tenant_key|source_record_id|ai_program_id|program_name|ai_use_case_id|vendor_name|tool_name|business_function|process_area|promised_benefit_type|promised_value_usd|funded_spend_usd|actual_spend_ytd_usd|baseline_metric|baseline_value|target_metric|target_value|usage_metric|usage_target|usage_actual|adoption_rate_pct|enabled_users|active_users|usage_rate_pct|operational_kpi|kpi_baseline|kpi_actual|finance_validated_value_usd|finance_validation_status|value_claim_status|evidence_id|source_extract|refresh_cadence|tower_claim_allowed|caveat|evidence_type|evidence_owner|evidence_source_system|evidence_extract_date|evidence_period_start|evidence_period_end|evidence_refresh_cadence|evidence_freshness_status|owner_attestation_status|duplicate_risk|additive_status|realized_value_allowed|decision_action
source_csv,SA09_AI_Tool_Usage_Feed.csv,,8,tenant_key|source_record_id|ai_program_id|ai_use_case_id|vendor_name|tool_name|tool_category|business_function|process_area|usage_period_start|usage_period_end|licensed_users|enabled_users|active_users|power_users|usage_events|usage_rate_pct|adoption_target_pct|adoption_gap_pct|baseline_metric_name|baseline_metric_value|target_metric_value|actual_metric_value|metric_unit|promised_value_usd|finance_validated_value_usd|value_claim_status|evidence_id|source_system|extract_date|business_owner|it_owner|finance_validator|confidence|notes
source_csv,SA10_AI_Value_Interview_Evidence.csv,,8,tenant_key|source_record_id|ai_program_id|ai_use_case_id|stakeholder_role|interview_track|question|answer_summary|what_is_working|what_is_not_working|current_baseline|target_or_promise|evidence_request|follow_up_artifact_needed|decision_pressure|named_owner|confidence|evidence_id
source_csv,SA11_AI_KPI_Operational_Outcome_Feed.csv,,8,tenant_key|source_record_id|ai_program_id|ai_use_case_id|business_function|process_area|kpi_name|kpi_definition|baseline_value|target_value|actual_value|metric_unit|measurement_period_start|measurement_period_end|measurement_owner|source_system|usage_record_ids|benefit_record_ids|finance_validated_value_usd|value_claim_status|tower_claim_allowed|evidence_id|caveat
azure_postgres_table_or_view,enterprise_context_sources,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|source_system|source_key|source_type|display_name|system_of_record|source_owner|steward_owner|sync_cadence|tenant_aliases|source_status|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|metadata|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_source_files,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|source_id|source_file_id|source_system|source_file|source_path|workbook_name|sheet_names|file_hash|row_count|imported_by|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|metadata|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_records,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|canonical_record_id|record_type|record_subtype|title|source_id|source_file_id|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|steward_owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|lifecycle_state|superseded_by_record_id|payload_hash|payload|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_facts,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|record_id|fact_key|fact_type|fact_value|fact_text|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|lifecycle_state|valid_from|valid_through|supersedes_fact_id|value_hash|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_relationships,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|relationship_key|relationship_type|from_record_id|to_record_id|from_external_id|to_external_id|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|lifecycle_state|properties|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_evidence,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|evidence_key|evidence_type|record_id|fact_id|citation_label|citation_locator|evidence_pointer|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|evidence_usable|excerpt|last_synced_at|last_validated_at|confidence|freshness_status|lifecycle_state|metadata|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_quality_issues,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|issue_key|issue_type|severity|status|affected_record_id|affected_fact_id|affected_relationship_id|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|steward_owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|details|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_stewardship_tasks,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|task_key|issue_id|task_type|title|status|priority|assigned_owner|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|due_date|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|details|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_snapshots,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|snapshot_key|snapshot_type|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|snapshot_payload|diff_summary|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_template_runs,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|run_key|run_type|status|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|source_root|workbook_count|records_seen|records_loaded|quality_issues_created|summary|error_payload|started_at|completed_at|created_at|updated_at
azure_postgres_table_or_view,enterprise_context_chunk_queue,supabase/migrations/20260514100000_enterprise_context_layer.sql,,id|client_id|tenant_key|queue_key|chunk_id|record_id|fact_id|evidence_id|operation|status|source_system|source_record_id|source_file|source_sheet|source_row_number|owner|last_synced_at|last_validated_at|confidence|freshness_status|evidence_pointer|payload|error_message|created_at|updated_at
azure_postgres_table_or_view,intelligence_v7.active_tenant_contract_versions,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,tenant_key|active_contract_version|candidate_contract_version|rollback_contract_version|promotion_status|promoted_by|promoted_at|proof_bundle_uri|promotion_notes|metadata|created_at|updated_at
azure_postgres_table_or_view,intelligence_v7.tenant_contract_promotion_events,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,event_key|tenant_key|from_contract_version|to_contract_version|event_type|promotion_status|actor|reason|proof_bundle_uri|validation_summary|created_at
azure_postgres_table_or_view,intelligence_v7.module_readiness_scores,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,readiness_key|tenant_key|contract_version|module_key|readiness_status|readiness_score|required_dimensions|present_dimensions|missing_dimensions|source_coverage_score|fact_coverage_score|relationship_coverage_score|retrieval_coverage_score|unsupported_claim_risk|blockers|proof_refs|metadata|computed_at|updated_at
azure_postgres_table_or_view,intelligence_v7.derived_intelligence_quality_reports,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,report_key|tenant_key|contract_version|derived_ref|module_key|gate_status|confidence|source_fact_refs|graph_relationship_refs|assumptions|evidence_gaps|not_allowed_claims|derivation_reason|blocked_reasons|created_at
azure_postgres_table_or_view,intelligence_v7.existing_tenant_upgrade_snapshots,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,snapshot_key|tenant_key|source_contract_version|target_contract_version|snapshot_status|loaded_source_files|current_answer_behavior|mapping_report|quality_report|before_after_report|proof_matrix|created_by|created_at|updated_at
azure_postgres_table_or_view,cio_tower.source_registry,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,source_key|tenant_key|source_system|source_file|source_kind|source_version|upload_run_id|loaded_at|freshness_date|trust_tier|row_count|checksum|metadata
azure_postgres_table_or_view,cio_tower.entities,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,entity_key|tenant_key|entity_type|display_name|parent_entity_key|source_key|source_row|attributes|created_at|updated_at
azure_postgres_table_or_view,cio_tower.facts,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,fact_key|tenant_key|entity_key|entity_type|measure|scope|view|amount_type|basis|period|value_numeric|value_text|value_date|value_bool|unit|value_source|confidence|source_key|source_row|formula_key|formula_version|is_rollup_of|component_of|superseded_by|valid_from|valid_to|attributes|created_at
azure_postgres_table_or_view,cio_tower.relationships,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,relationship_key|tenant_key|from_entity_key|to_entity_key|relationship_type|confidence|source_key|source_row|attributes|created_at
azure_postgres_table_or_view,cio_tower.measures,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,measure_key|label|description|default_scope|grain_filter|group_by|aggregation|numerator_filter|denominator_filter|reconciles_to_measure_key|honesty_rule|artifact_default|formula|formula_version|active|created_at|updated_at
azure_postgres_table_or_view,cio_tower.question_contracts,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,contract_key|surface|intent|question_family|measure_key|default_scope|dimensions|filters_schema|required_fields|artifact_type|outside_scope_rule|prompt_policy_key|visible_answer_contract|examples|active|created_at
azure_postgres_table_or_view,cio_tower.measure_results,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,result_key|tenant_key|measure_key|scope|period|basis|dimensions|value_numeric|value_json|source_fact_keys|formula_version|computed_at
azure_postgres_table_or_view,cio_tower.prompt_packages,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,prompt_package_key|tenant_key|surface|user_question|contract_key|measure_key|deterministic_packet|prompt_text|prompt_hash|model_name|created_at
azure_postgres_table_or_view,cio_tower.answer_traces,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,trace_key|tenant_key|surface|user_question|contract_key|measure_key|prompt_package_key|raw_model_response|rendered_response|artifacts|validation_status|validation_errors|latency_ms|model_name|created_at
azure_postgres_table_or_view,cio_tower.validation_runs,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,validation_run_key|run_type|tenant_key|started_at|finished_at|status|summary
azure_postgres_table_or_view,cio_tower.validation_results,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,,validation_result_key|validation_run_key|tenant_key|check_key|question|expected|actual|status|notes|created_at
azure_postgres_table_or_view,cio_tower.mart_command_center,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,command_center_key|tenant_key|tenant_name|mart_version|source_standard|formula_version|source_run_id|total_it_budget_fy26|run_budget_fy26|change_budget_fy26|approved_program_budget_fy26|ai_tagged_spend_fy26_non_additive|promised_value_fy26|partial_finance_validated_value_ytd|realized_value_ytd_allowed|candidate_ai_opportunities|watch_pressure_signals|run_ratio|change_ratio|finance_validation_ratio|decision_question|executive_summary|source_fact_keys|source_files|created_at|updated_at
azure_postgres_table_or_view,cio_tower.mart_value_funnel,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,funnel_key|tenant_key|sequence|stage_key|stage_label|value_numeric|denominator_stage_key|conversion_ratio|claim_status|caveat|source_fact_keys|source_file|source_row|formula_version|updated_at
azure_postgres_table_or_view,cio_tower.mart_program_decision_lanes,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,lane_key|tenant_key|program_code|program_name|owner_role|finance_owner_role|decision_lane|decision_rationale|approved_funding_usd|ai_tagged_spend_usd|promised_value_usd|finance_validated_value_usd|usage_metric|usage_actual|adoption_rate_pct|value_claim_status|tower_claim_allowed|required_gates|caveat|evidence_ids|source_fact_keys|source_file|source_row|formula_version|updated_at
azure_postgres_table_or_view,cio_tower.mart_ai_portfolio,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,ai_portfolio_key|tenant_key|item_name|item_kind|vendor_name|system_name|ai_spend_type|ai_spend_category|funding_status|decision_lane|approved_funding_usd|ai_tagged_spend_usd|promised_value_usd|finance_validated_value_usd|usage_metric|usage_actual|adoption_rate_pct|value_score|readiness_score|risk_score|platform_embedded_ai_flag|duplicate_risk|value_claim_status|tower_claim_allowed|caveat|evidence_ids|source_fact_keys|source_file|source_row|formula_version|updated_at
azure_postgres_table_or_view,cio_tower.mart_cxo_actions,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,action_key|tenant_key|sequence|action_lane|title|action_body|owner_hint|module_handoff|evidence_ids|source_fact_keys|formula_version|updated_at
azure_postgres_table_or_view,cio_tower.mart_evidence_lineage,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,lineage_key|tenant_key|surface_section|displayed_fact|displayed_value_text|displayed_value_numeric|source_file|source_row|source_system|source_fact_keys|formula_version|caveat|updated_at
azure_postgres_table_or_view,cio_tower.mart_required_field_gaps,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,,gap_key|tenant_key|mart_table|mart_record_key|required_field|source_template|source_record_id|severity|owner_hint|remediation_action|blocking|formula_version|created_at
azure_postgres_table_or_view,intelligence_v7.current_business_records,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,view over business_records filtered by active_tenant_contract_versions.active_contract_version
azure_postgres_table_or_view,intelligence_v7.current_tenant_pack_runs,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,,view over tenant_pack_runs filtered by active tenant contract version
