edge_id,source_system_id,target_system_id,integration_type,latency_class,business_capability,fragility,modernization_blocker_flag,pattern,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated,pattern_id,pattern_name,description
SHA-EDGE-011,SHA-Z-011,SHA-AWS-054,sync_API,sub-second,PSS,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-012,SHA-Z-012,SHA-AWS-061,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-013,SHA-Z-013,SHA-Z-004,batch_file,overnight,crew,3,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-014,SHA-Z-014,SHA-Z-011,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-015,SHA-Z-015,SHA-Z-018,dual_write,overnight,loyalty,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-016,SHA-Z-016,SHA-Z-025,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-017,SHA-Z-017,SHA-AWS-004,async_event,minutes,settlement,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-018,SHA-Z-018,SHA-AWS-011,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 19,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-019,SHA-Z-019,SHA-AWS-018,CDC,overnight,MRO,4,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 20,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-020,SHA-Z-020,SHA-AWS-025,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 21,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-021,SHA-Z-021,SHA-AWS-032,sync_API,sub-second,PSS,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 22,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-022,SHA-Z-022,SHA-AWS-039,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 23,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-023,SHA-Z-023,SHA-AWS-046,batch_file,overnight,crew,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 24,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-024,SHA-Z-024,SHA-AWS-053,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 25,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-025,SHA-Z-025,SHA-AWS-060,dual_write,overnight,loyalty,5,true,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 26,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-026,SHA-Z-026,SHA-Z-003,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 27,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-027,SHA-Z-027,SHA-Z-010,async_event,minutes,settlement,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 28,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-028,SHA-Z-028,SHA-Z-017,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 29,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-029,SHA-AWS-001,SHA-Z-024,CDC,overnight,MRO,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 30,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-030,SHA-AWS-002,SHA-AWS-003,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 31,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-031,SHA-AWS-003,SHA-AWS-010,sync_API,sub-second,PSS,1,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 32,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-032,SHA-AWS-004,SHA-AWS-017,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 33,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-033,SHA-AWS-005,SHA-AWS-024,batch_file,overnight,crew,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 34,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-034,SHA-AWS-006,SHA-AWS-031,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 35,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-035,SHA-AWS-007,SHA-AWS-038,dual_write,overnight,loyalty,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 36,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-036,SHA-AWS-008,SHA-AWS-045,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 37,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-037,SHA-AWS-009,SHA-AWS-052,async_event,minutes,settlement,2,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 38,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-038,SHA-AWS-010,SHA-AWS-059,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 39,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-039,SHA-AWS-011,SHA-Z-002,CDC,overnight,MRO,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 40,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-040,SHA-AWS-012,SHA-Z-009,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 41,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-041,SHA-AWS-013,SHA-Z-016,sync_API,sub-second,PSS,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 42,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-042,SHA-AWS-014,SHA-Z-023,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 43,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-043,SHA-AWS-015,SHA-AWS-002,batch_file,overnight,crew,3,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 44,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-044,SHA-AWS-016,SHA-AWS-009,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 45,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-045,SHA-AWS-017,SHA-AWS-016,dual_write,overnight,loyalty,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 46,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-046,SHA-AWS-018,SHA-AWS-023,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 47,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-047,SHA-AWS-019,SHA-AWS-030,async_event,minutes,settlement,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 48,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-048,SHA-AWS-020,SHA-AWS-037,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 49,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-049,SHA-AWS-021,SHA-AWS-044,CDC,overnight,MRO,4,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 50,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-050,SHA-AWS-022,SHA-AWS-051,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 51,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-051,SHA-AWS-023,SHA-AWS-058,sync_API,sub-second,PSS,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 52,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-052,SHA-AWS-024,SHA-Z-001,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 53,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-053,SHA-AWS-025,SHA-Z-008,batch_file,overnight,crew,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 54,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-054,SHA-AWS-026,SHA-Z-015,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 55,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-055,SHA-AWS-027,SHA-Z-022,dual_write,overnight,loyalty,5,true,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 56,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-056,SHA-AWS-028,SHA-AWS-001,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 57,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-057,SHA-AWS-029,SHA-AWS-008,async_event,minutes,settlement,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 58,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-058,SHA-AWS-030,SHA-AWS-015,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 59,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-059,SHA-AWS-031,SHA-AWS-022,CDC,overnight,MRO,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 60,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-060,SHA-AWS-032,SHA-AWS-029,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 61,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-061,SHA-AWS-033,SHA-AWS-036,sync_API,sub-second,PSS,1,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 62,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-062,SHA-AWS-034,SHA-AWS-043,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 63,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-063,SHA-AWS-035,SHA-AWS-050,batch_file,overnight,crew,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 64,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-064,SHA-AWS-036,SHA-AWS-057,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 65,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-065,SHA-AWS-037,SHA-AWS-064,dual_write,overnight,loyalty,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 66,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-066,SHA-AWS-038,SHA-Z-007,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 67,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-067,SHA-AWS-039,SHA-Z-014,async_event,minutes,settlement,2,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 68,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-068,SHA-AWS-040,SHA-Z-021,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 69,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-069,SHA-AWS-041,SHA-Z-028,CDC,overnight,MRO,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 70,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-070,SHA-AWS-042,SHA-AWS-007,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 71,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-071,SHA-AWS-043,SHA-AWS-014,sync_API,sub-second,PSS,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 72,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-072,SHA-AWS-044,SHA-AWS-021,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 73,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
