service_id,app_id,name,capability_extracted_from_Z,AWS_account,region,extraction_wave_id,runtime,data_store,event_streams,criticality,ops_maturity,duplicate_complexity_flag,annual_run_cost_usd,stack_era,time_classification,ams_vendor,business_unit_id,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated
SHA-AWS-011,SHA-AWS-011,Partner Status API AWS Control Plane,Flight Disruption Notifications,sha-core-101,us-east-1,WAVE-03,Lambda,Aurora PostgreSQL,MSK modernization-bus,5,mature,false,3000000,hybrid,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-012,SHA-AWS-012,Customer Consent Service AWS API,Ancillary Fee Posting,sha-ops-102,us-east-1,WAVE-04,ECS,DynamoDB,Kinesis ops-events,5,mature,false,3180000,hybrid,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-013,SHA-AWS-013,Cargo Quote API AWS Worker,Airport Load Control,sha-loyalty-103,us-east-1,WAVE-05,EKS,S3,MSK modernization-bus,5,new,false,3360000,cloud-native,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-014,SHA-AWS-014,Operations Event Stream AWS Data Product,Schedule Publication Hub,sha-data-104,us-east-1,WAVE-06,EC2,Redshift,Kinesis ops-events,5,mature,false,3540000,hybrid,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-015,SHA-AWS-015,Aircraft Tail Assignment API AWS Event Service,Aircraft Rotation Optimizer,sha-security-105,us-west-2,WAVE-07,SageMaker,OpenSearch,MSK modernization-bus,5,mature,false,3720000,hybrid,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-016,SHA-AWS-016,Maintenance Alert Broker AWS Control Plane,Maintenance Deferral Interface,sha-core-106,us-east-1,WAVE-08,Lambda,Aurora PostgreSQL,Kinesis ops-events,5,mature,false,3900000,cloud-native,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-017,SHA-AWS-017,Data Product Catalog AWS API,Contact Center Profile Lookup,sha-ops-107,us-east-1,WAVE-01,ECS,DynamoDB,MSK modernization-bus,4,stabilizing,true,4080000,hybrid,migrate,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-018,SHA-AWS-018,Revenue Management Sandbox AWS Worker,Fraud and Chargeback Batch,sha-loyalty-108,us-east-1,WAVE-02,EKS,S3,Kinesis ops-events,4,mature,false,4260000,hybrid,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 19,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-019,SHA-AWS-019,Crew Pairing Read Replica AWS Data Product,Partner Airline Settlement,sha-data-100,us-east-1,WAVE-03,EC2,Redshift,MSK modernization-bus,4,new,false,4440000,cloud-native,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 20,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-020,SHA-AWS-020,Loyalty Wallet Service AWS Event Service,greenfield,sha-security-101,us-east-1,WAVE-04,SageMaker,OpenSearch,Kinesis ops-events,4,mature,false,4620000,hybrid,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 21,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-021,SHA-AWS-021,Customer Profile Golden Record AWS Control Plane,greenfield,sha-core-102,us-east-1,WAVE-05,Lambda,Aurora PostgreSQL,MSK modernization-bus,4,stabilizing,false,4800000,hybrid,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 22,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-022,SHA-AWS-022,Mobile Check-In Service AWS API,greenfield,sha-ops-103,us-west-2,WAVE-06,ECS,DynamoDB,Kinesis ops-events,4,mature,false,4980000,cloud-native,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 23,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-023,SHA-AWS-023,Bag Tag Digital Service AWS Worker,greenfield,sha-loyalty-104,us-east-1,WAVE-07,EKS,S3,MSK modernization-bus,4,mature,false,5160000,hybrid,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 24,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-024,SHA-AWS-024,Customer Preference Service AWS Data Product,greenfield,sha-data-105,us-east-1,WAVE-08,EC2,Redshift,Kinesis ops-events,4,mature,false,5340000,hybrid,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 25,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-025,SHA-AWS-025,Airport Kiosk API Wrapper AWS Event Service,greenfield,sha-security-106,us-east-1,WAVE-01,SageMaker,OpenSearch,MSK modernization-bus,4,new,true,5520000,cloud-native,migrate,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 26,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-026,SHA-AWS-026,Disruption Messaging Service AWS Control Plane,greenfield,sha-core-107,us-east-1,WAVE-02,Lambda,Aurora PostgreSQL,Kinesis ops-events,4,mature,false,5700000,hybrid,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 27,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-027,SHA-AWS-027,Loyalty Offers Engine AWS API,greenfield,sha-ops-108,us-east-1,WAVE-03,ECS,DynamoDB,MSK modernization-bus,4,mature,false,5880000,hybrid,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 28,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-028,SHA-AWS-028,Payment Token Vault AWS Worker,greenfield,sha-loyalty-100,us-east-1,WAVE-04,EKS,S3,Kinesis ops-events,4,mature,false,6060000,cloud-native,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 29,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-029,SHA-AWS-029,Digital Receipt Service AWS Data Product,greenfield,sha-data-101,us-west-2,WAVE-05,EC2,Redshift,MSK modernization-bus,4,stabilizing,false,6240000,hybrid,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 30,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-030,SHA-AWS-030,Partner Status API AWS Event Service,greenfield,sha-security-102,us-east-1,WAVE-06,SageMaker,OpenSearch,Kinesis ops-events,4,mature,false,6420000,hybrid,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 31,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-031,SHA-AWS-031,Customer Consent Service AWS Control Plane,greenfield,sha-core-103,us-east-1,WAVE-07,Lambda,Aurora PostgreSQL,MSK modernization-bus,4,new,false,6600000,cloud-native,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 32,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-032,SHA-AWS-032,Cargo Quote API AWS API,greenfield,sha-ops-104,us-east-1,WAVE-08,ECS,DynamoDB,Kinesis ops-events,4,mature,false,6780000,hybrid,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 33,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-033,SHA-AWS-033,Operations Event Stream AWS Worker,greenfield,sha-loyalty-105,us-east-1,WAVE-01,EKS,S3,MSK modernization-bus,4,stabilizing,true,6960000,hybrid,migrate,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 34,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-034,SHA-AWS-034,Aircraft Tail Assignment API AWS Data Product,greenfield,sha-data-106,us-east-1,WAVE-02,EC2,Redshift,Kinesis ops-events,4,mature,false,7140000,cloud-native,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 35,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-035,SHA-AWS-035,Maintenance Alert Broker AWS Event Service,greenfield,sha-security-107,us-east-1,WAVE-03,SageMaker,OpenSearch,MSK modernization-bus,4,mature,false,7320000,hybrid,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 36,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-036,SHA-AWS-036,Data Product Catalog AWS Control Plane,greenfield,sha-core-108,us-west-2,WAVE-04,Lambda,Aurora PostgreSQL,Kinesis ops-events,4,mature,false,7500000,hybrid,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 37,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-037,SHA-AWS-037,Revenue Management Sandbox AWS API,greenfield,sha-ops-100,us-east-1,WAVE-05,ECS,DynamoDB,MSK modernization-bus,4,new,false,7680000,cloud-native,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 38,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-038,SHA-AWS-038,Crew Pairing Read Replica AWS Worker,greenfield,sha-loyalty-101,us-east-1,WAVE-06,EKS,S3,Kinesis ops-events,4,mature,false,7860000,hybrid,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 39,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-039,SHA-AWS-039,Loyalty Wallet Service AWS Data Product,greenfield,sha-data-102,us-east-1,WAVE-07,EC2,Redshift,MSK modernization-bus,4,mature,false,8040000,hybrid,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 40,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-040,SHA-AWS-040,Customer Profile Golden Record AWS Event Service,greenfield,sha-security-103,us-east-1,WAVE-08,SageMaker,OpenSearch,Kinesis ops-events,4,mature,false,8220000,cloud-native,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 41,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-041,SHA-AWS-041,Mobile Check-In Service AWS Control Plane,greenfield,sha-core-104,us-east-1,WAVE-01,Lambda,Aurora PostgreSQL,MSK modernization-bus,3,stabilizing,true,8400000,hybrid,migrate,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 42,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-042,SHA-AWS-042,Bag Tag Digital Service AWS API,greenfield,sha-ops-105,us-east-1,WAVE-02,ECS,DynamoDB,Kinesis ops-events,3,mature,false,8580000,hybrid,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 43,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-043,SHA-AWS-043,Customer Preference Service AWS Worker,greenfield,sha-loyalty-106,us-west-2,WAVE-03,EKS,S3,MSK modernization-bus,3,new,false,8760000,cloud-native,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 44,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-044,SHA-AWS-044,Airport Kiosk API Wrapper AWS Data Product,greenfield,sha-data-107,us-east-1,WAVE-04,EC2,Redshift,Kinesis ops-events,3,mature,false,8940000,hybrid,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 45,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-045,SHA-AWS-045,Disruption Messaging Service AWS Event Service,greenfield,sha-security-108,us-east-1,WAVE-05,SageMaker,OpenSearch,MSK modernization-bus,3,stabilizing,false,9120000,hybrid,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 46,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-046,SHA-AWS-046,Loyalty Offers Engine AWS Control Plane,greenfield,sha-core-100,us-east-1,WAVE-06,Lambda,Aurora PostgreSQL,Kinesis ops-events,3,mature,false,9300000,cloud-native,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 47,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-047,SHA-AWS-047,Payment Token Vault AWS API,greenfield,sha-ops-101,us-east-1,WAVE-07,ECS,DynamoDB,MSK modernization-bus,3,mature,false,9480000,hybrid,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 48,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-048,SHA-AWS-048,Digital Receipt Service AWS Worker,greenfield,sha-loyalty-102,us-east-1,WAVE-08,EKS,S3,Kinesis ops-events,3,mature,false,9660000,hybrid,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 49,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-049,SHA-AWS-049,Partner Status API AWS Data Product,greenfield,sha-data-103,us-east-1,WAVE-01,EC2,Redshift,MSK modernization-bus,3,new,true,9840000,cloud-native,migrate,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 50,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-050,SHA-AWS-050,Customer Consent Service AWS Event Service,greenfield,sha-security-104,us-west-2,WAVE-02,SageMaker,OpenSearch,Kinesis ops-events,3,mature,false,10020000,hybrid,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 51,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-051,SHA-AWS-051,Cargo Quote API AWS Control Plane,greenfield,sha-core-105,us-east-1,WAVE-03,Lambda,Aurora PostgreSQL,MSK modernization-bus,3,mature,false,10200000,hybrid,invest,AWS Professional Services,customer,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 52,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-052,SHA-AWS-052,Operations Event Stream AWS API,greenfield,sha-ops-106,us-east-1,WAVE-04,ECS,DynamoDB,Kinesis ops-events,3,mature,false,10380000,cloud-native,invest,Internal AWS Platform,operations,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 53,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-053,SHA-AWS-053,Aircraft Tail Assignment API AWS Worker,greenfield,sha-loyalty-107,us-east-1,WAVE-05,EKS,S3,MSK modernization-bus,3,stabilizing,false,10560000,hybrid,invest,Internal AWS Platform,loyalty,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 54,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-054,SHA-AWS-054,Maintenance Alert Broker AWS Data Product,greenfield,sha-data-108,us-east-1,WAVE-06,EC2,Redshift,Kinesis ops-events,3,mature,false,10740000,hybrid,invest,Internal AWS Platform,data,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 55,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-AWS-055,SHA-AWS-055,Data Product Catalog AWS Event Service,greenfield,sha-security-100,us-east-1,WAVE-07,SageMaker,OpenSearch,MSK modernization-bus,3,new,false,10920000,cloud-native,invest,Internal AWS Platform,security,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S04_AWS_NATIVE_ESTATE,synthetic_comparable,source_uploads/aws_service_inventory.csv,row 56,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
