tenant_key,module,page,record_type,record_id,label,source_dimension,projection_evidence_ids,projection_status,safe_to_display,claim_basis,active_source_file,active_source_row,active_source_data_row,active_record_id,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_financial_fact_type,active_program_code,active_initiative_id,active_vendor_name,active_system_name,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-23,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-23-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,24,23,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0016,MER-SA07-INT-EVID-0016,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,24,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-24,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-24-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,25,24,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0017,MER-SA07-INT-EVID-0017,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,25,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-25,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-25-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,26,25,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0018,MER-SA07-INT-EVID-0018,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,26,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-26,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-26-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,27,26,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0019,MER-SA07-INT-EVID-9019,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: AI Benefits Realization Ledger,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,27,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-27,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-27-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,28,27,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0020,MER-SA07-INT-EVID-9020,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,28,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-28,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-28-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,29,28,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0021,MER-SA07-INT-EVID-9021,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: AI Governance / Model Risk Controls,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,29,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-29,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-29-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,30,29,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0022,MER-SA07-INT-EVID-9022,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,30,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-30,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-30-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,31,30,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0023,MER-SA07-INT-EVID-9023,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: FY26 AI spend governance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,31,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-31,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-31-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,32,31,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0024,MER-SA07-INT-EVID-0024,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,32,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-32,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-32-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,33,32,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0025,MER-SA07-INT-EVID-0025,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,33,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-33,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-33-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,34,33,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0026,MER-SA07-INT-EVID-0026,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,34,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-34,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-34-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,35,34,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0027,MER-SA07-INT-EVID-0027,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,35,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-35,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-35-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,36,35,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0028,MER-SA07-INT-EVID-0028,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,36,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-36,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-36-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,37,36,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0029,MER-SA07-INT-EVID-0029,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,37,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-37,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-37-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,38,37,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0030,MER-SA07-INT-EVID-0030,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,38,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-38,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-38-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,39,38,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0031,MER-SA07-INT-EVID-0031,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,39,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-39,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-39-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,40,39,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0032,MER-SA07-INT-EVID-0032,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,40,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-40,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-40-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,41,40,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0033,MER-SA07-INT-EVID-0033,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,41,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-41,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-41-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,42,41,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0034,MER-SA07-INT-EVID-0034,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,42,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-42,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-42-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,43,42,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0035,MER-SA07-INT-EVID-0035,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,43,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-43,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-43-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,44,43,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0036,MER-SA07-INT-EVID-0036,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,44,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-44,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-44-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,45,44,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0037,MER-SA07-INT-EVID-0037,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,45,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-45,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-45-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,46,45,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0038,MER-SA07-INT-EVID-0038,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,46,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-46,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-46-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,47,46,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0039,MER-SA07-INT-EVID-0039,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,47,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-47,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-47-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,48,47,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0040,MER-SA07-INT-EVID-0040,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,48,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-48,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-48-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,49,48,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0041,MER-SA07-INT-EVID-0041,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,49,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-49,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-49-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,50,49,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0042,MER-SA07-INT-EVID-0042,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,50,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-50,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-50-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,51,50,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0043,MER-SA07-INT-EVID-0043,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Call center optimization",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,51,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-51,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-51-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,52,51,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0044,MER-SA07-INT-EVID-0044,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,52,found,found
