tenant_key,module,page,artifact_type,artifact_file,artifact_id,section,title,source_fact_id,source_dimension,source_record_id,artifact_evidence_ref_count,artifact_evidence_ref_sample,active_source_file,active_source_row,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_context_item,active_status,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0003,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0003,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,11,MER-SA07-INT-EVID-0003,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Call center optimization,"CEO / Enterprise Strategy says Call center optimization is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,11,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0004,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0004,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,12,MER-SA07-INT-EVID-0004,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Provider quality and performance,"CEO / Enterprise Strategy says Provider quality and performance is promising, but platform is not decision-grade until Power BI reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,12,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0005,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0005,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,13,MER-SA07-INT-EVID-0005,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: End-to-end cost transparency,"CEO / Enterprise Strategy says End-to-end cost transparency is promising, but data is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,13,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0006,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0006,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,14,MER-SA07-INT-EVID-0006,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Payment integrity and leakage reduction,"CEO / Enterprise Strategy says Payment integrity and leakage reduction is promising, but modernization is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,14,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0007,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0007,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,15,MER-SA07-INT-EVID-0007,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Automated close and reporting,"CEO / Enterprise Strategy says Automated close and reporting is promising, but AI readiness is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,15,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0008,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0008,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,16,MER-SA07-INT-EVID-0008,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,"CEO / Enterprise Strategy says Unified clinical + claims lakehouse is promising, but risk is not decision-grade until Claims administration platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,16,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0009,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0009,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,17,MER-SA07-INT-EVID-0009,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,"CEO / Enterprise Strategy says Governed data foundation for AI / LLM automation is promising, but metrics is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,17,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0010,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0010,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,18,MER-SA07-INT-EVID-0010,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Call center optimization,"CEO / Enterprise Strategy says Call center optimization is promising, but value is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,18,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0011,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0011,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,19,MER-SA07-INT-EVID-0011,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: Provider quality and performance,"CEO / Enterprise Strategy says Provider quality and performance is promising, but sourcing is not decision-grade until Epic Caboodle evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,19,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0012,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0012,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,20,MER-SA07-INT-EVID-0012,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CEO / Enterprise Strategy: End-to-end cost transparency,"CEO / Enterprise Strategy says End-to-end cost transparency is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,20,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0013,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0013,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,21,MER-SA07-INT-EVID-0013,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Governed data foundation for AI / LLM automation,"CFO / Finance & Value says Governed data foundation for AI / LLM automation is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,21,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0014,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0014,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,22,MER-SA07-INT-EVID-0014,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Call center optimization,"CFO / Finance & Value says Call center optimization is promising, but operating model is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,22,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0015,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0015,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,23,MER-SA07-INT-EVID-0015,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Provider quality and performance,"CFO / Finance & Value says Provider quality and performance is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,23,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0016,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0016,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,24,MER-SA07-INT-EVID-0016,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: End-to-end cost transparency,"CFO / Finance & Value says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,24,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0017,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0017,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,25,MER-SA07-INT-EVID-0017,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Payment integrity and leakage reduction,"CFO / Finance & Value says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,25,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:enterprise-brief,Enterprise Brief,"Meridian's V3 context is broad enough to orient executives, but still planning-grade.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0018,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0018,30,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,26,MER-SA07-INT-EVID-0018,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: Automated close and reporting,"CFO / Finance & Value says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,26,found,found
