tenant_key,edge_key,from_node_key,to_node_key,relationship_type,evidence_id,confidence,active_candidate_status,graph_boundary
skyharbor-air,SHA-EDGE-00050,SHA-NODE-00050,SHA-NODE-00087,depends_on,SHA-EVID-00626,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00051,SHA-NODE-00051,SHA-NODE-00088,feeds,SHA-EVID-00627,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00052,SHA-NODE-00052,SHA-NODE-00089,owned_by,SHA-EVID-00628,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00053,SHA-NODE-00053,SHA-NODE-00090,funded_by,SHA-EVID-00629,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00054,SHA-NODE-00054,SHA-NODE-00091,blocked_by,SHA-EVID-00630,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00055,SHA-NODE-00055,SHA-NODE-00092,governed_by,SHA-EVID-00631,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00056,SHA-NODE-00056,SHA-NODE-00093,supports,SHA-EVID-00632,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00057,SHA-NODE-00057,SHA-NODE-00094,depends_on,SHA-EVID-00633,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00058,SHA-NODE-00058,SHA-NODE-00095,feeds,SHA-EVID-00634,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00059,SHA-NODE-00059,SHA-NODE-00096,owned_by,SHA-EVID-00635,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00060,SHA-NODE-00060,SHA-NODE-00097,funded_by,SHA-EVID-00636,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00061,SHA-NODE-00061,SHA-NODE-00098,blocked_by,SHA-EVID-00637,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00062,SHA-NODE-00062,SHA-NODE-00099,governed_by,SHA-EVID-00638,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00063,SHA-NODE-00063,SHA-NODE-00100,supports,SHA-EVID-00639,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00064,SHA-NODE-00064,SHA-NODE-00101,depends_on,SHA-EVID-00640,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00065,SHA-NODE-00065,SHA-NODE-00102,feeds,SHA-EVID-00641,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00066,SHA-NODE-00066,SHA-NODE-00103,owned_by,SHA-EVID-00642,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00067,SHA-NODE-00067,SHA-NODE-00104,funded_by,SHA-EVID-00643,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00068,SHA-NODE-00068,SHA-NODE-00105,blocked_by,SHA-EVID-00644,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00069,SHA-NODE-00069,SHA-NODE-00106,governed_by,SHA-EVID-00645,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00070,SHA-NODE-00070,SHA-NODE-00107,supports,SHA-EVID-00646,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00071,SHA-NODE-00071,SHA-NODE-00108,depends_on,SHA-EVID-00647,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00072,SHA-NODE-00072,SHA-NODE-00109,feeds,SHA-EVID-00648,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00073,SHA-NODE-00073,SHA-NODE-00110,owned_by,SHA-EVID-00649,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00074,SHA-NODE-00074,SHA-NODE-00111,funded_by,SHA-EVID-00650,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00075,SHA-NODE-00075,SHA-NODE-00112,blocked_by,SHA-EVID-00651,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00076,SHA-NODE-00076,SHA-NODE-00113,governed_by,SHA-EVID-00652,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00077,SHA-NODE-00077,SHA-NODE-00114,supports,SHA-EVID-00653,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00078,SHA-NODE-00078,SHA-NODE-00115,depends_on,SHA-EVID-00654,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00079,SHA-NODE-00079,SHA-NODE-00116,feeds,SHA-EVID-00655,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00080,SHA-NODE-00080,SHA-NODE-00117,owned_by,SHA-EVID-00656,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00081,SHA-NODE-00081,SHA-NODE-00118,funded_by,SHA-EVID-00657,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00082,SHA-NODE-00082,SHA-NODE-00119,blocked_by,SHA-EVID-00658,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00083,SHA-NODE-00083,SHA-NODE-00120,governed_by,SHA-EVID-00659,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00084,SHA-NODE-00084,SHA-NODE-00121,supports,SHA-EVID-00660,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00085,SHA-NODE-00085,SHA-NODE-00122,depends_on,SHA-EVID-00661,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00086,SHA-NODE-00086,SHA-NODE-00123,feeds,SHA-EVID-00662,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00087,SHA-NODE-00087,SHA-NODE-00124,owned_by,SHA-EVID-00663,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00088,SHA-NODE-00088,SHA-NODE-00125,funded_by,SHA-EVID-00664,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00089,SHA-NODE-00089,SHA-NODE-00126,blocked_by,SHA-EVID-00665,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00090,SHA-NODE-00090,SHA-NODE-00127,governed_by,SHA-EVID-00666,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00091,SHA-NODE-00091,SHA-NODE-00128,supports,SHA-EVID-00667,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00092,SHA-NODE-00092,SHA-NODE-00129,depends_on,SHA-EVID-00668,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00093,SHA-NODE-00093,SHA-NODE-00130,feeds,SHA-EVID-00669,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00094,SHA-NODE-00094,SHA-NODE-00131,owned_by,SHA-EVID-00670,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00095,SHA-NODE-00095,SHA-NODE-00132,funded_by,SHA-EVID-00671,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00096,SHA-NODE-00096,SHA-NODE-00133,blocked_by,SHA-EVID-00672,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00097,SHA-NODE-00097,SHA-NODE-00134,governed_by,SHA-EVID-00673,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00098,SHA-NODE-00098,SHA-NODE-00135,supports,SHA-EVID-00674,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00099,SHA-NODE-00099,SHA-NODE-00136,depends_on,SHA-EVID-00675,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00100,SHA-NODE-00100,SHA-NODE-00137,feeds,SHA-EVID-00676,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00101,SHA-NODE-00101,SHA-NODE-00138,owned_by,SHA-EVID-00677,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00102,SHA-NODE-00102,SHA-NODE-00139,funded_by,SHA-EVID-00678,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00103,SHA-NODE-00103,SHA-NODE-00140,blocked_by,SHA-EVID-00679,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00104,SHA-NODE-00104,SHA-NODE-00141,governed_by,SHA-EVID-00680,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00105,SHA-NODE-00105,SHA-NODE-00142,supports,SHA-EVID-00681,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00106,SHA-NODE-00106,SHA-NODE-00143,depends_on,SHA-EVID-00682,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00107,SHA-NODE-00107,SHA-NODE-00144,feeds,SHA-EVID-00683,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00108,SHA-NODE-00108,SHA-NODE-00145,owned_by,SHA-EVID-00684,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00109,SHA-NODE-00109,SHA-NODE-00146,funded_by,SHA-EVID-00685,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00110,SHA-NODE-00110,SHA-NODE-00147,blocked_by,SHA-EVID-00686,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00111,SHA-NODE-00111,SHA-NODE-00148,governed_by,SHA-EVID-00687,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00112,SHA-NODE-00112,SHA-NODE-00149,supports,SHA-EVID-00688,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00113,SHA-NODE-00113,SHA-NODE-00150,depends_on,SHA-EVID-00689,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00114,SHA-NODE-00114,SHA-NODE-00151,feeds,SHA-EVID-00690,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00115,SHA-NODE-00115,SHA-NODE-00152,owned_by,SHA-EVID-00691,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00116,SHA-NODE-00116,SHA-NODE-00153,funded_by,SHA-EVID-00692,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00117,SHA-NODE-00117,SHA-NODE-00154,blocked_by,SHA-EVID-00693,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00118,SHA-NODE-00118,SHA-NODE-00155,governed_by,SHA-EVID-00694,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00119,SHA-NODE-00119,SHA-NODE-00156,supports,SHA-EVID-00695,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00120,SHA-NODE-00120,SHA-NODE-00157,depends_on,SHA-EVID-00696,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00121,SHA-NODE-00121,SHA-NODE-00158,feeds,SHA-EVID-00697,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00122,SHA-NODE-00122,SHA-NODE-00159,owned_by,SHA-EVID-00698,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00123,SHA-NODE-00123,SHA-NODE-00160,funded_by,SHA-EVID-00699,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00124,SHA-NODE-00124,SHA-NODE-00161,blocked_by,SHA-EVID-00700,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00125,SHA-NODE-00125,SHA-NODE-00162,governed_by,SHA-EVID-00701,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00126,SHA-NODE-00126,SHA-NODE-00163,supports,SHA-EVID-00702,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00127,SHA-NODE-00127,SHA-NODE-00164,depends_on,SHA-EVID-00703,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00128,SHA-NODE-00128,SHA-NODE-00165,feeds,SHA-EVID-00704,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00129,SHA-NODE-00129,SHA-NODE-00166,owned_by,SHA-EVID-00705,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00130,SHA-NODE-00130,SHA-NODE-00167,funded_by,SHA-EVID-00706,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00131,SHA-NODE-00131,SHA-NODE-00168,blocked_by,SHA-EVID-00707,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00132,SHA-NODE-00132,SHA-NODE-00169,governed_by,SHA-EVID-00708,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00133,SHA-NODE-00133,SHA-NODE-00170,supports,SHA-EVID-00709,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00134,SHA-NODE-00134,SHA-NODE-00171,depends_on,SHA-EVID-00710,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00135,SHA-NODE-00135,SHA-NODE-00172,feeds,SHA-EVID-00711,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00136,SHA-NODE-00136,SHA-NODE-00173,owned_by,SHA-EVID-00712,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00137,SHA-NODE-00137,SHA-NODE-00174,funded_by,SHA-EVID-00713,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00138,SHA-NODE-00138,SHA-NODE-00175,blocked_by,SHA-EVID-00714,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00139,SHA-NODE-00139,SHA-NODE-00176,governed_by,SHA-EVID-00715,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00140,SHA-NODE-00140,SHA-NODE-00177,supports,SHA-EVID-00716,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00141,SHA-NODE-00141,SHA-NODE-00178,depends_on,SHA-EVID-00717,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00142,SHA-NODE-00142,SHA-NODE-00179,feeds,SHA-EVID-00718,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
