tenant_key,node_key,node_type,node_name,source_entity_key,evidence_id,confidence,active_candidate_status
skyharbor-air,SHA-NODE-00037,function,finance capability 013 entity 0037,SHA-ENT-00037,SHA-EVID-00613,high,candidate
skyharbor-air,SHA-NODE-00038,data_asset,procurement capability 014 entity 0038,SHA-ENT-00038,SHA-EVID-00614,medium,candidate
skyharbor-air,SHA-NODE-00039,vendor,HR and workforce capability 015 entity 0039,SHA-ENT-00039,SHA-EVID-00615,medium,candidate
skyharbor-air,SHA-NODE-00040,program,data and analytics capability 016 entity 0040,SHA-ENT-00040,SHA-EVID-00616,high,candidate
skyharbor-air,SHA-NODE-00041,control,platform engineering capability 017 entity 0041,SHA-ENT-00041,SHA-EVID-00617,high,candidate
skyharbor-air,SHA-NODE-00042,metric,baggage operations capability 018 entity 0042,SHA-ENT-00042,SHA-EVID-00618,medium,candidate
skyharbor-air,SHA-NODE-00043,system,flight operations capability 019 entity 0043,SHA-ENT-00043,SHA-EVID-00619,medium,candidate
skyharbor-air,SHA-NODE-00044,function,operations control center capability 020 entity 0044,SHA-ENT-00044,SHA-EVID-00620,high,candidate
skyharbor-air,SHA-NODE-00045,data_asset,airport operations capability 021 entity 0045,SHA-ENT-00045,SHA-EVID-00621,high,candidate
skyharbor-air,SHA-NODE-00046,vendor,customer service capability 022 entity 0046,SHA-ENT-00046,SHA-EVID-00622,medium,candidate
skyharbor-air,SHA-NODE-00047,program,loyalty capability 023 entity 0047,SHA-ENT-00047,SHA-EVID-00623,medium,candidate
skyharbor-air,SHA-NODE-00048,control,revenue management capability 024 entity 0048,SHA-ENT-00048,SHA-EVID-00624,high,candidate
skyharbor-air,SHA-NODE-00049,metric,network planning capability 025 entity 0049,SHA-ENT-00049,SHA-EVID-00625,high,candidate
skyharbor-air,SHA-NODE-00050,system,crew scheduling capability 026 entity 0050,SHA-ENT-00050,SHA-EVID-00626,medium,candidate
skyharbor-air,SHA-NODE-00051,function,maintenance engineering capability 027 entity 0051,SHA-ENT-00051,SHA-EVID-00627,medium,candidate
skyharbor-air,SHA-NODE-00052,data_asset,cargo operations capability 028 entity 0052,SHA-ENT-00052,SHA-EVID-00628,high,candidate
skyharbor-air,SHA-NODE-00053,vendor,digital ecommerce capability 029 entity 0053,SHA-ENT-00053,SHA-EVID-00629,high,candidate
skyharbor-air,SHA-NODE-00054,program,safety and security capability 030 entity 0054,SHA-ENT-00054,SHA-EVID-00630,medium,candidate
skyharbor-air,SHA-NODE-00055,control,finance capability 031 entity 0055,SHA-ENT-00055,SHA-EVID-00631,medium,candidate
skyharbor-air,SHA-NODE-00056,metric,procurement capability 032 entity 0056,SHA-ENT-00056,SHA-EVID-00632,high,candidate
skyharbor-air,SHA-NODE-00057,system,HR and workforce capability 033 entity 0057,SHA-ENT-00057,SHA-EVID-00633,high,candidate
skyharbor-air,SHA-NODE-00058,function,data and analytics capability 034 entity 0058,SHA-ENT-00058,SHA-EVID-00634,medium,candidate
skyharbor-air,SHA-NODE-00059,data_asset,platform engineering capability 035 entity 0059,SHA-ENT-00059,SHA-EVID-00635,medium,candidate
skyharbor-air,SHA-NODE-00060,vendor,baggage operations capability 036 entity 0060,SHA-ENT-00060,SHA-EVID-00636,high,candidate
skyharbor-air,SHA-NODE-00061,program,flight operations capability 037 entity 0061,SHA-ENT-00061,SHA-EVID-00637,high,candidate
skyharbor-air,SHA-NODE-00062,control,operations control center capability 038 entity 0062,SHA-ENT-00062,SHA-EVID-00638,medium,candidate
skyharbor-air,SHA-NODE-00063,metric,airport operations capability 039 entity 0063,SHA-ENT-00063,SHA-EVID-00639,medium,candidate
skyharbor-air,SHA-NODE-00064,system,customer service capability 040 entity 0064,SHA-ENT-00064,SHA-EVID-00640,high,candidate
skyharbor-air,SHA-NODE-00065,function,loyalty capability 041 entity 0065,SHA-ENT-00065,SHA-EVID-00641,high,candidate
skyharbor-air,SHA-NODE-00066,data_asset,revenue management capability 042 entity 0066,SHA-ENT-00066,SHA-EVID-00642,medium,candidate
skyharbor-air,SHA-NODE-00067,vendor,network planning capability 043 entity 0067,SHA-ENT-00067,SHA-EVID-00643,medium,candidate
skyharbor-air,SHA-NODE-00068,program,crew scheduling capability 044 entity 0068,SHA-ENT-00068,SHA-EVID-00644,high,candidate
skyharbor-air,SHA-NODE-00069,control,maintenance engineering capability 045 entity 0069,SHA-ENT-00069,SHA-EVID-00645,high,candidate
skyharbor-air,SHA-NODE-00070,metric,cargo operations capability 046 entity 0070,SHA-ENT-00070,SHA-EVID-00646,medium,candidate
skyharbor-air,SHA-NODE-00071,system,digital ecommerce capability 047 entity 0071,SHA-ENT-00071,SHA-EVID-00647,medium,candidate
skyharbor-air,SHA-NODE-00072,function,safety and security capability 048 entity 0072,SHA-ENT-00072,SHA-EVID-00648,high,candidate
skyharbor-air,SHA-NODE-00073,data_asset,finance capability 049 entity 0073,SHA-ENT-00073,SHA-EVID-00649,high,candidate
skyharbor-air,SHA-NODE-00074,vendor,procurement capability 050 entity 0074,SHA-ENT-00074,SHA-EVID-00650,medium,candidate
skyharbor-air,SHA-NODE-00075,program,HR and workforce capability 051 entity 0075,SHA-ENT-00075,SHA-EVID-00651,medium,candidate
skyharbor-air,SHA-NODE-00076,control,data and analytics capability 052 entity 0076,SHA-ENT-00076,SHA-EVID-00652,high,candidate
skyharbor-air,SHA-NODE-00077,metric,platform engineering capability 053 entity 0077,SHA-ENT-00077,SHA-EVID-00653,high,candidate
skyharbor-air,SHA-NODE-00078,system,baggage operations capability 054 entity 0078,SHA-ENT-00078,SHA-EVID-00654,medium,candidate
skyharbor-air,SHA-NODE-00079,function,flight operations capability 055 entity 0079,SHA-ENT-00079,SHA-EVID-00655,medium,candidate
skyharbor-air,SHA-NODE-00080,data_asset,operations control center capability 056 entity 0080,SHA-ENT-00080,SHA-EVID-00656,high,candidate
skyharbor-air,SHA-NODE-00081,vendor,airport operations capability 057 entity 0081,SHA-ENT-00081,SHA-EVID-00657,high,candidate
skyharbor-air,SHA-NODE-00082,program,customer service capability 058 entity 0082,SHA-ENT-00082,SHA-EVID-00658,medium,candidate
skyharbor-air,SHA-NODE-00083,control,loyalty capability 059 entity 0083,SHA-ENT-00083,SHA-EVID-00659,medium,candidate
skyharbor-air,SHA-NODE-00084,metric,revenue management capability 060 entity 0084,SHA-ENT-00084,SHA-EVID-00660,high,candidate
skyharbor-air,SHA-NODE-00085,system,network planning capability 061 entity 0085,SHA-ENT-00085,SHA-EVID-00661,high,candidate
skyharbor-air,SHA-NODE-00086,function,crew scheduling capability 062 entity 0086,SHA-ENT-00086,SHA-EVID-00662,medium,candidate
skyharbor-air,SHA-NODE-00087,data_asset,maintenance engineering capability 063 entity 0087,SHA-ENT-00087,SHA-EVID-00663,medium,candidate
skyharbor-air,SHA-NODE-00088,vendor,cargo operations capability 064 entity 0088,SHA-ENT-00088,SHA-EVID-00664,high,candidate
skyharbor-air,SHA-NODE-00089,program,digital ecommerce capability 065 entity 0089,SHA-ENT-00089,SHA-EVID-00665,high,candidate
skyharbor-air,SHA-NODE-00090,control,safety and security capability 066 entity 0090,SHA-ENT-00090,SHA-EVID-00666,medium,candidate
skyharbor-air,SHA-NODE-00091,metric,finance capability 067 entity 0091,SHA-ENT-00091,SHA-EVID-00667,medium,candidate
skyharbor-air,SHA-NODE-00092,system,procurement capability 068 entity 0092,SHA-ENT-00092,SHA-EVID-00668,high,candidate
skyharbor-air,SHA-NODE-00093,function,HR and workforce capability 069 entity 0093,SHA-ENT-00093,SHA-EVID-00669,high,candidate
skyharbor-air,SHA-NODE-00094,data_asset,data and analytics capability 070 entity 0094,SHA-ENT-00094,SHA-EVID-00670,medium,candidate
skyharbor-air,SHA-NODE-00095,vendor,platform engineering capability 071 entity 0095,SHA-ENT-00095,SHA-EVID-00671,medium,candidate
skyharbor-air,SHA-NODE-00096,program,baggage operations capability 072 entity 0096,SHA-ENT-00096,SHA-EVID-00672,high,candidate
skyharbor-air,SHA-NODE-00097,control,flight operations capability 073 entity 0097,SHA-ENT-00097,SHA-EVID-00673,high,candidate
skyharbor-air,SHA-NODE-00098,metric,operations control center capability 074 entity 0098,SHA-ENT-00098,SHA-EVID-00674,medium,candidate
skyharbor-air,SHA-NODE-00099,system,airport operations capability 075 entity 0099,SHA-ENT-00099,SHA-EVID-00675,medium,candidate
skyharbor-air,SHA-NODE-00100,function,customer service capability 076 entity 0100,SHA-ENT-00100,SHA-EVID-00676,high,candidate
skyharbor-air,SHA-NODE-00101,data_asset,loyalty capability 077 entity 0101,SHA-ENT-00101,SHA-EVID-00677,high,candidate
skyharbor-air,SHA-NODE-00102,vendor,revenue management capability 078 entity 0102,SHA-ENT-00102,SHA-EVID-00678,medium,candidate
skyharbor-air,SHA-NODE-00103,program,network planning capability 079 entity 0103,SHA-ENT-00103,SHA-EVID-00679,medium,candidate
skyharbor-air,SHA-NODE-00104,control,crew scheduling capability 080 entity 0104,SHA-ENT-00104,SHA-EVID-00680,high,candidate
skyharbor-air,SHA-NODE-00105,metric,maintenance engineering capability 081 entity 0105,SHA-ENT-00105,SHA-EVID-00681,high,candidate
skyharbor-air,SHA-NODE-00106,system,cargo operations capability 082 entity 0106,SHA-ENT-00106,SHA-EVID-00682,medium,candidate
skyharbor-air,SHA-NODE-00107,function,digital ecommerce capability 083 entity 0107,SHA-ENT-00107,SHA-EVID-00683,medium,candidate
skyharbor-air,SHA-NODE-00108,data_asset,safety and security capability 084 entity 0108,SHA-ENT-00108,SHA-EVID-00684,high,candidate
skyharbor-air,SHA-NODE-00109,vendor,finance capability 085 entity 0109,SHA-ENT-00109,SHA-EVID-00685,high,candidate
skyharbor-air,SHA-NODE-00110,program,procurement capability 086 entity 0110,SHA-ENT-00110,SHA-EVID-00686,medium,candidate
skyharbor-air,SHA-NODE-00111,control,HR and workforce capability 087 entity 0111,SHA-ENT-00111,SHA-EVID-00687,medium,candidate
skyharbor-air,SHA-NODE-00112,metric,data and analytics capability 088 entity 0112,SHA-ENT-00112,SHA-EVID-00688,high,candidate
skyharbor-air,SHA-NODE-00113,system,platform engineering capability 089 entity 0113,SHA-ENT-00113,SHA-EVID-00689,high,candidate
skyharbor-air,SHA-NODE-00114,function,baggage operations capability 090 entity 0114,SHA-ENT-00114,SHA-EVID-00690,medium,candidate
skyharbor-air,SHA-NODE-00115,data_asset,flight operations capability 091 entity 0115,SHA-ENT-00115,SHA-EVID-00691,medium,candidate
skyharbor-air,SHA-NODE-00116,vendor,operations control center capability 092 entity 0116,SHA-ENT-00116,SHA-EVID-00692,high,candidate
skyharbor-air,SHA-NODE-00117,program,airport operations capability 093 entity 0117,SHA-ENT-00117,SHA-EVID-00693,high,candidate
skyharbor-air,SHA-NODE-00118,control,customer service capability 094 entity 0118,SHA-ENT-00118,SHA-EVID-00694,medium,candidate
skyharbor-air,SHA-NODE-00119,metric,loyalty capability 095 entity 0119,SHA-ENT-00119,SHA-EVID-00695,medium,candidate
skyharbor-air,SHA-NODE-00120,system,revenue management capability 096 entity 0120,SHA-ENT-00120,SHA-EVID-00696,high,candidate
skyharbor-air,SHA-NODE-00121,function,network planning capability 097 entity 0121,SHA-ENT-00121,SHA-EVID-00697,high,candidate
skyharbor-air,SHA-NODE-00122,data_asset,crew scheduling capability 098 entity 0122,SHA-ENT-00122,SHA-EVID-00698,medium,candidate
skyharbor-air,SHA-NODE-00123,vendor,maintenance engineering capability 099 entity 0123,SHA-ENT-00123,SHA-EVID-00699,medium,candidate
skyharbor-air,SHA-NODE-00124,program,cargo operations capability 100 entity 0124,SHA-ENT-00124,SHA-EVID-00700,high,candidate
skyharbor-air,SHA-NODE-00125,control,digital ecommerce capability 101 entity 0125,SHA-ENT-00125,SHA-EVID-00701,high,candidate
skyharbor-air,SHA-NODE-00126,metric,safety and security capability 102 entity 0126,SHA-ENT-00126,SHA-EVID-00702,medium,candidate
skyharbor-air,SHA-NODE-00127,system,finance capability 103 entity 0127,SHA-ENT-00127,SHA-EVID-00703,medium,candidate
skyharbor-air,SHA-NODE-00128,function,procurement capability 104 entity 0128,SHA-ENT-00128,SHA-EVID-00704,high,candidate
skyharbor-air,SHA-NODE-00129,data_asset,HR and workforce capability 105 entity 0129,SHA-ENT-00129,SHA-EVID-00705,high,candidate
skyharbor-air,SHA-NODE-00130,vendor,data and analytics capability 106 entity 0130,SHA-ENT-00130,SHA-EVID-00706,medium,candidate
skyharbor-air,SHA-NODE-00131,program,platform engineering capability 107 entity 0131,SHA-ENT-00131,SHA-EVID-00707,medium,candidate
skyharbor-air,SHA-NODE-00132,control,baggage operations capability 108 entity 0132,SHA-ENT-00132,SHA-EVID-00708,high,candidate
skyharbor-air,SHA-NODE-00133,metric,flight operations capability 109 entity 0133,SHA-ENT-00133,SHA-EVID-00709,high,candidate
skyharbor-air,SHA-NODE-00134,system,operations control center capability 110 entity 0134,SHA-ENT-00134,SHA-EVID-00710,medium,candidate
skyharbor-air,SHA-NODE-00135,function,airport operations capability 111 entity 0135,SHA-ENT-00135,SHA-EVID-00711,medium,candidate
skyharbor-air,SHA-NODE-00136,data_asset,customer service capability 112 entity 0136,SHA-ENT-00136,SHA-EVID-00712,high,candidate
skyharbor-air,SHA-NODE-00137,vendor,loyalty capability 113 entity 0137,SHA-ENT-00137,SHA-EVID-00713,high,candidate
skyharbor-air,SHA-NODE-00138,program,revenue management capability 114 entity 0138,SHA-ENT-00138,SHA-EVID-00714,medium,candidate
skyharbor-air,SHA-NODE-00139,control,network planning capability 115 entity 0139,SHA-ENT-00139,SHA-EVID-00715,medium,candidate
skyharbor-air,SHA-NODE-00140,metric,crew scheduling capability 116 entity 0140,SHA-ENT-00140,SHA-EVID-00716,high,candidate
skyharbor-air,SHA-NODE-00141,system,maintenance engineering capability 117 entity 0141,SHA-ENT-00141,SHA-EVID-00717,high,candidate
skyharbor-air,SHA-NODE-00142,function,cargo operations capability 118 entity 0142,SHA-ENT-00142,SHA-EVID-00718,medium,candidate
skyharbor-air,SHA-NODE-00143,data_asset,digital ecommerce capability 119 entity 0143,SHA-ENT-00143,SHA-EVID-00719,medium,candidate
skyharbor-air,SHA-NODE-00144,vendor,safety and security capability 120 entity 0144,SHA-ENT-00144,SHA-EVID-00720,high,candidate
skyharbor-air,SHA-NODE-00145,program,finance capability 121 entity 0145,SHA-ENT-00145,SHA-EVID-00721,high,candidate
skyharbor-air,SHA-NODE-00146,control,procurement capability 122 entity 0146,SHA-ENT-00146,SHA-EVID-00722,medium,candidate
skyharbor-air,SHA-NODE-00147,metric,HR and workforce capability 123 entity 0147,SHA-ENT-00147,SHA-EVID-00723,medium,candidate
skyharbor-air,SHA-NODE-00148,system,data and analytics capability 124 entity 0148,SHA-ENT-00148,SHA-EVID-00724,high,candidate
skyharbor-air,SHA-NODE-00149,function,platform engineering capability 125 entity 0149,SHA-ENT-00149,SHA-EVID-00725,high,candidate
skyharbor-air,SHA-NODE-00150,data_asset,baggage operations capability 126 entity 0150,SHA-ENT-00150,SHA-EVID-00726,medium,candidate
skyharbor-air,SHA-NODE-00151,vendor,flight operations capability 127 entity 0151,SHA-ENT-00151,SHA-EVID-00727,medium,candidate
skyharbor-air,SHA-NODE-00152,program,operations control center capability 128 entity 0152,SHA-ENT-00152,SHA-EVID-00728,high,candidate
skyharbor-air,SHA-NODE-00153,control,airport operations capability 129 entity 0153,SHA-ENT-00153,SHA-EVID-00729,high,candidate
skyharbor-air,SHA-NODE-00154,metric,customer service capability 130 entity 0154,SHA-ENT-00154,SHA-EVID-00730,medium,candidate
skyharbor-air,SHA-NODE-00155,system,loyalty capability 131 entity 0155,SHA-ENT-00155,SHA-EVID-00731,medium,candidate
skyharbor-air,SHA-NODE-00156,function,revenue management capability 132 entity 0156,SHA-ENT-00156,SHA-EVID-00732,high,candidate
skyharbor-air,SHA-NODE-00157,data_asset,network planning capability 133 entity 0157,SHA-ENT-00157,SHA-EVID-00733,high,candidate
skyharbor-air,SHA-NODE-00158,vendor,crew scheduling capability 134 entity 0158,SHA-ENT-00158,SHA-EVID-00734,medium,candidate
skyharbor-air,SHA-NODE-00159,program,maintenance engineering capability 135 entity 0159,SHA-ENT-00159,SHA-EVID-00735,medium,candidate
skyharbor-air,SHA-NODE-00160,control,cargo operations capability 136 entity 0160,SHA-ENT-00160,SHA-EVID-00736,high,candidate
skyharbor-air,SHA-NODE-00161,metric,digital ecommerce capability 137 entity 0161,SHA-ENT-00161,SHA-EVID-00737,high,candidate
skyharbor-air,SHA-NODE-00162,system,safety and security capability 138 entity 0162,SHA-ENT-00162,SHA-EVID-00738,medium,candidate
skyharbor-air,SHA-NODE-00163,function,finance capability 139 entity 0163,SHA-ENT-00163,SHA-EVID-00739,medium,candidate
skyharbor-air,SHA-NODE-00164,data_asset,procurement capability 140 entity 0164,SHA-ENT-00164,SHA-EVID-00740,high,candidate
skyharbor-air,SHA-NODE-00165,vendor,HR and workforce capability 141 entity 0165,SHA-ENT-00165,SHA-EVID-00741,high,candidate
skyharbor-air,SHA-NODE-00166,program,data and analytics capability 142 entity 0166,SHA-ENT-00166,SHA-EVID-00742,medium,candidate
skyharbor-air,SHA-NODE-00167,control,platform engineering capability 143 entity 0167,SHA-ENT-00167,SHA-EVID-00743,medium,candidate
skyharbor-air,SHA-NODE-00168,metric,baggage operations capability 144 entity 0168,SHA-ENT-00168,SHA-EVID-00744,high,candidate
skyharbor-air,SHA-NODE-00169,system,flight operations capability 145 entity 0169,SHA-ENT-00169,SHA-EVID-00745,high,candidate
skyharbor-air,SHA-NODE-00170,function,operations control center capability 146 entity 0170,SHA-ENT-00170,SHA-EVID-00746,medium,candidate
skyharbor-air,SHA-NODE-00171,data_asset,airport operations capability 147 entity 0171,SHA-ENT-00171,SHA-EVID-00747,medium,candidate
skyharbor-air,SHA-NODE-00172,vendor,customer service capability 148 entity 0172,SHA-ENT-00172,SHA-EVID-00748,high,candidate
skyharbor-air,SHA-NODE-00173,program,loyalty capability 149 entity 0173,SHA-ENT-00173,SHA-EVID-00749,high,candidate
skyharbor-air,SHA-NODE-00174,control,revenue management capability 150 entity 0174,SHA-ENT-00174,SHA-EVID-00750,medium,candidate
skyharbor-air,SHA-NODE-00175,metric,network planning capability 151 entity 0175,SHA-ENT-00175,SHA-EVID-00751,medium,candidate
skyharbor-air,SHA-NODE-00176,system,crew scheduling capability 152 entity 0176,SHA-ENT-00176,SHA-EVID-00752,high,candidate
skyharbor-air,SHA-NODE-00177,function,maintenance engineering capability 153 entity 0177,SHA-ENT-00177,SHA-EVID-00753,high,candidate
skyharbor-air,SHA-NODE-00178,data_asset,cargo operations capability 154 entity 0178,SHA-ENT-00178,SHA-EVID-00754,medium,candidate
skyharbor-air,SHA-NODE-00179,vendor,digital ecommerce capability 155 entity 0179,SHA-ENT-00179,SHA-EVID-00755,medium,candidate
skyharbor-air,SHA-NODE-00180,program,safety and security capability 156 entity 0180,SHA-ENT-00180,SHA-EVID-00756,high,candidate
skyharbor-air,SHA-NODE-00181,control,finance capability 157 entity 0181,SHA-ENT-00181,SHA-EVID-00757,high,candidate
skyharbor-air,SHA-NODE-00182,metric,procurement capability 158 entity 0182,SHA-ENT-00182,SHA-EVID-00758,medium,candidate
skyharbor-air,SHA-NODE-00183,system,HR and workforce capability 159 entity 0183,SHA-ENT-00183,SHA-EVID-00759,medium,candidate
skyharbor-air,SHA-NODE-00184,function,data and analytics capability 160 entity 0184,SHA-ENT-00184,SHA-EVID-00760,high,candidate
skyharbor-air,SHA-NODE-00185,data_asset,platform engineering capability 161 entity 0185,SHA-ENT-00185,SHA-EVID-00761,high,candidate
skyharbor-air,SHA-NODE-00186,vendor,baggage operations capability 162 entity 0186,SHA-ENT-00186,SHA-EVID-00762,medium,candidate
skyharbor-air,SHA-NODE-00187,program,flight operations capability 163 entity 0187,SHA-ENT-00187,SHA-EVID-00763,medium,candidate
skyharbor-air,SHA-NODE-00188,control,operations control center capability 164 entity 0188,SHA-ENT-00188,SHA-EVID-00764,high,candidate
skyharbor-air,SHA-NODE-00189,metric,airport operations capability 165 entity 0189,SHA-ENT-00189,SHA-EVID-00765,high,candidate
skyharbor-air,SHA-NODE-00190,system,customer service capability 166 entity 0190,SHA-ENT-00190,SHA-EVID-00766,medium,candidate
skyharbor-air,SHA-NODE-00191,function,loyalty capability 167 entity 0191,SHA-ENT-00191,SHA-EVID-00767,medium,candidate
skyharbor-air,SHA-NODE-00192,data_asset,revenue management capability 168 entity 0192,SHA-ENT-00192,SHA-EVID-00768,high,candidate
skyharbor-air,SHA-NODE-00193,vendor,network planning capability 169 entity 0193,SHA-ENT-00193,SHA-EVID-00769,high,candidate
skyharbor-air,SHA-NODE-00194,program,crew scheduling capability 170 entity 0194,SHA-ENT-00194,SHA-EVID-00770,medium,candidate
skyharbor-air,SHA-NODE-00195,control,maintenance engineering capability 171 entity 0195,SHA-ENT-00195,SHA-EVID-00771,medium,candidate
skyharbor-air,SHA-NODE-00196,metric,cargo operations capability 172 entity 0196,SHA-ENT-00196,SHA-EVID-00772,high,candidate
skyharbor-air,SHA-NODE-00197,system,digital ecommerce capability 173 entity 0197,SHA-ENT-00197,SHA-EVID-00773,high,candidate
skyharbor-air,SHA-NODE-00198,function,safety and security capability 174 entity 0198,SHA-ENT-00198,SHA-EVID-00774,medium,candidate
skyharbor-air,SHA-NODE-00199,data_asset,finance capability 175 entity 0199,SHA-ENT-00199,SHA-EVID-00775,medium,candidate
skyharbor-air,SHA-NODE-00200,vendor,procurement capability 176 entity 0200,SHA-ENT-00200,SHA-EVID-00776,high,candidate
skyharbor-air,SHA-NODE-00201,program,HR and workforce capability 177 entity 0201,SHA-ENT-00201,SHA-EVID-00777,high,candidate
skyharbor-air,SHA-NODE-00202,control,data and analytics capability 178 entity 0202,SHA-ENT-00202,SHA-EVID-00778,medium,candidate
skyharbor-air,SHA-NODE-00203,metric,platform engineering capability 179 entity 0203,SHA-ENT-00203,SHA-EVID-00779,medium,candidate
skyharbor-air,SHA-NODE-00204,system,baggage operations capability 180 entity 0204,SHA-ENT-00204,SHA-EVID-00780,high,candidate
skyharbor-air,SHA-NODE-00205,function,flight operations capability 181 entity 0205,SHA-ENT-00205,SHA-EVID-00781,high,candidate
skyharbor-air,SHA-NODE-00206,data_asset,operations control center capability 182 entity 0206,SHA-ENT-00206,SHA-EVID-00782,medium,candidate
skyharbor-air,SHA-NODE-00207,vendor,airport operations capability 183 entity 0207,SHA-ENT-00207,SHA-EVID-00783,medium,candidate
skyharbor-air,SHA-NODE-00208,program,customer service capability 184 entity 0208,SHA-ENT-00208,SHA-EVID-00784,high,candidate
skyharbor-air,SHA-NODE-00209,control,loyalty capability 185 entity 0209,SHA-ENT-00209,SHA-EVID-00785,high,candidate
skyharbor-air,SHA-NODE-00210,metric,revenue management capability 186 entity 0210,SHA-ENT-00210,SHA-EVID-00786,medium,candidate
skyharbor-air,SHA-NODE-00211,system,network planning capability 187 entity 0211,SHA-ENT-00211,SHA-EVID-00787,medium,candidate
skyharbor-air,SHA-NODE-00212,function,crew scheduling capability 188 entity 0212,SHA-ENT-00212,SHA-EVID-00788,high,candidate
