tenant_key,evidence_id,source_file,source_row,evidence_type,evidence_status,checksum,active_candidate_status
skyharbor-air,SHA-EVID-00019,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,20,synthetic source template,candidate_resolves_locally,81876f23116fc0a29f6d8516785fe26637ac5eb62b9e3edd6812cfc8eb1a53de,candidate
skyharbor-air,SHA-EVID-00020,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,21,synthetic interview excerpt,candidate_resolves_locally,c21e6b6bbe9b70e23a87d32e1043113b8d442aba386af64af99617ef9bc45460,candidate
skyharbor-air,SHA-EVID-00021,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,22,synthetic finance baseline,candidate_resolves_locally,1598a63a1783796609e79b6179a2b205fcc9c8ebc7edc25ee471138c8ba9d0b4,candidate
skyharbor-air,SHA-EVID-00022,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,23,synthetic risk-control register,candidate_resolves_locally,e3f9049e2b378f2a98c391aa666a0b050aca466a3c9bd91f25169af9c64774a1,candidate
skyharbor-air,SHA-EVID-00023,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,24,synthetic vendor obligation register,candidate_resolves_locally,46957ac4035bb4ef24611f2249b080e84163406aaa5d2c246d79dcdf9b96e499,candidate
skyharbor-air,SHA-EVID-00024,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,25,synthetic operational metric register,candidate_resolves_locally,57d3b29d96d2617c1c79257c38f79e740961794f98193bb77ed31b149e89549d,candidate
skyharbor-air,SHA-EVID-00025,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2,synthetic source template,candidate_resolves_locally,61a2253ec2fae4cf0012b83d00305e2326d01e801879fcafb50c65ae6969a46d,candidate
skyharbor-air,SHA-EVID-00026,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,3,synthetic interview excerpt,candidate_resolves_locally,0820bcab4d90b933bd0341fe72a13489b15ff2ab03df2fe46da782deceb59c28,candidate
skyharbor-air,SHA-EVID-00027,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,4,synthetic finance baseline,candidate_resolves_locally,55fdc4732193c0b0a6ffce8b63a586f2ea6816bdd311fffed9573c8cb13d0239,candidate
skyharbor-air,SHA-EVID-00028,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,5,synthetic risk-control register,candidate_resolves_locally,de92b6a75b8eacd6c863219d9a18f3d3717009ffbef5c5765d164651e9b54f4a,candidate
skyharbor-air,SHA-EVID-00029,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,6,synthetic vendor obligation register,candidate_resolves_locally,69b03e1973010f4db550800cdc39c3ee5fd3b796bd8a3c95a484275756984a0e,candidate
skyharbor-air,SHA-EVID-00030,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,7,synthetic operational metric register,candidate_resolves_locally,8b5bcc2c17529ff71c198402a4ddf3a6d7c32f0392b063ce2030b31adf1dca10,candidate
skyharbor-air,SHA-EVID-00031,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,8,synthetic source template,candidate_resolves_locally,af553bcd89bccde648f9f0b2003f1e5ab742e463d39c4c9e8f1dcc437b9509da,candidate
skyharbor-air,SHA-EVID-00032,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,9,synthetic interview excerpt,candidate_resolves_locally,2daa7aad567f51bf98181f2d7d725691d1ac346217ce63f109f0c689ec04d948,candidate
skyharbor-air,SHA-EVID-00033,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,10,synthetic finance baseline,candidate_resolves_locally,ae1fbb528fd483a69e8d0d4c724df590c28692b12d682a7c14a7ba50ceeb1f98,candidate
skyharbor-air,SHA-EVID-00034,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,11,synthetic risk-control register,candidate_resolves_locally,43b0d5d3db8ebf327081d882600f83fccad3dcb1994ae896be398884745be986,candidate
skyharbor-air,SHA-EVID-00035,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,12,synthetic vendor obligation register,candidate_resolves_locally,03412e47368ddeb5e4e480db29c762a36c8cb21b42ea4e947c8a7f7f0f6bd659,candidate
skyharbor-air,SHA-EVID-00036,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,13,synthetic operational metric register,candidate_resolves_locally,6ba226424ece0b6125d80cc44395d57272a6a374d5014430592b2f4c8f819246,candidate
skyharbor-air,SHA-EVID-00037,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,14,synthetic source template,candidate_resolves_locally,3da283d051e9100ac6a6c304bef25d1146f9348a2f5feb0ca9ac15cf1ad728f4,candidate
skyharbor-air,SHA-EVID-00038,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,15,synthetic interview excerpt,candidate_resolves_locally,12c8d560e6de98b6939cf05a310c4371fe61286c8fd15985139012f2f006b498,candidate
skyharbor-air,SHA-EVID-00039,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,16,synthetic finance baseline,candidate_resolves_locally,1b2dc76f809357206fd96c58e3243a2511d9111582cdb1e6e2c20f27f8c23b8a,candidate
skyharbor-air,SHA-EVID-00040,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,17,synthetic risk-control register,candidate_resolves_locally,b818af707a74d9540c4cccb00fece15adb989f272ac530d4c37d3aad8b7e056f,candidate
skyharbor-air,SHA-EVID-00041,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,18,synthetic vendor obligation register,candidate_resolves_locally,2532deb592880930a438d9e6e3bc5d3dd09c7d93b15bd65226a4d9bb30c59e88,candidate
skyharbor-air,SHA-EVID-00042,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,19,synthetic operational metric register,candidate_resolves_locally,2893984f274b1e7d7e75f8517df9c0979e6ec75ee61939840653704e93246733,candidate
skyharbor-air,SHA-EVID-00043,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,20,synthetic source template,candidate_resolves_locally,d1c012da04b272f6439c01869815a2dc615e2a51016e5ab4ebc4f1326b1ab798,candidate
skyharbor-air,SHA-EVID-00044,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,21,synthetic interview excerpt,candidate_resolves_locally,8c1fe1c3f47700f95a1b5234c751de3e9a8e20fa94c509d46548da7212e8363f,candidate
skyharbor-air,SHA-EVID-00045,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,22,synthetic finance baseline,candidate_resolves_locally,e8330a378d097bb3a288086b90774c60eeb285c31ec780b37b33f8f482862f31,candidate
skyharbor-air,SHA-EVID-00046,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,23,synthetic risk-control register,candidate_resolves_locally,eebff91507b1c5ddb8fa0b93c5ee3a5d5b818fdf5cbe443011acea28efda3899,candidate
skyharbor-air,SHA-EVID-00047,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,24,synthetic vendor obligation register,candidate_resolves_locally,09d8f080fa9765766f974990671c8536f4c01831575c358182340b4e10f54384,candidate
skyharbor-air,SHA-EVID-00048,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,25,synthetic operational metric register,candidate_resolves_locally,c87569b5f37795ef4e01435651cc32fcf2d9a3373dfae8fe4da322d2701ab138,candidate
skyharbor-air,SHA-EVID-00049,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,26,synthetic source template,candidate_resolves_locally,0707554aae56dc7bd45f2e6ff675cb82163265a58b8f845b0a364639ca5a428b,candidate
skyharbor-air,SHA-EVID-00050,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,27,synthetic interview excerpt,candidate_resolves_locally,818e4196f4e041b83f32a5a849d6cfcbea6618c8374f41a44fca3a28b6232d4a,candidate
skyharbor-air,SHA-EVID-00051,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,28,synthetic finance baseline,candidate_resolves_locally,e2f8e07e1f240f1f52db57582cf95df93bfc60716b7e46245cdeaa96bd2b37f2,candidate
skyharbor-air,SHA-EVID-00052,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,29,synthetic risk-control register,candidate_resolves_locally,20eb93fe50f04cbbbce0d58f51144e1f699b308e57d2b30f1152ac7127ed47fe,candidate
skyharbor-air,SHA-EVID-00053,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,30,synthetic vendor obligation register,candidate_resolves_locally,4c41b5136a171e587aa3ec229011f5594b389c097ac5e6695d6f8cc7aa1eba6a,candidate
skyharbor-air,SHA-EVID-00054,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,31,synthetic operational metric register,candidate_resolves_locally,e18105fd42585e8990553571ac4eb9763278e9bcb6727104bb367b5eaf9424e4,candidate
skyharbor-air,SHA-EVID-00055,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,32,synthetic source template,candidate_resolves_locally,5cb40ead86b1ba911cdcf22ef58188965b1f1112fc5614aa18e8fb1171cc0491,candidate
skyharbor-air,SHA-EVID-00056,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,33,synthetic interview excerpt,candidate_resolves_locally,2da079436738c7de2ea8c348dfa7c0a16f77f9f388c2db41c4f61d0b9ea3a042,candidate
skyharbor-air,SHA-EVID-00057,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,34,synthetic finance baseline,candidate_resolves_locally,ba8e5b38c9a46dc4fd0df94d670196049a3d5df2c7211b61881a2a596ad97243,candidate
skyharbor-air,SHA-EVID-00058,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,35,synthetic risk-control register,candidate_resolves_locally,d19c55578273552ab1a68d03adf2dce786be0ce6472a21cbb92fe22fb5a81147,candidate
skyharbor-air,SHA-EVID-00059,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,36,synthetic vendor obligation register,candidate_resolves_locally,a70a9154adf87fa17abd53a70acab24532729f2a4f386a75b5dc03bc2866947b,candidate
skyharbor-air,SHA-EVID-00060,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,37,synthetic operational metric register,candidate_resolves_locally,023a9082be5b8d28638465f49e57b4880bade68bd366722fc335ff422426385b,candidate
skyharbor-air,SHA-EVID-00061,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,38,synthetic source template,candidate_resolves_locally,e751ab0bb463e8c8efb39a0915beae2cce43311c8fdaa55da1bd988e3338fead,candidate
skyharbor-air,SHA-EVID-00062,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,39,synthetic interview excerpt,candidate_resolves_locally,8eef178e439866d83c7b895402fc172e2b7edc37dfaa500e55022ac9b00a4203,candidate
skyharbor-air,SHA-EVID-00063,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,40,synthetic finance baseline,candidate_resolves_locally,eaed8356898bc762d9104dd41d233a7d7306ef5588d88c6bc53209b7c2a7a7a0,candidate
skyharbor-air,SHA-EVID-00064,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,41,synthetic risk-control register,candidate_resolves_locally,9973135af807ffa96e91ae8b470845191741a887bd17a8f9fcfd229dc91ee1ef,candidate
skyharbor-air,SHA-EVID-00065,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,42,synthetic vendor obligation register,candidate_resolves_locally,fec3dc362b35b3bba7adc9815774d523638617c1dd9014d31373403d212207df,candidate
skyharbor-air,SHA-EVID-00066,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,43,synthetic operational metric register,candidate_resolves_locally,223b783440b0bb2258825114edd557faf0897f90b830e114be9334eaef05523b,candidate
skyharbor-air,SHA-EVID-00067,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,44,synthetic source template,candidate_resolves_locally,f194bdbe8da1b35317727b0f9be2a6f95e55594c52618c0e0345ba8b56f17a77,candidate
skyharbor-air,SHA-EVID-00068,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,45,synthetic interview excerpt,candidate_resolves_locally,cf066be3c6c980f518cd106ceada23e84a0a7e50bab639248e8f6a7c2f7844f4,candidate
skyharbor-air,SHA-EVID-00069,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,46,synthetic finance baseline,candidate_resolves_locally,7c355cd85c666da6ef6a043ede3ef2a9b17c3166b1790742dd96b92958081c70,candidate
skyharbor-air,SHA-EVID-00070,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,47,synthetic risk-control register,candidate_resolves_locally,1690303911c568d41a51503798a479ddd699b1941daedff1da87efd32826efff,candidate
skyharbor-air,SHA-EVID-00071,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,48,synthetic vendor obligation register,candidate_resolves_locally,ca9d95b56b4925ccbae5744bea3788b7efd7d68b05d8deb6956fcbccdf15db52,candidate
skyharbor-air,SHA-EVID-00072,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,49,synthetic operational metric register,candidate_resolves_locally,279dab31797d7c3900d2eeda25c7aa3da9e0feea78a6317715a8725121d3f49b,candidate
skyharbor-air,SHA-EVID-00073,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,50,synthetic source template,candidate_resolves_locally,cb9a14876a1b8b1946cffb369c04555571c389c75845e27ca6d8884441462dfc,candidate
skyharbor-air,SHA-EVID-00074,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,51,synthetic interview excerpt,candidate_resolves_locally,bb3439357f7c08b546dfc8daa43ebb848cf1c025ae36682d3ad075b051b3957f,candidate
skyharbor-air,SHA-EVID-00075,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,52,synthetic finance baseline,candidate_resolves_locally,ef32062407609365fea568eb9389d69d963b1d2c59d2559c7bec24512f08432a,candidate
skyharbor-air,SHA-EVID-00076,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,53,synthetic risk-control register,candidate_resolves_locally,f4a63be046ab1fa496d86f2201d1847d8963909188722a7289a7c30cba8e1f2b,candidate
skyharbor-air,SHA-EVID-00077,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,54,synthetic vendor obligation register,candidate_resolves_locally,b23095ef6bc509f905b7bc2a3f7a756d8e1e17c32b2e439aabc27aeb219f6d66,candidate
skyharbor-air,SHA-EVID-00078,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,55,synthetic operational metric register,candidate_resolves_locally,a2d54a1908cf75ad51b9f1ce0d4b303608e72ece7a2c8ae964729a0efad1ae49,candidate
skyharbor-air,SHA-EVID-00079,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,56,synthetic source template,candidate_resolves_locally,cf19c209850de24f969b87652807f9b4103da92e92669e0f6cadd03995b18372,candidate
skyharbor-air,SHA-EVID-00080,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,57,synthetic interview excerpt,candidate_resolves_locally,ebde697fabafd3e9c5c7b7501495d4b6dfda44cbb17e3bc711402b49c2dd8f85,candidate
skyharbor-air,SHA-EVID-00081,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,58,synthetic finance baseline,candidate_resolves_locally,c6d834ebc073b1af7a700a7ef662dddbb88b9eb9568ace5c0935857ed2520dc4,candidate
skyharbor-air,SHA-EVID-00082,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,59,synthetic risk-control register,candidate_resolves_locally,3e79cfac4d978049d0548aa4b07087ef1fdafdf335a6fd0de3a0e5365f237717,candidate
skyharbor-air,SHA-EVID-00083,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,60,synthetic vendor obligation register,candidate_resolves_locally,e60e4eb82321632e2f4ae26fe1f2eda1e5e63a64ce1720d5598c9d6bb54320b3,candidate
skyharbor-air,SHA-EVID-00084,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,61,synthetic operational metric register,candidate_resolves_locally,1dca4ddf25b34182219342ba24abf9245f5f14806c84822df1d4a5fb2c079645,candidate
skyharbor-air,SHA-EVID-00085,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,62,synthetic source template,candidate_resolves_locally,89022ec253fefc8af3bc2668f9b7ca8ee6c0db6719afdff396138ee55189ba0a,candidate
skyharbor-air,SHA-EVID-00086,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,63,synthetic interview excerpt,candidate_resolves_locally,9bd4b710f00fc843a26d6c1707bae0c9b10326ff3f365c540653ff48841e83d7,candidate
skyharbor-air,SHA-EVID-00087,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,64,synthetic finance baseline,candidate_resolves_locally,3ad89c8d45221f05ceec52fa648d33006d5f504855fb5156c98347ac1895eada,candidate
skyharbor-air,SHA-EVID-00088,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,65,synthetic risk-control register,candidate_resolves_locally,7312419d117b898117927268215c2f8528c61b2a9b4bd83b562781678ae0b0df,candidate
skyharbor-air,SHA-EVID-00089,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,66,synthetic vendor obligation register,candidate_resolves_locally,20c257a6e238501c1ff75e5ad44a38688979fd46a13d3ea93eb9e27766be8f2e,candidate
skyharbor-air,SHA-EVID-00090,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,67,synthetic operational metric register,candidate_resolves_locally,c4a83b14e5a27492a91e5d8c26b3db2f8ca78f603d1171dceda0ac5c57c5174b,candidate
skyharbor-air,SHA-EVID-00091,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,68,synthetic source template,candidate_resolves_locally,a4f2d39548596fe12607f90babeb4ecc1dc8841af5aa06b5d63b4d1ef9336621,candidate
skyharbor-air,SHA-EVID-00092,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,69,synthetic interview excerpt,candidate_resolves_locally,1df931d42e87e909ebe9b4f7be48f3ed012fc3012e3371ab0edd688dafd49227,candidate
skyharbor-air,SHA-EVID-00093,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,70,synthetic finance baseline,candidate_resolves_locally,7ac939255f723a10f8250e67bc0ea2ddccc2677eee9c78915c052e95d9633f7c,candidate
skyharbor-air,SHA-EVID-00094,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,71,synthetic risk-control register,candidate_resolves_locally,f7aafa8c6531606bd401d07e2f6b821d1d8897b5c263c2c81180139e92c75047,candidate
skyharbor-air,SHA-EVID-00095,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,72,synthetic vendor obligation register,candidate_resolves_locally,20f6eb90ca08dc3eb5c5215b029f7bf97b025746ac16e655331ab4fabfaee9b0,candidate
skyharbor-air,SHA-EVID-00096,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,73,synthetic operational metric register,candidate_resolves_locally,147c9a35443754345b57a3f4ba01d37a028c5c857cb29e779841b84daefd80ae,candidate
skyharbor-air,SHA-EVID-00097,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,74,synthetic source template,candidate_resolves_locally,c23cba970129f1bbb0cc3dde23177adb78a20a0a896118df58e40069ab727096,candidate
skyharbor-air,SHA-EVID-00098,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,75,synthetic interview excerpt,candidate_resolves_locally,14a7aaa5df4e24b5fa3cb72ff0d17fe72bb8cd89a79240afbcae9270ab946ef3,candidate
skyharbor-air,SHA-EVID-00099,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,76,synthetic finance baseline,candidate_resolves_locally,90c4834f72a55eaa03d2b1cff2e74d3c346c2fc4924a6e4d8a296ef58e3a5832,candidate
