source_row_id,tenant_key,dataset_version,source_file_id,contract_id,vendor_ref,vendor_name,source_page,page_text,page_text_sha256,mapping_status,parser_version,synthetic_policy
page:DOC-MER-TECH-AWS-001-MSA:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AWS-001-MSA,MER-TECH-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",1,"Synthetic demo evidence. Master agreement for Cloud Hosting and Enterprise Support Agreement with Amazon Web Services, Inc.. The record states renewal notice, auto-renew posture, benchmarking clause state, termination rights, owner roles, and evidence confidence for governed Source projection.",6643bfa778f7766dca26c972eaee1bb260beb10f39130b665e009279b4046746,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AWS-001-SOW:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AWS-001-SOW,MER-TECH-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",1,"Synthetic demo evidence. Statement of work and order form for Cloud Hosting and Enterprise Support Agreement. Scope links the contract to the CMDB application records, service towers, in-scope responsibilities, out-of-scope boundaries, and approval owner used by Source 360.",619120c08c12de0db214dc663493de730c5009ce304033ddb1068b48ee82db98,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AWS-001-PRICING:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AWS-001-PRICING,MER-TECH-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",1,"Synthetic demo evidence. Pricing schedule for Cloud Hosting and Enterprise Support Agreement. Monthly committed base, invoice amount, paid amount, actual spend, currency, and contract reference are provided so Source can reconcile annual value to spend observations.",7b54c39fd88c8fa100f254207703498aab8ab323d6419edf58764527c1cf70a0,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AWS-001-SLA:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AWS-001-SLA,MER-TECH-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",1,"Synthetic demo evidence. SLA and ticket report for Cloud Hosting and Enterprise Support Agreement. The report supplies monthly performance thresholds, actual results, breach state, service-credit calculation, claim status, recovered amount, and ITSM volumetrics by severity.",2b0a17d98e469c8e13d5a0365d1746ecef563e69e01778ae62360e649b9efa6e,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AWS-001-USAGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AWS-001-USAGE,MER-TECH-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",1,"Synthetic demo evidence. Usage and entitlement evidence for Cloud Hosting and Enterprise Support Agreement. The extract supports utilization, active quantity, unused quantity, annual opportunity, and owner review state without claiming finance-confirmed value.",37e2018226433cd7a41723dfac6c1d1e5b6f4ba42d7eb035e80a4986440e384e,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AMS-001-MSA:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AMS-001-MSA,MER-TECH-AMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,1,"Synthetic demo evidence. Master agreement for Clinical Application Managed Services SOW with Cognizant Technology Solutions. The record states renewal notice, auto-renew posture, benchmarking clause state, termination rights, owner roles, and evidence confidence for governed Source projection.",30574ae34d0c06789cf80645d3031ea3cce1086575ea0bc0fb5e2b5ec15baa62,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AMS-001-SOW:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AMS-001-SOW,MER-TECH-AMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,1,"Synthetic demo evidence. Statement of work and order form for Clinical Application Managed Services SOW. Scope links the contract to the CMDB application records, service towers, in-scope responsibilities, out-of-scope boundaries, and approval owner used by Source 360.",9eb4f17cf1e48105b9375cad8c61ae754efd91efce2070039df7bd912d72f3f8,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AMS-001-PRICING:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AMS-001-PRICING,MER-TECH-AMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,1,"Synthetic demo evidence. Pricing schedule for Clinical Application Managed Services SOW. Monthly committed base, invoice amount, paid amount, actual spend, currency, and contract reference are provided so Source can reconcile annual value to spend observations.",87f11af0143315c50f51fc1b7f748d440f52fceadfcc85141d3f06f8db5e8a83,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AMS-001-SLA:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AMS-001-SLA,MER-TECH-AMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,1,"Synthetic demo evidence. SLA and ticket report for Clinical Application Managed Services SOW. The report supplies monthly performance thresholds, actual results, breach state, service-credit calculation, claim status, recovered amount, and ITSM volumetrics by severity.",0e1f004af746effbf4c44c01e31aec6775b40ae5bb9debe311e3b4198ae00112,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AMS-001-USAGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AMS-001-USAGE,MER-TECH-AMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,1,"Synthetic demo evidence. Usage and entitlement evidence for Clinical Application Managed Services SOW. The extract supports utilization, active quantity, unused quantity, annual opportunity, and owner review state without claiming finance-confirmed value.",41a132287fb71737421293d40fa846c1ddfe8e6dac8a8b8e68ba819910a32829,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SD-001-MSA:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SD-001-MSA,MER-TECH-SD-001,VEN-KYNDRYL,"Kyndryl, Inc.",1,"Synthetic demo evidence. Master agreement for Infrastructure Monitoring and Service Desk Managed Services with Kyndryl, Inc.. The record states renewal notice, auto-renew posture, benchmarking clause state, termination rights, owner roles, and evidence confidence for governed Source projection.",f53bcb50efecf4b3fe538f4212dbab47eb6fbe04df040f7de584c74f2dfcca59,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SD-001-SOW:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SD-001-SOW,MER-TECH-SD-001,VEN-KYNDRYL,"Kyndryl, Inc.",1,"Synthetic demo evidence. Statement of work and order form for Infrastructure Monitoring and Service Desk Managed Services. Scope links the contract to the CMDB application records, service towers, in-scope responsibilities, out-of-scope boundaries, and approval owner used by Source 360.",e263946023be3cd14d3c82dffbe79a30f2db22089d6ae7cf1510afe7dc98ea31,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SD-001-PRICING:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SD-001-PRICING,MER-TECH-SD-001,VEN-KYNDRYL,"Kyndryl, Inc.",1,"Synthetic demo evidence. Pricing schedule for Infrastructure Monitoring and Service Desk Managed Services. Monthly committed base, invoice amount, paid amount, actual spend, currency, and contract reference are provided so Source can reconcile annual value to spend observations.",59087301afcae25b21528ddc06133df4266de1739e6e66f3dcaf233a6182959b,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SD-001-SLA:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SD-001-SLA,MER-TECH-SD-001,VEN-KYNDRYL,"Kyndryl, Inc.",1,"Synthetic demo evidence. SLA and ticket report for Infrastructure Monitoring and Service Desk Managed Services. The report supplies monthly performance thresholds, actual results, breach state, service-credit calculation, claim status, recovered amount, and ITSM volumetrics by severity.",0917145f5a3f139bc68d5877974dd86dd0094ee7c6c2bd0f8e81a31ccd65fdd2,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SD-001-USAGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SD-001-USAGE,MER-TECH-SD-001,VEN-KYNDRYL,"Kyndryl, Inc.",1,"Synthetic demo evidence. Usage and entitlement evidence for Infrastructure Monitoring and Service Desk Managed Services. The extract supports utilization, active quantity, unused quantity, annual opportunity, and owner review state without claiming finance-confirmed value.",f3425e2b068ea07d2537813618b3828567b80c1855d89f76ba88a1e15ead5a42,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-M365-001-CHANGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-M365-001-CHANGE,MER-TECH-M365-001,VEN-MICROSOFT,Microsoft Corporation,1,"Synthetic demo evidence. Change-order and amendment ledger for Enterprise Productivity, Security, and Collaboration Agreement with Microsoft Corporation. The ledger lists 1 reviewed change-order rows, recurring annualized exposure of USD 144000.00, and one-time project exposure of USD 0.00. Each row carries an approval owner, effective date, linked application reference, and recurring classification so Source can distinguish repeatable run-scope leakage from legitimate project work.",184ad88518f3466b41267c52ccd5fde59c78921e4a104be74ee3168ee38e3f62,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SFDC-001-CHANGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SFDC-001-CHANGE,MER-TECH-SFDC-001,VEN-SALESFORCE,"Salesforce, Inc.",1,"Synthetic demo evidence. Change-order and amendment ledger for Patient Access CRM and Service Cloud Subscription with Salesforce, Inc.. The ledger lists 1 reviewed change-order rows, recurring annualized exposure of USD 198000.00, and one-time project exposure of USD 0.00. Each row carries an approval owner, effective date, linked application reference, and recurring classification so Source can distinguish repeatable run-scope leakage from legitimate project work.",ce29d68d8b026c48cbdbef13d7c7e904c1471724106859abeea362ebbddc028d,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AWS-001-CHANGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AWS-001-CHANGE,MER-TECH-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",1,"Synthetic demo evidence. Change-order and amendment ledger for Cloud Hosting and Enterprise Support Agreement with Amazon Web Services, Inc.. The ledger lists 1 reviewed change-order rows, recurring annualized exposure of USD 264000.00, and one-time project exposure of USD 0.00. Each row carries an approval owner, effective date, linked application reference, and recurring classification so Source can distinguish repeatable run-scope leakage from legitimate project work.",83ff307ae1637dbf1368693ca70ec1f4140ed4fc12ad89ccb95e1934f100e8db,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-AMS-001-CHANGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-AMS-001-CHANGE,MER-TECH-AMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,1,"Synthetic demo evidence. Change-order and amendment ledger for Clinical Application Managed Services SOW with Cognizant Technology Solutions. The ledger lists 3 reviewed change-order rows, recurring annualized exposure of USD 504000.00, and one-time project exposure of USD 172000.00. Each row carries an approval owner, effective date, linked application reference, and recurring classification so Source can distinguish repeatable run-scope leakage from legitimate project work.",36ff559fcae4525c3a672221cf2cb4ec3f2a8c0155586fd493cd8666b4a402ab,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
page:DOC-MER-TECH-SD-001-CHANGE:p1,meridian-health,meridian-contract-depth-v1-20260828,DOC-MER-TECH-SD-001-CHANGE,MER-TECH-SD-001,VEN-KYNDRYL,"Kyndryl, Inc.",1,"Synthetic demo evidence. Change-order and amendment ledger for Infrastructure Monitoring and Service Desk Managed Services with Kyndryl, Inc.. The ledger lists 2 reviewed change-order rows, recurring annualized exposure of USD 330000.00, and one-time project exposure of USD 245000.00. Each row carries an approval owner, effective date, linked application reference, and recurring classification so Source can distinguish repeatable run-scope leakage from legitimate project work.",934675948d398f755b767beb2d074330ec8067756fc368e8a17545d0d9a0b5cc,mapped_to_register_contract,synthetic-contract-depth-page-text-v1,synthetic_demo_only_not_client_truth
