tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,18,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,19,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,20,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,21,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,22,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,23,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,24,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,25,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,26,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,27,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,28,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,29,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,30,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,31,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,32,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,33,LSH-OPCO-NLS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,34,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,35,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,36,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,37,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,38,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,39,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,40,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,41,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,42,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,43,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,44,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,45,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,46,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,47,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,48,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,49,LSH-OPCO-BMS,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,critical,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,50,LSH-OPCO-FFF,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,51,LSH-OPCO-FFF,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,52,LSH-OPCO-FFF,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,53,LSH-OPCO-FFF,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
lakeshore-industries,,,,,,,high,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,universal-standard-v3,54,LSH-OPCO-FFF,synthetic-demo,dcc24c0f78aa52d66c31011c3101967feec3c33225818e0234fac90eca1687bc,retained_from_active_source,none
