tenant_key,risk_or_control_name,risk_domain,business_function,systems_impacted,severity,likelihood,control_owner,control_status,evidence_required,mitigation_plan,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-industries,Northline Change-management and adoption plan,change,,,medium,,Northline CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,12,LSH-OPCO-NLS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Northline Vendor data processing review,third_party,,,medium,,Northline CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,13,LSH-OPCO-NLS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Brightmark Data owner signoff,data_quality,,,high,,Brightmark CTO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,14,LSH-OPCO-BMS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Brightmark AI human review control,model_risk,,,high,,Brightmark CTO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,15,LSH-OPCO-BMS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Brightmark Access and segregation of duties,security,,,critical,,CISO,in_place,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,16,LSH-OPCO-BMS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Brightmark Process baseline evidence,value_proof,,,high,,Brightmark CTO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,17,LSH-OPCO-BMS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Brightmark Change-management and adoption plan,change,,,medium,,Brightmark CTO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,18,LSH-OPCO-BMS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Brightmark Vendor data processing review,third_party,,,medium,,Brightmark CTO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,19,LSH-OPCO-BMS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Forge & Field Data owner signoff,data_quality,,,high,,Forge & Field VP Technology,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,20,LSH-OPCO-FFF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Forge & Field AI human review control,model_risk,,,high,,Forge & Field VP Technology,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,21,LSH-OPCO-FFF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Forge & Field Access and segregation of duties,security,,,critical,,CISO,in_place,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,22,LSH-OPCO-FFF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Forge & Field Process baseline evidence,value_proof,,,high,,Forge & Field VP Technology,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,23,LSH-OPCO-FFF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Forge & Field Change-management and adoption plan,change,,,medium,,Forge & Field VP Technology,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,24,LSH-OPCO-FFF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Forge & Field Vendor data processing review,third_party,,,medium,,Forge & Field VP Technology,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,25,LSH-OPCO-FFF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Great Lakes Pantry Data owner signoff,data_quality,,,high,,GLP VP Technology,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,26,LSH-OPCO-GLP,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Great Lakes Pantry AI human review control,model_risk,,,high,,GLP VP Technology,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,27,LSH-OPCO-GLP,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Great Lakes Pantry Access and segregation of duties,security,,,critical,,CISO,in_place,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,28,LSH-OPCO-GLP,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Great Lakes Pantry Process baseline evidence,value_proof,,,high,,GLP VP Technology,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,29,LSH-OPCO-GLP,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Great Lakes Pantry Change-management and adoption plan,change,,,medium,,GLP VP Technology,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,30,LSH-OPCO-GLP,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Great Lakes Pantry Vendor data processing review,third_party,,,medium,,GLP VP Technology,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,31,LSH-OPCO-GLP,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,HarborPoint Data owner signoff,data_quality,,,high,,HarborPoint CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,32,LSH-OPCO-HPG,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,HarborPoint AI human review control,model_risk,,,high,,HarborPoint CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,33,LSH-OPCO-HPG,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,HarborPoint Access and segregation of duties,security,,,critical,,CISO,in_place,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,34,LSH-OPCO-HPG,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,HarborPoint Process baseline evidence,value_proof,,,high,,HarborPoint CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,35,LSH-OPCO-HPG,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,HarborPoint Change-management and adoption plan,change,,,medium,,HarborPoint CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,36,LSH-OPCO-HPG,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,HarborPoint Vendor data processing review,third_party,,,medium,,HarborPoint CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,37,LSH-OPCO-HPG,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Riverton Data owner signoff,data_quality,,,high,,Riverton CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,38,LSH-OPCO-RCF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Riverton AI human review control,model_risk,,,high,,Riverton CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,39,LSH-OPCO-RCF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Riverton Access and segregation of duties,security,,,critical,,CISO,in_place,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,40,LSH-OPCO-RCF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Riverton Process baseline evidence,value_proof,,,high,,Riverton CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,41,LSH-OPCO-RCF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Riverton Change-management and adoption plan,change,,,medium,,Riverton CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,42,LSH-OPCO-RCF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Riverton Vendor data processing review,third_party,,,medium,,Riverton CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,43,LSH-OPCO-RCF,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Keystone Data owner signoff,data_quality,,,high,,Keystone CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,44,LSH-OPCO-KIS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Keystone AI human review control,model_risk,,,high,,Keystone CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,45,LSH-OPCO-KIS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Keystone Access and segregation of duties,security,,,critical,,CISO,in_place,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,46,LSH-OPCO-KIS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Keystone Process baseline evidence,value_proof,,,high,,Keystone CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,47,LSH-OPCO-KIS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Keystone Change-management and adoption plan,change,,,medium,,Keystone CIO,drafted,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,48,LSH-OPCO-KIS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
lakeshore-industries,Keystone Vendor data processing review,third_party,,,medium,,Keystone CIO,open,"policy, owner attestation, source-system extract, and control test result",,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,universal-standard-v3,49,LSH-OPCO-KIS,synthetic-demo,137a5070d61a3962a19914398f82030647e9024e1107290127777439788e3bf0,retained_from_active_source,none
