Metric_ID,Function,Owning_CXO,Metric_Name,Definition,Unit,Current_Value,Target_Value,Value_Stream_ID,Primary_Capability_ID
MERIDIANHEALTH-MET-0027,cycle_time,COO,Meridian Health elapsed time for target process metric 27,Tracks elapsed time for target process for the priority transformation portfolio.,percent,42.9,54.6,VS-011,CAP-027
MERIDIANHEALTH-MET-0028,risk_posture,CRO,Meridian Health open control and governance pressure metric 28,Tracks open control and governance pressure for the priority transformation portfolio.,usd,43.55,55.25,VS-012,CAP-028
MERIDIANHEALTH-MET-0029,adoption,CIO,Meridian Health active usage of changed workflow metric 29,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,44.2,55.9,VS-013,CAP-029
MERIDIANHEALTH-MET-0030,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 30,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,44.85,56.55,VS-014,CAP-030
MERIDIANHEALTH-MET-0031,value_capture,CFO,Meridian Health benefit realization against committed value metric 31,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,45.5,57.2,VS-015,CAP-031
MERIDIANHEALTH-MET-0032,cycle_time,COO,Meridian Health elapsed time for target process metric 32,Tracks elapsed time for target process for the priority transformation portfolio.,percent,46.15,57.85,VS-016,CAP-032
MERIDIANHEALTH-MET-0033,risk_posture,CRO,Meridian Health open control and governance pressure metric 33,Tracks open control and governance pressure for the priority transformation portfolio.,percent,46.8,58.5,VS-001,CAP-033
MERIDIANHEALTH-MET-0034,adoption,CIO,Meridian Health active usage of changed workflow metric 34,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,47.45,59.15,VS-002,CAP-034
MERIDIANHEALTH-MET-0035,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 35,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,48.1,59.8,VS-003,CAP-035
MERIDIANHEALTH-MET-0036,value_capture,CFO,Meridian Health benefit realization against committed value metric 36,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,48.75,60.45,VS-004,CAP-036
MERIDIANHEALTH-MET-0037,cycle_time,COO,Meridian Health elapsed time for target process metric 37,Tracks elapsed time for target process for the priority transformation portfolio.,usd,49.4,61.1,VS-005,CAP-037
MERIDIANHEALTH-MET-0038,risk_posture,CRO,Meridian Health open control and governance pressure metric 38,Tracks open control and governance pressure for the priority transformation portfolio.,percent,26.0,61.75,VS-006,CAP-038
MERIDIANHEALTH-MET-0039,adoption,CIO,Meridian Health active usage of changed workflow metric 39,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,26.65,62.4,VS-007,CAP-039
MERIDIANHEALTH-MET-0040,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 40,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,27.3,63.05,VS-008,CAP-040
MERIDIANHEALTH-MET-0041,value_capture,CFO,Meridian Health benefit realization against committed value metric 41,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,27.95,63.7,VS-009,CAP-001
MERIDIANHEALTH-MET-0042,cycle_time,COO,Meridian Health elapsed time for target process metric 42,Tracks elapsed time for target process for the priority transformation portfolio.,percent,28.6,37.7,VS-010,CAP-002
MERIDIANHEALTH-MET-0043,risk_posture,CRO,Meridian Health open control and governance pressure metric 43,Tracks open control and governance pressure for the priority transformation portfolio.,usd,29.25,38.35,VS-011,CAP-003
MERIDIANHEALTH-MET-0044,adoption,CIO,Meridian Health active usage of changed workflow metric 44,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,29.9,39.0,VS-012,CAP-004
MERIDIANHEALTH-MET-0045,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 45,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,30.55,39.65,VS-013,CAP-005
MERIDIANHEALTH-MET-0046,value_capture,CFO,Meridian Health benefit realization against committed value metric 46,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,31.2,40.3,VS-014,CAP-006
MERIDIANHEALTH-MET-0047,cycle_time,COO,Meridian Health elapsed time for target process metric 47,Tracks elapsed time for target process for the priority transformation portfolio.,percent,31.85,40.95,VS-015,CAP-007
MERIDIANHEALTH-MET-0048,risk_posture,CRO,Meridian Health open control and governance pressure metric 48,Tracks open control and governance pressure for the priority transformation portfolio.,percent,32.5,41.6,VS-016,CAP-008
MERIDIANHEALTH-MET-0049,adoption,CIO,Meridian Health active usage of changed workflow metric 49,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,33.15,42.25,VS-001,CAP-009
MERIDIANHEALTH-MET-0050,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 50,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,33.8,42.9,VS-002,CAP-010
MERIDIANHEALTH-MET-0051,value_capture,CFO,Meridian Health benefit realization against committed value metric 51,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,34.45,43.55,VS-003,CAP-011
MERIDIANHEALTH-MET-0052,cycle_time,COO,Meridian Health elapsed time for target process metric 52,Tracks elapsed time for target process for the priority transformation portfolio.,usd,35.1,44.2,VS-004,CAP-012
MERIDIANHEALTH-MET-0053,risk_posture,CRO,Meridian Health open control and governance pressure metric 53,Tracks open control and governance pressure for the priority transformation portfolio.,percent,35.75,44.85,VS-005,CAP-013
MERIDIANHEALTH-MET-0054,adoption,CIO,Meridian Health active usage of changed workflow metric 54,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,36.4,45.5,VS-006,CAP-014
MERIDIANHEALTH-MET-0055,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 55,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,37.05,46.15,VS-007,CAP-015
MERIDIANHEALTH-MET-0056,value_capture,CFO,Meridian Health benefit realization against committed value metric 56,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,37.7,46.8,VS-008,CAP-016
MERIDIANHEALTH-MET-0057,cycle_time,COO,Meridian Health elapsed time for target process metric 57,Tracks elapsed time for target process for the priority transformation portfolio.,percent,38.35,47.45,VS-009,CAP-017
MERIDIANHEALTH-MET-0058,risk_posture,CRO,Meridian Health open control and governance pressure metric 58,Tracks open control and governance pressure for the priority transformation portfolio.,usd,39.0,48.1,VS-010,CAP-018
MERIDIANHEALTH-MET-0059,adoption,CIO,Meridian Health active usage of changed workflow metric 59,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,39.65,48.75,VS-011,CAP-019
MERIDIANHEALTH-MET-0060,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 60,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,40.3,49.4,VS-012,CAP-020
MERIDIANHEALTH-MET-0061,value_capture,CFO,Meridian Health benefit realization against committed value metric 61,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,40.95,50.05,VS-013,CAP-021
MERIDIANHEALTH-MET-0062,cycle_time,COO,Meridian Health elapsed time for target process metric 62,Tracks elapsed time for target process for the priority transformation portfolio.,percent,41.6,50.7,VS-014,CAP-022
MERIDIANHEALTH-MET-0063,risk_posture,CRO,Meridian Health open control and governance pressure metric 63,Tracks open control and governance pressure for the priority transformation portfolio.,percent,42.25,51.35,VS-015,CAP-023
MERIDIANHEALTH-MET-0064,adoption,CIO,Meridian Health active usage of changed workflow metric 64,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,42.9,52.0,VS-016,CAP-024
MERIDIANHEALTH-MET-0065,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 65,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,43.55,52.65,VS-001,CAP-025
MERIDIANHEALTH-MET-0066,value_capture,CFO,Meridian Health benefit realization against committed value metric 66,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,44.2,53.3,VS-002,CAP-026
MERIDIANHEALTH-MET-0067,cycle_time,COO,Meridian Health elapsed time for target process metric 67,Tracks elapsed time for target process for the priority transformation portfolio.,usd,44.85,53.95,VS-003,CAP-027
MERIDIANHEALTH-MET-0068,risk_posture,CRO,Meridian Health open control and governance pressure metric 68,Tracks open control and governance pressure for the priority transformation portfolio.,percent,45.5,54.6,VS-004,CAP-028
MERIDIANHEALTH-MET-0069,adoption,CIO,Meridian Health active usage of changed workflow metric 69,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,46.15,55.25,VS-005,CAP-029
MERIDIANHEALTH-MET-0070,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 70,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,46.8,55.9,VS-006,CAP-030
MERIDIANHEALTH-MET-0071,value_capture,CFO,Meridian Health benefit realization against committed value metric 71,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,47.45,56.55,VS-007,CAP-031
MERIDIANHEALTH-MET-0072,cycle_time,COO,Meridian Health elapsed time for target process metric 72,Tracks elapsed time for target process for the priority transformation portfolio.,percent,48.1,57.2,VS-008,CAP-032
MERIDIANHEALTH-MET-0073,risk_posture,CRO,Meridian Health open control and governance pressure metric 73,Tracks open control and governance pressure for the priority transformation portfolio.,usd,48.75,57.85,VS-009,CAP-033
MERIDIANHEALTH-MET-0074,adoption,CIO,Meridian Health active usage of changed workflow metric 74,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,49.4,58.5,VS-010,CAP-034
MERIDIANHEALTH-MET-0075,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 75,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,26.0,59.15,VS-011,CAP-035
MERIDIANHEALTH-MET-0076,value_capture,CFO,Meridian Health benefit realization against committed value metric 76,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,26.65,59.8,VS-012,CAP-036
MERIDIANHEALTH-MET-0077,cycle_time,COO,Meridian Health elapsed time for target process metric 77,Tracks elapsed time for target process for the priority transformation portfolio.,percent,27.3,60.45,VS-013,CAP-037
MERIDIANHEALTH-MET-0078,risk_posture,CRO,Meridian Health open control and governance pressure metric 78,Tracks open control and governance pressure for the priority transformation portfolio.,percent,27.95,61.1,VS-014,CAP-038
MERIDIANHEALTH-MET-0079,adoption,CIO,Meridian Health active usage of changed workflow metric 79,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,28.6,61.75,VS-015,CAP-039
MERIDIANHEALTH-MET-0080,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 80,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,29.25,62.4,VS-016,CAP-040
MERIDIANHEALTH-MET-0081,value_capture,CFO,Meridian Health benefit realization against committed value metric 81,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,29.9,63.05,VS-001,CAP-001
MERIDIANHEALTH-MET-0082,cycle_time,COO,Meridian Health elapsed time for target process metric 82,Tracks elapsed time for target process for the priority transformation portfolio.,usd,30.55,63.7,VS-002,CAP-002
MERIDIANHEALTH-MET-0083,risk_posture,CRO,Meridian Health open control and governance pressure metric 83,Tracks open control and governance pressure for the priority transformation portfolio.,percent,31.2,37.7,VS-003,CAP-003
MERIDIANHEALTH-MET-0084,adoption,CIO,Meridian Health active usage of changed workflow metric 84,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,31.85,38.35,VS-004,CAP-004
MERIDIANHEALTH-MET-0085,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 85,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,32.5,39.0,VS-005,CAP-005
MERIDIANHEALTH-MET-0086,value_capture,CFO,Meridian Health benefit realization against committed value metric 86,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,33.15,39.65,VS-006,CAP-006
MERIDIANHEALTH-MET-0087,cycle_time,COO,Meridian Health elapsed time for target process metric 87,Tracks elapsed time for target process for the priority transformation portfolio.,percent,33.8,40.3,VS-007,CAP-007
MERIDIANHEALTH-MET-0088,risk_posture,CRO,Meridian Health open control and governance pressure metric 88,Tracks open control and governance pressure for the priority transformation portfolio.,usd,34.45,40.95,VS-008,CAP-008
MERIDIANHEALTH-MET-0089,adoption,CIO,Meridian Health active usage of changed workflow metric 89,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,35.1,41.6,VS-009,CAP-009
MERIDIANHEALTH-MET-0090,cost_to_serve,CFO,Meridian Health unit cost across served population or customer journey metric 90,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,35.75,42.25,VS-010,CAP-010
MERIDIANHEALTH-MET-0091,value_capture,CFO,Meridian Health benefit realization against committed value metric 91,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,36.4,42.9,VS-011,CAP-011
MERIDIANHEALTH-MET-0092,cycle_time,COO,Meridian Health elapsed time for target process metric 92,Tracks elapsed time for target process for the priority transformation portfolio.,percent,37.05,43.55,VS-012,CAP-012
