tenantKey,tenant,sourceRowNumber,systemName,systemCategory,systemType,criticality,businessFunction,deploymentModel,hostingLocation,lifecycleState,sourceFile,originalSourceFile,canonicalLayer,logicalObject,loadedStatus
apex-retail,Apex Retail,12,Snowflake Marketing Data Cloud,analytics,,high,analytics,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,13,Kronos Workforce Central,workforce,,critical,workforce,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,14,Oracle Retail Merchandising regional/service component 2,merchandising,,critical,merchandising,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,15,Manhattan Active WMS regional/service component 2,warehouse,,critical,warehouse,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,16,IBM Sterling OMS regional/service component 2,order_management,,critical,order_management,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,17,Toshiba POS regional/service component 2,pos,,critical,pos,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,18,Salesforce Commerce Cloud regional/service component 2,ecommerce,,critical,ecommerce,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,19,Adobe Experience Cloud regional/service component 2,personalization,,high,personalization,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,20,Blue Yonder Demand Planning regional/service component 2,forecasting,,critical,forecasting,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,21,SAP S/4 Finance regional/service component 2,erp_finance,,critical,erp_finance,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,22,ServiceNow ITSM regional/service component 2,itsm,,high,itsm,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,23,Databricks Retail Lakehouse regional/service component 2,data_platform,,critical,data_platform,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,24,Snowflake Marketing Data Cloud regional/service component 2,analytics,,high,analytics,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,25,Kronos Workforce Central regional/service component 2,workforce,,critical,workforce,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,26,Oracle Retail Merchandising regional/service component 3,merchandising,,critical,merchandising,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,27,Manhattan Active WMS regional/service component 3,warehouse,,critical,warehouse,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,28,IBM Sterling OMS regional/service component 3,order_management,,critical,order_management,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,29,Toshiba POS regional/service component 3,pos,,critical,pos,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,30,Salesforce Commerce Cloud regional/service component 3,ecommerce,,critical,ecommerce,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,31,Adobe Experience Cloud regional/service component 3,personalization,,high,personalization,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,32,Blue Yonder Demand Planning regional/service component 3,forecasting,,critical,forecasting,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,33,SAP S/4 Finance regional/service component 3,erp_finance,,critical,erp_finance,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,34,ServiceNow ITSM regional/service component 3,itsm,,high,itsm,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,35,Databricks Retail Lakehouse regional/service component 3,data_platform,,critical,data_platform,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,36,Snowflake Marketing Data Cloud regional/service component 3,analytics,,high,analytics,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,37,Kronos Workforce Central regional/service component 3,workforce,,critical,workforce,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,38,Oracle Retail Merchandising regional/service component 4,merchandising,,critical,merchandising,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,39,Manhattan Active WMS regional/service component 4,warehouse,,critical,warehouse,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,40,IBM Sterling OMS regional/service component 4,order_management,,critical,order_management,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,41,Toshiba POS regional/service component 4,pos,,critical,pos,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,42,Salesforce Commerce Cloud regional/service component 4,ecommerce,,critical,ecommerce,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,43,Adobe Experience Cloud regional/service component 4,personalization,,high,personalization,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,44,Blue Yonder Demand Planning regional/service component 4,forecasting,,critical,forecasting,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,45,SAP S/4 Finance regional/service component 4,erp_finance,,critical,erp_finance,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,46,ServiceNow ITSM regional/service component 4,itsm,,high,itsm,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,47,Databricks Retail Lakehouse regional/service component 4,data_platform,,critical,data_platform,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,48,Snowflake Marketing Data Cloud regional/service component 4,analytics,,high,analytics,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,49,Kronos Workforce Central regional/service component 4,workforce,,critical,workforce,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,50,Oracle Retail Merchandising regional/service component 5,merchandising,,critical,merchandising,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,51,Manhattan Active WMS regional/service component 5,warehouse,,critical,warehouse,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,52,IBM Sterling OMS regional/service component 5,order_management,,critical,order_management,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,53,Toshiba POS regional/service component 5,pos,,critical,pos,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,54,Salesforce Commerce Cloud regional/service component 5,ecommerce,,critical,ecommerce,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,55,Adobe Experience Cloud regional/service component 5,personalization,,high,personalization,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,56,Blue Yonder Demand Planning regional/service component 5,forecasting,,critical,forecasting,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,57,SAP S/4 Finance regional/service component 5,erp_finance,,critical,erp_finance,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,58,ServiceNow ITSM regional/service component 5,itsm,,high,itsm,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,59,Databricks Retail Lakehouse regional/service component 5,data_platform,,critical,data_platform,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,60,Snowflake Marketing Data Cloud regional/service component 5,analytics,,high,analytics,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,61,Kronos Workforce Central regional/service component 5,workforce,,critical,workforce,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,62,Oracle Retail Merchandising regional/service component 6,merchandising,,critical,merchandising,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,63,Manhattan Active WMS regional/service component 6,warehouse,,critical,warehouse,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,64,IBM Sterling OMS regional/service component 6,order_management,,critical,order_management,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,65,Toshiba POS regional/service component 6,pos,,critical,pos,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,66,Salesforce Commerce Cloud regional/service component 6,ecommerce,,critical,ecommerce,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,67,Adobe Experience Cloud regional/service component 6,personalization,,high,personalization,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,68,Blue Yonder Demand Planning regional/service component 6,forecasting,,critical,forecasting,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,69,SAP S/4 Finance regional/service component 6,erp_finance,,critical,erp_finance,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,70,ServiceNow ITSM regional/service component 6,itsm,,high,itsm,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,71,Databricks Retail Lakehouse regional/service component 6,data_platform,,critical,data_platform,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,72,Snowflake Marketing Data Cloud regional/service component 6,analytics,,high,analytics,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,73,Kronos Workforce Central regional/service component 6,workforce,,critical,workforce,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,74,Oracle Retail Merchandising regional/service component 7,merchandising,,critical,merchandising,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,75,Manhattan Active WMS regional/service component 7,warehouse,,critical,warehouse,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,76,IBM Sterling OMS regional/service component 7,order_management,,critical,order_management,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,77,Toshiba POS regional/service component 7,pos,,critical,pos,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,78,Salesforce Commerce Cloud regional/service component 7,ecommerce,,critical,ecommerce,,,invest,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,79,Adobe Experience Cloud regional/service component 7,personalization,,high,personalization,,,optimize,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,80,Blue Yonder Demand Planning regional/service component 7,forecasting,,critical,forecasting,,,contain,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
apex-retail,Apex Retail,81,SAP S/4 Finance regional/service component 7,erp_finance,,critical,erp_finance,,,replace_candidate,datasets/tenant-inputs/active/apex-retail/current/04_applications_systems.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
