period,metric,value,currency_or_unit,segment,margin_bridge_driver,source_report,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
2025-Q1,revenue_usd,366000000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0067,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,ebitda_usd,41968000,USD,Northline,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0068,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,cash_forecast_accuracy_pct,74,percent,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0069,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,working_capital_usd,161040000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0070,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_sales_outstanding,38,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0071,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_payable_outstanding,58,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0072,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,revenue_usd,370500000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0073,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,ebitda_usd,42484000,USD,Northline,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0074,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,cash_forecast_accuracy_pct,76,percent,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0075,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,working_capital_usd,163020000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0076,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_sales_outstanding,38,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0077,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_payable_outstanding,59,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0078,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,revenue_usd,375000000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0079,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,ebitda_usd,43000000,USD,Northline,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0080,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,cash_forecast_accuracy_pct,78,percent,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0081,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,working_capital_usd,165000000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0082,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_sales_outstanding,37,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0083,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_payable_outstanding,61,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0084,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,revenue_usd,379500000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0085,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,ebitda_usd,43516000,USD,Northline,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0086,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,cash_forecast_accuracy_pct,80,percent,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0087,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,working_capital_usd,166980000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0088,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_sales_outstanding,36,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0089,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_payable_outstanding,63,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0090,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,revenue_usd,384000000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0091,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,ebitda_usd,44032000,USD,Northline,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0092,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,cash_forecast_accuracy_pct,82,percent,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0093,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,working_capital_usd,168960000,USD,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0094,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_sales_outstanding,36,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0095,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_payable_outstanding,65,days,Northline,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0096,Northline FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,revenue_usd,169200000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0097,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,ebitda_usd,20210000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0098,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,cash_forecast_accuracy_pct,68,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0099,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,working_capital_usd,74448000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0100,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,days_sales_outstanding,39,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0101,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,days_payable_outstanding,53,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0102,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,revenue_usd,171360000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0103,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,ebitda_usd,20468000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0104,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,cash_forecast_accuracy_pct,70,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0105,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,working_capital_usd,75398400,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0106,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
