tenant_key,dependency_id,capability_id,capability_name,system_id,system_name,support_level,criticality,evidence_basis,confidence,caveat,source_file,source_row,value_source
apex-retail,apex-retail-CAP-SYS-77,APX-CAP-007,Pricing and markdown optimization,APX-APP-077,Salesforce Commerce Cloud regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,78,tenant_file
apex-retail,apex-retail-CAP-SYS-78,APX-CAP-008,Loyalty personalization,APX-APP-078,Adobe Experience Cloud regional/service component 7,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,79,tenant_file
apex-retail,apex-retail-CAP-SYS-79,APX-CAP-009,Retail media activation,APX-APP-079,Blue Yonder Demand Planning regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,80,tenant_file
apex-retail,apex-retail-CAP-SYS-80,APX-CAP-010,Supply chain visibility,APX-APP-080,SAP S/4 Finance regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,81,tenant_file
apex-retail,apex-retail-CAP-SYS-81,APX-CAP-011,Labor scheduling,APX-APP-081,ServiceNow ITSM regional/service component 7,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,82,tenant_file
apex-retail,apex-retail-CAP-SYS-82,APX-CAP-012,Shrink and fraud prevention,APX-APP-082,Databricks Retail Lakehouse regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,83,tenant_file
apex-retail,apex-retail-CAP-SYS-83,APX-CAP-013,Returns and reverse logistics,APX-APP-083,Snowflake Marketing Data Cloud regional/service component 7,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,84,tenant_file
apex-retail,apex-retail-CAP-SYS-84,APX-CAP-014,Customer service and contact center,APX-APP-084,Kronos Workforce Central regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,85,tenant_file
apex-retail,apex-retail-CAP-SYS-85,APX-CAP-001,Store selling and clienteling,APX-APP-085,Oracle Retail Merchandising regional/service component 8,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,86,tenant_file
apex-retail,apex-retail-CAP-SYS-86,APX-CAP-002,POS checkout and payments,APX-APP-086,Manhattan Active WMS regional/service component 8,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,87,tenant_file
apex-retail,apex-retail-CAP-SYS-87,APX-CAP-003,Omnichannel order management,APX-APP-087,IBM Sterling OMS regional/service component 8,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,88,tenant_file
