tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat,source_file,source_row,value_source
apex-retail,apex-retail-VENDOR-SYSTEM-32,APX-VND-032,Capgemini,erp,27240000,2026-08-15,,,CIO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,33,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-33,APX-VND-033,SAS,supply_chain,28080000,2026-09-15,,,CHRO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,34,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-34,APX-VND-034,Tableau,data_ai,28920000,2026-10-15,,,Chief Procurement Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,35,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-35,APX-VND-035,Power BI,security,29760000,2026-11-15,,,Chief Real Estate Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,36,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-36,APX-VND-036,Narvar,services,30600000,2026-12-15,,,SVP Private Brands,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,37,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-37,APX-VND-037,Riskified,commerce,31440000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,38,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-38,APX-VND-038,Forter,erp,32280000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,39,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-39,APX-VND-039,Stripe,supply_chain,33120000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,40,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-40,APX-VND-040,Adyen,data_ai,33960000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,41,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-41,APEXRETAIL-VND-0041,Salesforce / expansion 1,commerce,1200000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,42,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-42,APEXRETAIL-VND-0042,Oracle / expansion 2,erp,2040000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,43,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-43,APEXRETAIL-VND-0043,Manhattan / expansion 3,supply_chain,2880000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,44,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-44,APEXRETAIL-VND-0044,IBM / expansion 4,data_ai,3720000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,45,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-45,APEXRETAIL-VND-0045,Toshiba / expansion 5,security,4560000,2026-11-15,,,Chief Marketing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,46,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-46,APEXRETAIL-VND-0046,Adobe / expansion 6,services,5400000,2026-12-15,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,47,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-47,APEXRETAIL-VND-0047,Blue Yonder / expansion 7,commerce,6240000,2026-07-15,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,48,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-48,APEXRETAIL-VND-0048,SAP / expansion 8,erp,7080000,2026-08-15,,,CIO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,49,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-49,APEXRETAIL-VND-0049,Databricks / expansion 9,supply_chain,7920000,2026-09-15,,,CHRO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,50,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-50,APEXRETAIL-VND-0050,Snowflake / expansion 10,data_ai,8760000,2026-10-15,,,Chief Procurement Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,51,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-51,APEXRETAIL-VND-0051,ServiceNow / expansion 11,security,9600000,2026-11-15,,,Chief Real Estate Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,52,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-52,APEXRETAIL-VND-0052,Microsoft / expansion 12,services,10440000,2026-12-15,,,SVP Private Brands,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,53,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-53,APEXRETAIL-VND-0053,AWS / expansion 13,commerce,11280000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,54,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-54,APEXRETAIL-VND-0054,Google / expansion 14,erp,12120000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,55,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-55,APEXRETAIL-VND-0055,NVIDIA / expansion 15,supply_chain,12960000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,56,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-56,APEXRETAIL-VND-0056,UKG / expansion 16,data_ai,13800000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,57,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-57,APEXRETAIL-VND-0057,Workday / expansion 17,security,14640000,2026-11-15,,,Chief Marketing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,58,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-58,APEXRETAIL-VND-0058,CrowdStrike / expansion 18,services,15480000,2026-12-15,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,59,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-59,APEXRETAIL-VND-0059,Datadog / expansion 19,commerce,16320000,2026-07-15,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,60,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-60,APEXRETAIL-VND-0060,MuleSoft / expansion 20,erp,17160000,2026-08-15,,,CIO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,61,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-61,APEXRETAIL-VND-0061,Klaviyo / expansion 21,supply_chain,18000000,2026-09-15,,,CHRO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,62,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-62,APEXRETAIL-VND-0062,Braze / expansion 22,data_ai,18840000,2026-10-15,,,Chief Procurement Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,63,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-63,APEXRETAIL-VND-0063,NCR / expansion 23,security,19680000,2026-11-15,,,Chief Real Estate Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,64,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-64,APEXRETAIL-VND-0064,Zebra / expansion 24,services,20520000,2026-12-15,,,SVP Private Brands,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,65,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-65,APEXRETAIL-VND-0065,Okta / expansion 25,commerce,21360000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,66,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-66,APEXRETAIL-VND-0066,Fortinet / expansion 26,erp,22200000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,67,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-67,APEXRETAIL-VND-0067,Accenture / expansion 27,supply_chain,23040000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,68,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-68,APEXRETAIL-VND-0068,Deloitte / expansion 28,data_ai,23880000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,69,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-69,APEXRETAIL-VND-0069,Infosys / expansion 29,security,24720000,2026-11-15,,,Chief Marketing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,70,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-70,APEXRETAIL-VND-0070,TCS / expansion 30,services,25560000,2026-12-15,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,71,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-71,APEXRETAIL-VND-0071,EPAM / expansion 31,commerce,26400000,2026-07-15,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,72,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-72,APEXRETAIL-VND-0072,Capgemini / expansion 32,erp,27240000,2026-08-15,,,CIO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,73,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-73,APEXRETAIL-VND-0073,SAS / expansion 33,supply_chain,28080000,2026-09-15,,,CHRO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,74,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-74,APEXRETAIL-VND-0074,Tableau / expansion 34,data_ai,28920000,2026-10-15,,,Chief Procurement Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,75,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-75,APEXRETAIL-VND-0075,Power BI / expansion 35,security,29760000,2026-11-15,,,Chief Real Estate Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,76,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-76,APEXRETAIL-VND-0076,Narvar / expansion 36,services,30600000,2026-12-15,,,SVP Private Brands,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,77,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-77,APEXRETAIL-VND-0077,Riskified / expansion 37,commerce,31440000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,78,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-78,APEXRETAIL-VND-0078,Forter / expansion 38,erp,32280000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,79,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-79,APEXRETAIL-VND-0079,Stripe / expansion 39,supply_chain,33120000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,80,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-80,APEXRETAIL-VND-0080,Adyen / expansion 40,data_ai,33960000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,81,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-81,APEXRETAIL-VND-0081,Salesforce / expansion 41,commerce,1200000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,82,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-82,APEXRETAIL-VND-0082,Oracle / expansion 42,erp,2040000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,83,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-83,APEXRETAIL-VND-0083,Manhattan / expansion 43,supply_chain,2880000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,84,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-84,APEXRETAIL-VND-0084,IBM / expansion 44,data_ai,3720000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,85,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-85,APEXRETAIL-VND-0085,Toshiba / expansion 45,security,4560000,2026-11-15,,,Chief Marketing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,86,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-86,APEXRETAIL-VND-0086,Adobe / expansion 46,services,5400000,2026-12-15,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,87,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-87,APEXRETAIL-VND-0087,Blue Yonder / expansion 47,commerce,6240000,2026-07-15,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,88,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-88,APEXRETAIL-VND-0088,SAP / expansion 48,erp,7080000,2026-08-15,,,CIO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,89,tenant_file
