tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-011,Wealth advisor proposal generation,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,12,2026-06-18,2026-01-01,2027-12-14,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-011,Head of Wealth Management,Head of Wealth Management,Head of Wealth Management,design,27478220,970000,43000000,650000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-12-14,Loan Origination readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-012,Payments exception repair automation,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,13,2026-06-18,2026-01-01,2027-01-03,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-012,Chief Operating Officer,Chief Operating Officer,Chief Operating Officer,design,7870103,1022000,14000000,685000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-01-03,Treasury readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-013,Credit risk model SR 11-7 evidence automation,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,14,2026-06-18,2026-01-01,2027-11-16,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-013,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,design,21438344,1074000,44000000,720000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-11-16,Core Banking readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-014,KYC refresh & onboarding intelligence,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,15,2026-06-18,2026-01-01,2027-04-27,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-014,BSA/AML Officer,BSA/AML Officer,BSA/AML Officer,mobilize,18689017,1126000,34000000,755000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-04-27,Payments Hub readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-015,Collections prioritization optimization,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,16,2026-06-18,2026-01-01,2027-08-21,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-015,Chief Operating Officer,Chief Operating Officer,Chief Operating Officer,mobilize,11699433,1178000,18000000,790000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-08-21,Wealth CRM readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-016,Branch banker knowledge assist,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,17,2026-06-18,2026-01-01,2027-04-11,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-016,Head of Consumer Banking,Head of Consumer Banking,Head of Consumer Banking,mobilize,9847978,1230000,21000000,825000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-04-11,Risk Analytics readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-017,Marketing personalization & retention,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,18,2026-06-18,2026-01-01,2027-03-19,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-017,Head of Consumer Banking,Head of Consumer Banking,Head of Consumer Banking,mobilize,18706925,1282000,30000000,860000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-03-19,Loan Origination readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-018,Treasury liquidity forecasting,v4_synthetic_pack,Treasurer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,19,2026-06-18,2026-01-01,2027-08-06,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-018,Treasurer,Treasurer,Treasurer,mobilize,16554338,1334000,43000000,895000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-08-06,Treasury readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-019,Complaint & fair-lending surveillance NLP,v4_synthetic_pack,Chief Compliance Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,20,2026-06-18,2026-01-01,2027-12-08,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-019,Chief Compliance Officer,Chief Compliance Officer,Chief Compliance Officer,mobilize,6559729,1386000,20000000,930000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-12-08,Core Banking readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-020,Mainframe code modernization assist,v4_synthetic_pack,Chief Information Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,21,2026-06-18,2026-01-01,2027-03-20,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-020,Chief Information Officer,Chief Information Officer,Chief Information Officer,mobilize,9273193,1438000,23000000,965000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-03-20,Payments Hub readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-021,Document intelligence for commercial onboarding,v4_synthetic_pack,Head of Commercial Banking,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,22,2026-06-18,2026-01-01,2027-10-03,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-021,Head of Commercial Banking,Head of Commercial Banking,Head of Commercial Banking,mobilize,22056568,1490000,43000000,1000000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-10-03,Wealth CRM readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-022,Sanctions screening tuning,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,23,2026-06-18,2026-01-01,2027-05-19,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-022,BSA/AML Officer,BSA/AML Officer,BSA/AML Officer,pilot,19737721,1542000,41000000,1035000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-05-19,Risk Analytics readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-023,Statement & disclosure generation copilot,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,24,2026-06-18,2026-01-01,2027-12-23,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-023,Chief Operating Officer,Chief Operating Officer,Chief Operating Officer,pilot,22283902,1594000,45000000,1070000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-12-23,Loan Origination readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-024,Card rewards personalization,v4_synthetic_pack,Head of Cards & Payments,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,25,2026-06-18,2026-01-01,2027-03-09,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-024,Head of Cards & Payments,Head of Cards & Payments,Head of Cards & Payments,pilot,12327081,1646000,25000000,1105000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-03-09,Treasury readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-025,Voice biometrics authentication,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,26,2026-06-18,2026-01-01,2027-03-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-025,Head of Customer Experience,Head of Customer Experience,Head of Customer Experience,pilot,21132380,1698000,41000000,1140000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-03-15,Core Banking readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-026,Trade surveillance anomaly detection,v4_synthetic_pack,Treasurer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,27,2026-06-18,2026-01-01,2027-11-25,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-026,Treasurer,Treasurer,Treasurer,pilot,14583084,1750000,21000000,1175000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-11-25,Payments Hub readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-027,Loan servicing virtual agent,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,28,2026-06-18,2026-01-01,2027-02-12,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-027,Chief Operating Officer,Chief Operating Officer,Chief Operating Officer,pilot,8700100,1802000,17000000,1210000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-02-12,Wealth CRM readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-028,ESG & climate risk data automation,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,29,2026-06-18,2026-01-01,2027-03-01,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-028,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,pilot,19000233,1854000,31000000,1245000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-03-01,Risk Analytics readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-029,Enterprise search over policy & procedures,v4_synthetic_pack,Chief Compliance Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,30,2026-06-18,2026-01-01,2027-06-06,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-029,Chief Compliance Officer,Chief Compliance Officer,Chief Compliance Officer,pilot,9820930,1906000,30000000,1280000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-06-06,Loan Origination readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-030,Deposit pricing optimization,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,31,2026-06-18,2026-01-01,2027-11-05,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-030,Head of Consumer Banking,Head of Consumer Banking,Head of Consumer Banking,scale,10935864,1958000,22000000,1315000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-11-05,Treasury readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-031,Synthetic data for model development,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,32,2026-06-18,2026-01-01,2027-01-27,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-031,Chief Data & Analytics Officer,Chief Data & Analytics Officer,Chief Data & Analytics Officer,scale,15609265,2010000,36000000,1350000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",On track,2027-01-27,Core Banking readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-032,Wire fraud interdiction,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,33,2026-06-18,2026-01-01,2027-12-19,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-032,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,scale,24728288,2062000,43000000,1385000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",Watch,2027-12-19,Payments Hub readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
first-capital,Financial Services Demo,v6.0,program_initiative,FC-AI-033,Mortgage underwriting decision support,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,34,2026-06-18,2026-01-01,2027-11-05,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-033,Head of Consumer Banking,Head of Consumer Banking,Head of Consumer Banking,scale,19436155,2114000,43000000,1420000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",At risk,2027-11-05,Wealth CRM readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
