tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-19,FC-VEN-019,Kyriba,infra_security,19800000,2026-09-22,FC-APP-107,Kyriba Funding Desk,Head of Cards & Payments,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-20,FC-VEN-020,Salesforce,cards_payments,2100000,2026-09-13,FC-APP-123,Salesforce Lead Management 2,Head of Wealth Management,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-21,FC-VEN-021,Microsoft,risk_aml_ai,17800000,2026-10-23,FC-APP-117,Microsoft Dynamics Customer 360,Head of Wealth Management,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-22,FC-VEN-022,Pega,core_platform,11400000,2026-08-01,FC-APP-122,Pega Customer 360 2,Head of Wealth Management,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-23,FC-VEN-023,Backbase,data_ai_platform,11000000,2026-02-20,FC-APP-119,Backbase Campaign Engine,Head of Consumer Banking,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-24,FC-VEN-024,Databricks,risk_aml_ai,12300000,2026-05-11,FC-APP-130,Databricks Feature Store,Chief Financial Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-25,FC-VEN-025,Snowflake,core_platform,300000,2026-08-15,FC-APP-134,Snowflake Data Quality,Head of Consumer Banking,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-26,FC-VEN-026,Collibra,risk_aml_ai,21700000,2026-08-16,FC-APP-132,Collibra BI Semantic Layer,Head of Consumer Banking,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-27,FC-VEN-027,dbt Labs,channels_crm,27300000,2026-05-25,FC-APP-129,dbt Labs Lakehouse Ingest,Treasurer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-28,FC-VEN-028,Addepar,data_ai_platform,6900000,2026-04-15,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-29,FC-VEN-029,BlackRock,data_ai_platform,25400000,2026-11-20,FC-APP-145,BlackRock Aladdin Proposal Generator,Treasurer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-30,FC-VEN-030,Envestnet,finance_erp,15100000,2026-01-19,FC-APP-144,Envestnet Advisory Workstation,Head of Consumer Banking,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-31,FC-VEN-031,Charles River,finance_erp,11600000,2026-08-03,FC-APP-143,Charles River Portfolio Accounting,Head of Cards & Payments,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-32,FC-VEN-032,nCino,finance_erp,15900000,2026-08-04,FC-APP-156,nCino Spreading Engine,Head of Wealth Management,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-33,FC-VEN-033,Blend,risk_aml_ai,20000000,2026-12-15,FC-APP-163,Blend Consumer LOS 2,Chief Risk Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-34,FC-VEN-034,Q2,infra_security,4200000,2026-03-24,FC-APP-155,Q2 Commercial Origination,Head of Consumer Banking,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-35,FC-VEN-035,Alkami,finance_erp,1900000,2026-09-13,FC-APP-187,Alkami Digital Onboarding,Chief Risk Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-36,FC-VEN-036,SAP,finance_erp,26700000,2026-11-18,FC-APP-171,SAP Regulatory Reporting,Head of Wealth Management,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-37,FC-VEN-037,Oracle,finance_erp,4600000,2026-03-18,FC-APP-173,Oracle Procurement,Treasurer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-38,FC-VEN-038,Workday,core_platform,16500000,2026-01-14,FC-APP-169,Workday General Ledger,Head of Consumer Banking,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-39,FC-VEN-039,BlackLine,infra_security,13300000,2026-05-13,FC-APP-170,BlackLine Reconciliation,Chief Financial Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-40,FC-VEN-040,ServiceNow,data_ai_platform,13300000,2026-10-27,FC-APP-196,ServiceNow CMDB,Treasurer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-41,FC-VEN-041,Datadog,data_ai_platform,12800000,2026-06-17,FC-APP-193,Datadog Service Management,Treasurer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-42,FC-VEN-042,Splunk,channels_crm,22300000,2026-03-25,FC-APP-194,Splunk Observability,Head of Cards & Payments,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-43,FC-VEN-043,PagerDuty,infra_security,9300000,2026-07-14,FC-APP-195,PagerDuty Incident Mgmt,Head of Cards & Payments,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-44,FC-VEN-044,CrowdStrike,data_ai_platform,3900000,2026-01-11,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-45,FC-VEN-045,Genesys,infra_security,18400000,2026-05-28,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-46,FC-VEN-046,Nuance,finance_erp,12000000,2026-05-27,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-47,FC-VEN-047,OpenAI,cards_payments,27200000,2026-10-21,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-48,FC-VEN-048,Anthropic,channels_crm,6600000,2026-07-28,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-49,FC-VEN-049,AWS,data_ai_platform,14400000,2026-07-04,,,Head of Commercial Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-50,FC-VEN-050,GitHub,finance_erp,4100000,2026-08-27,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-51,FC-VEN-051,FIS (Module 2),cards_payments,21800000,2026-09-22,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-52,FC-VEN-052,Fiserv (BU 2),channels_crm,11000000,2026-12-01,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-53,FC-VEN-053,Temenos (Region 2),channels_crm,11400000,2026-11-01,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-54,FC-VEN-054,Thought Machine (Region 2),data_ai_platform,27100000,2026-03-22,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-55,FC-VEN-055,TSYS (Module 2),cards_payments,15000000,2026-07-20,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-56,FC-VEN-056,Mastercard (Module 2),cards_payments,10100000,2026-03-01,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-57,FC-VEN-057,Visa DPS (BU 2),core_platform,15200000,2026-07-03,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-58,FC-VEN-058,Marqeta (Module 2),cards_payments,4200000,2026-07-05,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-59,FC-VEN-059,ACI Worldwide (Module 2),cards_payments,15600000,2026-08-22,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-60,FC-VEN-060,Volante (BU 2),data_ai_platform,6500000,2026-08-22,,,Head of Commercial Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-61,FC-VEN-061,NICE Actimize (Module 2),core_platform,22300000,2026-10-22,,,Head of Commercial Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-62,FC-VEN-062,SAS (Region 2),finance_erp,27100000,2026-10-03,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-63,FC-VEN-063,Feedzai (Region 2),data_ai_platform,24900000,2026-11-24,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-64,FC-VEN-064,Featurespace (BU 2),finance_erp,13500000,2026-08-02,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-65,FC-VEN-065,Moody's (Region 2),finance_erp,26200000,2026-03-11,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-66,FC-VEN-066,Numerix (Region 2),data_ai_platform,14400000,2026-10-04,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-67,FC-VEN-067,Murex (BU 2),data_ai_platform,20900000,2026-02-26,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-68,FC-VEN-068,Calypso (BU 2),risk_aml_ai,7300000,2026-05-22,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-69,FC-VEN-069,Kyriba (Module 2),risk_aml_ai,6100000,2026-01-10,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-70,FC-VEN-070,Salesforce (BU 2),risk_aml_ai,11400000,2026-02-11,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-71,FC-VEN-071,Microsoft (BU 2),infra_security,17200000,2026-01-10,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-72,FC-VEN-072,Pega (BU 2),channels_crm,3700000,2026-02-22,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-73,FC-VEN-073,Backbase (Region 2),core_platform,10500000,2026-11-18,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-74,FC-VEN-074,Databricks (Region 2),data_ai_platform,19300000,2026-03-10,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-75,FC-VEN-075,Snowflake (Region 2),channels_crm,22100000,2026-12-05,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-76,FC-VEN-076,Collibra (Region 2),risk_aml_ai,24900000,2026-04-01,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-77,FC-VEN-077,dbt Labs (Module 2),data_ai_platform,6800000,2026-09-06,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-78,FC-VEN-078,Addepar (BU 2),core_platform,25700000,2026-07-04,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-79,FC-VEN-079,BlackRock (BU 2),cards_payments,1000000,2026-03-19,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-80,FC-VEN-080,Envestnet (Module 2),data_ai_platform,4100000,2026-06-04,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-81,FC-VEN-081,Charles River (BU 2),core_platform,21700000,2026-12-15,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-82,FC-VEN-082,nCino (BU 2),finance_erp,5400000,2026-04-20,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-83,FC-VEN-083,Blend (Module 2),infra_security,11800000,2026-11-27,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-84,FC-VEN-084,Q2 (Region 2),finance_erp,13900000,2026-03-20,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-85,FC-VEN-085,Alkami (Module 2),infra_security,14400000,2026-10-16,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-86,FC-VEN-086,SAP (BU 2),infra_security,17300000,2026-09-05,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-87,FC-VEN-087,Oracle (Region 2),infra_security,11600000,2026-10-13,,,Head of Commercial Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-88,FC-VEN-088,Workday (Module 2),channels_crm,3000000,2026-05-20,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-89,FC-VEN-089,BlackLine (Module 2),finance_erp,19000000,2026-02-25,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-90,FC-VEN-090,ServiceNow (Region 2),data_ai_platform,25200000,2026-01-27,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-91,FC-VEN-091,Datadog (Module 2),infra_security,24000000,2026-11-18,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-92,FC-VEN-092,Splunk (Module 2),finance_erp,14300000,2026-08-05,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-93,FC-VEN-093,PagerDuty (BU 2),channels_crm,9100000,2026-01-12,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-94,FC-VEN-094,CrowdStrike (Module 2),infra_security,11400000,2026-12-02,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-95,FC-VEN-095,Genesys (Region 2),data_ai_platform,26300000,2026-05-02,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-96,FC-VEN-096,Nuance (Module 2),channels_crm,11400000,2026-08-13,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-97,FC-VEN-097,OpenAI (BU 2),risk_aml_ai,600000,2026-07-07,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-98,FC-VEN-098,Anthropic (BU 2),cards_payments,11200000,2026-07-19,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-99,FC-VEN-099,AWS (Module 2),finance_erp,25700000,2026-06-14,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-100,FC-VEN-100,GitHub (BU 2),infra_security,9800000,2026-12-13,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-101,FC-VEN-101,FIS (Region 3),infra_security,22500000,2026-06-26,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-102,FC-VEN-102,Fiserv (Module 3),channels_crm,16200000,2026-03-14,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-103,FC-VEN-103,Temenos (Module 3),finance_erp,16100000,2026-04-04,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-104,FC-VEN-104,Thought Machine (BU 3),data_ai_platform,14100000,2026-05-28,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-105,FC-VEN-105,TSYS (Region 3),channels_crm,10500000,2026-02-20,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-106,FC-VEN-106,Mastercard (Module 3),finance_erp,8300000,2026-12-18,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-107,FC-VEN-107,Visa DPS (Module 3),channels_crm,7400000,2026-04-18,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-108,FC-VEN-108,Marqeta (Module 3),cards_payments,6900000,2026-10-03,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
