period,tool_name,vendor,business_function,licensed_users,active_users,active_rate_pct,monthly_prompts_or_actions,prompts_or_actions,estimated_hours_saved,quality_or_control_flag,source_file,source_row,cost_usd,policy_status,notes,value_source
2026-06,Databricks Assistant,Databricks,GEN-BF-007,1100,684,62,27156,27400,615,normal,ai-control-tower/T03_tool-usage-monthly.csv,25,60936,approved,,tenant_file
2026-03,Tableau Pulse,Salesforce,GEN-BF-002,1280,680,53,9856,24600,450,normal,ai-control-tower/T03_tool-usage-monthly.csv,26,20080,approved,,tenant_file
2026-04,Tableau Pulse,Salesforce,GEN-BF-002,1280,713,56,13075,26400,520,normal,ai-control-tower/T03_tool-usage-monthly.csv,27,19861,approved,,tenant_file
2026-05,Tableau Pulse,Salesforce,GEN-BF-001,1280,746,58,16546,28200,590,normal,ai-control-tower/T03_tool-usage-monthly.csv,28,18435,under_review,,tenant_file
2026-06,Tableau Pulse,Salesforce,GEN-BF-004,1280,779,61,20272,30000,660,normal,ai-control-tower/T03_tool-usage-monthly.csv,29,18106,approved,,tenant_file
2026-03,Adobe Sensei,Adobe,GEN-BF-001,1460,775,53,12994,27200,495,normal,ai-control-tower/T03_tool-usage-monthly.csv,30,48702,approved,,tenant_file
2026-04,Adobe Sensei,Adobe,GEN-BF-005,1460,808,55,16652,29000,565,normal,ai-control-tower/T03_tool-usage-monthly.csv,31,48476,approved,,tenant_file
2026-05,Adobe Sensei,Adobe,GEN-BF-007,1460,841,58,11409,30800,635,normal,ai-control-tower/T03_tool-usage-monthly.csv,32,52271,approved,,tenant_file
2026-06,Adobe Sensei,Adobe,GEN-BF-007,1460,874,60,30472,32600,705,normal,ai-control-tower/T03_tool-usage-monthly.csv,33,49935,approved,,tenant_file
2026-03,Salesforce Einstein,Salesforce,GEN-BF-003,1640,870,53,26990,29800,540,needs_evidence_review,ai-control-tower/T03_tool-usage-monthly.csv,34,85966,approved,,tenant_file
2026-04,Salesforce Einstein,Salesforce,GEN-BF-005,1640,903,55,24544,31600,610,needs_evidence_review,ai-control-tower/T03_tool-usage-monthly.csv,35,77533,approved,,tenant_file
2026-05,Salesforce Einstein,Salesforce,GEN-BF-004,1640,936,57,27974,33400,680,needs_evidence_review,ai-control-tower/T03_tool-usage-monthly.csv,36,83624,approved,,tenant_file
2026-06,Salesforce Einstein,Salesforce,GEN-BF-006,1640,969,59,24316,35200,750,needs_evidence_review,ai-control-tower/T03_tool-usage-monthly.csv,37,85031,approved,,tenant_file
2026-03,AWS Bedrock,AWS,GEN-BF-003,1820,965,53,20507,32400,585,normal,ai-control-tower/T03_tool-usage-monthly.csv,38,81055,approved,,tenant_file
2026-04,AWS Bedrock,AWS,GEN-BF-002,1820,998,55,17374,34200,655,normal,ai-control-tower/T03_tool-usage-monthly.csv,39,79649,approved,,tenant_file
2026-05,AWS Bedrock,AWS,GEN-BF-007,1820,1031,57,33155,36000,725,normal,ai-control-tower/T03_tool-usage-monthly.csv,40,83394,approved,,tenant_file
2026-06,AWS Bedrock,AWS,GEN-BF-004,1820,1064,58,30128,37800,795,normal,ai-control-tower/T03_tool-usage-monthly.csv,41,81988,approved,,tenant_file
2026-03,Oracle AI,Oracle,GEN-BF-003,2000,1060,53,17979,35000,630,normal,ai-control-tower/T03_tool-usage-monthly.csv,42,79722,approved,,tenant_file
2026-04,Oracle AI,Oracle,GEN-BF-005,2000,1093,55,28048,36800,700,normal,ai-control-tower/T03_tool-usage-monthly.csv,43,81094,approved,,tenant_file
2026-05,Oracle AI,Oracle,GEN-BF-002,2000,1126,56,43155,38600,770,normal,ai-control-tower/T03_tool-usage-monthly.csv,44,77437,approved,,tenant_file
2026-06,Oracle AI,Oracle,GEN-BF-008,2000,1159,58,14103,40400,840,normal,ai-control-tower/T03_tool-usage-monthly.csv,45,78810,approved,,tenant_file
