tenant_key,ai_asset_id,ai_asset_name,asset_type,business_area,business_function,owner_role,tool_or_model,parent_system_id,stage,status,monthly_users_or_cases,monthly_users,risk_tier,regulated_workflow,approved_data_scope,approval_status,model_risk_status,measured_value_usd,evidence_id,evidence_status,next_gate,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
first-capital-financial,FC-AI-ASSET-011,Wealth advisor proposal generation,,Wealth Management,,,AWS Bedrock / Claude,,design,,3586,,tier_2,,,,,2158702,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,12,tenant_file,
first-capital-financial,FC-AI-ASSET-012,Payments exception repair automation,,Operations,,,in-house model,,design,,16570,,tier_3,,,,,500324,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,13,tenant_file,
first-capital-financial,FC-AI-ASSET-013,Credit risk model SR 11-7 evidence automation,,Risk,,,AWS Bedrock / Claude,,design,,1717,,tier_1_high,,,,,1841337,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,14,tenant_file,
first-capital-financial,FC-AI-ASSET-014,KYC refresh & onboarding intelligence,,Financial Crimes,,,AWS Bedrock / Claude,,mobilize,,19641,,tier_1_high,,,,,3637080,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,15,tenant_file,
first-capital-financial,FC-AI-ASSET-015,Collections prioritization optimization,,Operations,,,GitHub Copilot,,mobilize,,31759,,tier_3,,,,,2126838,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,16,tenant_file,
first-capital-financial,FC-AI-ASSET-016,Branch banker knowledge assist,,Consumer Banking,,,SAS,,mobilize,,17051,,tier_2,,,,,428036,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,17,tenant_file,
first-capital-financial,FC-AI-ASSET-017,Marketing personalization & retention,,Consumer Banking,,,Databricks ML,,mobilize,,32884,,tier_2,,,,,3321334,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,18,tenant_file,
first-capital-financial,FC-AI-ASSET-018,Treasury liquidity forecasting,,Treasury,,,GitHub Copilot,,mobilize,,33432,,tier_3,,,,,5952785,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,19,tenant_file,
first-capital-financial,FC-AI-ASSET-019,Complaint & fair-lending surveillance NLP,,Compliance,,,Feedzai,,mobilize,,39561,,tier_1_high,,,,,449702,,review_required,sunset_decision,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,20,tenant_file,
first-capital-financial,FC-AI-ASSET-020,Mainframe code modernization assist,,Technology,,,Azure OpenAI,,mobilize,,17633,,tier_2,,,,,2725054,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,21,tenant_file,
first-capital-financial,FC-AI-ASSET-021,Document intelligence for commercial onboarding,,Commercial Banking,,,SAS,,mobilize,,5711,,tier_2,,,,,4737000,,source_backed,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,22,tenant_file,
first-capital-financial,FC-AI-ASSET-022,Sanctions screening tuning,,Financial Crimes,,,in-house model,,pilot,,20350,,tier_1_high,,,,,9951623,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,23,tenant_file,
first-capital-financial,FC-AI-ASSET-023,Statement & disclosure generation copilot,,Operations,,,Databricks ML,,pilot,,28083,,tier_2,,,,,12287491,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,24,tenant_file,
first-capital-financial,FC-AI-ASSET-024,Card rewards personalization,,Cards & Payments,,,Feedzai,,pilot,,29911,,tier_2,,,,,5327800,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,25,tenant_file,
first-capital-financial,FC-AI-ASSET-025,Voice biometrics authentication,,Customer Care,,,NICE Actimize ML,,pilot,,8337,,tier_2,,,,,1714160,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,26,tenant_file,
first-capital-financial,FC-AI-ASSET-026,Trade surveillance anomaly detection,,Treasury & Capital Markets,,,SAS,,pilot,,20786,,tier_2,,,,,4409150,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,27,tenant_file,
first-capital-financial,FC-AI-ASSET-027,Loan servicing virtual agent,,Operations,,,GitHub Copilot,,pilot,,3281,,tier_2,,,,,3883320,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,28,tenant_file,
first-capital-financial,FC-AI-ASSET-028,ESG & climate risk data automation,,Risk,,,SAS,,pilot,,17094,,tier_1_high,,,,,1143289,,review_required,sunset_decision,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,29,tenant_file,
first-capital-financial,FC-AI-ASSET-029,Enterprise search over policy & procedures,,Compliance,,,in-house model,,pilot,,1324,,tier_3,,,,,7746837,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,30,tenant_file,
first-capital-financial,FC-AI-ASSET-030,Deposit pricing optimization,,Consumer Banking,,,in-house model,,scale,,7655,,tier_2,,,,,11077962,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,31,tenant_file,
first-capital-financial,FC-AI-ASSET-031,Synthetic data for model development,,"Data, Analytics & AI",,,SAS,,scale,,9197,,tier_2,,,,,21362034,,source_backed,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,32,tenant_file,
first-capital-financial,FC-AI-ASSET-032,Wire fraud interdiction,,Financial Crimes,,,in-house model,,scale,,31455,,tier_1_high,,,,,23379836,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,33,tenant_file,
first-capital-financial,FC-AI-ASSET-033,Mortgage underwriting decision support,,Consumer Banking,,,AWS Bedrock / Claude,,scale,,33305,,tier_2,,,,,24768103,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,34,tenant_file,
first-capital-financial,FC-AI-ASSET-034,Vendor contract intelligence,,Finance,,,NICE Actimize ML,,scale,,14656,,tier_3,,,,,1814885,,source_backed,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,35,tenant_file,
first-capital-financial,FC-AI-ASSET-035,Branch staffing & demand forecasting,,Consumer Banking,,,GitHub Copilot,,scale,,24925,,tier_2,,,,,14734961,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,36,tenant_file,
first-capital-financial,FC-AI-ASSET-036,IT incident root-cause copilot,,Technology,,,SAS,,production,,31237,,tier_2,,,,,24719244,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,37,tenant_file,
first-capital-financial,FC-AI-ASSET-037,Regulatory change interpretation assist,,Compliance,,,SAS,,production,,24891,,tier_1_high,,,,,3260888,,review_required,sunset_decision,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,38,tenant_file,
first-capital-financial,FC-AI-ASSET-038,Small business cash-flow insights,,Commercial Banking,,,Azure OpenAI,,production,,35373,,tier_3,,,,,10330850,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,39,tenant_file,
first-capital-financial,FC-AI-ASSET-039,Anti-money-laundering network analytics,,Financial Crimes,,,SAS,,production,,31406,,tier_1_high,,,,,4435180,,source_backed,scale_readiness,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,40,tenant_file,
first-capital-financial,FC-AI-ASSET-040,Customer churn early-warning model,,Consumer Banking,,,in-house model,,retired,,8127,,tier_2,,,,,1953629,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,41,tenant_file,
first-capital-financial,FC-AI-ASSET-041,Capital markets research summarization,,Treasury & Capital Markets,,,Databricks ML,,retired,,29077,,tier_2,,,,,929469,,review_required,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,42,tenant_file,
first-capital-financial,FC-AI-ASSET-042,Privacy & data-access governance automation,,"Cyber, Privacy & Resilience",,,GitHub Copilot,,retired,,30392,,tier_3,,,,,2063932,,source_backed,model_risk_validation,none,value,,actual,ytd,,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,43,tenant_file,
