incident_id,opened_at,closed_at,ci_id,business_service,priority,severity,assignment_group,short_description,resolution_code,breach_sla,related_problem_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
INC0120016,2026-01-17,2026-01-18,CI-APP-001,Store Inventory Visibility,P4,Low,Merchandising Analytics,Store Inventory Visibility batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120016,IT Service Management,2026-05-01,0.81,true,
INC0120017,2026-02-18,2026-02-19,CI-SVC-002,Promotion Pricing Engine,P4,Low,Contact Center Technology,Promotion Pricing Engine monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120017,IT Service Management,2026-05-01,0.81,true,
INC0120018,2026-03-19,,CI-DATA-003,Loyalty Offer Decisioning,P3,Medium,Cloud Platform Services,Loyalty Offer Decisioning integration queue latency exceeded threshold,,false,PRB0001818,ServiceNow,INC120018,IT Service Management,2026-05-01,0.81,false,
INC0120019,2026-04-20,2026-04-21,CI-APP-004,Returns Optimization,P4,Low,Cybersecurity Governance,Returns Optimization scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120019,IT Service Management,2026-05-01,0.81,true,
INC0120020,2026-01-21,2026-01-22,CI-SVC-005,Marketplace Seller Hub,P4,Low,IT Sourcing,Marketplace Seller Hub authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120020,IT Service Management,2026-05-01,0.81,true,
INC0120021,2026-02-22,2026-02-23,CI-DATA-006,Retail Media Campaign Ops,P2,High,Finance Technology,Retail Media Campaign Ops API gateway throttling affected service availability,Configuration update,false,,ServiceNow,INC120021,IT Service Management,2026-05-01,0.81,true,
INC0120022,2026-03-23,2026-03-24,CI-APP-007,Store Labor Scheduling,P4,Low,Commerce Platform Engineering,Store Labor Scheduling batch reconciliation variance required manual review,Vendor patch,false,,ServiceNow,INC120022,IT Service Management,2026-05-01,0.81,true,
INC0120023,2026-04-24,2026-04-25,CI-SVC-008,Category P&L Analytics,P4,Low,Store Technology,Category P&L Analytics monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120023,IT Service Management,2026-05-01,0.81,true,
INC0120024,2026-01-25,2026-01-26,CI-DATA-009,Vendor Scorecarding,P3,Medium,Supply Chain Technology,Vendor Scorecarding integration queue latency exceeded threshold,Runbook correction,false,PRB0001824,ServiceNow,INC120024,IT Service Management,2026-05-01,0.81,true,
INC0120025,2026-02-26,2026-02-27,CI-APP-010,Assortment Planning,P4,Low,Customer Data Platform Office,Assortment Planning scheduled job failure delayed downstream reporting,Capacity tuning,false,,ServiceNow,INC120025,IT Service Management,2026-05-01,0.81,true,
INC0120026,2026-03-27,2026-03-28,CI-SVC-011,Last Mile Delivery,P4,Low,Merchandising Analytics,Last Mile Delivery authentication timeout affected internal users,Configuration update,true,,ServiceNow,INC120026,IT Service Management,2026-05-01,0.81,true,
INC0120027,2026-04-01,,CI-DATA-012,Fraud Detection,P3,Medium,Contact Center Technology,Fraud Detection API gateway throttling affected service availability,,false,,ServiceNow,INC120027,IT Service Management,2026-05-01,0.81,false,
INC0120028,2026-01-02,2026-01-03,CI-APP-013,Customer Identity Resolution,P2,High,Cloud Platform Services,Customer Identity Resolution batch reconciliation variance required manual review,Restarted service,false,,ServiceNow,INC120028,IT Service Management,2026-05-01,0.81,true,
INC0120029,2026-02-03,2026-02-04,CI-SVC-014,Associate Productivity,P4,Low,Cybersecurity Governance,Associate Productivity monitoring alert indicated degraded service response,Runbook correction,false,,ServiceNow,INC120029,IT Service Management,2026-05-01,0.81,true,
INC0120030,2026-03-04,2026-03-05,CI-DATA-015,Private Label Quality,P3,Medium,IT Sourcing,Private Label Quality integration queue latency exceeded threshold,Capacity tuning,false,PRB0001830,ServiceNow,INC120030,IT Service Management,2026-05-01,0.81,true,
INC0120031,2026-04-05,2026-04-06,CI-APP-016,Demand Signal Repository,P1,Critical,Finance Technology,Demand Signal Repository scheduled job failure delayed downstream reporting,Configuration update,false,,ServiceNow,INC120031,IT Service Management,2026-05-01,0.81,true,
INC0120032,2026-01-06,2026-01-07,CI-SVC-017,Store Inventory Visibility,P4,Low,Commerce Platform Engineering,Store Inventory Visibility authentication timeout affected internal users,Vendor patch,false,,ServiceNow,INC120032,IT Service Management,2026-05-01,0.81,true,
INC0120033,2026-02-07,2026-02-08,CI-DATA-018,Promotion Pricing Engine,P3,Medium,Store Technology,Promotion Pricing Engine API gateway throttling affected service availability,Restarted service,false,,ServiceNow,INC120033,IT Service Management,2026-05-01,0.81,true,
INC0120034,2026-03-08,2026-03-09,CI-APP-019,Loyalty Offer Decisioning,P4,Low,Supply Chain Technology,Loyalty Offer Decisioning batch reconciliation variance required manual review,Runbook correction,false,,ServiceNow,INC120034,IT Service Management,2026-05-01,0.81,true,
INC0120035,2026-04-09,2026-04-10,CI-SVC-020,Returns Optimization,P2,High,Customer Data Platform Office,Returns Optimization monitoring alert indicated degraded service response,Capacity tuning,false,,ServiceNow,INC120035,IT Service Management,2026-05-01,0.81,true,
INC0120036,2026-01-10,,CI-DATA-021,Marketplace Seller Hub,P3,Medium,Merchandising Analytics,Marketplace Seller Hub integration queue latency exceeded threshold,,false,PRB0001800,ServiceNow,INC120036,IT Service Management,2026-05-01,0.81,false,
INC0120037,2026-02-11,2026-02-12,CI-APP-022,Retail Media Campaign Ops,P4,Low,Contact Center Technology,Retail Media Campaign Ops scheduled job failure delayed downstream reporting,Vendor patch,false,,ServiceNow,INC120037,IT Service Management,2026-05-01,0.81,true,
INC0120038,2026-03-12,2026-03-13,CI-SVC-023,Store Labor Scheduling,P4,Low,Cloud Platform Services,Store Labor Scheduling authentication timeout affected internal users,Restarted service,false,,ServiceNow,INC120038,IT Service Management,2026-05-01,0.81,true,
INC0120039,2026-04-13,2026-04-14,CI-DATA-024,Category P&L Analytics,P3,Medium,Cybersecurity Governance,Category P&L Analytics API gateway throttling affected service availability,Runbook correction,true,,ServiceNow,INC120039,IT Service Management,2026-05-01,0.81,true,
INC0120040,2026-01-14,2026-01-15,CI-APP-025,Vendor Scorecarding,P4,Low,IT Sourcing,Vendor Scorecarding batch reconciliation variance required manual review,Capacity tuning,false,,ServiceNow,INC120040,IT Service Management,2026-05-01,0.81,true,
INC0120041,2026-02-15,2026-02-16,CI-SVC-026,Assortment Planning,P4,Low,Finance Technology,Assortment Planning monitoring alert indicated degraded service response,Configuration update,false,,ServiceNow,INC120041,IT Service Management,2026-05-01,0.81,true,
INC0120042,2026-03-16,2026-03-17,CI-DATA-027,Last Mile Delivery,P2,High,Commerce Platform Engineering,Last Mile Delivery integration queue latency exceeded threshold,Vendor patch,false,PRB0001806,ServiceNow,INC120042,IT Service Management,2026-05-01,0.81,true,
INC0120043,2026-04-17,2026-04-18,CI-APP-028,Fraud Detection,P4,Low,Store Technology,Fraud Detection scheduled job failure delayed downstream reporting,Restarted service,false,,ServiceNow,INC120043,IT Service Management,2026-05-01,0.81,true,
INC0120044,2026-01-18,2026-01-19,CI-SVC-029,Customer Identity Resolution,P4,Low,Supply Chain Technology,Customer Identity Resolution authentication timeout affected internal users,Runbook correction,false,,ServiceNow,INC120044,IT Service Management,2026-05-01,0.81,true,
INC0120045,2026-02-19,,CI-DATA-030,Associate Productivity,P3,Medium,Customer Data Platform Office,Associate Productivity API gateway throttling affected service availability,,false,,ServiceNow,INC120045,IT Service Management,2026-05-01,0.81,false,
INC0120046,2026-03-20,2026-03-21,CI-APP-031,Private Label Quality,P4,Low,Merchandising Analytics,Private Label Quality batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120046,IT Service Management,2026-05-01,0.81,true,
INC0120047,2026-04-21,2026-04-22,CI-SVC-032,Demand Signal Repository,P4,Low,Contact Center Technology,Demand Signal Repository monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120047,IT Service Management,2026-05-01,0.81,true,
INC0120048,2026-01-22,2026-01-23,CI-DATA-033,Store Inventory Visibility,P3,Medium,Cloud Platform Services,Store Inventory Visibility integration queue latency exceeded threshold,Restarted service,false,PRB0001812,ServiceNow,INC120048,IT Service Management,2026-05-01,0.81,true,
INC0120049,2026-02-23,2026-02-24,CI-APP-034,Promotion Pricing Engine,P2,High,Cybersecurity Governance,Promotion Pricing Engine scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120049,IT Service Management,2026-05-01,0.81,true,
INC0120050,2026-03-24,2026-03-25,CI-SVC-035,Loyalty Offer Decisioning,P4,Low,IT Sourcing,Loyalty Offer Decisioning authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120050,IT Service Management,2026-05-01,0.81,true,
INC0120051,2026-04-25,2026-04-26,CI-DATA-036,Returns Optimization,P3,Medium,Finance Technology,Returns Optimization API gateway throttling affected service availability,Configuration update,false,,ServiceNow,INC120051,IT Service Management,2026-05-01,0.81,true,
INC0120052,2026-01-26,2026-01-27,CI-APP-037,Marketplace Seller Hub,P4,Low,Commerce Platform Engineering,Marketplace Seller Hub batch reconciliation variance required manual review,Vendor patch,true,,ServiceNow,INC120052,IT Service Management,2026-05-01,0.81,true,
INC0120053,2026-02-27,2026-02-28,CI-SVC-038,Retail Media Campaign Ops,P4,Low,Store Technology,Retail Media Campaign Ops monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120053,IT Service Management,2026-05-01,0.81,true,
INC0120054,2026-03-01,,CI-DATA-039,Store Labor Scheduling,P3,Medium,Supply Chain Technology,Store Labor Scheduling integration queue latency exceeded threshold,,false,PRB0001818,ServiceNow,INC120054,IT Service Management,2026-05-01,0.81,false,
INC0120055,2026-04-02,2026-04-03,CI-APP-040,Category P&L Analytics,P4,Low,Customer Data Platform Office,Category P&L Analytics scheduled job failure delayed downstream reporting,Capacity tuning,false,,ServiceNow,INC120055,IT Service Management,2026-05-01,0.81,true,
INC0120056,2026-01-03,2026-01-04,CI-SVC-041,Vendor Scorecarding,P2,High,Merchandising Analytics,Vendor Scorecarding authentication timeout affected internal users,Configuration update,false,,ServiceNow,INC120056,IT Service Management,2026-05-01,0.81,true,
INC0120057,2026-02-04,2026-02-05,CI-DATA-042,Assortment Planning,P3,Medium,Contact Center Technology,Assortment Planning API gateway throttling affected service availability,Vendor patch,false,,ServiceNow,INC120057,IT Service Management,2026-05-01,0.81,true,
INC0120058,2026-03-05,2026-03-06,CI-APP-043,Last Mile Delivery,P4,Low,Cloud Platform Services,Last Mile Delivery batch reconciliation variance required manual review,Restarted service,false,,ServiceNow,INC120058,IT Service Management,2026-05-01,0.81,true,
INC0120059,2026-04-06,2026-04-07,CI-SVC-044,Fraud Detection,P4,Low,Cybersecurity Governance,Fraud Detection monitoring alert indicated degraded service response,Runbook correction,false,,ServiceNow,INC120059,IT Service Management,2026-05-01,0.81,true,
INC0120060,2026-01-07,2026-01-08,CI-DATA-045,Customer Identity Resolution,P3,Medium,IT Sourcing,Customer Identity Resolution integration queue latency exceeded threshold,Capacity tuning,false,PRB0001824,ServiceNow,INC120060,IT Service Management,2026-05-01,0.81,true,
INC0120061,2026-02-08,2026-02-09,CI-APP-046,Associate Productivity,P4,Low,Finance Technology,Associate Productivity scheduled job failure delayed downstream reporting,Configuration update,false,,ServiceNow,INC120061,IT Service Management,2026-05-01,0.81,true,
INC0120062,2026-03-09,2026-03-10,CI-SVC-047,Private Label Quality,P1,Critical,Commerce Platform Engineering,Private Label Quality authentication timeout affected internal users,Vendor patch,false,,ServiceNow,INC120062,IT Service Management,2026-05-01,0.81,true,
INC0120063,2026-04-10,,CI-DATA-048,Demand Signal Repository,P2,High,Store Technology,Demand Signal Repository API gateway throttling affected service availability,,false,,ServiceNow,INC120063,IT Service Management,2026-05-01,0.81,false,
INC0120064,2026-01-11,2026-01-12,CI-APP-049,Store Inventory Visibility,P4,Low,Supply Chain Technology,Store Inventory Visibility batch reconciliation variance required manual review,Runbook correction,false,,ServiceNow,INC120064,IT Service Management,2026-05-01,0.81,true,
INC0120065,2026-02-12,2026-02-13,CI-SVC-050,Promotion Pricing Engine,P4,Low,Customer Data Platform Office,Promotion Pricing Engine monitoring alert indicated degraded service response,Capacity tuning,true,,ServiceNow,INC120065,IT Service Management,2026-05-01,0.81,true,
INC0120066,2026-03-13,2026-03-14,CI-DATA-051,Loyalty Offer Decisioning,P3,Medium,Merchandising Analytics,Loyalty Offer Decisioning integration queue latency exceeded threshold,Configuration update,false,PRB0001830,ServiceNow,INC120066,IT Service Management,2026-05-01,0.81,true,
INC0120067,2026-04-14,2026-04-15,CI-APP-052,Returns Optimization,P4,Low,Contact Center Technology,Returns Optimization scheduled job failure delayed downstream reporting,Vendor patch,false,,ServiceNow,INC120067,IT Service Management,2026-05-01,0.81,true,
INC0120068,2026-01-15,2026-01-16,CI-SVC-053,Marketplace Seller Hub,P4,Low,Cloud Platform Services,Marketplace Seller Hub authentication timeout affected internal users,Restarted service,false,,ServiceNow,INC120068,IT Service Management,2026-05-01,0.81,true,
INC0120069,2026-02-16,2026-02-17,CI-DATA-054,Retail Media Campaign Ops,P3,Medium,Cybersecurity Governance,Retail Media Campaign Ops API gateway throttling affected service availability,Runbook correction,false,,ServiceNow,INC120069,IT Service Management,2026-05-01,0.81,true,
INC0120070,2026-03-17,2026-03-18,CI-APP-055,Store Labor Scheduling,P2,High,IT Sourcing,Store Labor Scheduling batch reconciliation variance required manual review,Capacity tuning,false,,ServiceNow,INC120070,IT Service Management,2026-05-01,0.81,true,
INC0120071,2026-04-18,2026-04-19,CI-SVC-056,Category P&L Analytics,P4,Low,Finance Technology,Category P&L Analytics monitoring alert indicated degraded service response,Configuration update,false,,ServiceNow,INC120071,IT Service Management,2026-05-01,0.81,true,
INC0120072,2026-01-19,,CI-DATA-057,Vendor Scorecarding,P3,Medium,Commerce Platform Engineering,Vendor Scorecarding integration queue latency exceeded threshold,,false,PRB0001800,ServiceNow,INC120072,IT Service Management,2026-05-01,0.81,false,
INC0120073,2026-02-20,2026-02-21,CI-APP-058,Assortment Planning,P4,Low,Store Technology,Assortment Planning scheduled job failure delayed downstream reporting,Restarted service,false,,ServiceNow,INC120073,IT Service Management,2026-05-01,0.81,true,
INC0120074,2026-03-21,2026-03-22,CI-SVC-059,Last Mile Delivery,P4,Low,Supply Chain Technology,Last Mile Delivery authentication timeout affected internal users,Runbook correction,false,,ServiceNow,INC120074,IT Service Management,2026-05-01,0.81,true,
INC0120075,2026-04-22,2026-04-23,CI-DATA-060,Fraud Detection,P3,Medium,Customer Data Platform Office,Fraud Detection API gateway throttling affected service availability,Capacity tuning,false,,ServiceNow,INC120075,IT Service Management,2026-05-01,0.81,true,
INC0120076,2026-01-23,2026-01-24,CI-APP-061,Customer Identity Resolution,P4,Low,Merchandising Analytics,Customer Identity Resolution batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120076,IT Service Management,2026-05-01,0.81,true,
INC0120077,2026-02-24,2026-02-25,CI-SVC-062,Associate Productivity,P2,High,Contact Center Technology,Associate Productivity monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120077,IT Service Management,2026-05-01,0.81,true,
INC0120078,2026-03-25,2026-03-26,CI-DATA-063,Private Label Quality,P3,Medium,Cloud Platform Services,Private Label Quality integration queue latency exceeded threshold,Restarted service,true,PRB0001806,ServiceNow,INC120078,IT Service Management,2026-05-01,0.81,true,
INC0120079,2026-04-26,2026-04-27,CI-APP-064,Demand Signal Repository,P4,Low,Cybersecurity Governance,Demand Signal Repository scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120079,IT Service Management,2026-05-01,0.81,true,
INC0120080,2026-01-27,2026-01-28,CI-SVC-065,Store Inventory Visibility,P4,Low,IT Sourcing,Store Inventory Visibility authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120080,IT Service Management,2026-05-01,0.81,true,
INC0120081,2026-02-01,,CI-DATA-066,Promotion Pricing Engine,P3,Medium,Finance Technology,Promotion Pricing Engine API gateway throttling affected service availability,,false,,ServiceNow,INC120081,IT Service Management,2026-05-01,0.81,false,
INC0120082,2026-03-02,2026-03-03,CI-APP-SAP-S4,Finance and Procurement,P4,Low,Supply Chain Technology,Finance and Procurement batch reconciliation variance required manual review,Vendor patch,false,,ServiceNow,INC120082,IT Service Management,2026-05-01,0.81,true,
INC0120083,2026-04-03,2026-04-04,CI-APP-ORACLE-RETAIL,Merchandising Operations,P4,Low,Customer Data Platform Office,Merchandising Operations monitoring alert indicated degraded service response,Restarted service,false,,ServiceNow,INC120083,IT Service Management,2026-05-01,0.81,true,
INC0120084,2026-01-04,2026-01-05,CI-APP-NCR-POS,Store Checkout,P2,High,Merchandising Analytics,Store Checkout integration queue latency exceeded threshold,Runbook correction,false,PRB0001812,ServiceNow,INC120084,IT Service Management,2026-05-01,0.81,true,
INC0120085,2026-02-05,2026-02-06,CI-SVC-ECOMMERCE,Digital Commerce,P4,Low,Contact Center Technology,Digital Commerce scheduled job failure delayed downstream reporting,Capacity tuning,false,,ServiceNow,INC120085,IT Service Management,2026-05-01,0.81,true,
INC0120086,2026-03-06,2026-03-07,CI-DATA-CDP,Customer 360 and Personalization,P4,Low,Cloud Platform Services,Customer 360 and Personalization authentication timeout affected internal users,Configuration update,false,,ServiceNow,INC120086,IT Service Management,2026-05-01,0.81,true,
INC0120087,2026-04-07,2026-04-08,CI-SVC-CONTACT-CENTER,Customer Experience,P3,Medium,Cybersecurity Governance,Customer Experience API gateway throttling affected service availability,Vendor patch,false,,ServiceNow,INC120087,IT Service Management,2026-05-01,0.81,true,
INC0120088,2026-01-08,2026-01-09,CI-APP-BLUEYONDER,Demand Forecasting,P4,Low,IT Sourcing,Demand Forecasting batch reconciliation variance required manual review,Restarted service,false,,ServiceNow,INC120088,IT Service Management,2026-05-01,0.81,true,
INC0120089,2026-02-09,2026-02-10,CI-APP-MANHATTAN-WMS,Distribution Operations,P4,Low,Finance Technology,Distribution Operations monitoring alert indicated degraded service response,Runbook correction,false,,ServiceNow,INC120089,IT Service Management,2026-05-01,0.81,true,
INC0120090,2026-03-10,,CI-WH-SNOWFLAKE,Enterprise Retail Analytics,P3,Medium,Commerce Platform Engineering,Enterprise Retail Analytics integration queue latency exceeded threshold,,false,PRB0001818,ServiceNow,INC120090,IT Service Management,2026-05-01,0.81,false,
INC0120091,2026-04-11,2026-04-12,CI-PLAT-DATABRICKS,Advanced Analytics,P2,High,Store Technology,Advanced Analytics scheduled job failure delayed downstream reporting,Configuration update,true,,ServiceNow,INC120091,IT Service Management,2026-05-01,0.81,true,
INC0120092,2026-01-12,2026-01-13,CI-APP-SERVICENOW,IT Service Management,P4,Low,Supply Chain Technology,IT Service Management authentication timeout affected internal users,Vendor patch,false,,ServiceNow,INC120092,IT Service Management,2026-05-01,0.81,true,
INC0120093,2026-02-13,2026-02-14,CI-SEC-OKTA,Identity and Access,P1,Critical,Customer Data Platform Office,Identity and Access API gateway throttling affected service availability,Restarted service,false,,ServiceNow,INC120093,IT Service Management,2026-05-01,0.81,true,
INC0120094,2026-03-14,2026-03-15,CI-CLOUD-AWS-PROD,Cloud Hosting,P4,Low,Merchandising Analytics,Cloud Hosting batch reconciliation variance required manual review,Runbook correction,false,,ServiceNow,INC120094,IT Service Management,2026-05-01,0.81,true,
INC0120095,2026-04-15,2026-04-16,CI-CLOUD-AZURE-PROD,Cloud Hosting,P4,Low,Contact Center Technology,Cloud Hosting monitoring alert indicated degraded service response,Capacity tuning,false,,ServiceNow,INC120095,IT Service Management,2026-05-01,0.81,true,
INC0120096,2026-01-16,2026-01-17,CI-APP-WORKDAY-HCM,Workforce Management,P3,Medium,Cloud Platform Services,Workforce Management integration queue latency exceeded threshold,Configuration update,false,PRB0001824,ServiceNow,INC120096,IT Service Management,2026-05-01,0.81,true,
INC0120097,2026-02-17,2026-02-18,CI-APP-ADOBE-COMMERCE,Digital Experience,P4,Low,Cybersecurity Governance,Digital Experience scheduled job failure delayed downstream reporting,Vendor patch,false,,ServiceNow,INC120097,IT Service Management,2026-05-01,0.81,true,
INC0120098,2026-03-18,2026-03-19,CI-APP-001,Store Inventory Visibility,P2,High,Merchandising Analytics,Store Inventory Visibility authentication timeout affected internal users,Restarted service,false,,ServiceNow,INC120098,IT Service Management,2026-05-01,0.81,true,
INC0120099,2026-04-19,,CI-SVC-002,Promotion Pricing Engine,P3,Medium,Contact Center Technology,Promotion Pricing Engine API gateway throttling affected service availability,,false,,ServiceNow,INC120099,IT Service Management,2026-05-01,0.81,false,
INC0120100,2026-01-20,2026-01-21,CI-DATA-003,Loyalty Offer Decisioning,P4,Low,Cloud Platform Services,Loyalty Offer Decisioning batch reconciliation variance required manual review,Capacity tuning,false,,ServiceNow,INC120100,IT Service Management,2026-05-01,0.81,true,
INC0120101,2026-02-21,2026-02-22,CI-APP-004,Returns Optimization,P4,Low,Cybersecurity Governance,Returns Optimization monitoring alert indicated degraded service response,Configuration update,false,,ServiceNow,INC120101,IT Service Management,2026-05-01,0.81,true,
INC0120102,2026-03-22,2026-03-23,CI-SVC-005,Marketplace Seller Hub,P3,Medium,IT Sourcing,Marketplace Seller Hub integration queue latency exceeded threshold,Vendor patch,false,PRB0001830,ServiceNow,INC120102,IT Service Management,2026-05-01,0.81,true,
INC0120103,2026-04-23,2026-04-24,CI-DATA-006,Retail Media Campaign Ops,P4,Low,Finance Technology,Retail Media Campaign Ops scheduled job failure delayed downstream reporting,Restarted service,false,,ServiceNow,INC120103,IT Service Management,2026-05-01,0.81,true,
INC0120104,2026-01-24,2026-01-25,CI-APP-007,Store Labor Scheduling,P4,Low,Commerce Platform Engineering,Store Labor Scheduling authentication timeout affected internal users,Runbook correction,true,,ServiceNow,INC120104,IT Service Management,2026-05-01,0.81,true,
INC0120105,2026-02-25,2026-02-26,CI-SVC-008,Category P&L Analytics,P2,High,Store Technology,Category P&L Analytics API gateway throttling affected service availability,Capacity tuning,false,,ServiceNow,INC120105,IT Service Management,2026-05-01,0.81,true,
INC0120106,2026-03-26,2026-03-27,CI-DATA-009,Vendor Scorecarding,P4,Low,Supply Chain Technology,Vendor Scorecarding batch reconciliation variance required manual review,Configuration update,false,,ServiceNow,INC120106,IT Service Management,2026-05-01,0.81,true,
INC0120107,2026-04-27,2026-04-28,CI-APP-010,Assortment Planning,P4,Low,Customer Data Platform Office,Assortment Planning monitoring alert indicated degraded service response,Vendor patch,false,,ServiceNow,INC120107,IT Service Management,2026-05-01,0.81,true,
INC0120108,2026-01-01,,CI-SVC-011,Last Mile Delivery,P3,Medium,Merchandising Analytics,Last Mile Delivery integration queue latency exceeded threshold,,false,PRB0001800,ServiceNow,INC120108,IT Service Management,2026-05-01,0.81,false,
INC0120109,2026-02-02,2026-02-03,CI-DATA-012,Fraud Detection,P4,Low,Contact Center Technology,Fraud Detection scheduled job failure delayed downstream reporting,Runbook correction,false,,ServiceNow,INC120109,IT Service Management,2026-05-01,0.81,true,
INC0120110,2026-03-03,2026-03-04,CI-APP-013,Customer Identity Resolution,P4,Low,Cloud Platform Services,Customer Identity Resolution authentication timeout affected internal users,Capacity tuning,false,,ServiceNow,INC120110,IT Service Management,2026-05-01,0.81,true,
INC0120111,2026-04-04,2026-04-05,CI-SVC-014,Associate Productivity,P3,Medium,Cybersecurity Governance,Associate Productivity API gateway throttling affected service availability,Configuration update,false,,ServiceNow,INC120111,IT Service Management,2026-05-01,0.81,true,
INC0120112,2026-01-05,2026-01-06,CI-DATA-015,Private Label Quality,P2,High,IT Sourcing,Private Label Quality batch reconciliation variance required manual review,Vendor patch,false,,ServiceNow,INC120112,IT Service Management,2026-05-01,0.81,true,
