data_domain_id,domain_name,data_owner,data_steward,source_systems,critical_data_elements,classification,quality_score,retention_policy,ai_use_allowed,last_quality_review,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
DATA-011,Inventory Domain 2,VP Supply Chain,Commerce Platform Engineering,ServiceNow ITSM and CMDB|Adobe Commerce Experience,Service ID|Owner|Status|Timestamp,Internal,0.82,Enterprise retention schedule,Allowed,2026-04-11,Data catalog,DATA-11,Data Governance,2026-05-01,0.82,true,
DATA-012,Promotion Domain 2,Merchandising Analytics Office,Store Technology,Okta Identity Service|Store Inventory Visibility 1,Service ID|Owner|Status|Timestamp,Internal,0.83,Enterprise retention schedule,Allowed,2026-04-12,Data catalog,DATA-12,Data Governance,2026-05-01,0.82,true,
DATA-013,Supply Chain Domain 2,Chief Data Officer,Supply Chain Technology,AWS Production Landing Zone|Promotion Pricing Engine 1,Service ID|Owner|Status|Timestamp,Restricted,0.84,Enterprise retention schedule,Prohibited,2026-04-13,Data catalog,DATA-13,Data Governance,2026-05-01,0.82,true,
DATA-014,Vendor Master Domain 2,VP Store Operations,Customer Data Platform Office,Azure Production Landing Zone|Loyalty Offer Decisioning 1,Service ID|Owner|Status|Timestamp,Internal,0.85,Enterprise retention schedule,Allowed,2026-04-14,Data catalog,DATA-14,Data Governance,2026-05-01,0.82,true,
DATA-015,Store Labor Domain 2,VP Supply Chain,Merchandising Analytics,Workday HCM|Returns Optimization 1,Service ID|Owner|Status|Timestamp,Internal,0.86,Enterprise retention schedule,Allowed,2026-04-15,Data catalog,DATA-15,Data Governance,2026-05-01,0.82,true,
DATA-016,Financial Planning Domain 2,Merchandising Analytics Office,Contact Center Technology,Adobe Commerce Experience|Marketplace Seller Hub 1,Service ID|Owner|Status|Timestamp,Confidential,0.87,Enterprise retention schedule,Conditional,2026-04-16,Data catalog,DATA-16,Data Governance,2026-05-01,0.82,true,
DATA-017,Customer Profile Domain 3,Chief Data Officer,Cloud Platform Services,Store Inventory Visibility 1|Retail Media Campaign Ops 1,Service ID|Owner|Status|Timestamp,Restricted,0.88,Enterprise retention schedule,Allowed,2026-04-17,Data catalog,DATA-17,Data Governance,2026-05-01,0.82,true,
DATA-018,Point of Sale Domain 3,VP Store Operations,Cybersecurity Governance,Promotion Pricing Engine 1|Store Labor Scheduling 1,Service ID|Owner|Status|Timestamp,Internal,0.89,Enterprise retention schedule,Allowed,2026-04-18,Data catalog,DATA-18,Data Governance,2026-05-01,0.82,true,
DATA-019,Inventory Domain 3,VP Supply Chain,IT Sourcing,Loyalty Offer Decisioning 1|Category P&L Analytics 1,Service ID|Owner|Status|Timestamp,Confidential,0.9,Enterprise retention schedule,Prohibited,2026-04-19,Data catalog,DATA-19,Data Governance,2026-05-01,0.82,true,
DATA-020,Promotion Domain 3,Merchandising Analytics Office,Finance Technology,Returns Optimization 1|Vendor Scorecarding 1,Service ID|Owner|Status|Timestamp,Internal,0.91,Enterprise retention schedule,Allowed,2026-04-20,Data catalog,DATA-20,Data Governance,2026-05-01,0.82,true,
DATA-021,Supply Chain Domain 3,Chief Data Officer,Commerce Platform Engineering,Marketplace Seller Hub 1|Assortment Planning 1,Service ID|Owner|Status|Timestamp,Restricted,0.72,Enterprise retention schedule,Allowed,2026-04-01,Data catalog,DATA-21,Data Governance,2026-05-01,0.82,true,
DATA-022,Vendor Master Domain 3,VP Store Operations,Store Technology,Retail Media Campaign Ops 1|Last Mile Delivery 1,Service ID|Owner|Status|Timestamp,Confidential,0.73,Enterprise retention schedule,Conditional,2026-04-02,Data catalog,DATA-22,Data Governance,2026-05-01,0.82,true,
DATA-023,Store Labor Domain 3,VP Supply Chain,Supply Chain Technology,Store Labor Scheduling 1|Fraud Detection 1,Service ID|Owner|Status|Timestamp,Internal,0.74,Enterprise retention schedule,Allowed,2026-04-03,Data catalog,DATA-23,Data Governance,2026-05-01,0.82,true,
DATA-024,Financial Planning Domain 3,Merchandising Analytics Office,Customer Data Platform Office,Category P&L Analytics 1|Customer Identity Resolution 1,Service ID|Owner|Status|Timestamp,Internal,0.75,Enterprise retention schedule,Allowed,2026-04-04,Data catalog,DATA-24,Data Governance,2026-05-01,0.82,true,
DATA-025,Customer Profile Domain 4,Chief Data Officer,Merchandising Analytics,Vendor Scorecarding 1|Associate Productivity 1,Service ID|Owner|Status|Timestamp,Restricted,0.76,Enterprise retention schedule,Prohibited,2026-04-05,Data catalog,DATA-25,Data Governance,2026-05-01,0.82,true,
DATA-026,Point of Sale Domain 4,VP Store Operations,Contact Center Technology,Assortment Planning 1|Private Label Quality 1,Service ID|Owner|Status|Timestamp,Internal,0.77,Enterprise retention schedule,Allowed,2026-04-06,Data catalog,DATA-26,Data Governance,2026-05-01,0.82,true,
DATA-027,Inventory Domain 4,VP Supply Chain,Cloud Platform Services,Last Mile Delivery 1|Demand Signal Repository 1,Service ID|Owner|Status|Timestamp,Internal,0.78,Enterprise retention schedule,Allowed,2026-04-07,Data catalog,DATA-27,Data Governance,2026-05-01,0.82,true,
DATA-028,Promotion Domain 4,Merchandising Analytics Office,Cybersecurity Governance,Fraud Detection 1|Store Inventory Visibility 2,Service ID|Owner|Status|Timestamp,Confidential,0.79,Enterprise retention schedule,Conditional,2026-04-08,Data catalog,DATA-28,Data Governance,2026-05-01,0.82,true,
DATA-029,Supply Chain Domain 4,Chief Data Officer,IT Sourcing,Customer Identity Resolution 1|Promotion Pricing Engine 2,Service ID|Owner|Status|Timestamp,Restricted,0.8,Enterprise retention schedule,Allowed,2026-04-09,Data catalog,DATA-29,Data Governance,2026-05-01,0.82,true,
DATA-030,Vendor Master Domain 4,VP Store Operations,Finance Technology,Associate Productivity 1|Loyalty Offer Decisioning 2,Service ID|Owner|Status|Timestamp,Internal,0.81,Enterprise retention schedule,Allowed,2026-04-10,Data catalog,DATA-30,Data Governance,2026-05-01,0.82,true,
DATA-031,Store Labor Domain 4,VP Supply Chain,Commerce Platform Engineering,Private Label Quality 1|Returns Optimization 2,Service ID|Owner|Status|Timestamp,Confidential,0.82,Enterprise retention schedule,Prohibited,2026-04-11,Data catalog,DATA-31,Data Governance,2026-05-01,0.82,true,
DATA-032,Financial Planning Domain 4,Merchandising Analytics Office,Store Technology,Demand Signal Repository 1|Marketplace Seller Hub 2,Service ID|Owner|Status|Timestamp,Internal,0.83,Enterprise retention schedule,Allowed,2026-04-12,Data catalog,DATA-32,Data Governance,2026-05-01,0.82,true,
