org_unit_id,person_or_group_id,name,role_title,reports_to_id,decision_domain,decision_right,approval_authority,delegated_to_id,escalation_path,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
ORG-19,GROUP-OPS-19,Finance Technology Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Finance Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-19,Finance Technology,2026-05-01,0.8,true,
ORG-20,GROUP-OPS-20,Commerce Platform Engineering Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Commerce Platform Engineering data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-20,Commerce Platform Engineering,2026-05-01,0.8,true,
ORG-21,GROUP-OPS-21,Store Technology Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Store Technology data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-21,Store Technology,2026-05-01,0.8,true,
ORG-22,GROUP-OPS-22,Supply Chain Technology Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Supply Chain Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-22,Supply Chain Technology,2026-05-01,0.8,true,
ORG-23,GROUP-OPS-23,Customer Data Platform Office Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Customer Data Platform Office data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-23,Customer Data Platform Office,2026-05-01,0.8,true,
ORG-24,GROUP-OPS-24,Merchandising Analytics Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Merchandising Analytics data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-24,Merchandising Analytics,2026-05-01,0.8,true,
ORG-25,GROUP-OPS-25,Contact Center Technology Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Contact Center Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-25,Contact Center Technology,2026-05-01,0.8,true,
ORG-26,GROUP-OPS-26,Cloud Platform Services Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Cloud Platform Services data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-26,Cloud Platform Services,2026-05-01,0.8,true,
ORG-27,GROUP-OPS-27,Cybersecurity Governance Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Cybersecurity Governance data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-27,Cybersecurity Governance,2026-05-01,0.8,true,
ORG-28,GROUP-OPS-28,IT Sourcing Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,IT Sourcing data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-28,IT Sourcing,2026-05-01,0.8,true,
ORG-29,GROUP-OPS-29,Finance Technology Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Finance Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-29,Finance Technology,2026-05-01,0.8,true,
ORG-30,GROUP-OPS-30,Commerce Platform Engineering Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Commerce Platform Engineering data and service ownership,Recommend,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-30,Commerce Platform Engineering,2026-05-01,0.8,true,
ORG-31,GROUP-OPS-31,Store Technology Stewardship Group,Operational Stewardship Group,PERSON-LYNNE,Store Technology data and service ownership,Consult,Operational validation and evidence attestation,,CIO Operations Review,Manual attestation,ORG-OPS-31,Store Technology,2026-05-01,0.8,true,
