evidence_id,source_id,source_sheet,source_row_number,citation_label,citation_locator,evidence_state,confidence
FCF-EVID-018,FCF-STAGE-SRC-018,../../first-capital-financial-synthetic-v1/07-ai-tools/ai-tool-footprint.csv,,../../first-capital-financial-synthetic-v1/07-ai-tools/ai-tool-footprint.csv,row,usable,0.86
FCF-EVID-019,FCF-STAGE-SRC-019,../../first-capital-financial-synthetic-v1/07-ai-tools/ai-usage-telemetry.csv,,../../first-capital-financial-synthetic-v1/07-ai-tools/ai-usage-telemetry.csv,row,usable,0.86
FCF-EVID-020,FCF-STAGE-SRC-020,../../first-capital-financial-synthetic-v1/08-sponsor-signal/sponsor-pulse.jsonl,,../../first-capital-financial-synthetic-v1/08-sponsor-signal/sponsor-pulse.jsonl,row,review_required,0.78
FCF-EVID-021,FCF-STAGE-SRC-021,../../first-capital-financial-synthetic-v1/10-incidents-changes/changes.csv,,../../first-capital-financial-synthetic-v1/10-incidents-changes/changes.csv,row,usable,0.86
FCF-EVID-022,FCF-STAGE-SRC-022,../../first-capital-financial-synthetic-v1/10-incidents-changes/incidents.csv,,../../first-capital-financial-synthetic-v1/10-incidents-changes/incidents.csv,row,usable,0.86
FCF-EVID-023,FCF-STAGE-SRC-023,../../first-capital-financial-synthetic-v1/11-regulatory/regulatory-obligations.csv,,../../first-capital-financial-synthetic-v1/11-regulatory/regulatory-obligations.csv,row,usable,0.86
FCF-EVID-024,FCF-STAGE-SRC-024,../../first-capital-financial-synthetic-v1/12-benchmarks/financial-services-benchmarks.csv,,../../first-capital-financial-synthetic-v1/12-benchmarks/financial-services-benchmarks.csv,row,usable,0.86
FCF-EVID-025,FCF-STAGE-SRC-025,../../first-capital-financial-synthetic-v1/13-context/client-data-corpus.jsonl,,../../first-capital-financial-synthetic-v1/13-context/client-data-corpus.jsonl,row,review_required,0.78
FCF-EVID-026,FCF-STAGE-SRC-026,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-001.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-001.md,section,review_required,0.78
FCF-EVID-027,FCF-STAGE-SRC-027,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-002.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-002.md,section,review_required,0.78
FCF-EVID-028,FCF-STAGE-SRC-028,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-003.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-003.md,section,review_required,0.78
FCF-EVID-029,FCF-STAGE-SRC-029,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-004.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-004.md,section,review_required,0.78
FCF-EVID-030,FCF-STAGE-SRC-030,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-005.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-005.md,section,review_required,0.78
FCF-EVID-031,FCF-STAGE-SRC-031,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-006.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-006.md,section,review_required,0.78
FCF-EVID-032,FCF-STAGE-SRC-032,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-007.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-007.md,section,review_required,0.78
FCF-EVID-033,FCF-STAGE-SRC-033,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-008.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-008.md,section,review_required,0.78
FCF-EVID-034,FCF-STAGE-SRC-034,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-009.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-009.md,section,review_required,0.78
FCF-EVID-035,FCF-STAGE-SRC-035,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-010.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-010.md,section,review_required,0.78
FCF-EVID-036,FCF-STAGE-SRC-036,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-011.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-011.md,section,review_required,0.78
FCF-EVID-037,FCF-STAGE-SRC-037,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-012.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-012.md,section,review_required,0.78
FCF-EVID-038,FCF-STAGE-SRC-038,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-013.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-013.md,section,review_required,0.78
FCF-EVID-039,FCF-STAGE-SRC-039,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-014.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-014.md,section,review_required,0.78
FCF-EVID-040,FCF-STAGE-SRC-040,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-015.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-015.md,section,review_required,0.78
FCF-EVID-041,FCF-STAGE-SRC-041,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-016.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-016.md,section,review_required,0.78
FCF-EVID-042,FCF-STAGE-SRC-042,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-017.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-017.md,section,review_required,0.78
FCF-EVID-043,FCF-STAGE-SRC-043,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-018.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-018.md,section,review_required,0.78
FCF-EVID-044,FCF-STAGE-SRC-044,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-019.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-019.md,section,review_required,0.78
FCF-EVID-045,FCF-STAGE-SRC-045,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-020.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-020.md,section,review_required,0.78
FCF-EVID-046,FCF-STAGE-SRC-046,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-021.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-021.md,section,review_required,0.78
FCF-EVID-047,FCF-STAGE-SRC-047,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-022.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-022.md,section,review_required,0.78
FCF-EVID-048,FCF-STAGE-SRC-048,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-023.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-023.md,section,review_required,0.78
FCF-EVID-049,FCF-STAGE-SRC-049,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-024.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-024.md,section,review_required,0.78
FCF-EVID-050,FCF-STAGE-SRC-050,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-025.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-025.md,section,review_required,0.78
FCF-EVID-051,FCF-STAGE-SRC-051,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-026.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-026.md,section,review_required,0.78
FCF-EVID-052,FCF-STAGE-SRC-052,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-027.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-027.md,section,review_required,0.78
FCF-EVID-053,FCF-STAGE-SRC-053,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-028.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-028.md,section,review_required,0.78
FCF-EVID-054,FCF-STAGE-SRC-054,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-029.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-029.md,section,review_required,0.78
FCF-EVID-055,FCF-STAGE-SRC-055,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-030.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-030.md,section,review_required,0.78
FCF-EVID-056,FCF-STAGE-SRC-056,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-031.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-031.md,section,review_required,0.78
FCF-EVID-057,FCF-STAGE-SRC-057,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-032.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-032.md,section,review_required,0.78
FCF-EVID-058,FCF-STAGE-SRC-058,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-033.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-033.md,section,review_required,0.78
FCF-EVID-059,FCF-STAGE-SRC-059,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-034.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-034.md,section,review_required,0.78
FCF-EVID-060,FCF-STAGE-SRC-060,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-035.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-035.md,section,review_required,0.78
FCF-EVID-061,FCF-STAGE-SRC-061,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-036.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-036.md,section,review_required,0.78
FCF-EVID-062,FCF-STAGE-SRC-062,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-037.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-037.md,section,review_required,0.78
FCF-EVID-063,FCF-STAGE-SRC-063,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-038.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-038.md,section,review_required,0.78
FCF-EVID-064,FCF-STAGE-SRC-064,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-039.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-039.md,section,review_required,0.78
FCF-EVID-065,FCF-STAGE-SRC-065,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-040.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-040.md,section,review_required,0.78
FCF-EVID-066,FCF-STAGE-SRC-066,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-041.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-041.md,section,review_required,0.78
FCF-EVID-067,FCF-STAGE-SRC-067,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-042.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-042.md,section,review_required,0.78
FCF-EVID-068,FCF-STAGE-SRC-068,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-043.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-043.md,section,review_required,0.78
FCF-EVID-069,FCF-STAGE-SRC-069,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-044.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-044.md,section,review_required,0.78
FCF-EVID-070,FCF-STAGE-SRC-070,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-045.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-045.md,section,review_required,0.78
FCF-EVID-071,FCF-STAGE-SRC-071,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-046.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-046.md,section,review_required,0.78
FCF-EVID-072,FCF-STAGE-SRC-072,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-047.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-047.md,section,review_required,0.78
FCF-EVID-073,FCF-STAGE-SRC-073,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-048.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-048.md,section,review_required,0.78
FCF-EVID-074,FCF-STAGE-SRC-074,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-049.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-049.md,section,review_required,0.78
FCF-EVID-075,FCF-STAGE-SRC-075,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-050.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-050.md,section,review_required,0.78
FCF-EVID-076,FCF-STAGE-SRC-076,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-051.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-051.md,section,review_required,0.78
FCF-EVID-077,FCF-STAGE-SRC-077,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-052.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-052.md,section,review_required,0.78
FCF-EVID-078,FCF-STAGE-SRC-078,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-053.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-053.md,section,review_required,0.78
FCF-EVID-079,FCF-STAGE-SRC-079,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-054.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-054.md,section,review_required,0.78
FCF-EVID-080,FCF-STAGE-SRC-080,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-055.md,,../../first-capital-financial-synthetic-v1/13-context/source-files/FCF-SRC-055.md,section,review_required,0.78
